;GO:0060760;GO:0016925;GO:0015031;GO:0042256;GO:0000463;GO:0030307;GO:0051123;GO:0000184;GO:0001701;GO:0000060;GO:0090502;GO:1902166;GO:0051260;GO:0006298;GO:0006974;GO:0006334;GO:0006610;GO:0045540;GO:0051131;GO:0000070;GO:0072734;GO:0033488;GO:2000001;GO:0032436;GO:0010389;GO:0034613;GO:0032435;GO:0034453;GO:0030490;GO:0002181;GO:0008285;GO:1900034;GO:1905323;GO:0006260;GO:0006261;GO:0008284;GO:0043928;GO:0043486;GO:0009259;GO:0042276;GO:0042795;GO:1902857;GO:0045944;GO:0048539;GO:0000398;GO:0000165;GO:0071157;GO:0000281;GO:0048146;GO:0032147;GO:0071158;GO:0016476;GO:0042327;GO:0007004;GO:0006397;GO:0007517;GO:0045040;GO:0030595;GO:0008380;GO:0007052;GO:0007179;GO:0008543;GO:0046777;GO:0051291;GO:0051170;GO:0006364;GO:0006122;GO:0006400;GO:0006367;GO:0006401;GO:0006119;GO:0000381;GO:0060271;GO:0008033;GO:0007223;GO:1901798;GO:1904667;GO:0043312;GO:0045454;GO:0006414;GO:0042501;GO:0006412;GO:0000387;GO:0030855;GO:0000154;GO:0010629;GO:0051973;GO:0006888;GO:0070072;GO:0001516;GO:0030178;GO:0018107;GO:0043966;GO:0007035;GO:0006986;GO:0000122;GO:0045471;GO:0000086;GO:0006614;GO:0060628;GO:0032986;GO:2000059;GO:0072717;GO:0007286;GO:0006351;GO:0007162;GO:0000921;GO:0006355;GO:0051085;GO:0006353;GO:0000245;GO:0006357;GO:0019371;GO:0000492;GO:0097711;GO:0006508;GO:0034599;GO:0009060
GO:0060760;1.0;0.0;0.0;0.0;0.0;0.11511873865597294;0.0;0.042064647228987374;0.0;0.0;0.0;0.1492331351584338;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.1492331351584338;0.11511873865597294;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.1492331351584338;0.0;0.0;0.0;0.11511873865597294;0.042064647228987374;0.0;0.0;0.0;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.21066859409381297;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.11511873865597294;0.0;0.0;0.0;0.1492331351584338;0.0;0.0;0.036692364793703955;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.0;0.0
GO:0016925;0.0;1.0;0.0;0.01468324974140624;0.08547128021085358;0.0;0.01468324974140624;0.10587402764930422;0.0;0.0;0.08547128021085358;0.0;0.01468324974140624;0.10587402764930422;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.08547128021085358;0.16963854658900165;0.0;0.0;0.01468324974140624;0.10587402764930422;0.10587402764930422;0.0;0.10587402764930422;0.01468324974140624;0.07548231845693805;0.10587402764930422;0.10587402764930422;0.0;0.0;0.0;0.08547128021085358;0.18032682375526765;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.10587402764930422;0.08547128021085358;0.0;0.01468324974140624;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.18032682375526765;0.01468324974140624;0.0;0.08547128021085358;0.06886689890529227;0.17326797086942267;0.08547128021085358;0.10587402764930422;0.1237146889194086;0.0;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.10587402764930422;0.30783551572057777;0.16963854658900165;0.01468324974140624;0.01468324974140624;0.17326797086942267;0.0;0.0;0.0;0.01468324974140624;0.06927734236639929;0.0;0.30783551572057777;0.4308603351857104;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.10587402764930422;0.0;0.01468324974140624;0.0;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.1468397877411918;0.01468324974140624;0.06886689890529227
GO:0015031;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26376911423447535;0.0;0.0;0.0;0.0;0.0;0.0;0.26376911423447535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26376911423447535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26376911423447535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13331334997803274;0.0;0.0;0.0
GO:0042256;0.0;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.30997634000901914;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.24997772404766266;0.01468324974140624;0.01468324974140624;0.30997634000901914;0.0;0.0;0.30997634000901914;0.20695866249713105;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.20695866249713105;0.01468324974140624;0.01468324974140624;0.0;0.0;0.44927334416867676;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.2332416913641672;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.20695866249713105;0.01468324974140624;0.0;0.20695866249713105;0.01468324974140624;0.01468324974140624;0.20695866249713105;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.24997772404766266;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.35499357710737345;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.44927334416867676;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.30997634000901914;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.2332416913641672;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.35499357710737345;0.0;0.01468324974140624;0.01468324974140624;0.44927334416867676;0.0;0.01468324974140624;0.44927334416867676;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624
GO:0000463;0.0;0.08547128021085358;0.0;0.01468324974140624;1.0;0.0;0.01468324974140624;0.16542914088709912;0.0;0.0;0.16542914088709912;0.0;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12997132148022705;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.458087606955557;0.12826917739045696;0.0;0.0;0.01468324974140624;0.15084348231066635;0.15084348231066635;0.0;0.16542914088709912;0.01468324974140624;0.13943261564481066;0.15084348231066635;0.35937904314651625;0.0;0.0;0.0;0.3102169991624253;0.08547128021085358;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.15084348231066635;0.3102169991624253;0.0;0.01468324974140624;0.01468324974140624;0.3102169991624253;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.0;0.458087606955557;0.06886689890529227;0.3965579499290123;0.16542914088709912;0.16542914088709912;0.13943261564481066;0.0;0.01468324974140624;0.3965579499290123;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.08547128021085358;0.08547128021085358;0.12826917739045696;0.01468324974140624;0.01468324974140624;0.458087606955557;0.0;0.0;0.0;0.01468324974140624;0.06927734236639929;0.0;0.08547128021085358;0.08547128021085358;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.16542914088709912;0.0;0.01468324974140624;0.0;0.01468324974140624;0.16542914088709912;0.01468324974140624;0.0;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.06886689890529227
GO:0030307;0.11511873865597294;0.0;0.0;0.0;0.0;1.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.12755981097713553;0.042064647228987374;0.0;0.0;0.0;0.0;0.20397374928165476;0.12755981097713553;0.0;0.0;0.047799631016701725;0.12755981097713553;0.0;0.12755981097713553;0.12755981097713553;0.12755981097713553;0.20397374928165476;0.12755981097713553;0.036692364793703955;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0;0.042064647228987374;0.12755981097713553;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051123;0.0;0.01468324974140624;0.0;0.30997634000901914;0.01468324974140624;0.0;1.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.24997772404766266;0.01468324974140624;0.01468324974140624;0.4560621923938711;0.0;0.0;0.30997634000901914;0.12408495164008174;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.0;0.0;0.30997634000901914;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.4394397411690324;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.12408495164008174;0.01468324974140624;0.0;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.24997772404766266;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.2041871440868109;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.30997634000901914;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.30997634000901914;0.01468324974140624;0.0;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.4394397411690324;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.30997634000901914;0.0;0.01468324974140624;0.01468324974140624;0.30997634000901914;0.0;0.01468324974140624;0.30997634000901914;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624
GO:0000184;0.042064647228987374;0.10587402764930422;0.0;0.01468324974140624;0.16542914088709912;0.042064647228987374;0.01468324974140624;1.0;0.0;0.0;0.16542914088709912;0.12804570306913615;0.01468324974140624;0.15084348231066635;0.01468324974140624;0.01468324974140624;0.0;0.09795404577404272;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.12997132148022705;0.042064647228987374;0.10567815125427765;0.042064647228987374;0.0;0.19681204097214483;0.01468324974140624;0.16542914088709912;0.12826917739045696;0.12804570306913615;0.042064647228987374;0.01468324974140624;0.15084348231066635;0.15084348231066635;0.042064647228987374;0.4622628843519225;0.01468324974140624;0.13943261564481066;0.15084348231066635;0.16542914088709912;0.042064647228987374;0.1356691921375081;0.0;0.3367509049664712;0.10587402764930422;0.12804570306913615;0.01468324974140624;0.042064647228987374;0.10567815125427765;0.042064647228987374;0.042064647228987374;0.09795404577404272;0.15084348231066635;0.3367509049664712;0.0;0.01468324974140624;0.01468324974140624;0.16542914088709912;0.01468324974140624;0.042064647228987374;0.042064647228987374;0.10587402764930422;0.01468324974140624;0.0;0.16542914088709912;0.06886689890529227;0.16542914088709912;0.16542914088709912;0.4402956465236597;0.13943261564481066;0.1356691921375081;0.01468324974140624;0.16542914088709912;0.042064647228987374;0.042064647228987374;0.19681204097214483;0.01468324974140624;0.042064647228987374;0.10587402764930422;0.10587402764930422;0.12826917739045696;0.01468324974140624;0.01468324974140624;0.16542914088709912;0.24029018053993487;0.10567815125427765;0.0;0.01468324974140624;0.06927734236639929;0.12804570306913615;0.10587402764930422;0.10587402764930422;0.036692364793703955;0.0;0.24029018053993487;0.0;0.01468324974140624;0.0;0.042064647228987374;0.01468324974140624;0.19681204097214483;0.01468324974140624;0.01468324974140624;0.16542914088709912;0.12804570306913615;0.01468324974140624;0.1356691921375081;0.01468324974140624;0.16542914088709912;0.01468324974140624;0.1356691921375081;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.08547128021085358;0.01468324974140624;0.06886689890529227
GO:0001701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000060;0.0;0.0;0.26376911423447535;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3113070282324545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2288532216884073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3113070282324545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2515948343026044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2515948343026044;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3113070282324545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2147074070362994;0.0;0.0;0.0
