;GO:0046718;GO:0038114;GO:0033572;GO:0035690;GO:1902476;GO:0045830;GO:0042102;GO:0006446;GO:0043687;GO:0006511;GO:0043304;GO:0006879;GO:0030316;GO:0097286;GO:1990830;GO:0097401;GO:0045794;GO:0045780;GO:0048388;GO:0030890;GO:0031623;GO:0010499;GO:0016567
GO:0046718;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0038114;0.0;1.0;0.0;0.024242713280608143;0.0;0.06498212637046455;0.0723977645115027;0.07118179278493512;0.024799580381822794;0.025453083643177322;0.06625461593292258;0.05355519090867833;0.020401339940053793;0.0;0.0221476267955128;0.042754545288950875;0.04522381300535716;0.05617858380794982;0.04381312964590267;0.0679218040919067;0.021458197157809184;0.0;0.026107054833261287
GO:0033572;0.0;0.0;1.0;0.0;0.4541359031584142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8586426374713357;0.0;0.4001776791951612;0.0;0.0;0.0;0.0;0.2420108992635691;0.0;0.0
GO:0035690;0.0;0.024242713280608143;0.0;1.0;0.0;0.0;0.0;0.0;0.0357745129047029;0.03715045740499212;0.0;0.029162703911664586;0.027288117716249564;0.0;0.5138595858790261;0.02170242042218144;0.023317373979722562;0.0;0.022388583279732414;0.0;0.029212572811437854;0.0;0.03856028070029453
GO:1902476;0.0;0.0;0.4541359031584142;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4242330954506491;0.0;0.45596208509695507;0.0;0.0;0.0;0.0;0.2614351167284063;0.0;0.0
GO:0045830;0.0;0.06498212637046455;0.0;0.0;0.0;1.0;0.6611664293000978;0.17588393175529216;0.0;0.0;0.6992430335840115;0.057929353059023185;0.0;0.0;0.0;0.045497135854564885;0.04830375621439229;0.35786572257595006;0.04669779387121417;0.736602565785896;0.0;0.0;0.0
GO:0042102;0.0;0.0723977645115027;0.0;0.0;0.0;0.6611664293000978;1.0;0.08779650402585154;0.0;0.0;0.5966279861878862;0.06575061424565974;0.0;0.0;0.0;0.05018572951055388;0.05362246177079258;0.18517113434712903;0.05165058363502477;0.8667304233369892;0.0;0.0;0.0
GO:0006446;0.0;0.07118179278493512;0.0;0.0;0.0;0.17588393175529216;0.08779650402585154;1.0;0.0;0.0;0.07892235016013914;0.06444808326944733;0.0;0.0;0.0;0.04942331638281386;0.052752957339242526;0.06645631148302893;0.05084337125677863;0.08129944694129698;0.0;0.0;0.0
GO:0043687;0.0;0.024799580381822794;0.0;0.0357745129047029;0.0;0.0;0.0;0.0;1.0;0.38476287766896544;0.0;0.029972310464663966;0.02799572334131712;0.0;0.0313923272237074;0.0221476267955128;0.02383209010488365;0.0;0.022862694272932867;0.0;0.2164961157677928;0.276118406974995;0.49110403069931025
GO:0006511;0.0;0.025453083643177322;0.0;0.03715045740499212;0.0;0.0;0.0;0.0;0.38476287766896544;1.0;0.0;0.030932137952188604;0.02883136467709047;0.0;0.03244685780906311;0.022667373102279776;0.024434978772287282;0.0;0.02341696381729374;0.0;0.22344172189120615;0.6832400154780812;0.4171760846948459
GO:0043304;0.0;0.06625461593292258;0.0;0.0;0.0;0.6992430335840115;0.5966279861878862;0.07892235016013914;0.0;0.0;1.0;0.05925091259682442;0.0;0.0;0.0;0.04630835163667459;0.049219150138438125;0.16857194674757028;0.047552792464563926;0.5559332473450839;0.0;0.0;0.0
