;GO:0007186;GO:0030183;GO:0031284;GO:0033141;GO:0042100;GO:0006355;GO:0002286;GO:0022400;GO:0060337;GO:0002323;GO:0043330;GO:0045087;GO:0051607;GO:0050911;GO:0010469
GO:0007186;1.0;0.125;0.07692307692307687;0.09756097560975607;0.1333333333333333;0.19999999999999996;0.1333333333333333;0.33333333333333337;0.75;0.1333333333333333;0.0;0.0;0.0;0.0;0.36363636363636365
GO:0030183;0.125;1.0;0.0;0.0;0.4375;0.0;0.3529411764705882;0.0;0.11111111111111116;0.3529411764705882;0.0;0.125;0.08695652173913049;0.0;0.0
GO:0031284;0.07692307692307687;0.0;1.0;0.23611111111111116;0.0;0.19298245614035092;0.0;0.0714285714285714;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.09259259259259256
GO:0033141;0.09756097560975607;0.0;0.23611111111111116;1.0;0.0;0.1875;0.0;0.19512195121951215;0.09302325581395354;0.0;0.0;0.0;0.0;0.0;0.19999999999999996
GO:0042100;0.1333333333333333;0.4375;0.0;0.0;1.0;0.0;0.375;0.0;0.11764705882352944;0.375;0.0;0.1333333333333333;0.09090909090909094;0.0;0.0
GO:0006355;0.19999999999999996;0.0;0.19298245614035092;0.1875;0.0;1.0;0.0;0.16666666666666663;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.17391304347826086
GO:0002286;0.1333333333333333;0.3529411764705882;0.0;0.0;0.375;0.0;1.0;0.0;0.11764705882352944;0.8333333333333334;0.0;0.1333333333333333;0.1428571428571429;0.0;0.0
GO:0022400;0.33333333333333337;0.0;0.0714285714285714;0.19512195121951215;0.0;0.16666666666666663;0.0;1.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.7272727272727273
GO:0060337;0.75;0.11111111111111116;0.07407407407407407;0.09302325581395354;0.11764705882352944;0.18181818181818177;0.11764705882352944;0.2857142857142857;1.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.3076923076923077
GO:0002323;0.1333333333333333;0.3529411764705882;0.0;0.0;0.375;0.0;0.8333333333333334;0.0;0.11764705882352944;1.0;0.0;0.1333333333333333;0.1428571428571429;0.0;0.0
GO:0043330;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.18181818181818177;0.11111111111111116;0.18181818181818177;0.0
GO:0045087;0.0;0.125;0.0;0.0;0.1333333333333333;0.0;0.1333333333333333;0.0;0.0;0.1333333333333333;0.18181818181818177;1.0;0.3571428571428571;0.19999999999999996;0.0
GO:0051607;0.0;0.08695652173913049;0.0;0.0;0.09090909090909094;0.0;0.1428571428571429;0.0;0.0;0.1428571428571429;0.11111111111111116;0.3571428571428571;1.0;0.11764705882352944;0.0
GO:0050911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.19999999999999996;0.11764705882352944;1.0;0.0
GO:0010469;0.36363636363636365;0.0;0.09259259259259256;0.19999999999999996;0.0;0.17391304347826086;0.0;0.7272727272727273;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;1.0
