;GO:0007186;GO:0030183;GO:0031284;GO:0033141;GO:0042100;GO:0006355;GO:0002286;GO:0022400;GO:0060337;GO:0002323;GO:0043330;GO:0045087;GO:0051607;GO:0050911;GO:0010469
GO:0007186;1.0;0.5651906785208529;0.36884150434140267;0.3360378287127392;0.40697258801634956;0.5373909203721913;0.5729227587459969;0.405301225691832;0.6308316816822342;0.5315313485510191;0.0;0.0;0.0;0.0;0.5400256011020224
GO:0030183;0.5651906785208529;1.0;0.0;0.0;0.7776618905702826;0.0;0.7539523845928844;0.0;0.4528959953786031;0.7125609743979068;0.0;0.6351468235041681;0.5887829897716224;0.0;0.0
GO:0031284;0.36884150434140267;0.0;1.0;0.4144493205593979;0.0;0.5075913142385184;0.0;0.24057281055540614;0.25654682119915273;0.0;0.0;0.0;0.0;0.0;0.5024287658107754
GO:0033141;0.3360378287127392;0.0;0.4144493205593979;1.0;0.0;0.43886049662999926;0.0;0.3756469368190046;0.209731877021625;0.0;0.0;0.0;0.0;0.0;0.48053757704363026
GO:0042100;0.40697258801634956;0.7776618905702826;0.0;0.0;1.0;0.0;0.6451980856394581;0.0;0.2946779048740996;0.6038066754444805;0.0;0.5192200263545936;0.4728561926220479;0.0;0.0
GO:0006355;0.5373909203721913;0.0;0.5075913142385184;0.43886049662999926;0.0;1.0;0.0;0.4222958458493458;0.40546618086442887;0.0;0.0;0.0;0.0;0.0;0.507556429708459
GO:0002286;0.5729227587459969;0.7539523845928844;0.0;0.0;0.6451980856394581;0.0;1.0;0.0;0.4606280756037469;0.7668747056450833;0.0;0.6428789037293119;0.6652962364415358;0.0;0.0
GO:0022400;0.405301225691832;0.0;0.24057281055540614;0.3756469368190046;0.0;0.4222958458493458;0.0;1.0;0.293006542549582;0.0;0.0;0.0;0.0;0.0;0.5796347092082879
GO:0060337;0.6308316816822342;0.4528959953786031;0.25654682119915273;0.209731877021625;0.2946779048740996;0.40546618086442887;0.4606280756037469;0.293006542549582;1.0;0.41923666540876925;0.0;0.0;0.0;0.0;0.42773091795977247
GO:0002323;0.5315313485510191;0.7125609743979068;0.0;0.0;0.6038066754444805;0.0;0.7668747056450833;0.0;0.41923666540876925;1.0;0.0;0.6014874935343343;0.6239048262465582;0.0;0.0
GO:0043330;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.43532661093098707;0.35201778399753375;0.37796468421802404;0.0
GO:0045087;0.0;0.6351468235041681;0.0;0.0;0.5192200263545936;0.0;0.6428789037293119;0.0;0.0;0.6014874935343343;0.43532661093098707;1.0;0.6892643776064954;0.5007644131258108;0.0
GO:0051607;0.0;0.5887829897716224;0.0;0.0;0.4728561926220479;0.0;0.6652962364415358;0.0;0.0;0.6239048262465582;0.35201778399753375;0.6892643776064954;1.0;0.42159690376460157;0.0
GO:0050911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37796468421802404;0.5007644131258108;0.42159690376460157;1.0;0.0
GO:0010469;0.5400256011020224;0.0;0.5024287658107754;0.48053757704363026;0.0;0.507556429708459;0.0;0.5796347092082879;0.42773091795977247;0.0;0.0;0.0;0.0;0.0;1.0
