;GO:0007186;GO:0030183;GO:0031284;GO:0033141;GO:0042100;GO:0006355;GO:0002286;GO:0022400;GO:0060337;GO:0002323;GO:0043330;GO:0045087;GO:0051607;GO:0050911;GO:0010469
GO:0007186;1.0;0.05232340137006609;0.0012688808492455253;0.008468781733473658;0.06654560080986596;0.032453259350379245;0.04103932917437334;0.13330888468278687;0.6436478635053585;0.0413889756214105;0.0;0.0;0.0;0.0;0.1637692245489811
GO:0030183;0.05232340137006609;1.0;0.0;0.0;0.3084874997862768;0.0;0.22012175426404978;0.0;0.05232340137006609;0.22199714528145637;0.0;0.05232340137006609;0.0426828282620585;0.0;0.0
GO:0031284;0.0012688808492455253;0.0;1.0;0.023251935335060762;0.0;0.008627429944662377;0.0;0.0012688808492455253;0.0012688808492455253;0.0;0.0;0.0;0.0;0.0;0.0012688808492455253
GO:0033141;0.008468781733473658;0.0;0.023251935335060762;1.0;0.0;0.024223320161701388;0.0;0.03997898468270539;0.008468781733473658;0.0;0.0;0.0;0.0;0.0;0.03997898468270539
GO:0042100;0.06654560080986596;0.3084874997862768;0.0;0.0;1.0;0.0;0.22012175426404978;0.0;0.06654560080986596;0.22199714528145637;0.0;0.06654560080986596;0.0426828282620585;0.0;0.0
GO:0006355;0.032453259350379245;0.0;0.008627429944662377;0.024223320161701388;0.0;1.0;0.0;0.032453259350379245;0.032453259350379245;0.0;0.0;0.0;0.0;0.0;0.032453259350379245
GO:0002286;0.04103932917437334;0.22012175426404978;0.0;0.0;0.22012175426404978;0.0;1.0;0.0;0.04103932917437334;0.7228141995786629;0.0;0.04103932917437334;0.07692503883604206;0.0;0.0
GO:0022400;0.13330888468278687;0.0;0.0012688808492455253;0.03997898468270539;0.0;0.032453259350379245;0.0;1.0;0.13330888468278687;0.0;0.0;0.0;0.0;0.0;0.6293176547148583
GO:0060337;0.6436478635053585;0.05232340137006609;0.0012688808492455253;0.008468781733473658;0.06654560080986596;0.032453259350379245;0.04103932917437334;0.13330888468278687;1.0;0.0413889756214105;0.0;0.0;0.0;0.0;0.1637692245489811
GO:0002323;0.0413889756214105;0.22199714528145637;0.0;0.0;0.22199714528145637;0.0;0.7228141995786629;0.0;0.0413889756214105;1.0;0.0;0.0413889756214105;0.07758042397654803;0.0;0.0
GO:0043330;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.10877525347933678;0.0426828282620585;0.10877525347933678;0.0
GO:0045087;0.0;0.05232340137006609;0.0;0.0;0.06654560080986596;0.0;0.04103932917437334;0.0;0.0;0.0413889756214105;0.10877525347933678;1.0;0.12093988238036746;0.1272115973549124;0.0
GO:0051607;0.0;0.0426828282620585;0.0;0.0;0.0426828282620585;0.0;0.07692503883604206;0.0;0.0;0.07758042397654803;0.0426828282620585;0.12093988238036746;1.0;0.0426828282620585;0.0
GO:0050911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10877525347933678;0.1272115973549124;0.0426828282620585;1.0;0.0
GO:0010469;0.1637692245489811;0.0;0.0012688808492455253;0.03997898468270539;0.0;0.032453259350379245;0.0;0.6293176547148583;0.1637692245489811;0.0;0.0;0.0;0.0;0.0;1.0
