;GO:0007186;GO:0030183;GO:0031284;GO:0033141;GO:0042100;GO:0006355;GO:0002286;GO:0022400;GO:0060337;GO:0002323;GO:0043330;GO:0045087;GO:0051607;GO:0050911;GO:0010469
GO:0007186;1.0;0.27110596107799556;0.17225995832163066;0.21065868088345768;0.2826590686659188;0.36439888600060993;0.28489380090956823;0.5048640644527492;0.7861043096265699;0.2848931315123678;0.0;0.0;0.0;0.0;0.5284635855699251
GO:0030183;0.27110596107799556;1.0;0.0;0.0;0.5936055300402325;0.0;0.5247741923546376;0.0;0.24925571691431098;0.5247732290395022;0.0;0.27144351029200736;0.20566002699145824;0.0;0.0
GO:0031284;0.17225995832163066;0.0;1.0;0.39186619009276347;0.0;0.3398429541179992;0.0;0.16166621963220948;0.16676614602785886;0.0;0.0;0.0;0.0;0.0;0.19826770281420777
GO:0033141;0.21065868088345768;0.0;0.39186619009276347;1.0;0.0;0.3364003500879738;0.0;0.3482296633322927;0.20250061345913292;0.0;0.0;0.0;0.0;0.0;0.3543424317426735
GO:0042100;0.2826590686659188;0.5936055300402325;0.0;0.0;1.0;0.0;0.5429951229906796;0.0;0.2589881598282008;0.5429940916188238;0.0;0.28302601948232076;0.21224077933713043;0.0;0.0
GO:0006355;0.36439888600060993;0.0;0.3398429541179992;0.3364003500879738;0.0;1.0;0.0;0.3200358458200772;0.3406590068750478;0.0;0.0;0.0;0.0;0.0;0.32935941883204256
GO:0002286;0.28489380090956823;0.5247741923546376;0.0;0.0;0.5429951229906796;0.0;1.0;0.0;0.260863033551403;0.8504087090968467;0.0;0.28526658079219597;0.2866937230619621;0.0;0.0
GO:0022400;0.5048640644527492;0.0;0.16166621963220948;0.3482296633322927;0.0;0.3200358458200772;0.0;1.0;0.4604109970181013;0.0;0.0;0.0;0.0;0.0;0.7856441586787392
GO:0060337;0.7861043096265699;0.24925571691431098;0.16676614602785886;0.20250061345913292;0.2589881598282008;0.3406590068750478;0.260863033551403;0.4604109970181013;1.0;0.26086247231858334;0.0;0.0;0.0;0.0;0.47995717460949056
GO:0002323;0.2848931315123678;0.5247732290395022;0.0;0.0;0.5429940916188238;0.0;0.8504087090968467;0.0;0.26086247231858334;1.0;0.0;0.2852659096420562;0.2866932182487864;0.0;0.0
GO:0043330;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3517831759841364;0.24869151310866122;0.3537143488117426;0.0
GO:0045087;0.0;0.27144351029200736;0.0;0.0;0.28302601948232076;0.0;0.28526658079219597;0.0;0.0;0.2852659096420562;0.3517831759841364;1.0;0.5270796912329079;0.37297737405979575;0.0
GO:0051607;0.0;0.20566002699145824;0.0;0.0;0.21224077933713043;0.0;0.2866937230619621;0.0;0.0;0.2866932182487864;0.24869151310866122;0.5270796912329079;1.0;0.2591000053546524;0.0
GO:0050911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3537143488117426;0.37297737405979575;0.2591000053546524;1.0;0.0
GO:0010469;0.5284635855699251;0.0;0.19826770281420777;0.3543424317426735;0.0;0.32935941883204256;0.0;0.7856441586787392;0.47995717460949056;0.0;0.0;0.0;0.0;0.0;1.0
