;GO:0007186;GO:0030183;GO:0031284;GO:0033141;GO:0042100;GO:0006355;GO:0002286;GO:0022400;GO:0060337;GO:0002323;GO:0043330;GO:0045087;GO:0051607;GO:0050911;GO:0010469
GO:0007186;1.0;0.8;0.43852901558847923;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.8;0.48300749985576874;0.8;0.8;0.0;0.0;0.0;0.0;0.6000000000000001
GO:0030183;0.8;1.0;0.0;0.0;0.8;0.0;0.8;0.0;0.8;0.8;0.0;0.6830074998557688;0.6830074998557688;0.0;0.0
GO:0031284;0.43852901558847923;0.0;1.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.5356143810225276
GO:0033141;0.3660149997115376;0.0;0.3660149997115376;1.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.48300749985576874
GO:0042100;0.48300749985576874;0.8;0.0;0.0;1.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.6000000000000001;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0
GO:0006355;0.48300749985576874;0.0;0.43852901558847923;0.3660149997115376;0.0;1.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.43852901558847923
GO:0002286;0.8;0.8;0.0;0.0;0.6000000000000001;0.0;1.0;0.0;0.8;0.8;0.0;0.6830074998557688;0.6830074998557688;0.0;0.0
GO:0022400;0.48300749985576874;0.0;0.3660149997115376;0.43852901558847923;0.0;0.43852901558847923;0.0;1.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.6830074998557688
GO:0060337;0.8;0.8;0.43852901558847923;0.3356143810225276;0.48300749985576874;0.43852901558847923;0.8;0.48300749985576874;1.0;0.8;0.0;0.0;0.0;0.0;0.6000000000000001
GO:0002323;0.8;0.8;0.0;0.0;0.6000000000000001;0.0;0.8;0.0;0.8;1.0;0.0;0.6830074998557688;0.6830074998557688;0.0;0.0
GO:0043330;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.48300749985576874;0.4;0.5356143810225276;0.0
GO:0045087;0.0;0.6830074998557688;0.0;0.0;0.48300749985576874;0.0;0.6830074998557688;0.0;0.0;0.6830074998557688;0.48300749985576874;1.0;0.6830074998557688;0.6830074998557688;0.0
GO:0051607;0.0;0.6830074998557688;0.0;0.0;0.48300749985576874;0.0;0.6830074998557688;0.0;0.0;0.6830074998557688;0.4;0.6830074998557688;1.0;0.6000000000000001;0.0
GO:0050911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.6830074998557688;0.6000000000000001;1.0;0.0
GO:0010469;0.6000000000000001;0.0;0.5356143810225276;0.48300749985576874;0.0;0.43852901558847923;0.0;0.6830074998557688;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;1.0
