;GO:0034394;GO:1903169;GO:0007179;GO:0046854;GO:0001666;GO:0051289;GO:0045892;GO:0043031;GO:0045332;GO:1990963;GO:0006958;GO:0098655;GO:0019722;GO:0048041;GO:0019886;GO:0071217;GO:1905233;GO:1905232;GO:1905231;GO:0030183;GO:1905237;GO:0007186;GO:0035590;GO:1905235;GO:0051260;GO:0042100;GO:0043278;GO:1903413;GO:0009967;GO:1901557;GO:1903416;GO:0009914;GO:0061092;GO:0033762;GO:0034614;GO:0030336;GO:0051897;GO:0046718;GO:0033280;GO:1904478;GO:0045786;GO:0060548;GO:0007595;GO:0001890;GO:0010839;GO:0050850;GO:0006855;GO:0050892;GO:0071392;GO:0030449;GO:0097068;GO:0071475;GO:0034644;GO:0032782;GO:0071312;GO:0071236;GO:0035335;GO:2001025;GO:0032467;GO:0050853;GO:0050776;GO:0036146;GO:0031295;GO:0033198;GO:0060856;GO:0007166;GO:0051281;GO:0043215;GO:0002430;GO:0007204;GO:0002587;GO:0045087;GO:0070098;GO:0006508;GO:0032496;GO:0032376;GO:0033189;GO:0030595;GO:0010524;GO:0071549
GO:0034394;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3647828881985777;0.0;0.0;0.4101861551480747;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42858211297383825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3421216512091611;0.0;0.0;0.0;0.4475895692210427;0.3893684940411481;0.0;0.0;0.0;0.0;0.0;0.2896879192149852;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3421216512091611;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1903169;0.0;1.0;0.3610915440952493;0.0;0.0;0.0;0.3847779844883393;0.3035762226606749;0.2958071024987791;0.0;0.30075782622462227;0.0;0.37093626701112553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41305250936687216;0.31758749120953916;0.0;0.0;0.0;0.0;0.0;0.4404307168142163;0.0;0.0;0.38788635208010436;0.49470542467437345;0.0;0.0;0.4952179311564582;0.2739552716629616;0.0;0.0;0.5411387758507595;0.423523849620492;0.4155391532992481;0.2958071024987791;0.0;0.2739552716629616;0.32986220860389914;0.0;0.0;0.0;0.3789123701366636;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3877659319960424;0.3606677884085382;0.31758749120953916;0.4714020826567608;0.0;0.29078493664787847;0.0;0.0;0.44235636557783936;0.771688764662527;0.0;0.31758749120953916;0.28850514348490613;0.29078493664787847;0.0;0.3680764861642899;0.0;0.0;0.47055831331252784;0.0;0.0;0.7334834091129605;0.0
GO:0007179;0.0;0.3610915440952493;1.0;0.3213522927748928;0.0;0.44591105330956243;0.4103883150597623;0.33371020405469665;0.44591105330956243;0.44591105330956243;0.4446021671214058;0.0;0.6490491571971146;0.44591105330956243;0.0;0.37081608432596996;0.0;0.3440135297643094;0.3213522927748928;0.5132297132492301;0.0;0.6911653995528613;0.6324625504135324;0.0;0.4725854412103556;0.35501162274472664;0.0;0.3440135297643094;0.47618348602488625;0.0;0.0;0.44384443798049916;0.33651059543529216;0.0;0.40223460494420393;0.42071830982611685;0.29956560223438455;0.0;0.0;0.37826448176663074;0.45927661883116194;0.451291922509918;0.43965144339556267;0.0;0.29956560223438455;0.3554725391753222;0.0;0.0;0.3440135297643094;0.39819795049877754;0.0;0.3381819577598097;0.3522112313641311;0.0;0.37470106857647917;0.4615669800436671;0.3283966243101736;0.4070515123581564;0.39080176980256;0.6324625504135324;0.4978601612150231;0.37068791766510256;0.4028040519712862;0.0;0.4725854412103556;0.7572314247818326;0.36318498333608534;0.0;0.6324625504135324;0.34802538651882875;0.2999280783707455;0.0;0.6829515453682833;0.0;0.0;0.3303452562178156;0.0;0.5240655972216037;0.38375743826727915;0.3440135297643094
GO:0046854;0.0;0.0;0.3213522927748928;1.0;0.0;0.24138851853875337;0.0;0.0;0.24138851853875337;0.2610185749042658;0.28972436474014246;0.0;0.33119701569076904;0.24138851853875337;0.0;0.22407358170335817;0.0;0.20858484291008988;0.19457357436122563;0.30870717847842105;0.0;0.3733132580465157;0.27784823988918267;0.0;0.26806290643954656;0.22823290433105947;0.0;0.20858484291008988;0.0;0.0;0.0;0.0;0.19457357436122563;0.0;0.26680591808998444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20858484291008988;0.0;0.0;0.21140323934614252;0.23227128330317992;0.0;0.247922350162812;0.3148244774210553;0.41824203644509217;0.0;0.0;0.27784823988918267;0.0;0.23525923081088307;0.0;0.0;0.28769296280505896;0.40261711425748287;0.20845667624922237;0.0;0.27784823988918267;0.23822787709712456;0.0;0.0;0.32833723484393346;0.4017798333935821;0.0;0.0;0.0;0.33917311881630713;0.22902913118041618;0.20858484291008988
GO:0001666;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4679880922554182;0.0;0.0;0.0;0.0;0.40838186206509414;0.42521152705001103;0.38572062507567756;0.36609056871016515;0.0;0.42521152705001103;0.0;0.0;0.42521152705001103;0.0;0.0;0.42521152705001103;0.38572062507567756;0.0;0.40838186206509414;0.4617306378666805;0.0;0.0;0.40255029006059445;0.5661252850961707;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38572062507567756;0.0;0.42521152705001103;0.5299063144651966;0.5212743510801015;0.0;0.4390694008772639;0.49913275778279126;0.0;0.0;0.0;0.0;0.0;0.41239501297647074;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6207310492473191;0.0;0.0;0.4946624801562114;0.0;0.40255029006059445;0.0;0.0;0.38572062507567756
GO:0051289;0.0;0.0;0.44591105330956243;0.24138851853875337;0.0;1.0;0.0;0.0;0.4772016191318648;0.3855773354389354;0.0;0.0;0.45575577622543867;0.5352785747644536;0.0;0.28367981189368235;0.0;0.2610185749042658;0.24138851853875337;0.4528959953786031;0.0;0.49787201858118535;0.4024070004238523;0.0;0.8714280885539538;0.2946779048740996;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;0.3526428585971952;0.0;0.31923965008416033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2610185749042658;0.0;0.0;0.25821818352367026;0.2918775134935041;0.0;0.31436735070585214;0.3744307076113795;0.25074796960415136;0.0;0.0;0.4024070004238523;0.0;0.28769296280505896;0.0;0.0;0.4122517233397286;0.5271758747921524;0.28769296280505896;0.0;0.4024070004238523;0.2736804000993375;0.0;0.0;0.4528959953786031;0.0;0.0;0.0;0.0;0.46373187935097676;0.30826541773625277;0.2610185749042658
GO:0045892;0.0;0.3847779844883393;0.4103883150597623;0.0;0.0;0.0;1.0;0.4438638660819469;0.32863668461473616;0.0;0.3335874083405793;0.0;0.4202330379756386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4796642171667804;0.36688426217405223;0.0;0.0;0.0;0.0;0.0;0.4897274877787293;0.0;0.0;0.41923846395165737;0.3500545971891353;0.0;0.0;0.530871971853367;0.32055458984700275;0.0;0.0;0.39180848352047387;0.5920915178478288;0.5841068215265848;0.32863668461473616;0.0;0.42703420109702994;0.3764615267879403;0.0;0.0;0.0;0.5983702941944098;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4205955141119995;0.42397582792191546;0.36688426217405223;0.5060578628148449;0.0;0.3373842548319197;0.0;0.0;0.5089680733777476;0.37672898508992847;0.0;0.36688426217405223;0.31424867671734896;0.40859139120502236;0.0;0.4173732571288029;0.0;0.0;0.35133424383043377;0.0;0.0;0.4146163768565175;0.0
GO:0043031;0.0;0.3035762226606749;0.33371020405469665;0.0;0.0;0.0;0.4438638660819469;1.0;0.2519585736096705;0.0;0.3698465896326918;0.0;0.34355492697057294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.405301225691832;0.29020615116898657;0.0;0.0;0.0;0.0;0.0;0.4130493767736637;0.0;0.0;0.34073415490446485;0.2733764861840696;0.0;0.0;0.45650898037841864;0.24057281055540614;0.0;0.0;0.31513037251540826;0.5249010245690284;0.5169163282477844;0.2519585736096705;0.0;0.3526712096220815;0.29647974749634376;0.0;0.0;0.0;0.4902924268996621;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3439174031069339;0.34729771691684985;0.38667625461760874;0.5940959551881517;0.0;0.4798638974434404;0.0;0.0;0.4346050819027992;0.30005087408486286;0.0;0.38667625461760874;0.22916787580252923;0.48649466845746586;0.0;0.3406951461237373;0.0;0.0;0.27135246453883716;0.0;0.0;0.340253385381569;0.0
GO:0045332;0.3647828881985777;0.2958071024987791;0.44591105330956243;0.24138851853875337;0.0;0.4772016191318648;0.32863668461473616;0.2519585736096705;1.0;0.3855773354389354;0.37931772552493564;0.5227589677143286;0.45575577622543867;0.4772016191318648;0.0;0.28367981189368235;0.0;0.2610185749042658;0.24138851853875337;0.4528959953786031;0.0;0.49787201858118535;0.4024070004238523;0.0;0.503876007032658;0.2946779048740996;0.0;0.2610185749042658;0.3944318555798601;0.0;0.0;0.5116841265822671;0.6090745115697425;0.0;0.31923965008416033;0.3389666793810907;0.2178139717893584;0.0;0.0;0.31298004017016057;0.3775249883861358;0.36954029206489186;0.48068857743567;0.0;0.2178139717893584;0.27372090873029603;0.5861564954475516;0.5279354202676569;0.2610185749042658;0.33291350890230736;0.0;0.25821818352367026;0.2918775134935041;0.45269478803227053;0.31436735070585214;0.3744307076113795;0.25074796960415136;0.3417670707616862;0.30905013935753384;0.4024070004238523;0.4325757196185529;0.28769296280505896;0.32105242152626007;0.0;0.4122517233397286;0.5271758747921524;0.3790045959402334;0.5268194923159087;0.4024070004238523;0.3649920332345119;0.2346436367742753;0.0;0.4528959953786031;0.0;0.0;0.2650608146213454;0.0;0.46373187935097676;0.4222382878608438;0.2610185749042658
GO:1990963;0.0;0.0;0.44591105330956243;0.2610185749042658;0.0;0.3855773354389354;0.0;0.0;0.3855773354389354;1.0;0.0;0.0;0.45575577622543867;0.3855773354389354;0.0;0.31048236645534294;0.0;0.28367981189368235;0.2610185749042658;0.5674522011378642;0.0;0.49787201858118535;0.4024070004238523;0.0;0.4122517233397286;0.2946779048740996;0.0;0.28367981189368235;0.0;0.0;0.0;0.0;0.2610185749042658;0.0;0.3419008870735769;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5013371908646149;0.0;0.0;0.0;0.0;0.28367981189368235;0.0;0.0;0.27784823988918267;0.2918775134935041;0.0;0.31436735070585214;0.40123326217304006;0.26806290643954656;0.0;0.0;0.4024070004238523;0.0;0.31035419979447554;0.0;0.0;0.6178173683633442;0.5271758747921524;0.28769296280505896;0.0;0.4024070004238523;0.2876916686482017;0.0;0.0;0.4528959953786031;0.0;0.0;0.0;0.0;0.46373187935097676;0.30826541773625277;0.28367981189368235
