;GO:0007193;GO:0046718;GO:0060441;GO:1904037;GO:0009313;GO:1903206;GO:0046697;GO:0008625;GO:0006689;GO:0060742;GO:0032091;GO:0006004;GO:0043525;GO:0006027;GO:0006687;GO:0002003;GO:0051345;GO:0002576;GO:0097067;GO:0051005;GO:0032868;GO:0071310;GO:0010757;GO:0010977;GO:0032509;GO:0042340;GO:2000179;GO:0051603;GO:0016139;GO:1905572;GO:0045599;GO:0043312;GO:0008333;GO:0046323;GO:0060736;GO:0043410;GO:0006897;GO:0006895;GO:0038180;GO:0048208;GO:0030855;GO:0048011;GO:0007218;GO:0006888;GO:0010506;GO:0019377;GO:0014902
GO:0007193;1.0;0.0;0.0;0.07981701015540076;0.0;0.0764807725723584;0.0;0.21256279047697185;0.021555863886025584;0.022415522267312474;0.06829103885620481;0.0;0.08330731195636878;0.0;0.025940268448521403;0.056434673369294155;0.08445574098058359;0.027899372760381805;0.02326935612641188;0.05313915106351528;0.0;0.03607720485323607;0.07017263604069093;0.0922878389410677;0.0;0.02273919105887121;0.08234860423663926;0.0;0.0;0.0;0.08284082854840795;0.03212438432269164;0.0;0.0;0.0;0.10588452595769753;0.0;0.0;0.19605098374614127;0.026176966686091197;0.03064723786644791;0.20431689816413154;0.49828504390182526;0.0;0.09924659797594058;0.023020231667961345;0.022583564940960716
GO:0046718;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060441;0.0;0.0;1.0;0.0;0.0;0.0;0.1847656773582784;0.0;0.0;0.1759204502532817;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22184437938452203;0.0;0.0;0.0;0.0;0.0;0.2307500797986487;0.0;0.0;0.0;0.0;0.0;0.17708614840968598
GO:1904037;0.07981701015540076;0.0;0.0;1.0;0.0;0.35419062764140763;0.0;0.0736711011413855;0.0;0.0;0.06213210883188819;0.0;0.5541008387259875;0.0;0.0;0.05216176344923716;0.07523294322555085;0.0;0.0;0.04933388209357355;0.0;0.0;0.06508381250634568;0.08368271997424177;0.0;0.0;0.201289033140905;0.0;0.0;0.0;0.07584044373612775;0.0;0.0;0.0;0.0;0.25274798925682823;0.0;0.0;0.0683844064831006;0.0;0.0;0.07103941365552983;0.08128375295402972;0.0;0.08936433367612553;0.0;0.0
GO:0009313;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.3145049272647519;0.0;0.0;0.5132559257071803;0.0;0.3731838493509366;0.10580758490523025;0.09375972003871777;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3296846023102069;0.0;0.12877054221505083;0.3255515834008619;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.333261780002372;0.0
GO:1903206;0.0764807725723584;0.0;0.0;0.35419062764140763;0.0;1.0;0.0;0.07081968628358437;0.0;0.0;0.05950007366445977;0.0;0.367796534959414;0.0;0.0;0.05029398067445827;0.07140810015620244;0.0;0.0;0.04765987877387211;0.0;0.0;0.18196494885661285;0.23169062577424096;0.0;0.0;0.0724414309543987;0.0;0.0;0.0;0.2108420227387501;0.0;0.0;0.0;0.0;0.2811394542155725;0.0;0.0;0.06592070451414411;0.0;0.0;0.0683844064831006;0.0778264288157733;0.0;0.08520303822814597;0.0;0.0
GO:0046697;0.0;0.0;0.1847656773582784;0.0;0.0;0.0;1.0;0.0;0.0;0.4716634099495178;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4716634099495178;0.0;0.0;0.0;0.0;0.0;0.23551091491552187;0.0;0.0;0.0;0.0;0.0;0.17987669796978115
GO:0008625;0.21256279047697185;0.0;0.0;0.0736711011413855;0.0;0.07081968628358437;0.0;1.0;0.020082913816025467;0.020827074288089328;0.06248130592363274;0.0;0.07663461203870033;0.0;0.02383643374802551;0.052407659444196605;0.07574553248388051;0.02548057513173678;0.02156219976803395;0.049553782751963496;0.0;0.03213283367477613;0.06537761647131815;0.0841690643200277;0.0;0.02110621004689814;0.07582258514862657;0.0;0.0;0.0;0.07623968695999613;0.028959080190098376;0.0;0.0;0.0;0.09533400631142466;0.0;0.0;0.29504902852168197;0.024036147225061304;0.02775322375476215;0.30656069875560676;0.21649095900851037;0.0;0.08991917926773049;0.021348120299372372;0.02097206752162638
GO:0006689;0.021555863886025584;0.0;0.0;0.0;0.3145049272647519;0.0;0.0;0.020082913816025467;1.0;0.018571933505860526;0.0;0.09037208226197523;0.0;0.6731466186770612;0.8359037410006083;0.4568810946528776;0.0;0.02218483009939226;0.019154254597201287;0.0;0.0;0.027062808034256414;0.0;0.0;0.0;0.5993889379476677;0.0;0.2115324268851641;0.5923201851012816;0.0;0.0;0.02477593375833625;0.0;0.0;0.0;0.0;0.0;0.0;0.018793571078130664;0.021081804293616;0.023887947447055524;0.019443700530977902;0.0219033464565488;0.0;0.0;0.9439741224445674;0.01868714032575525
GO:0060742;0.022415522267312474;0.0;0.1759204502532817;0.0;0.0;0.0;0.4716634099495178;0.020827074288089328;0.018571933505860526;1.0;0.0;0.0;0.0;0.0;0.02173738053617767;0.01932980117066826;0.0;0.023096448141110063;0.01983002654283323;0.0;0.0;0.028431759995776754;0.0;0.0;0.0;0.019443700530977902;0.0;0.0;0.0;0.0;0.0;0.025918417750582682;0.0;0.0;0.4497935414452969;0.0;0.0;0.0;0.019443700530977902;0.0219033464565488;0.7010557010290034;0.02014042183934945;0.022791514758978015;0.0;0.0;0.019648816607209404;0.3002049206356301
GO:0032091;0.06829103885620481;0.0;0.0;0.06213210883188819;0.0;0.05950007366445977;0.0;0.06248130592363274;0.0;0.0;1.0;0.0;0.06488900529910857;0.0;0.0;0.05716542334377345;0.41138337718304024;0.0;0.0;0.41455080281928;0.0;0.0;0.0545318870697717;0.07199811668733894;0.0;0.0;0.06413140942066696;0.0;0.0;0.0;0.06452034591663076;0.0;0.0;0.0;0.0;0.08280449073532099;0.0;0.0;0.0575644937945887;0.0;0.0;0.06002453029109549;0.06969273813653357;0.0;0.07752230326759264;0.0;0.0
