;GO:0007193;GO:0046718;GO:0060441;GO:1904037;GO:0009313;GO:1903206;GO:0046697;GO:0008625;GO:0006689;GO:0060742;GO:0032091;GO:0006004;GO:0043525;GO:0006027;GO:0006687;GO:0002003;GO:0051345;GO:0002576;GO:0097067;GO:0051005;GO:0032868;GO:0071310;GO:0010757;GO:0010977;GO:0032509;GO:0042340;GO:2000179;GO:0051603;GO:0016139;GO:1905572;GO:0045599;GO:0043312;GO:0008333;GO:0046323;GO:0060736;GO:0043410;GO:0006897;GO:0006895;GO:0038180;GO:0048208;GO:0030855;GO:0048011;GO:0007218;GO:0006888;GO:0010506;GO:0019377;GO:0014902
GO:0007193;1.0;0.0;0.0;0.330440697173662;0.0;0.3489728689567598;0.0;0.5887154393264875;0.29473729434033974;0.4725854412103556;0.3831584809566639;0.0;0.3316579321213646;0.0;0.395273523507673;0.4389261112405218;0.41681781092649767;0.3370285876952687;0.34104173860664533;0.2711627475909448;0.0;0.5032716858656682;0.26308065282321136;0.534990586702742;0.0;0.3370285876952687;0.35339964988644923;0.0;0.0;0.0;0.326725261985656;0.4389261112405218;0.0;0.0;0.0;0.37672898508992847;0.0;0.0;0.5718857743415706;0.4389261112405218;0.5516922669484674;0.5718857743415706;0.6840853207664261;0.0;0.4033774665034281;0.3648563456606029;0.4725854412103556
GO:0046718;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060441;0.0;0.0;1.0;0.0;0.0;0.0;0.4632046376675269;0.0;0.0;0.4968639676373608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5537870293484966;0.0;0.0;0.0;0.0;0.0;0.5759707933754725;0.0;0.0;0.0;0.0;0.0;0.4968639676373608
GO:1904037;0.330440697173662;0.0;0.0;1.0;0.0;0.5033942016859079;0.0;0.2939215863569925;0.0;0.0;0.3039221944008273;0.0;0.7102992250468181;0.0;0.0;0.2711627475909448;0.3375815243706611;0.0;0.0;0.20621021724659933;0.0;0.0;0.2502893668104149;0.35799809417389644;0.0;0.0;0.43303855759764276;0.0;0.0;0.0;0.3094103251502608;0.0;0.0;0.0;0.0;0.4367378364356096;0.0;0.0;0.2770919213720756;0.0;0.0;0.2770919213720756;0.3094103251502608;0.0;0.3860625296680329;0.0;0.0
GO:0009313;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.44714963506222216;0.0;0.0;0.5570345402916845;0.0;0.5231596478532251;0.4515367103437841;0.43972438545855286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44714963506222216;0.0;0.5267324912299731;0.5413020689831054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.54710242156805;0.0
GO:1903206;0.3489728689567598;0.0;0.0;0.5033942016859079;0.0;1.0;0.0;0.31245375814009035;0.0;0.0;0.31645324511692224;0.0;0.5087527542058545;0.0;0.0;0.2938362369462867;0.3501125750867561;0.0;0.0;0.2145999503904501;0.0;0.0;0.35528876022767286;0.4784862263844227;0.0;0.0;0.3587582024063959;0.0;0.0;0.0;0.4412122731291794;0.0;0.0;0.0;0.0;0.42299749642994233;0.0;0.0;0.2956240931551734;0.0;0.0;0.2956240931551734;0.33208381450560276;0.0;0.40873601902337475;0.0;0.0
GO:0046697;0.0;0.0;0.4632046376675269;0.0;0.0;0.0;1.0;0.0;0.0;0.5859224997130921;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5859224997130921;0.0;0.0;0.0;0.0;0.0;0.5591411283905556;0.0;0.0;0.0;0.0;0.0;0.48003430265244385
GO:0008625;0.5887154393264875;0.0;0.0;0.2939215863569925;0.0;0.31245375814009035;0.0;1.0;0.25821818352367026;0.4360663303936862;0.3466393701399944;0.0;0.29513882130469515;0.0;0.35875441269100355;0.4024070004238523;0.3802987001098282;0.30050947687859925;0.3045226277899759;0.2346436367742753;0.0;0.46675257504899875;0.22656154200654188;0.49847147588607255;0.0;0.30050947687859925;0.31688053906977975;0.0;0.0;0.0;0.29020615116898657;0.4024070004238523;0.0;0.0;0.0;0.340209874273259;0.0;0.0;0.5721288325429055;0.4024070004238523;0.515173156131798;0.5721288325429055;0.5521963285098181;0.0;0.3668583556867586;0.32833723484393346;0.4360663303936862
GO:0006689;0.29473729434033974;0.0;0.0;0.0;0.44714963506222216;0.0;0.0;0.25821818352367026;1.0;0.257732911673192;0.0;0.30416753194346596;0.0;0.5397028938036907;0.757590073462602;0.44739385504034107;0.0;0.19457357436122563;0.20845667624922237;0.0;0.0;0.34802538651882875;0.0;0.0;0.0;0.4636928810126878;0.0;0.4378900383721302;0.557845314933571;0.0;0.0;0.22407358170335817;0.0;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.24138851853875337;0.33683973741130385;0.24138851853875337;0.25821818352367026;0.0;0.0;0.7880072513096721;0.257732911673192
GO:0060742;0.4725854412103556;0.0;0.4968639676373608;0.0;0.0;0.0;0.5859224997130921;0.4360663303936862;0.257732911673192;1.0;0.0;0.0;0.0;0.0;0.35595402131040804;0.41923666540876925;0.0;0.257732911673192;0.3213522927748928;0.0;0.0;0.45677968547225506;0.0;0.0;0.0;0.2946779048740996;0.0;0.0;0.0;0.0;0.0;0.41923666540876925;0.0;0.0;0.6195818296829259;0.0;0.0;0.0;0.41923666540876925;0.41923666540876925;0.8189956507166352;0.41923666540876925;0.4360663303936862;0.0;0.0;0.34516689982885035;0.602503034580639
GO:0032091;0.3831584809566639;0.0;0.0;0.3039221944008273;0.0;0.31645324511692224;0.0;0.3466393701399944;0.0;0.0;1.0;0.0;0.302441976568058;0.0;0.0;0.3524709421444941;0.5614380902767855;0.0;0.0;0.50480440485113;0.0;0.0;0.2388065761182528;0.4107158779568983;0.0;0.0;0.3208800260466117;0.0;0.0;0.0;0.2942056381458185;0.0;0.0;0.0;0.0;0.34751302953662194;0.0;0.0;0.3298097051550775;0.0;0.0;0.3298097051550775;0.3466393701399944;0.0;0.37085784266359056;0.0;0.0
GO:0006004;0.0;0.0;0.0;0.0;0.5570345402916845;0.0;0.0;0.0;0.30416753194346596;0.0;0.0;1.0;0.0;0.35480768467052043;0.4005624435385551;0.37926250092705843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3653927622771361;0.0;0.46627060669847864;0.3729501058004007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3874602025268802;0.0
GO:0043525;0.3316579321213646;0.0;0.0;0.7102992250468181;0.0;0.5087527542058545;0.0;0.29513882130469515;0.0;0.0;0.302441976568058;0.0;1.0;0.0;0.0;0.2742061805807743;0.33610130653789183;0.0;0.0;0.20283310790946196;0.0;0.0;0.24880914897764567;0.35921532912159904;0.0;0.0;0.4414282907414936;0.0;0.0;0.0;0.31245375814009035;0.0;0.0;0.0;0.0;0.4397812694254391;0.0;0.0;0.2783091563197782;0.0;0.0;0.2783091563197782;0.31245375814009035;0.0;0.38910596265786235;0.0;0.0
GO:0006027;0.0;0.0;0.0;0.0;0.5231596478532251;0.0;0.0;0.0;0.5397028938036907;0.0;0.0;0.35480768467052043;0.0;1.0;0.5458850914997081;0.4393244781673537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8447537006531606;0.0;0.5263325839387739;0.637996645296818;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6497981189487656;0.0
GO:0006687;0.395273523507673;0.0;0.0;0.0;0.4515367103437841;0.0;0.0;0.35875441269100355;0.757590073462602;0.35595402131040804;0.0;0.4005624435385551;0.0;0.5458850914997081;1.0;0.4317881054025308;0.0;0.2894910157119107;0.30215413506383965;0.0;0.0;0.44442029811391787;0.0;0.0;0.0;0.46987507870870515;0.0;0.5784024413642751;0.5413662756401718;0.0;0.0;0.3222946913405742;0.0;0.0;0.0;0.0;0.0;0.0;0.3419247477060866;0.3419247477060866;0.4350608470485199;0.3419247477060866;0.35875441269100355;0.0;0.0;0.7710694343676989;0.35595402131040804
