;GO:0007193;GO:0046718;GO:0060441;GO:1904037;GO:0009313;GO:1903206;GO:0046697;GO:0008625;GO:0006689;GO:0060742;GO:0032091;GO:0006004;GO:0043525;GO:0006027;GO:0006687;GO:0002003;GO:0051345;GO:0002576;GO:0097067;GO:0051005;GO:0032868;GO:0071310;GO:0010757;GO:0010977;GO:0032509;GO:0042340;GO:2000179;GO:0051603;GO:0016139;GO:1905572;GO:0045599;GO:0043312;GO:0008333;GO:0046323;GO:0060736;GO:0043410;GO:0006897;GO:0006895;GO:0038180;GO:0048208;GO:0030855;GO:0048011;GO:0007218;GO:0006888;GO:0010506;GO:0019377;GO:0014902
GO:0007193;1.0;0.0;0.0;0.2222222222222222;0.0;0.1333333333333333;0.0;0.5;0.05128205128205132;0.1333333333333333;0.1428571428571429;0.0;0.19999999999999996;0.0;0.09090909090909094;0.11111111111111116;0.1428571428571429;0.11764705882352944;0.09999999999999998;0.11111111111111116;0.0;0.1428571428571429;0.12121212121212122;0.125;0.0;0.06060606060606055;0.2857142857142857;0.0;0.0;0.0;0.25;0.06896551724137934;0.0;0.0;0.0;0.0888888888888889;0.0;0.0;0.5454545454545454;0.11764705882352944;0.16666666666666663;0.46153846153846156;0.7777777777777778;0.0;0.3076923076923077;0.07692307692307687;0.1428571428571429
GO:0046718;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060441;0.0;0.0;1.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.1333333333333333
GO:1904037;0.2222222222222222;0.0;0.0;1.0;0.0;0.1515151515151515;0.0;0.2222222222222222;0.0;0.0;0.11111111111111116;0.0;0.75;0.0;0.0;0.0625;0.11111111111111116;0.0;0.0;0.09090909090909094;0.0;0.0;0.10810810810810811;0.11111111111111116;0.0;0.0;0.375;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.12765957446808507;0.0;0.0;0.23529411764705888;0.0;0.0;0.21052631578947367;0.25;0.0;0.23529411764705888;0.0;0.0
GO:0009313;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.17142857142857137;0.0;0.0;0.41666666666666663;0.0;0.26315789473684215;0.19999999999999996;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.2857142857142857;0.3571428571428571;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0
GO:1903206;0.1333333333333333;0.0;0.0;0.1515151515151515;0.0;1.0;0.0;0.1333333333333333;0.0;0.0;0.06666666666666665;0.0;0.1428571428571429;0.0;0.0;0.045454545454545414;0.06666666666666665;0.0;0.0;0.05882352941176472;0.0;0.0;0.12765957446808507;0.13043478260869568;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.13793103448275867;0.0;0.0;0.12903225806451613;0.1428571428571429;0.0;0.13793103448275867;0.0;0.0
GO:0046697;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;1.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.18181818181818177
GO:0008625;0.5;0.0;0.0;0.2222222222222222;0.0;0.1333333333333333;0.0;1.0;0.05128205128205132;0.1333333333333333;0.1428571428571429;0.0;0.19999999999999996;0.0;0.09090909090909094;0.11111111111111116;0.1428571428571429;0.11764705882352944;0.09999999999999998;0.11111111111111116;0.0;0.1428571428571429;0.12121212121212122;0.125;0.0;0.06060606060606055;0.2857142857142857;0.0;0.0;0.0;0.25;0.06896551724137934;0.0;0.0;0.0;0.0888888888888889;0.0;0.0;0.7;0.11764705882352944;0.16666666666666663;0.5833333333333333;0.6;0.0;0.3076923076923077;0.07692307692307687;0.1428571428571429
GO:0006689;0.05128205128205132;0.0;0.0;0.0;0.17142857142857137;0.0;0.0;0.05128205128205132;1.0;0.052631578947368474;0.0;0.11111111111111116;0.0;0.2702702702702703;0.46875;0.2325581395348837;0.0;0.050000000000000044;0.046511627906976716;0.0;0.0;0.05405405405405406;0.0;0.0;0.0;0.28888888888888886;0.0;0.17142857142857137;0.19999999999999996;0.0;0.0;0.038461538461538436;0.0;0.0;0.0;0.0;0.0;0.0;0.052631578947368474;0.050000000000000044;0.05714285714285716;0.050000000000000044;0.05405405405405406;0.0;0.0;0.59375;0.05405405405405406
GO:0060742;0.1333333333333333;0.0;0.125;0.0;0.0;0.0;0.4;0.1333333333333333;0.052631578947368474;1.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.07407407407407407;0.0;0.125;0.10526315789473684;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.1428571428571429;0.125;0.625;0.125;0.15384615384615385;0.0;0.0;0.07999999999999996;0.5
