;GO:0061136;GO:0036499;GO:0008584;GO:0006120;GO:0000715;GO:0002181;GO:0034198;GO:0006283;GO:0000338;GO:0006366;GO:0046777;GO:0022900;GO:0045944;GO:0051091;GO:0006303;GO:0006446;GO:0043687;GO:0097010;GO:0045471;GO:0033539;GO:0034605;GO:0001701;GO:0034644;GO:2000676;GO:0032981;GO:0010950;GO:0016579;GO:0034063;GO:1905098;GO:1903894;GO:0000724;GO:1990182;GO:0043312;GO:1901216;GO:0006412;GO:0046328;GO:0006406;GO:0043161;GO:0001731;GO:0043066;GO:0034599;GO:1990737;GO:0032057;GO:0019953;GO:0070536
GO:0061136;1.0;0.035447136778447984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015558198673889911;0.08197422629495915;0.0;0.31500768113003386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.035447136778447984;0.0;0.14170918730235757;0.0;0.0;0.01988136041642216;0.035447136778447984;0.0;0.0;0.0;0.035447136778447984;0.0;0.2995755694573109;0.0;0.0;0.0;0.035447136778447984;0.0;0.0;0.022320361612774925;0.0;0.0
GO:0036499;0.035447136778447984;1.0;0.0;0.042080392914723916;0.042080392914723916;0.00834197005097853;0.21976666605762057;0.13810417325098942;0.016620707704463857;0.00576711589335461;0.018629235703855225;0.042080392914723916;0.005439344724655555;0.028659235217474235;0.06906417015856192;0.03689424031796977;0.022277141600228655;0.042080392914723916;0.042080392914723916;0.005792528700939487;0.3183121331583889;0.0;0.16911322779832824;0.06133343386644311;0.036957125316452934;0.015946230031755396;0.016620707704463857;0.031380638206574656;0.04505840611999148;0.09950464624640411;0.04892495883762985;0.042080392914723916;0.02535564089323761;0.09950464624640411;0.008364735909909878;0.033710594446270746;0.0;0.009666166431303604;0.042080392914723916;0.0982116173552396;0.3183121331583889;0.2660213825607264;0.008034726102868006;0.0;0.016426289059473888
GO:0008584;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12672175318334397;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06607111804024644;0.0
GO:0006120;0.0;0.042080392914723916;0.0;1.0;0.10313571429785463;0.03419849219998588;0.029052828007225057;0.07484653987136974;0.06813775874473171;0.02364269671193163;0.07637186036591671;0.9114718246070749;0.0;0.0;0.037429818692454576;0.0;0.09132670683276246;0.07564055891886355;0.0;0.02374687830173118;0.06676981471434745;0.0;0.05087039718458007;0.0;0.036957125316452934;0.0;0.06813775874473171;0.031380638206574656;0.0;0.0;0.0265152297439321;0.08753231235687747;0.02535564089323761;0.0;0.03429182243784718;0.0;0.0;0.039627128278400536;0.05056306262365817;0.0;0.049034472044868035;0.030890982621502493;0.0010621788997362434;0.0;0.06734072585279016
GO:0000715;0.0;0.042080392914723916;0.0;0.10313571429785463;1.0;0.00834197005097853;0.029052828007225057;0.01825716731530622;0.016620707704463857;0.00576711589335461;0.018629235703855225;0.11315293738488874;0.0;0.0;0.009130181082841464;0.0;0.022277141600228655;0.25727414901255563;0.0;0.005792528700939487;0.06676981471434745;0.0;0.05087039718458007;0.0;0.12570125210126695;0.0;0.016620707704463857;0.139318893488371;0.0;0.0;0.006467807151415524;0.08753231235687747;0.02535564089323761;0.0;0.008364735909909878;0.0;0.0;0.009666166431303604;0.17197875179536895;0.0;0.049034472044868035;0.030890982621502493;0.0010621788997362434;0.0;0.016426289059473888
GO:0002181;0.0;0.00834197005097853;0.0;0.03419849219998588;0.00834197005097853;1.0;0.00834197005097853;0.07542185007843093;0.2003374997834889;0.17599634687149454;0.2003374997834889;0.03419849219998588;0.0;0.0;0.07542185007843093;0.0;0.2003374997834889;0.00834197005097853;0.0;0.02374687830173118;0.00834197005097853;0.0;0.00834197005097853;0.0;0.00834197005097853;0.0;0.2003374997834889;0.00834197005097853;0.0;0.0;0.05847707176232832;0.00834197005097853;0.00834197005097853;0.0;0.9972783529358796;0.0;0.0;0.11090377885181328;0.00834197005097853;0.0;0.00834197005097853;0.00834197005097853;0.0010621788997362434;0.0;0.2003374997834889
GO:0034198;0.0;0.21976666605762057;0.0;0.029052828007225057;0.029052828007225057;0.00834197005097853;1.0;0.13810417325098942;0.016620707704463857;0.00576711589335461;0.018629235703855225;0.029052828007225057;0.0;0.0;0.06906417015856192;0.0;0.022277141600228655;0.029052828007225057;0.029052828007225057;0.005792528700939487;0.21976666605762057;0.0;0.1167578812994488;0.0;0.029052828007225057;0.0;0.016620707704463857;0.029052828007225057;0.0;0.0;0.04892495883762985;0.029052828007225057;0.02535564089323761;0.0;0.008364735909909878;0.0;0.0;0.009666166431303604;0.029052828007225057;0.0;0.21976666605762057;0.21976666605762057;0.008034726102868006;0.0;0.016426289059473888
GO:0006283;0.0;0.13810417325098942;0.0;0.07484653987136974;0.01825716731530622;0.07542185007843093;0.13810417325098942;1.0;0.15027200014179495;0.19036456900037046;0.16506764321820255;0.07484653987136974;0.0;0.0;0.48898597422121876;0.0;0.16506764321820255;0.01825716731530622;0.01825716731530622;0.02374687830173118;0.13810417325098942;0.0;0.07337214035530662;0.0;0.01825716731530622;0.0;0.15027200014179495;0.01825716731530622;0.0;0.0;0.34639696105847784;0.01825716731530622;0.01825716731530622;0.0;0.07562768193694083;0.0;0.0;0.08739424272200838;0.01825716731530622;0.0;0.13810417325098942;0.13810417325098942;0.008034726102868006;0.0;0.1485142122565262
GO:0000338;0.0;0.016620707704463857;0.0;0.06813775874473171;0.016620707704463857;0.2003374997834889;0.016620707704463857;0.15027200014179495;1.0;0.05214194580361808;0.7257167746113345;0.06813775874473171;0.0;0.0;0.08254826433214288;0.0;0.7257167746113345;0.016620707704463857;0.0;0.02374687830173118;0.016620707704463857;0.0;0.016620707704463857;0.0;0.016620707704463857;0.0;0.9945773360427802;0.016620707704463857;0.0;0.0;0.05847707176232832;0.016620707704463857;0.016620707704463857;0.0;0.2008842357740113;0.0;0.0;0.13738169198530442;0.016620707704463857;0.0;0.016620707704463857;0.016620707704463857;0.0010621788997362434;0.0;0.9829433923233297
GO:0006366;0.0;0.00576711589335461;0.0;0.02364269671193163;0.00576711589335461;0.17599634687149454;0.00576711589335461;0.19036456900037046;0.05214194580361808;1.0;0.05214194580361808;0.02364269671193163;0.0;0.0;0.19036456900037046;0.0;0.05214194580361808;0.00576711589335461;0.0;0.02364269671193163;0.00576711589335461;0.0;0.00576711589335461;0.0;0.00576711589335461;0.0;0.05214194580361808;0.00576711589335461;0.0;0.0;0.19036456900037046;0.00576711589335461;0.00576711589335461;0.0;0.17599634687149454;0.0;0.0;0.05214194580361808;0.00576711589335461;0.0;0.00576711589335461;0.00576711589335461;0.0010621788997362434;0.0;0.05214194580361808
