;GO:0008584;GO:1901340;GO:0007052;GO:0006283;GO:0015031;GO:0006123;GO:0060404;GO:0000338;GO:0006366;GO:0051091;GO:0045132;GO:0070126;GO:0031398;GO:0070125;GO:0071456;GO:0035556;GO:0034140;GO:0042307;GO:1903894;GO:0007186;GO:0000902;GO:1902600;GO:0051260;GO:1990182;GO:0006412;GO:0070830;GO:1902175;GO:0035023;GO:0090630;GO:0000715;GO:0043123;GO:0045666;GO:0045944;GO:0043687;GO:0006103;GO:0000045;GO:0071277;GO:0051383;GO:0000281;GO:0070462;GO:0071479;GO:0032147;GO:0070301;GO:0035973;GO:0051988;GO:0032467;GO:0016579;GO:0007286;GO:0006351;GO:0034080;GO:0046328;GO:0006357;GO:0097352;GO:0043066;GO:0043065;GO:0030433;GO:0051315;GO:1903071
GO:0008584;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5618947639551072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.539856842185299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5522631697432582;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901340;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4052940664438033;0.0;0.0;0.22008932592405106;0.0;0.0;0.34426088318423803;0.28093901339472765;0.33117052716950046;0.2199390760738622;0.3350593786574515;0.0;0.0;0.0;0.0;0.0;0.0;0.2514857633529636;0.20778383163530512;0.31123227943428855;0.0;0.20714779006106576;0.31822971367253455;0.28216319056729317;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37846415712387166;0.0;0.0;0.2631828936628709;0.26718591890584925;0.0;0.0;0.0;0.0;0.23382217796185895;0.32134926691030097;0.0;0.3744346987762504;0.29078493664787847;0.0;0.0;0.16870655967928444
GO:0007052;0.0;0.0;1.0;0.2848925714244635;0.0;0.42908138832464554;0.5698017218022788;0.2848925714244635;0.5280843000712554;0.0;0.6323867681214133;0.5207056720175749;0.0;0.42908138832464554;0.35398641934105307;0.550577575993682;0.0;0.0;0.0;0.5413760714668954;0.6141875415202639;0.0;0.547380059918368;0.42908138832464554;0.4627407182944793;0.5207056720175749;0.0;0.0;0.0;0.5922431339060521;0.0;0.0;0.0;0.39284348970635946;0.40447541429580375;0.5754134689211352;0.3045226277899759;0.5171481649224596;0.650884494061633;0.5698017218022788;0.33119701569076904;0.0;0.3271838647793925;0.33119701569076904;0.0;0.0;0.3522112313641311;0.42908138832464554;0.5363711662198495;0.5207056720175749;0.0;0.0;0.5207056720175749;0.0;0.0;0.44591105330956243;0.6607292169775092;0.0
GO:0006283;0.0;0.0;0.2848925714244635;1.0;0.0;0.2941321587777391;0.1817822883484292;0.29969855959138714;0.4863717656353353;0.0;0.2918775134935041;0.24138851853875337;0.0;0.3747935285749796;0.4585021460767917;0.36288470620778984;0.0;0.0;0.0;0.3536832016810033;0.31755545120604717;0.0;0.25074796960415136;0.22407358170335817;0.38579162155539687;0.24138851853875337;0.0;0.0;0.0;0.25821818352367026;0.0;0.0;0.0;0.4208230971364342;0.3249910973669774;0.24138851853875337;0.3341831331571927;0.22541450789500678;0.25821818352367026;0.19457357436122563;0.3608575210579859;0.0;0.4162108527218627;0.2543615461354921;0.0;0.0;0.3670172195310548;0.24138851853875337;0.49465863178392944;0.24138851853875337;0.0;0.0;0.24138851853875337;0.0;0.0;0.4753318110617086;0.26806290643954656;0.0
GO:0015031;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5270060500701297;0.0;0.5089636255544316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.0;0.0;0.42908138832464554;0.2941321587777391;0.0;1.0;0.2610185749042658;0.2941321587777391;0.5176938310590186;0.0;0.43606633039368614;0.3855773354389354;0.0;0.4186909193124087;0.31048236645534294;0.5070735231079719;0.0;0.0;0.0;0.49787201858118535;0.4790592049416244;0.0;0.4122517233397286;0.3855773354389354;0.45235024928224254;0.3855773354389354;0.0;0.0;0.0;0.4024070004238523;0.0;0.0;0.0;0.4051142576835392;0.42688862091223045;0.3855773354389354;0.2610185749042658;0.32731203144025983;0.4024070004238523;0.28367981189368235;0.28769296280505896;0.0;0.28367981189368235;0.32080654667853226;0.0;0.0;0.36145081871740675;0.3855773354389354;0.5259806972076126;0.3855773354389354;0.0;0.0;0.3855773354389354;0.0;0.0;0.4355205842973256;0.4122517233397286;0.0
GO:0060404;0.0;0.0;0.5698017218022788;0.1817822883484292;0.0;0.2610185749042658;1.0;0.17001544586744105;0.34039143028536323;0.0;0.3115075698590165;0.5521251401261115;0.0;0.2610185749042658;0.22407358170335817;0.38251476257330225;0.0;0.0;0.0;0.3733132580465157;0.4461247280998842;0.0;0.4531895095426472;0.24138851853875337;0.2750478485085872;0.37530409558661176;0.0;0.0;0.0;0.44684155747508886;0.0;0.0;0.0;0.2828944362776092;0.2745625766581089;0.43001189249017197;0.19457357436122563;0.4660060236161875;0.27784823988918267;0.7017112672455198;0.22124796226201882;0.0;0.20858484291008988;0.22124796226201882;0.0;0.0;0.23733410580710873;0.2610185749042658;0.34867829643395737;0.4491763586312706;0.0;0.0;0.5411270471456942;0.0;0.0;0.27784823988918267;0.28769296280505896;0.0
GO:0000338;0.0;0.0;0.2848925714244635;0.29969855959138714;0.0;0.2941321587777391;0.17001544586744105;1.0;0.47379644032158946;0.0;0.2918775134935041;0.24138851853875337;0.0;0.3747935285749796;0.19457357436122563;0.36288470620778984;0.0;0.0;0.0;0.3536832016810033;0.33487038804144237;0.0;0.26806290643954656;0.24138851853875337;0.43818408113103624;0.24138851853875337;0.0;0.0;0.0;0.25821818352367026;0.0;0.0;0.0;0.5211278078489379;0.3076761605315822;0.24138851853875337;0.17001544586744105;0.21140323934614252;0.25821818352367026;0.1817822883484292;0.20845667624922237;0.0;0.1817822883484292;0.24157026012269567;0.0;0.0;0.7628325123411571;0.24138851853875337;0.4820833064701836;0.24138851853875337;0.0;0.0;0.24138851853875337;0.0;0.0;0.5561200049588679;0.26806290643954656;0.0
GO:0006366;0.0;0.0;0.5280843000712554;0.4863717656353353;0.0;0.5176938310590186;0.34039143028536323;0.47379644032158946;1.0;0.0;0.535069242140296;0.48458024718554527;0.0;0.6736368110067064;0.3826827236402922;0.6060764348545817;0.0;0.0;0.0;0.5968749303277952;0.5780621166882343;0.0;0.5112546350863385;0.48458024718554527;0.7072961409765401;0.48458024718554527;0.0;0.0;0.0;0.5014099121704623;0.0;0.0;0.0;0.5621173022379731;0.4930878570301768;0.48458024718554527;0.34039143028536323;0.39951238862520916;0.5014099121704623;0.36002148665087563;0.3866958745516688;0.0;0.36002148665087563;0.4001794020596297;0.0;0.0;0.5411151002612571;0.48458024718554527;0.8898156103061527;0.48458024718554527;0.0;0.0;0.48458024718554527;0.0;0.0;0.5925236288517595;0.5112546350863385;0.0
GO:0051091;0.0;0.4052940664438033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.43226881617856855;0.0;0.0;0.4675811450551052;0.3234237203966521;0.40335608948691276;0.3500981082974453;0.45837964052831864;0.0;0.0;0.0;0.0;0.0;0.0;0.3816447955765467;0.3255559991517652;0.5002231397594579;0.0;0.41320081240278905;0.48199144265932886;0.6262660316702737;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5575850664724209;0.0;0.0;0.4019918943270063;0.4872502097964367;0.0;0.0;0.0;0.0;0.42334043122695997;0.6864889411609568;0.0;0.41277808820593076;0.49683795898960176;0.0;0.0;0.3526767185899784
