;GO:0008584;GO:1901340;GO:0007052;GO:0006283;GO:0015031;GO:0006123;GO:0060404;GO:0000338;GO:0006366;GO:0051091;GO:0045132;GO:0070126;GO:0031398;GO:0070125;GO:0071456;GO:0035556;GO:0034140;GO:0042307;GO:1903894;GO:0007186;GO:0000902;GO:1902600;GO:0051260;GO:1990182;GO:0006412;GO:0070830;GO:1902175;GO:0035023;GO:0090630;GO:0000715;GO:0043123;GO:0045666;GO:0045944;GO:0043687;GO:0006103;GO:0000045;GO:0071277;GO:0051383;GO:0000281;GO:0070462;GO:0071479;GO:0032147;GO:0070301;GO:0035973;GO:0051988;GO:0032467;GO:0016579;GO:0007286;GO:0006351;GO:0034080;GO:0046328;GO:0006357;GO:0097352;GO:0043066;GO:0043065;GO:0030433;GO:0051315;GO:1903071
GO:0008584;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06607111804024644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06607111804024644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19907273819633037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901340;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003092673404507422;0.0;0.0;0.003092673404507422;0.0;0.0;0.003092673404507422;0.005514029970006011;0.007234845648319941;0.003092673404507422;0.003092673404507422;0.0;0.0;0.0;0.0;0.0;0.0;0.003092673404507422;0.003092673404507422;0.003092673404507422;0.0;0.003092673404507422;0.003092673404507422;0.0030507844279764845;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003092673404507422;0.0;0.0;0.003092673404507422;0.003092673404507422;0.0;0.0;0.0;0.0;0.003092673404507422;0.003092673404507422;0.0;0.005514029970006011;0.003092673404507422;0.0;0.0;6.865694678832301E-4
GO:0007052;0.0;0.0;1.0;0.01825716731530622;0.0;0.034997475654522964;0.13563784460349174;0.016620707704463857;0.00576711589335461;0.0;0.07683435453605171;0.1190359496981399;0.0;0.03148471877745904;0.03261432980414468;0.034997475654522964;0.0;0.0;0.0;0.034997475654522964;0.1190359496981399;0.0;0.1190359496981399;0.034997475654522964;0.008364735909909878;0.1190359496981399;0.0;0.0;0.0;0.15537636777740219;0.0;0.0;0.0;0.022277141600228655;0.034997475654522964;0.15537636777740219;0.034997475654522964;0.15537636777740219;0.11769918459748806;0.31499940538312104;0.034997475654522964;0.0;0.009327028918431297;0.034997475654522964;0.0;0.0;0.016620707704463857;0.034997475654522964;0.005791764842280598;0.047182452245414064;0.0;0.0;0.1190359496981399;0.0;0.0;0.005583783830241369;0.11769918459748806;0.0
GO:0006283;0.0;0.0;0.01825716731530622;1.0;0.0;0.07484653987136974;0.015069813095580637;0.15027200014179495;0.19036456900037046;0.0;0.01825716731530622;0.01825716731530622;0.0;0.16506764321820255;0.13810417325098942;0.01825716731530622;0.0;0.0;0.0;0.01825716731530622;0.01825716731530622;0.0;0.01825716731530622;0.01825716731530622;0.07562768193694083;0.01825716731530622;0.0;0.0;0.0;0.01825716731530622;0.0;0.0;0.0;0.16506764321820255;0.07484653987136974;0.01825716731530622;0.07337214035530662;0.01825716731530622;0.01825716731530622;0.01825716731530622;0.07337214035530662;0.0;0.07055320222585251;0.07484653987136974;0.0;0.0;0.15027200014179495;0.01825716731530622;0.19117819692555485;0.013872000248386933;0.0;0.0;0.01825716731530622;0.0;0.0;0.05048439449449125;0.01825716731530622;0.0
GO:0015031;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07783395603136173;0.0;0.1370166050935565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.0;0.0;0.034997475654522964;0.07484653987136974;0.0;1.0;0.015069813095580637;0.06813775874473171;0.02364269671193163;0.0;0.05071460901566612;0.05071460901566612;0.0;0.12907381625080033;0.03261432980414468;0.05071460901566612;0.0;0.0;0.0;0.05071460901566612;0.05071460901566612;0.0;0.05071460901566612;0.05071460901566612;0.03429182243784718;0.05071460901566612;0.0;0.0;0.0;0.05071460901566612;0.0;0.0;0.0;0.09132670683276246;0.19742001993119632;0.05071460901566612;0.042893390906138834;0.05071460901566612;0.05071460901566612;0.03561834591017772;0.05071460901566612;0.0;0.009327028918431297;0.20790810207286076;0.0;0.0;0.06813775874473171;0.04626498821526307;0.023743746809502336;0.013872000248386933;0.0;0.0;0.05071460901566612;0.0;0.0;0.022891114041163105;0.05071460901566612;0.0
GO:0060404;0.0;0.0;0.13563784460349174;0.015069813095580637;0.0;0.015069813095580637;1.0;0.015069813095580637;0.00576711589335461;0.0;0.015069813095580637;0.17027635241515296;0.0;0.015069813095580637;0.015069813095580637;0.015069813095580637;0.0;0.0;0.0;0.015069813095580637;0.051256540080600786;0.0;0.06690462035004063;0.015069813095580637;0.008364735909909878;0.051256540080600786;0.0;0.0;0.0;0.06690462035004063;0.0;0.0;0.0;0.015069813095580637;0.015069813095580637;0.06690462035004063;0.015069813095580637;0.06690462035004063;0.015069813095580637;0.41588853191059055;0.015069813095580637;0.0;0.009327028918431297;0.015069813095580637;0.0;0.0;0.015069813095580637;0.015069813095580637;0.005791764842280598;0.06158675653291091;0.0;0.0;0.15846565840018745;0.0;0.0;0.005583783830241369;0.015069813095580637;0.0
GO:0000338;0.0;0.0;0.016620707704463857;0.15027200014179495;0.0;0.06813775874473171;0.015069813095580637;1.0;0.05214194580361808;0.0;0.016620707704463857;0.016620707704463857;0.0;0.15027200014179495;0.016620707704463857;0.016620707704463857;0.0;0.0;0.0;0.016620707704463857;0.016620707704463857;0.0;0.016620707704463857;0.016620707704463857;0.2008842357740113;0.016620707704463857;0.0;0.0;0.0;0.016620707704463857;0.0;0.0;0.0;0.7257167746113345;0.06813775874473171;0.016620707704463857;0.016620707704463857;0.016620707704463857;0.016620707704463857;0.016620707704463857;0.016620707704463857;0.0;0.009327028918431297;0.06813775874473171;0.0;0.0;0.9945773360427802;0.016620707704463857;0.052364803152556746;0.013872000248386933;0.0;0.0;0.016620707704463857;0.0;0.0;0.07936027956175887;0.016620707704463857;0.0
GO:0006366;0.0;0.0;0.00576711589335461;0.19036456900037046;0.0;0.02364269671193163;0.00576711589335461;0.05214194580361808;1.0;0.0;0.00576711589335461;0.00576711589335461;0.0;0.17599634687149454;0.00576711589335461;0.00576711589335461;0.0;0.0;0.0;0.00576711589335461;0.00576711589335461;0.0;0.00576711589335461;0.00576711589335461;0.17599634687149454;0.00576711589335461;0.0;0.0;0.0;0.00576711589335461;0.0;0.0;0.0;0.05214194580361808;0.02364269671193163;0.00576711589335461;0.00576711589335461;0.00576711589335461;0.00576711589335461;0.00576711589335461;0.00576711589335461;0.0;0.00576711589335461;0.02364269671193163;0.0;0.0;0.05214194580361808;0.00576711589335461;0.995744138514387;0.00576711589335461;0.0;0.0;0.00576711589335461;0.0;0.0;0.05048439449449125;0.00576711589335461;0.0
GO:0051091;0.0;0.003092673404507422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.043097989749854466;0.0;0.0;0.028659235217474235;0.022447887972257566;0.01022466254447314;0.028659235217474235;0.028659235217474235;0.0;0.0;0.0;0.0;0.0;0.0;0.028659235217474235;0.028659235217474235;0.024361933213906894;0.0;0.028659235217474235;0.02360482794317955;0.16760549890937199;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.020763620314868902;0.0;0.0;0.028659235217474235;0.028659235217474235;0.0;0.0;0.0;0.0;0.08197422629495915;0.8830926628372483;0.0;0.028659235217474235;0.028659235217474235;0.0;0.0;0.0035013238191461326
GO:0045132;0.06607111804024644;0.0;0.07683435453605171;0.01825716731530622;0.0;0.05071460901566612;0.015069813095580637;0.016620707704463857;0.00576711589335461;0.0;1.0;0.07839100422063339;0.0;0.03148471877745904;0.03261432980414468;0.07839100422063339;0.0;0.0;0.0;0.07839100422063339;0.07783384056271977;0.0;0.07839100422063339;0.07839100422063339;0.008364735909909878;0.0599793186149035;0.0;0.0;0.0;0.07839100422063339;0.0;0.0;0.0;0.022277141600228655;0.04815627203968671;0.05422006161004232;0.042893390906138834;0.07839100422063339;0.17210161870480117;0.03561834591017772;0.06919986366943089;0.0;0.009327028918431297;0.07839100422063339;0.0;0.0;0.016620707704463857;0.04626498821526307;0.005791764842280598;0.013872000248386933;0.0;0.0;0.07839100422063339;0.0;0.0;0.005583783830241369;0.17210161870480117;0.0
GO:0070126;0.0;0.0;0.1190359496981399;0.01825716731530622;0.0;0.05071460901566612;0.17027635241515296;0.016620707704463857;0.00576711589335461;0.0;0.07839100422063339;1.0;0.0;0.03148471877745904;0.03261432980414468;0.08276158788353975;0.0;0.0;0.0;0.08276158788353975;0.26473409743881254;0.0;0.3556704667327134;0.08276158788353975;0.008364735909909878;0.20400600386301426;0.0;0.0;0.0;0.2814947086325077;0.0;0.0;0.0;0.022277141600228655;0.04815627203968671;0.18441720169062914;0.042893390906138834;0.3674320697805181;0.08276158788353975;0.40245768027639645;0.06919986366943089;0.0;0.009327028918431297;0.08060055771815389;0.0;0.0;0.016620707704463857;0.04626498821526307;0.005791764842280598;0.06158675653291091;0.0;0.0;0.8702741985603101;0.0;0.0;0.005583783830241369;0.08276158788353975;0.0
GO:0031398;0.0;0.003092673404507422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.043097989749854466;0.0;0.0;1.0;0.0;0.0;0.015067606996338634;0.015067606996338634;0.01022466254447314;0.015067606996338634;0.015067606996338634;0.0;0.0;0.0;0.0;0.0;0.0;0.015067606996338634;0.015067606996338634;0.006372072527351817;0.0;0.04513709877951961;0.04513709877951961;0.05463979172456285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33372663656335533;0.0;0.0;0.015067606996338634;0.04513709877951961;0.0;0.0;0.0;0.0;0.13805903614779758;0.043097989749854466;0.0;0.015067606996338634;0.04513709877951961;0.0;0.0;0.04435155854447631
GO:0070125;0.0;0.0;0.03148471877745904;0.16506764321820255;0.0;0.12907381625080033;0.015069813095580637;0.15027200014179495;0.17599634687149454;0.0;0.03148471877745904;0.03148471877745904;0.0;1.0;0.03148471877745904;0.03148471877745904;0.0;0.0;0.0;0.03148471877745904;0.03148471877745904;0.0;0.03148471877745904;0.03148471877745904;0.2552684894689396;0.03148471877745904;0.0;0.0;0.0;0.03148471877745904;0.0;0.0;0.0;0.20141324215750858;0.12907381625080033;0.03148471877745904;0.03148471877745904;0.03148471877745904;0.03148471877745904;0.03148471877745904;0.03148471877745904;0.0;0.009327028918431297;0.12907381625080033;0.0;0.0;0.15027200014179495;0.03148471877745904;0.17674856427884625;0.013872000248386933;0.0;0.0;0.03148471877745904;0.0;0.0;0.05048439449449125;0.03148471877745904;0.0
GO:0071456;0.0;0.0;0.03261432980414468;0.13810417325098942;0.0;0.03261432980414468;0.015069813095580637;0.016620707704463857;0.00576711589335461;0.0;0.03261432980414468;0.03261432980414468;0.0;0.03148471877745904;1.0;0.03261432980414468;0.0;0.0;0.0;0.03261432980414468;0.03261432980414468;0.0;0.03261432980414468;0.03261432980414468;0.008364735909909878;0.03261432980414468;0.0;0.0;0.0;0.03261432980414468;0.0;0.0;0.0;0.022277141600228655;0.03261432980414468;0.03261432980414468;0.24413372482976392;0.03261432980414468;0.03261432980414468;0.03261432980414468;0.13107089082640788;0.0;0.07055320222585251;0.03261432980414468;0.0;0.0;0.016620707704463857;0.03261432980414468;0.005791764842280598;0.013872000248386933;0.0;0.0;0.03261432980414468;0.0;0.0;0.04223786944435927;0.03261432980414468;0.0
GO:0035556;0.0;0.003092673404507422;0.034997475654522964;0.01825716731530622;0.0;0.05071460901566612;0.015069813095580637;0.016620707704463857;0.00576711589335461;0.028659235217474235;0.07839100422063339;0.08276158788353975;0.015067606996338634;0.03148471877745904;0.03261432980414468;1.0;0.022447887972257566;0.005734742482968549;0.10639132249342663;0.8386868355071861;0.07783384056271977;0.0;0.08011236636927821;0.08753231235687747;0.008364735909909878;0.0599793186149035;0.04610325322107199;0.1633014782064568;0.06825029425055543;0.14532829318607357;0.0333001034066708;0.02360482794317955;0.005439344724655555;0.022277141600228655;0.04815627203968671;0.05422006161004232;0.042893390906138834;0.08688514345753073;0.11767551566483743;0.03561834591017772;0.06919986366943089;0.007259226533337186;0.009327028918431297;0.08060055771815389;0.25217110559187084;0.056051034367928625;0.016620707704463857;0.04626498821526307;0.005791764842280598;0.013872000248386933;0.033710594446270746;0.03203300198081839;0.08850209017185623;0.0982116173552396;0.09840791439978333;0.005583783830241369;0.12059674659541368;0.0012241074718337998
GO:0034140;0.0;0.005514029970006011;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.022447887972257566;0.0;0.0;0.015067606996338634;0.0;0.0;0.022447887972257566;1.0;0.005734742482968549;0.10597082291715473;0.022447887972257566;0.0;0.0;0.0;0.0;0.0;0.0;0.10597082291715473;0.10597082291715473;0.009493184304571507;0.0;0.10597082291715473;0.022447887972257566;0.005439344724655555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007259226533337186;0.0;0.0;0.022447887972257566;0.022447887972257566;0.0;0.0;0.0;0.0;0.10597082291715473;0.022447887972257566;0.0;0.06747601946561749;0.022447887972257566;0.0;0.0;0.001791219901513969
GO:0042307;0.0;0.007234845648319941;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01022466254447314;0.0;0.0;0.01022466254447314;0.0;0.0;0.005734742482968549;0.005734742482968549;1.0;0.005734742482968549;0.005734742482968549;0.0;0.0;0.0;0.0;0.0;0.0;0.005734742482968549;0.005734742482968549;0.004323997255630052;0.0;0.01022466254447314;0.01022466254447314;0.005439344724655555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007259226533337186;0.0;0.0;0.005734742482968549;0.01022466254447314;0.0;0.0;0.0;0.0;0.005734742482968549;0.005734742482968549;0.0;0.005734742482968549;0.01022466254447314;0.0;0.0;0.0012241074718337998
GO:1903894;0.0;0.003092673404507422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028659235217474235;0.0;0.0;0.015067606996338634;0.0;0.0;0.10639132249342663;0.10597082291715473;0.005734742482968549;1.0;0.10639132249342663;0.0;0.0;0.0;0.0;0.0;0.0;0.21764184180858698;0.5022466260436776;0.044992759857204016;0.0;0.15720139754761792;0.02360482794317955;0.005439344724655555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007259226533337186;0.0;0.0;0.10639132249342663;0.056051034367928625;0.0;0.0;0.0;0.0;0.15913922231404068;0.03203300198081839;0.0;0.0982116173552396;0.09840791439978333;0.0;0.0;0.004525094967464184
GO:0007186;0.0;0.003092673404507422;0.034997475654522964;0.01825716731530622;0.0;0.05071460901566612;0.015069813095580637;0.016620707704463857;0.00576711589335461;0.028659235217474235;0.07839100422063339;0.08276158788353975;0.015067606996338634;0.03148471877745904;0.03261432980414468;0.8386868355071861;0.022447887972257566;0.005734742482968549;0.10639132249342663;1.0;0.07783384056271977;0.0;0.08011236636927821;0.08753231235687747;0.008364735909909878;0.0599793186149035;0.04610325322107199;0.1633014782064568;0.06825029425055543;0.14532829318607357;0.0333001034066708;0.02360482794317955;0.005439344724655555;0.022277141600228655;0.04815627203968671;0.05422006161004232;0.042893390906138834;0.08688514345753073;0.11767551566483743;0.03561834591017772;0.06919986366943089;0.007259226533337186;0.009327028918431297;0.08060055771815389;0.25217110559187084;0.056051034367928625;0.016620707704463857;0.04626498821526307;0.005791764842280598;0.013872000248386933;0.033710594446270746;0.03203300198081839;0.08850209017185623;0.0982116173552396;0.09840791439978333;0.005583783830241369;0.12059674659541368;0.0012241074718337998
GO:0000902;0.06607111804024644;0.0;0.1190359496981399;0.01825716731530622;0.0;0.05071460901566612;0.051256540080600786;0.016620707704463857;0.00576711589335461;0.0;0.07783384056271977;0.26473409743881254;0.0;0.03148471877745904;0.03261432980414468;0.07783384056271977;0.0;0.0;0.0;0.07783384056271977;1.0;0.0;0.26473409743881254;0.07783384056271977;0.008364735909909878;0.20400600386301426;0.0;0.0;0.0;0.26473409743881254;0.0;0.0;0.0;0.022277141600228655;0.04815627203968671;0.18441720169062914;0.042893390906138834;0.26473409743881254;0.07783384056271977;0.12114769859256737;0.06919986366943089;0.0;0.009327028918431297;0.07783384056271977;0.0;0.0;0.016620707704463857;0.1903057311711186;0.005791764842280598;0.047182452245414064;0.0;0.0;0.26473409743881254;0.0;0.0;0.005583783830241369;0.07783384056271977;0.0
GO:1902600;0.0;0.0;0.0;0.0;0.07783395603136173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.07783395603136173;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051260;0.0;0.0;0.1190359496981399;0.01825716731530622;0.0;0.05071460901566612;0.06690462035004063;0.016620707704463857;0.00576711589335461;0.0;0.07839100422063339;0.3556704667327134;0.0;0.03148471877745904;0.03261432980414468;0.08011236636927821;0.0;0.0;0.0;0.08011236636927821;0.26473409743881254;0.0;1.0;0.08011236636927821;0.008364735909909878;0.26628688194952216;0.0;0.0;0.0;0.27248398448703315;0.0;0.0;0.0;0.022277141600228655;0.04815627203968671;0.24071782538826006;0.042893390906138834;0.3556704667327134;0.08011236636927821;0.1581328113031282;0.06919986366943089;0.0;0.009327028918431297;0.08011236636927821;0.0;0.0;0.016620707704463857;0.04626498821526307;0.005791764842280598;0.15024886066457682;0.0;0.0;0.3556704667327134;0.0;0.0;0.005583783830241369;0.08011236636927821;0.0
GO:1990182;0.0;0.0;0.034997475654522964;0.01825716731530622;0.1370166050935565;0.05071460901566612;0.015069813095580637;0.016620707704463857;0.00576711589335461;0.0;0.07839100422063339;0.08276158788353975;0.0;0.03148471877745904;0.03261432980414468;0.08753231235687747;0.0;0.0;0.0;0.08753231235687747;0.07783384056271977;0.07783395603136173;0.08011236636927821;1.0;0.008364735909909878;0.0599793186149035;0.0;0.0;0.0;0.08753231235687747;0.0;0.0;0.0;0.022277141600228655;0.04815627203968671;0.05422006161004232;0.042893390906138834;0.08688514345753073;0.08753231235687747;0.03561834591017772;0.06919986366943089;0.0;0.009327028918431297;0.08060055771815389;0.0;0.0;0.016620707704463857;0.04626498821526307;0.005791764842280598;0.013872000248386933;0.0;0.0;0.08753231235687747;0.0;0.0;0.005583783830241369;0.08753231235687747;0.0
GO:0006412;0.0;0.0;0.008364735909909878;0.07562768193694083;0.0;0.03429182243784718;0.008364735909909878;0.2008842357740113;0.17599634687149454;0.0;0.008364735909909878;0.008364735909909878;0.0;0.2552684894689396;0.008364735909909878;0.008364735909909878;0.0;0.0;0.0;0.008364735909909878;0.008364735909909878;0.0;0.008364735909909878;0.008364735909909878;1.0;0.008364735909909878;0.0;0.0;0.0;0.008364735909909878;0.0;0.0;0.0;0.2008842357740113;0.03429182243784718;0.008364735909909878;0.008364735909909878;0.008364735909909878;0.008364735909909878;0.008364735909909878;0.008364735909909878;0.0;0.008364735909909878;0.03429182243784718;0.0;0.0;0.2008842357740113;0.008364735909909878;0.17674856427884625;0.008364735909909878;0.0;0.0;0.008364735909909878;0.0;0.0;0.074234590064583;0.008364735909909878;0.0
GO:0070830;0.0;0.0;0.1190359496981399;0.01825716731530622;0.0;0.05071460901566612;0.051256540080600786;0.016620707704463857;0.00576711589335461;0.0;0.0599793186149035;0.20400600386301426;0.0;0.03148471877745904;0.03261432980414468;0.0599793186149035;0.0;0.0;0.0;0.0599793186149035;0.20400600386301426;0.0;0.26628688194952216;0.0599793186149035;0.008364735909909878;1.0;0.0;0.0;0.0;0.20400600386301426;0.0;0.0;0.0;0.022277141600228655;0.04815627203968671;0.24071782538826006;0.042893390906138834;0.20400600386301426;0.0599793186149035;0.12114769859256737;0.0599793186149035;0.0;0.009327028918431297;0.0599793186149035;0.0;0.0;0.016620707704463857;0.04626498821526307;0.005791764842280598;0.06158675653291091;0.0;0.0;0.20400600386301426;0.0;0.0;0.005583783830241369;0.0599793186149035;0.0
GO:1902175;0.0;0.003092673404507422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028659235217474235;0.0;0.0;0.015067606996338634;0.0;0.0;0.04610325322107199;0.10597082291715473;0.005734742482968549;0.21764184180858698;0.04610325322107199;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.24232322214173474;0.01949700926915088;0.0;0.17502861059421343;0.02360482794317955;0.005439344724655555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007259226533337186;0.0;0.0;0.04610325322107199;0.04610325322107199;0.0;0.0;0.0;0.0;0.17718619177181902;0.03203300198081839;0.0;0.09397119557516699;0.09397119557516699;0.0;0.0;0.004024209246802246
GO:0035023;0.0;0.003092673404507422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028659235217474235;0.0;0.0;0.015067606996338634;0.0;0.0;0.1633014782064568;0.10597082291715473;0.005734742482968549;0.5022466260436776;0.1633014782064568;0.0;0.0;0.0;0.0;0.0;0.0;0.24232322214173474;1.0;0.06825029425055543;0.0;0.17502861059421343;0.02360482794317955;0.005439344724655555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007259226533337186;0.0;0.0;0.1633014782064568;0.056051034367928625;0.0;0.0;0.0;0.0;0.17718619177181902;0.03203300198081839;0.0;0.0982116173552396;0.09840791439978333;0.0;0.0;0.0012241074718337998
GO:0090630;0.0;0.003092673404507422;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.024361933213906894;0.0;0.0;0.006372072527351817;0.0;0.0;0.06825029425055543;0.009493184304571507;0.004323997255630052;0.044992759857204016;0.06825029425055543;0.0;0.0;0.0;0.0;0.0;0.0;0.01949700926915088;0.06825029425055543;1.0;0.0;0.014082572908039288;0.009982452799980139;0.0023002922159567813;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016706178558958246;0.0;0.0;0.06825029425055543;0.023703913721158192;0.0;0.0;0.0;0.0;0.014256169065464582;0.013546717268387652;0.0;0.041533572581776305;0.04161658636127304;0.0;0.0;5.17673549203509E-4
GO:0000715;0.0;0.0;0.15537636777740219;0.01825716731530622;0.0;0.05071460901566612;0.06690462035004063;0.016620707704463857;0.00576711589335461;0.0;0.07839100422063339;0.2814947086325077;0.0;0.03148471877745904;0.03261432980414468;0.14532829318607357;0.0;0.0;0.0;0.14532829318607357;0.26473409743881254;0.0;0.27248398448703315;0.08753231235687747;0.008364735909909878;0.20400600386301426;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.022277141600228655;0.04815627203968671;0.24071782538826006;0.042893390906138834;0.4734990858699525;0.11767551566483743;0.1581328113031282;0.06919986366943089;0.0;0.009327028918431297;0.08060055771815389;0.0;0.0;0.016620707704463857;0.04626498821526307;0.005791764842280598;0.047182452245414064;0.0;0.0;0.3010197209042367;0.0;0.0;0.005583783830241369;0.12059674659541368;0.0
