;GO:0008584;GO:1901340;GO:0007052;GO:0006283;GO:0015031;GO:0006123;GO:0060404;GO:0000338;GO:0006366;GO:0051091;GO:0045132;GO:0070126;GO:0031398;GO:0070125;GO:0071456;GO:0035556;GO:0034140;GO:0042307;GO:1903894;GO:0007186;GO:0000902;GO:1902600;GO:0051260;GO:1990182;GO:0006412;GO:0070830;GO:1902175;GO:0035023;GO:0090630;GO:0000715;GO:0043123;GO:0045666;GO:0045944;GO:0043687;GO:0006103;GO:0000045;GO:0071277;GO:0051383;GO:0000281;GO:0070462;GO:0071479;GO:0032147;GO:0070301;GO:0035973;GO:0051988;GO:0032467;GO:0016579;GO:0007286;GO:0006351;GO:0034080;GO:0046328;GO:0006357;GO:0097352;GO:0043066;GO:0043065;GO:0030433;GO:0051315;GO:1903071
GO:0008584;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901340;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.2608695652173913;0.0;0.0;0.1111111111111111;0.36363636363636365;0.45454545454545453;0.2857142857142857;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.2727272727272727;0.3;0.0;0.2857142857142857;0.09523809523809523;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.3157894736842105;0.3;0.0;0.0;0.0;0.0;0.25;0.2608695652173913;0.0;0.4;0.3;0.0;0.0;0.24
GO:0007052;0.0;0.0;1.0;0.2222222222222222;0.0;0.11764705882352941;0.6666666666666666;0.1111111111111111;0.10526315789473684;0.0;0.15384615384615385;0.125;0.0;0.125;0.26666666666666666;0.14285714285714285;0.0;0.0;0.0;0.14285714285714285;0.15384615384615385;0.0;0.13333333333333333;0.125;0.125;0.13333333333333333;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.25;0.25;0.13333333333333333;0.26666666666666666;0.2857142857142857;0.14285714285714285;0.7058823529411765;0.13333333333333333;0.0;0.26666666666666666;0.25;0.0;0.0;0.1111111111111111;0.14285714285714285;0.1111111111111111;0.1111111111111111;0.0;0.0;0.14285714285714285;0.0;0.0;0.10526315789473684;0.15384615384615385;0.0
GO:0006283;0.0;0.0;0.2222222222222222;1.0;0.0;0.3157894736842105;0.2;0.4;0.38095238095238093;0.0;0.26666666666666666;0.2222222222222222;0.0;0.5555555555555556;0.47058823529411764;0.25;0.0;0.0;0.0;0.25;0.13333333333333333;0.0;0.11764705882352941;0.1111111111111111;0.4444444444444444;0.23529411764705882;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.5555555555555556;0.3333333333333333;0.23529411764705882;0.35294117647058826;0.25;0.25;0.21052631578947367;0.35294117647058826;0.0;0.47058823529411764;0.3333333333333333;0.0;0.0;0.4;0.25;0.4;0.2;0.0;0.0;0.25;0.0;0.0;0.47619047619047616;0.26666666666666666;0.0
GO:0015031;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35294117647058826;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006123;0.0;0.0;0.11764705882352941;0.3157894736842105;0.0;1.0;0.21052631578947367;0.21052631578947367;0.1;0.0;0.14285714285714285;0.11764705882352941;0.0;0.11764705882352941;0.25;0.13333333333333333;0.0;0.0;0.0;0.13333333333333333;0.14285714285714285;0.0;0.125;0.11764705882352941;0.11764705882352941;0.125;0.0;0.0;0.0;0.13333333333333333;0.0;0.0;0.0;0.35294117647058826;0.35294117647058826;0.125;0.25;0.26666666666666666;0.13333333333333333;0.2222222222222222;0.125;0.0;0.25;0.35294117647058826;0.0;0.0;0.21052631578947367;0.13333333333333333;0.10526315789473684;0.10526315789473684;0.0;0.0;0.13333333333333333;0.0;0.0;0.1;0.14285714285714285;0.0
GO:0060404;0.0;0.0;0.6666666666666666;0.2;0.0;0.21052631578947367;1.0;0.1;0.09523809523809523;0.0;0.26666666666666666;0.6666666666666666;0.0;0.2222222222222222;0.23529411764705882;0.25;0.0;0.0;0.0;0.25;0.4;0.0;0.23529411764705882;0.1111111111111111;0.1111111111111111;0.35294117647058826;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.2222222222222222;0.2222222222222222;0.47058823529411764;0.23529411764705882;0.5;0.25;0.8421052631578947;0.23529411764705882;0.0;0.23529411764705882;0.2222222222222222;0.0;0.0;0.1;0.25;0.1;0.3;0.0;0.0;0.5;0.0;0.0;0.19047619047619047;0.26666666666666666;0.0
GO:0000338;0.0;0.0;0.1111111111111111;0.4;0.0;0.21052631578947367;0.1;1.0;0.38095238095238093;0.0;0.13333333333333333;0.1111111111111111;0.0;0.4444444444444444;0.11764705882352941;0.125;0.0;0.0;0.0;0.125;0.13333333333333333;0.0;0.11764705882352941;0.1111111111111111;0.5555555555555556;0.11764705882352941;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.7777777777777778;0.2222222222222222;0.11764705882352941;0.11764705882352941;0.125;0.125;0.10526315789473684;0.11764705882352941;0.0;0.11764705882352941;0.2222222222222222;0.0;0.0;0.9;0.125;0.4;0.1;0.0;0.0;0.125;0.0;0.0;0.47619047619047616;0.13333333333333333;0.0
GO:0006366;0.0;0.0;0.10526315789473684;0.38095238095238093;0.0;0.1;0.09523809523809523;0.38095238095238093;1.0;0.0;0.125;0.10526315789473684;0.0;0.42105263157894735;0.1111111111111111;0.11764705882352941;0.0;0.0;0.0;0.11764705882352941;0.125;0.0;0.1111111111111111;0.10526315789473684;0.42105263157894735;0.1111111111111111;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.0;0.42105263157894735;0.21052631578947367;0.1111111111111111;0.1111111111111111;0.11764705882352941;0.11764705882352941;0.1;0.1111111111111111;0.0;0.1111111111111111;0.10526315789473684;0.0;0.0;0.38095238095238093;0.11764705882352941;0.9523809523809523;0.09523809523809523;0.0;0.0;0.11764705882352941;0.0;0.0;0.36363636363636365;0.125;0.0
GO:0051091;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.34782608695652173;0.0;0.0;0.1111111111111111;0.2727272727272727;0.36363636363636365;0.2857142857142857;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.2727272727272727;0.4;0.0;0.38095238095238093;0.09523809523809523;0.8333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3157894736842105;0.4;0.0;0.0;0.0;0.0;0.25;0.8695652173913043;0.0;0.3;0.4;0.0;0.0;0.24
