;GO:0007194;GO:0043408;GO:0007197;GO:0045666;GO:1903800;GO:0045686;GO:0045944;GO:1900017;GO:1901724;GO:0032747;GO:0048863;GO:0045672;GO:2000778;GO:0071333;GO:0097400;GO:0050832;GO:0017148;GO:0032008;GO:0007281;GO:0031054;GO:0006355;GO:0007268;GO:0007204;GO:2000767;GO:0031123;GO:0071347;GO:0010469;GO:0010587;GO:0051897
GO:0007194;1.0;0.4;0.0;0.0;0.1;0.0;0.35714285714285715;0.09090909090909091;0.09090909090909091;0.09090909090909091;0.0;0.07692307692307693;0.08333333333333333;0.08333333333333333;0.0;0.0;0.5;0.08333333333333333;0.0;0.0;0.4166666666666667;0.0;0.0625;0.38461538461538464;0.0;0.0;0.2857142857142857;0.0;0.08333333333333333
GO:0043408;0.4;1.0;0.0;0.0;0.375;0.0;0.3076923076923077;0.3;0.3;0.2;0.0;0.25;0.25;0.08333333333333333;0.0;0.0;0.5;0.625;0.0;0.0;0.36363636363636365;0.0;0.0625;0.45454545454545453;0.0;0.0;0.5714285714285714;0.0;0.625
GO:0007197;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.14285714285714285;0.0;0.125;0.0
GO:0045666;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.0;0.45454545454545453;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0
GO:1903800;0.1;0.375;0.0;0.0;1.0;0.0;0.6666666666666666;0.5;0.375;0.375;0.0;0.3;0.3333333333333333;0.09090909090909091;0.0;0.0;0.5555555555555556;0.5;0.0;0.0;0.625;0.0;0.06666666666666667;0.6666666666666666;0.0;0.0;0.42857142857142855;0.0;0.5
GO:0045686;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045944;0.35714285714285715;0.3076923076923077;0.0;0.0;0.6666666666666666;0.0;1.0;0.2727272727272727;0.2727272727272727;0.2727272727272727;0.0;0.23076923076923078;0.25;0.07142857142857142;0.0;0.0;0.5454545454545454;0.25;0.0;0.0;0.75;0.0;0.05555555555555555;0.6;0.0;0.0;0.25;0.0;0.25
GO:1900017;0.09090909090909091;0.3;0.0;0.4444444444444444;0.5;0.0;0.2727272727272727;1.0;0.5;0.7142857142857143;0.0;0.4;0.625;0.08333333333333333;0.0;0.0;0.18181818181818182;0.4;0.0;0.0;0.2;0.0;0.0625;0.2727272727272727;0.0;0.0;0.3333333333333333;0.0;0.4
GO:1901724;0.09090909090909091;0.3;0.0;0.4444444444444444;0.375;0.0;0.2727272727272727;0.5;1.0;0.5;0.0;0.4;0.4444444444444444;0.08333333333333333;0.0;0.0;0.3;0.4;0.0;0.0;0.3;0.0;0.0625;0.4;0.0;0.0;0.3333333333333333;0.0;0.4
GO:0032747;0.09090909090909091;0.2;0.0;0.4444444444444444;0.375;0.0;0.2727272727272727;0.7142857142857143;0.5;1.0;0.0;0.4;0.625;0.08333333333333333;0.0;0.0;0.18181818181818182;0.3;0.0;0.0;0.2;0.0;0.0625;0.2727272727272727;0.0;0.0;0.125;0.0;0.3
GO:0048863;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.09090909090909091;0.2;0.0;0.0;0.0;0.4;0.2;0.0;0.1;0.08333333333333333;0.0;0.0;0.1111111111111111;0.0;0.1;0.0
GO:0045672;0.07692307692307693;0.25;0.0;0.45454545454545453;0.3;0.0;0.23076923076923078;0.4;0.4;0.4;0.0;1.0;0.36363636363636365;0.07142857142857142;0.25;0.0;0.25;0.3333333333333333;0.0;0.0;0.25;0.0;0.05555555555555555;0.3333333333333333;0.0;0.0;0.2727272727272727;0.0;0.3333333333333333
GO:2000778;0.08333333333333333;0.25;0.0;0.4;0.3333333333333333;0.0;0.25;0.625;0.4444444444444444;0.625;0.0;0.36363636363636365;1.0;0.07692307692307693;0.0;0.0;0.25;0.2727272727272727;0.0;0.0;0.25;0.0;0.058823529411764705;0.3333333333333333;0.0;0.0;0.2727272727272727;0.0;0.2727272727272727
GO:0071333;0.08333333333333333;0.08333333333333333;0.1111111111111111;0.0;0.09090909090909091;0.0;0.07142857142857142;0.08333333333333333;0.08333333333333333;0.08333333333333333;0.09090909090909091;0.07142857142857142;0.07692307692307693;1.0;0.1111111111111111;0.08333333333333333;0.07692307692307693;0.07692307692307693;0.1111111111111111;0.1111111111111111;0.08333333333333333;0.07142857142857142;0.2727272727272727;0.07142857142857142;0.0;0.4;0.1111111111111111;0.07142857142857142;0.07692307692307693
GO:0097400;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.25;0.0;0.1111111111111111;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.14285714285714285;0.0;0.125;0.0
GO:0050832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0
GO:0017148;0.5;0.5;0.0;0.0;0.5555555555555556;0.0;0.5454545454545454;0.18181818181818182;0.3;0.18181818181818182;0.0;0.25;0.25;0.07692307692307693;0.0;0.0;1.0;0.25;0.0;0.0;0.6666666666666666;0.0;0.058823529411764705;0.6666666666666666;0.0;0.0;0.3;0.0;0.25
GO:0032008;0.08333333333333333;0.625;0.0;0.0;0.5;0.0;0.25;0.4;0.4;0.3;0.0;0.3333333333333333;0.2727272727272727;0.07692307692307693;0.0;0.0;0.25;1.0;0.0;0.0;0.25;0.0;0.058823529411764705;0.3333333333333333;0.0;0.0;0.5;0.0;0.75
GO:0007281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.1;0.0;0.0;0.14285714285714285;0.0;0.125;0.0
GO:0031054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.1;0.0;0.0;0.14285714285714285;0.0;0.6;0.0
GO:0006355;0.4166666666666667;0.36363636363636365;0.0;0.0;0.625;0.0;0.75;0.2;0.3;0.2;0.0;0.25;0.25;0.08333333333333333;0.0;0.0;0.6666666666666666;0.25;0.0;0.0;1.0;0.0;0.0625;0.5555555555555556;0.0;0.0;0.125;0.0;0.25
GO:0007268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.07142857142857142;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.06666666666666667;0.0;0.0;0.08333333333333333;0.0;0.07692307692307693;0.0
GO:0007204;0.0625;0.0625;0.1;0.0;0.06666666666666667;0.0;0.05555555555555555;0.0625;0.0625;0.0625;0.08333333333333333;0.05555555555555555;0.058823529411764705;0.2727272727272727;0.1;0.0;0.058823529411764705;0.058823529411764705;0.1;0.1;0.0625;0.06666666666666667;1.0;0.05555555555555555;0.0;0.07142857142857142;0.07692307692307693;0.06666666666666667;0.058823529411764705
GO:2000767;0.38461538461538464;0.45454545454545453;0.0;0.3333333333333333;0.6666666666666666;0.0;0.6;0.2727272727272727;0.4;0.2727272727272727;0.0;0.3333333333333333;0.3333333333333333;0.07142857142857142;0.0;0.0;0.6666666666666666;0.3333333333333333;0.0;0.0;0.5555555555555556;0.0;0.05555555555555555;1.0;0.0;0.0;0.2727272727272727;0.0;0.3333333333333333
GO:0031123;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.5;0.0
GO:0071347;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.4;0.14285714285714285;0.1;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.08333333333333333;0.07142857142857142;0.0;0.0;1.0;0.0;0.08333333333333333;0.0
GO:0010469;0.2857142857142857;0.5714285714285714;0.0;0.0;0.42857142857142855;0.0;0.25;0.3333333333333333;0.3333333333333333;0.125;0.0;0.2727272727272727;0.2727272727272727;0.1111111111111111;0.0;0.0;0.3;0.5;0.0;0.0;0.125;0.0;0.07692307692307693;0.2727272727272727;0.0;0.0;1.0;0.0;0.5
GO:0010587;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.07142857142857142;0.125;0.0;0.0;0.0;0.125;0.6;0.0;0.07692307692307693;0.06666666666666667;0.0;0.5;0.08333333333333333;0.0;1.0;0.0
GO:0051897;0.08333333333333333;0.625;0.0;0.0;0.5;0.0;0.25;0.4;0.4;0.3;0.0;0.3333333333333333;0.2727272727272727;0.07692307692307693;0.0;0.0;0.25;0.75;0.0;0.0;0.25;0.0;0.058823529411764705;0.3333333333333333;0.0;0.0;0.5;0.0;1.0
