id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0009987	cellular process	1364	0.09	0.05	0.84	3.37
GO:0050789	regulation of biological process	1115	0.09	0.17	1.80	4.47
GO:0051641	cellular localization	172	0.37	0.31	4.44	5.67
GO:0006810	transport	510	0.28	0.34	3.95	7.46
GO:0009605	response to external stimulus	230	0.37	0.31	4.62	6.14
GO:0042221	response to chemical	364	0.32	0.29	4.12	6.14
GO:0006950	response to stress	331	0.39	0.32	4.70	6.14
GO:0019538	protein metabolic process	341	0.31	0.41	4.91	44.77
GO:0097187	dentinogenesis	1	1.00	0.82	9.63	26.74
