;GO:1905342;GO:0051491;GO:0006486;GO:0007179;GO:0006887;GO:0000462;GO:0010812;GO:0032728;GO:0010259;GO:0051607;GO:0018279;GO:0035556;GO:0090305;GO:0046826;GO:0060271;GO:0007186;GO:0007224;GO:0007265;GO:0000028;GO:0042542;GO:0048496;GO:0051131;GO:0051897;GO:0030335;GO:0090630;GO:0006383;GO:0008284;GO:0006024;GO:0006266;GO:1904117;GO:0045944;GO:0006620;GO:0001893;GO:0006302;GO:0010718;GO:0006614;GO:0048026;GO:0016311;GO:0031532;GO:2001224;GO:0035176;GO:0006351;GO:0034080;GO:0006357;GO:0007517;GO:0000012;GO:0051310;GO:0097711;GO:0045087;GO:0070374;GO:0034116;GO:0017157;GO:0031204;GO:0035722
GO:1905342;1.0;0.36582428558897134;0.0;0.3741071137654779;0.0;0.0;0.3839545725244948;0.4556958713833295;0.0;0.0;0.0;0.4207823909900204;0.0;0.37307719231611314;0.0;0.4210260008240849;0.4040123778324732;0.3887567418877479;0.0;0.0;0.36707556729779456;0.0;0.3563348292212196;0.46806907064285935;0.26220306485903694;0.0;0.5139994359111856;0.0;0.0;0.0;0.22157635528527955;0.0;0.0;0.0;0.39577413309734877;0.0;0.26346107752165887;0.0;0.0;0.3143500339202137;0.0;0.0;0.0;0.2574328559380378;0.0;0.0;0.0;0.0;0.0;0.19937159089600506;0.49399182886809906;0.4708385696480593;0.0;0.3883350355963514
GO:0051491;0.36582428558897134;1.0;0.0;0.3810737763614574;0.0;0.0;0.38881179643306213;0.3554942147617982;0.0;0.0;0.0;0.41696380443469316;0.0;0.17660163283325617;0.0;0.4171460041867447;0.40429569959158307;0.39255247023105866;0.0;0.0;0.37549238344334024;0.0;0.42162729913988906;0.4613065789954783;0.20198616645687115;0.0;0.5631782209461356;0.0;0.0;0.0;0.2813958032363941;0.0;0.0;0.0;0.45911592038112814;0.0;0.3271345944716696;0.0;0.0;0.33130807344218577;0.0;0.0;0.0;0.2819244265876925;0.0;0.0;0.0;0.0;0.0;0.25629213389413225;0.37837736203789923;0.3905574047928895;0.0;0.3922248344157915
GO:0006486;0.0;0.0;1.0;0.19091493412154167;0.2042797319333397;0.4785952978071048;0.0;0.0;0.0;0.0;0.9227509778625925;0.20774669601780021;0.5561101046386832;0.11887664836482839;0.1834419347910843;0.20783167203423442;0.20182677052387432;0.19631844303380458;0.19360721234085415;0.0;0.0;0.2046514263496175;0.0;0.0;0.0;0.44100867033694896;0.0;0.41032759129328295;0.5844788108122392;0.142666208634899;0.0;0.0;0.0;0.5109460940725767;0.0;0.0;0.0;0.39293659820188503;0.20544262457717705;0.0;0.0;0.4480453948683426;0.15295080317367063;0.0;0.0;0.5112852049706339;0.0;0.21357832434428164;0.0;0.0;0.0;0.0;0.0;0.19616447548223606
GO:0007179;0.3741071137654779;0.3810737763614574;0.19091493412154167;1.0;0.2831139605516519;0.171938686145811;0.4974798587829539;0.3607327659165648;0.0;0.0;0.17269524737057662;0.789635234195724;0.20766940258401667;0.27394550130188283;0.24460555743637966;0.7900858939274401;0.8452330048088191;0.7303256211420319;0.2630197995620009;0.0;0.4758815907129987;0.283828396189798;0.37128446392088765;0.41436003447980246;0.25878067654385994;0.13794045714752262;0.533279005812746;0.0;0.1947269555699751;0.17710817968096607;0.23172086965548896;0.0;0.0;0.16472765802318343;0.41193692921709923;0.0;0.27520883702693866;0.30296791916835003;0.2853525104130146;0.27927073044722517;0.0;0.14056314288692812;0.193238644998998;0.3349810973060728;0.0;0.16486155509650313;0.0;0.3012936304485275;0.0;0.20862583870138993;0.39064275590153946;0.5003411643596555;0.0;0.8128648016748912
GO:0006887;0.0;0.0;0.2042797319333397;0.2831139605516519;1.0;0.18270379389816294;0.0;0.0;0.0;0.0;0.18355829310860464;0.32177455576881875;0.22358063858920826;0.20005392506969658;0.2669850635049667;0.32197846131140034;0.3077912050715421;0.2951614278729126;0.28907511671223257;0.0;0.0;0.31440915350065746;0.0;0.0;0.0;0.14478447061052138;0.0;0.0;0.20865025645963178;0.1885518862243869;0.0;0.2585988913925843;0.0;0.17458285543463148;0.0;0.25252441646777596;0.0;0.33806708045673906;0.31628047123627234;0.0;0.0;0.14767659377456974;0.20694243687091446;0.0;0.0;0.17473326045801818;0.370187720727267;0.4507625334618441;0.0;0.0;0.0;0.0;0.3206754225414267;0.2948135276146597
GO:0000462;0.0;0.0;0.4785952978071048;0.171938686145811;0.18270379389816294;1.0;0.0;0.0;0.0;0.0;0.4443885522965417;0.18547211283066498;0.8103839500814911;0.11123256614407274;0.1658537595530069;0.18553984052783062;0.18073913826166715;0.17630910657476015;0.17411930128808983;0.0;0.0;0.18300106120992302;0.0;0.0;0.0;0.6311225523297265;0.0;0.3215980973308118;0.7737330501998663;0.13179640900358514;0.0;0.0;0.0;0.6834141837002737;0.0;0.0;0.0;0.34960219455179153;0.18363345177390658;0.0;0.0;0.6405498574629132;0.1405255854789974;0.0;0.0;0.683835012393984;0.0;0.19010630103498596;0.0;0.0;0.0;0.0;0.0;0.1761849152648781
GO:0010812;0.3839545725244948;0.38881179643306213;0.0;0.4974798587829539;0.0;0.0;1.0;0.36988010815046496;0.0;0.0;0.0;0.5604572018284271;0.0;0.2555499669071128;0.0;0.5607864332595462;0.5378064495287835;0.5172240764622776;0.0;0.0;0.6655616154858132;0.0;0.37862620045841733;0.42352516029897425;0.2657263394698153;0.0;0.5485566838352771;0.0;0.0;0.0;0.23455943841165217;0.0;0.0;0.0;0.4209940048380165;0.0;0.27922206157144364;0.0;0.0;0.2834041837295341;0.0;0.0;0.0;0.34094577483250277;0.0;0.0;0.0;0.0;0.0;0.21092397294467852;0.4819813227052748;0.5137661261079451;0.0;0.516655435288311
GO:0032728;0.4556958713833295;0.3554942147617982;0.0;0.3607327659165648;0.0;0.0;0.36988010815046496;1.0;0.0;0.0;0.0;0.40393770174623256;0.0;0.20040702007759822;0.0;0.40416219247871954;0.3884587867602792;0.3743346256752695;0.0;0.0;0.3541905929790042;0.0;0.34652654569071517;0.3859230619296713;0.25253479124417383;0.0;0.4938369332402579;0.0;0.0;0.0;0.21774398200294826;0.0;0.0;0.0;0.5162481198630838;0.0;0.2580605484507652;0.0;0.0;0.3522512860229923;0.0;0.0;0.0;0.25102846259846767;0.0;0.0;0.0;0.0;0.0;0.19626344835129286;0.47533996141779805;0.3719561794424301;0.0;0.37394361222925715
GO:0010259;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47582250963709827;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5375083047668873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2879954178324109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14445221287301008;0.0;0.0;0.0;0.18525259781683404;0.0;0.0;0.0;0.0;0.0;0.0;0.2541915379279823;0.0;0.0;0.0;0.0;0.18539711444951232;0.0;0.0;0.5273355873258386;0.0;0.0;0.0;0.0;0.0
GO:0018279;0.0;0.0;0.9227509778625925;0.17269524737057662;0.18355829310860464;0.4443885522965417;0.0;0.0;0.0;0.0;1.0;0.18635276528631042;0.5104540955930646;0.11154871135224072;0.16655760918555693;0.18642113779370403;0.1815753169755422;0.17710470687380248;0.17489521770286934;0.0;0.0;0.18385834982360977;0.0;0.0;0.0;0.4144182681102526;0.0;0.37581375727379934;0.5386718051674595;0.13224048582212283;0.0;0.0;0.0;0.47559133330079983;0.0;0.0;0.0;0.35130982499005353;0.18449668960590132;0.0;0.0;0.420626050169408;0.1410305474643143;0.0;0.0;0.4758851249854762;0.0;0.19103162084874867;0.0;0.0;0.0;0.0;0.0;0.1769793925990879
GO:0035556;0.4207823909900204;0.41696380443469316;0.20774669601780021;0.789635234195724;0.32177455576881875;0.18547211283066498;0.5604572018284271;0.40393770174623256;0.0;0.0;0.18635276528631042;1.0;0.22774035890089345;0.2914948154435442;0.27293813534430805;0.9009607727337513;0.8602380029341862;0.9152490359944121;0.29606694196582134;0.0;0.5331942765476232;0.3226977511438752;0.40527200620144854;0.45714576364224885;0.29176412083412623;0.14651748179744842;0.6063116026998181;0.0;0.21226847132004104;0.19150169209011747;0.24451892566169234;0.0;0.0;0.17710884635083404;0.4541981958836002;0.0;0.2934504632296456;0.3476690165241726;0.3246693438249474;0.2980731923539481;0.0;0.1494799627141214;0.21050115824296708;0.3624016937564364;0.0;0.17726363712720095;0.0;0.34546601359638507;0.0;0.21894313257072878;0.4418175522307201;0.5640914491134702;0.0;0.8230718874671727
GO:0090305;0.0;0.0;0.5561101046386832;0.20766940258401667;0.22358063858920826;0.8103839500814911;0.0;0.0;0.0;0.0;0.5104540955930646;0.22774035890089345;1.0;0.12516440356459163;0.19885747628672099;0.227842482289096;0.22064558456975064;0.2140788584719884;0.21085890521588713;0.0;0.0;0.22402596508058686;0.0;0.0;0.0;0.6685445007027635;0.0;0.3791199839101827;0.9011641790668119;0.151819267390929;0.0;0.0;0.0;0.7809560455415542;0.0;0.0;0.0;0.4320884917624996;0.22497440855066886;0.0;0.0;0.6797714360558577;0.1635199712111262;0.0;0.0;0.781505622759578;0.0;0.23476746394662376;0.0;0.0;0.0;0.0;0.0;0.21389578570339843
GO:0046826;0.37307719231611314;0.17660163283325617;0.11887664836482839;0.27394550130188283;0.20005392506969658;0.11123256614407274;0.2555499669071128;0.20040702007759822;0.0;0.0;0.11154871135224072;0.2914948154435442;0.12516440356459163;1.0;0.1376962732199703;0.29158144195277136;0.2854118442481512;0.27966538699505844;0.1433457211048925;0.0;0.24939973676177585;0.14931163370855857;0.17381370147376768;0.2263723208197392;0.1402192931176469;0.09593567663989369;0.2137080088501451;0.0;0.12034357645723896;0.11337337958490251;0.12685951828967687;0.08994673693330556;0.0;0.10816924302514304;0.18503530710578317;0.08861604938167317;0.14311149392098477;0.15444431375739284;0.14973234993560708;0.17622866970331127;0.0;0.09719696969060078;0.11977346856970908;0.16296060964810136;0.0;0.10822696277358214;0.12571371892709063;0.2066202932145686;0.0;0.1175107785467275;0.20931039428142045;0.29564389204601355;0.1023101645303702;0.2795035479250672
GO:0060271;0.0;0.0;0.1834419347910843;0.24460555743637966;0.2669850635049667;0.1658537595530069;0.0;0.0;0.0;0.0;0.16655760918555693;0.27293813534430805;0.19885747628672099;0.1376962732199703;1.0;0.2730848293290083;0.2628104501221029;0.2535468308564612;0.5000128714734181;0.0;0.0;0.5373120084024318;0.0;0.0;0.0;0.13399641754154876;0.0;0.0;0.18695861984191736;0.17065871727652498;0.0;0.0;0.0;0.15913412428895435;0.0;0.0;0.0;0.2845710555824438;0.5398194566730824;0.0;0.0;0.1364699252949972;0.3726089627875426;0.0;0.0;0.1592590790150316;0.0;0.2830934304386703;0.0;0.0;0.0;0.0;0.0;0.2532900727900257
