;GO:0036498;GO:0030073;GO:0006241;GO:0015031;GO:0007179;GO:0023019;GO:0007212;GO:0006366;GO:0006641;GO:0051492;GO:0042177;GO:1901303;GO:0006165;GO:1902511;GO:0006446;GO:0009749;GO:0045892;GO:0097720;GO:0001701;GO:0030308;GO:0045893;GO:0015949;GO:0051923;GO:0034504;GO:0035556;GO:0070723;GO:0010894;GO:0007182;GO:0007183;GO:0035278;GO:0035194;GO:0060395;GO:0006695;GO:1901796;GO:0007223;GO:0042420;GO:0045652;GO:1900224;GO:0098989;GO:0036315;GO:0010389;GO:0016567;GO:0036316;GO:0035265;GO:0032076;GO:0090630;GO:0007352;GO:0008285;GO:0006183;GO:0006068;GO:0008202;GO:0042795;GO:0045944;GO:0038092;GO:0000398;GO:0000122;GO:0010718;GO:0048340;GO:0000086;GO:0019221;GO:0016197;GO:0070862;GO:0016236;GO:0016579;GO:0045717;GO:1903351;GO:0045839;GO:0031053;GO:0006351;GO:0045599;GO:0048701;GO:0006355;GO:1901215;GO:0060213;GO:0070371;GO:0030513;GO:0032933;GO:0001731;GO:0006228;GO:0001657;GO:0006309;GO:0097711;GO:0043065;GO:0050427;GO:0030512
GO:0036498;1.0;0.4024070004238523;0.25074796960415136;0.0;0.5788707164106113;0.5185369985399844;0.5521963285098181;0.48458024718554527;0.30009584686028645;0.2832212090999459;0.3115708292820634;0.25654682119915273;0.3214116822411329;0.27617687756466514;0.3510405068631267;0.34551811377897135;0.3500545971891353;0.5353666635249013;0.0;0.37600149740962563;0.36023422299003627;0.3419008870735769;0.35772920928732993;0.0;0.6400331862090207;0.37796468421802404;0.2955012974410561;0.3855773354389354;0.3855773354389354;0.40073563809933477;0.35772920928732993;0.5185369985399844;0.0;0.326725261985656;0.5185369985399844;0.28367981189368235;0.3028512654654583;0.27617687756466514;0.5185369985399844;0.47515792865846646;0.3222984810559666;0.3012369645589021;0.40073563809933477;0.0;0.28972087931850826;0.2178139717893584;0.0;0.40836211813926365;0.22407358170335817;0.28367981189368235;0.0;0.3855773354389354;0.33719977645849797;0.5452113864407775;0.42908138832464554;0.32190873040274914;0.3234237203966521;0.0;0.3855773354389354;0.6175399102865942;0.0;0.25690929733551365;0.3687034416352375;0.30870717847842105;0.2956240931551734;0.4360806567024458;0.33159756136396423;0.4122517233397286;0.4928671133341394;0.293006542549582;0.0;0.40546618086442887;0.33651059543529216;0.22374314557048924;0.5185369985399844;0.2659062722645507;0.5603996696220448;0.3855773354389354;0.22407358170335817;0.0;0.3855773354389354;0.3855773354389354;0.3668583556867586;0.32731203144025983;0.2832212090999459
GO:0030073;0.4024070004238523;1.0;0.2675776345890683;0.7251533395853249;0.4627407182944793;0.4024070004238523;0.4360663303936862;0.5014099121704623;0.3169255118452034;0.26131802467506854;0.32344977054113716;0.2519585736096705;0.33824134722604987;0.2519585736096705;0.32913732243824934;0.0;0.3454663495996531;0.41923666540876925;0.0;0.3487520128307268;0.35564597540055404;0.35873055205849386;0.3745588742722468;0.4822289488936745;0.5239031880928888;0.0;0.3073802387001298;0.4024070004238523;0.4024070004238523;0.39614739050985254;0.3745588742722468;0.4024070004238523;0.0;0.3221370143961738;0.4024070004238523;0.30050947687859925;0.27863296151046374;0.2715886299751829;0.4024070004238523;0.33958674883462;0.30039529663108916;0.318066629543819;0.49371863355902673;0.0;0.2851326317290261;0.2346436367742753;0.0;0.3811126335603649;0.24090324668827506;0.30050947687859925;0.0;0.4024070004238523;0.33261152886901574;0.42908138832464554;0.44591105330956243;0.3173204828132669;0.3188354728071699;0.0;0.4024070004238523;0.5014099121704623;0.5702548443464415;0.26878823859458745;0.38553310662015444;0.32553684346333794;0.27372090873029603;0.30050947687859925;0.3096943769390868;0.42908138832464554;0.5096967783190562;0.26878823859458745;0.0;0.4008779332749467;0.3122922914802975;0.20514362943214276;0.4024070004238523;0.26131802467506854;0.4024070004238523;0.4024070004238523;0.24090324668827506;0.0;0.4024070004238523;0.48351007672874763;0.3449551712618812;0.3441416964251768;0.26131802467506854
GO:0006241;0.25074796960415136;0.2675776345890683;1.0;0.0;0.3110816874747784;0.25074796960415136;0.2844072995739852;0.5197817683523979;0.3086610804194286;0.0;0.0;0.0;0.5428558484114416;0.0;0.0;0.0;0.0;0.2675776345890683;0.0;0.0;0.0;0.4876338395170908;0.33110839630961164;0.0;0.3722441572731878;0.0;0.0;0.38129704324418456;0.25074796960415136;0.0;0.2684948050940058;0.25074796960415136;0.4394506489999957;0.0;0.25074796960415136;0.3306491690718311;0.0;0.0;0.25074796960415136;0.24753394820524305;0.0;0.3528221798117939;0.25074796960415136;0.0;0.0;0.0;0.0;0.0;0.6217790153324543;0.3120166317172788;0.4684708183312772;0.420778856605788;0.0;0.27742235750494454;0.41086729245647174;0.0;0.0;0.0;0.25074796960415136;0.3497508813507612;0.0;0.0;0.3265938898642509;0.36978001145757833;0.0;0.20845667624922237;0.0;0.41366768383706726;0.528068634500992;0.0;0.0;0.0;0.0;0.0;0.38129704324418456;0.0;0.25074796960415136;0.25074796960415136;0.7781625283937957;0.0;0.35004830273536647;0.25074796960415136;0.0;0.5391063037387008;0.0
GO:0015031;0.0;0.7251533395853249;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6378631489277014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5217580144242531;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6085027820419469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49495545986259243;0.0;0.0;0.0
GO:0007179;0.5788707164106113;0.4627407182944793;0.3110816874747784;0.0;1.0;0.5788707164106113;0.6125300463804452;0.5449139650561723;0.3604295647309135;0.32623999013517774;0.37190454715269045;0.31688053906977975;0.38174540011175995;0.31688053906977975;0.39405928789835853;0.0;0.4103883150597623;0.5957003813955282;0.0;0.4136739782908361;0.4205679408606633;0.40223460494420393;0.41806292715795695;0.0;0.7003669040796479;0.0;0.3558350153116831;0.44591105330956243;0.44591105330956243;0.4610693559699618;0.41806292715795695;0.5788707164106113;0.0;0.387058979856283;0.6156328854286155;0.3440135297643094;0.34355492697057294;0.33651059543529216;0.6156328854286155;0.38309080172033005;0.3653172620911984;0.3615706824295291;0.4610693559699618;0.0;0.3500545971891353;0.27814768965998543;0.0;0.4460345990204741;0.2844072995739852;0.3440135297643094;0.0;0.44591105330956243;0.397533494329125;0.7451727412818583;0.48941510619527256;0.38224244827337617;0.38375743826727915;0.0;0.44591105330956243;0.7146357971752254;0.0;0.3172430152061407;0.4290371595058645;0.3690408963490481;0.33864287419040523;0.3440135297643094;0.37461634239919606;0.4725854412103556;0.5532008312047665;0.33371020405469665;0.0;0.4657998987350559;0.3772142569404068;0.270065594892252;0.5788707164106113;0.32623999013517774;0.5788707164106113;0.44591105330956243;0.2844072995739852;0.0;0.44591105330956243;0.44591105330956243;0.40987713672199044;0.38764574931088686;0.32623999013517774
GO:0023019;0.5185369985399844;0.4024070004238523;0.25074796960415136;0.0;0.5788707164106113;1.0;0.5521963285098181;0.48458024718554527;0.30009584686028645;0.3028512654654583;0.3538621226369924;0.2988381145540817;0.3214116822411329;0.2988381145540817;0.3706705632286391;0.0;0.3869995903900429;0.5353666635249013;0.0;0.4028040519712862;0.3971792161909439;0.3419008870735769;0.35772920928732993;0.0;0.6400331862090207;0.0;0.3324462906419637;0.3855773354389354;0.3855773354389354;0.40073563809933477;0.35772920928732993;0.5185369985399844;0.0;0.369016555340585;0.5185369985399844;0.28367981189368235;0.3255125024548749;0.3256406691157423;0.5185369985399844;0.32275708384970303;0.341928537421479;0.3012369645589021;0.40073563809933477;0.0;0.32666587251941587;0.2351289086247536;0.0;0.43516467270092424;0.22407358170335817;0.28367981189368235;0.0;0.3855773354389354;0.37000345208716146;0.5452113864407775;0.42908138832464554;0.35471240603141263;0.3728875119477293;0.0;0.3855773354389354;0.6175399102865942;0.0;0.29920059069044264;0.3687034416352375;0.30870717847842105;0.3152541495206858;0.28367981189368235;0.35122761772947664;0.4122517233397286;0.4928671133341394;0.3156677795389986;0.0;0.44775747421935785;0.35917183242470874;0.23923188436375753;0.5185369985399844;0.3028512654654583;0.5185369985399844;0.3855773354389354;0.22407358170335817;0.0;0.3855773354389354;0.3855773354389354;0.386488412052271;0.32731203144025983;0.3028512654654583
GO:0007212;0.5521963285098181;0.4360663303936862;0.2844072995739852;0.0;0.6125300463804452;0.5521963285098181;1.0;0.5182395771553792;0.3337551768301203;0.31688053906977975;0.34523015925189726;0.29020615116898657;0.35507101221096676;0.309836207534499;0.3846998368329606;0.0;0.3837139271589691;0.569025993494735;0.0;0.40966082737945947;0.39389355295987005;0.37556021704341075;0.39138853925716377;0.0;0.6736925161788546;0.0;0.3291606274108899;0.41923666540876925;0.41923666540876925;0.4343949680691686;0.39138853925716377;0.5521963285098181;0.0;0.3603845919554899;0.5521963285098181;0.3173391418635162;0.33651059543529216;0.309836207534499;0.5521963285098181;0.35641641381953687;0.35595781102580043;0.3348962945287359;0.4343949680691686;0.0;0.3233802092883421;0.25147330175919225;0.0;0.4420214481090975;0.257732911673192;0.3173391418635162;0.0;0.41923666540876925;0.3708591064283318;0.5788707164106113;0.4627407182944793;0.35556806037258293;0.35708305036648597;0.0;0.41923666540876925;0.651199240256428;0.0;0.29056862730534755;0.40236277160507133;0.34236650844825484;0.32928342312500725;0.3173391418635162;0.365256891333798;0.44591105330956243;0.5265264433039731;0.3266658725194159;0.0;0.43912551083426277;0.370169925405126;0.2574024755403231;0.5521963285098181;0.29956560223438455;0.5521963285098181;0.41923666540876925;0.257732911673192;0.0;0.41923666540876925;0.41923666540876925;0.40051768565659246;0.3609713614100937;0.31688053906977975
GO:0006366;0.48458024718554527;0.5014099121704623;0.5197817683523979;0.0;0.5449139650561723;0.48458024718554527;0.5182395771553792;1.0;0.4474346048082854;0.0;0.0;0.0;0.5620062204738869;0.0;0.0;0.0;0.0;0.5014099121704623;0.0;0.0;0.0;0.5670066865130625;0.4898457049074131;0.0;0.6060764348545817;0.0;0.0;0.5756939638668426;0.48458024718554527;0.0;0.370323336281955;0.48458024718554527;0.5427506631102206;0.0;0.48458024718554527;0.462583923107972;0.0;0.0;0.48458024718554527;0.3990987586068963;0.0;0.5086685298222045;0.48458024718554527;0.0;0.0;0.0;0.0;0.0;0.4931073804516047;0.4157963075137655;0.6230668093568346;0.7990995647081371;0.0;0.5112546350863385;0.6755736892090055;0.0;0.0;0.0;0.48458024718554527;0.5835831589321552;0.0;0.0;0.47401738269366006;0.5411151002612571;0.0;0.36002148665087563;0.0;0.6587440242240886;0.8898156103061527;0.0;0.0;0.0;0.0;0.0;0.5756939638668426;0.0;0.48458024718554527;0.48458024718554527;0.4931073804516047;0.0;0.6109305261700049;0.48458024718554527;0.0;0.5256152763180848;0.0
GO:0006641;0.30009584686028645;0.3169255118452034;0.3086610804194286;0.0;0.3604295647309135;0.30009584686028645;0.3337551768301203;0.4474346048082854;1.0;0.0;0.0;0.0;0.3760211247698792;0.0;0.0;0.0;0.0;0.3169255118452034;0.0;0.0;0.0;0.3697077750406625;0.38045627356574674;0.0;0.4215920345293229;0.0;0.0;0.34843169306167554;0.30009584686028645;0.0;0.31039769649136584;0.30009584686028645;0.43446496444161553;0.0;0.30009584686028645;0.31357937436824734;0.0;0.0;0.30009584686028645;0.28673938682213124;0.0;0.3591500753741793;0.30009584686028645;0.0;0.0;0.0;0.0;0.0;0.2819866925186354;0.31357937436824734;0.5688444452139894;0.34843169306167554;0.0;0.32677023476107964;0.3919357459473856;0.0;0.0;0.0;0.30009584686028645;0.3990987586068963;0.0;0.0;0.3718004495481419;0.3633166210071673;0.0;0.24766211486611056;0.0;0.3977673179518853;0.4557214709568795;0.0;0.0;0.0;0.0;0.0;0.34843169306167554;0.0;0.30009584686028645;0.30009584686028645;0.2819866925186354;0.0;0.34843169306167554;0.30009584686028645;0.0;0.3652613580465925;0.0
GO:0051492;0.2832212090999459;0.26131802467506854;0.0;0.0;0.32623999013517774;0.3028512654654583;0.31688053906977975;0.0;0.0;1.0;0.3054415415541931;0.4689278629521975;0.0;0.37043049038104225;0.36039995792852475;0.0;0.3612402462966602;0.28273593724946766;0.0;0.4672239296020986;0.3714198720975611;0.0;0.0;0.0;0.4243474531344948;0.0;0.2926756779997167;0.0;0.0;0.3028512654654583;0.25439463289305275;0.3255125024548749;0.0;0.33608471305105403;0.2659062722645507;0.0;0.3098955970007391;0.2659062722645507;0.2659062722645507;0.0;0.3316579321213646;0.0;0.2659062722645507;0.0;0.30090652842603316;0.19043022385423447;0.0;0.41237526905064026;0.0;0.0;0.0;0.0;0.3498628958104269;0.2925806601653439;0.0;0.334571849754678;0.3304680519319329;0.0;0.0;0.38222412084655577;0.0;0.2507800096076434;0.0;0.0;0.3049835442205714;0.0;0.47832914794733455;0.0;0.0;0.30005087408486286;0.0;0.4148256319298269;0.34355492697057294;0.23640626492241817;0.2659062722645507;0.2770919213720756;0.2832212090999459;0.0;0.0;0.0;0.0;0.0;0.3762178067521566;0.0;0.2925806601653439
