;GO:0018108;GO:0035562;GO:0008380;GO:0090335;GO:0045727;GO:0007098;GO:0043508;GO:1901386;GO:0051491;GO:1900453;GO:0046777;GO:0044830;GO:0006367;GO:0048715;GO:0051090;GO:0006368;GO:0007215;GO:0000188;GO:0045892;GO:0097368;GO:0000381;GO:0048488;GO:2000637;GO:0016575;GO:0007062;GO:0045814;GO:0045737;GO:0098908;GO:0036124;GO:2001022;GO:0002092;GO:1901673;GO:0006376;GO:0060999;GO:0006974;GO:0046822;GO:1990264;GO:0098586;GO:0030856;GO:0035508;GO:0001558;GO:0043484;GO:0050680;GO:0018345;GO:2000766;GO:0034773;GO:0018105;GO:0032876;GO:0033129;GO:0018107;GO:1902373;GO:0060266;GO:0045947;GO:0008089;GO:0043123;GO:0043488;GO:0042795;GO:0009615;GO:0045944;GO:0006468;GO:1901800;GO:0048814;GO:1902416;GO:0042953;GO:0045591;GO:0034644;GO:0010633;GO:0033119;GO:0002819;GO:1905042;GO:0051028;GO:0048709;GO:0035970;GO:0006351;GO:0035690;GO:0006470;GO:1901254;GO:0044387;GO:1903830;GO:1903753;GO:0006397;GO:0048666;GO:0006359;GO:0006357;GO:0006349;GO:1901409;GO:0010923;GO:0099578;GO:0070373;GO:0031047;GO:0072711;GO:0032496;GO:0070898;GO:2000301
GO:0018108;1.0;0.0;0.27586206896551724;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.9047619047619048;0.0;0.20512820512820518;0.0;0.0;0.20512820512820518;0.07692307692307687;0.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.5172413793103448;0.07692307692307687;0.0;0.0;0.0;0.43243243243243246;0.0;0.0;0.0;0.06896551724137934;0.0;0.07999999999999996;0.0;0.7083333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.6521739130434783;0.0;0.4444444444444444;0.9090909090909091;0.0;0.0;0.9090909090909091;0.0;0.0;0.0;0.05714285714285716;0.0;0.0;0.19565217391304346;0.0;0.0;0.8571428571428572;0.0;0.0;0.0;0.0;0.0;0.06451612903225812;0.0;0.0;0.0;0.0;0.0;0.07999999999999996;0.7391304347826086;0.22499999999999998;0.07692307692307687;0.7727272727272727;0.0;0.0;0.0;0.0;0.2666666666666667;0.07999999999999996;0.0;0.0;0.21212121212121215;0.0;0.0;0.0;0.0;0.06451612903225812;0.05714285714285716;0.0;0.06666666666666665;0.0
GO:0035562;0.0;1.0;0.0;0.16666666666666663;0.05405405405405406;0.0;0.05970149253731338;0.11428571428571432;0.09090909090909094;0.09090909090909094;0.0;0.09523809523809523;0.0;0.06896551724137934;0.125;0.0;0.16666666666666663;0.06896551724137934;0.05128205128205132;0.0;0.09523809523809523;0.0;0.10526315789473684;0.0;0.0;0.125;0.06000000000000005;0.11111111111111116;0.0;0.125;0.0714285714285714;0.08333333333333337;0.0;0.05555555555555558;0.0;0.16666666666666663;0.0;0.0;0.15384615384615385;0.06818181818181823;0.18181818181818177;0.11764705882352944;0.1428571428571429;0.0;0.050000000000000044;0.0;0.0;0.04878048780487809;0.0444444444444444;0.0;0.05405405405405406;0.05405405405405406;0.050000000000000044;0.0;0.09090909090909094;0.08333333333333337;0.0;0.0;0.050000000000000044;0.0;0.05405405405405406;0.07999999999999996;0.33333333333333337;0.0;0.046511627906976716;0.0;0.08695652173913049;0.07407407407407407;0.18181818181818177;0.07999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.09523809523809523;0.0;0.037735849056603765;0.0;0.0;0.08333333333333337;0.08333333333333337;0.08333333333333337;0.04347826086956519;0.15384615384615385;0.06666666666666665;0.04255319148936165;0.11764705882352944;0.0;0.0;0.0;0.0444444444444444
GO:0008380;0.27586206896551724;0.0;1.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.2962962962962963;0.0;0.5555555555555556;0.0;0.0;0.5555555555555556;0.09523809523809523;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.25806451612903225;0.09523809523809523;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.08333333333333337;0.0;0.09999999999999998;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.31999999999999995;0.0;0.20512820512820518;0.27586206896551724;0.0;0.0;0.27586206896551724;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.4285714285714286;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.2962962962962963;0.5172413793103448;0.09523809523809523;0.3076923076923077;0.0;0.0;0.0;0.0;0.9411764705882353;0.09999999999999998;0.0;0.0;0.5217391304347826;0.0;0.0;0.0;0.0;0.07692307692307687;0.06666666666666665;0.0;0.07999999999999996;0.0
GO:0090335;0.0;0.16666666666666663;0.0;1.0;0.11428571428571432;0.0;0.05970149253731338;0.08333333333333337;0.19999999999999996;0.19999999999999996;0.0;0.15000000000000002;0.0;0.24;0.17391304347826086;0.0;0.4;0.06896551724137934;0.10810810810810811;0.0;0.21052631578947367;0.0;0.23529411764705888;0.0;0.0;0.19999999999999996;0.08163265306122447;0.25;0.0;0.2857142857142857;0.15384615384615385;0.18181818181818177;0.0;0.1875;0.0;0.2727272727272727;0.0;0.0;0.6666666666666667;0.09302325581395354;0.4444444444444444;0.2666666666666667;0.33333333333333337;0.0;0.10526315789473684;0.0;0.0;0.10256410256410253;0.09302325581395354;0.0;0.11428571428571432;0.18181818181818177;0.10526315789473684;0.0;0.19999999999999996;0.18181818181818177;0.0;0.0;0.10526315789473684;0.0;0.11428571428571432;0.2857142857142857;0.1428571428571429;0.0;0.15384615384615385;0.0;0.19047619047619047;0.16000000000000003;0.30000000000000004;0.17391304347826086;0.0;0.0;0.0;0.0;0.0;0.0;0.1578947368421053;0.09523809523809523;0.0;0.07843137254901966;0.0;0.0;0.18181818181818177;0.18181818181818177;0.13043478260869568;0.09090909090909094;0.15384615384615385;0.1428571428571429;0.0888888888888889;0.1875;0.0;0.0;0.0;0.09302325581395354
GO:0045727;0.0;0.05405405405405406;0.0;0.11428571428571432;1.0;0.0;0.12941176470588234;0.049180327868852514;0.13953488372093026;0.13953488372093026;0.0;0.06666666666666665;0.0;0.07692307692307687;0.368421052631579;0.0;0.11428571428571432;0.14473684210526316;0.2692307692307693;0.0;0.26315789473684215;0.0;0.2432432432432432;0.0;0.0;0.16216216216216217;0.3220338983050848;0.09756097560975607;0.0;0.16216216216216217;0.2790697674418605;0.08510638297872342;0.0;0.10526315789473684;0.0;0.08333333333333337;0.0;0.0;0.11111111111111116;0.3584905660377359;0.11764705882352944;0.2941176470588235;0.10810810810810811;0.0;0.39583333333333337;0.0;0.0;0.23636363636363633;0.3584905660377359;0.0;0.28;0.0847457627118644;0.39583333333333337;0.0;0.13953488372093026;0.275;0.0;0.0;0.5581395348837209;0.0;0.4222222222222223;0.08333333333333337;0.05128205128205132;0.0;0.09375;0.0;0.08695652173913049;0.2272727272727273;0.08571428571428574;0.061224489795918324;0.0;0.0;0.0;0.0;0.0;0.0;0.09302325581395354;0.18333333333333335;0.0;0.1594202898550725;0.0;0.0;0.3783783783783784;0.3783783783783784;0.1333333333333333;0.4897959183673469;0.12244897959183676;0.5;0.17460317460317465;0.1578947368421053;0.0;0.0;0.0;0.05882352941176472
GO:0007098;0.07692307692307687;0.0;0.09523809523809523;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.06451612903225812;0.0;0.0;0.06451612903225812;0.16666666666666663;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.15384615384615385;0.5555555555555556;0.0;0.0;0.0;0.11428571428571432;0.0;0.0;0.0;0.3076923076923077;0.0;0.18181818181818177;0.0;0.07999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.11764705882352944;0.07692307692307687;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.15000000000000002;0.0;0.0;0.05128205128205132;0.0;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.08333333333333337;0.06060606060606055;0.16666666666666663;0.08695652173913049;0.0;0.0;0.0;0.0;0.09090909090909094;0.18181818181818177;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.11764705882352944;0.09523809523809523;0.0;0.2857142857142857;0.0
GO:0043508;0.0;0.05970149253731338;0.0;0.05970149253731338;0.12941176470588234;0.0;1.0;0.06666666666666665;0.051948051948051965;0.09459459459459463;0.0;0.038961038961038974;0.0;0.07317073170731703;0.1351351351351351;0.0;0.05970149253731338;0.859375;0.1807228915662651;0.0;0.12676056338028174;0.0;0.08333333333333337;0.0;0.0;0.11940298507462688;0.25;0.08450704225352113;0.0;0.1029411764705882;0.08750000000000002;0.05063291139240511;0.0;0.04395604395604391;0.0;0.044117647058823484;0.0;0.0;0.05882352941176472;0.18181818181818177;0.06060606060606055;0.13432835820895528;0.08955223880597019;0.0;0.23750000000000004;0.0;0.0;0.17647058823529416;0.18181818181818177;0.0;0.18518518518518523;0.11627906976744184;0.23750000000000004;0.0;0.125;0.1216216216216216;0.0;0.0;0.09999999999999998;0.0;0.12941176470588234;0.050000000000000044;0.042857142857142816;0.0;0.04081632653061229;0.0;0.07894736842105265;0.21126760563380287;0.06060606060606055;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.0;0.03947368421052633;0.609375;0.0;0.7230769230769231;0.0;0.0;0.1216216216216216;0.1216216216216216;0.0641025641025641;0.1797752808988764;0.26086956521739135;0.17105263157894735;0.6307692307692307;0.11764705882352944;0.0;0.0;0.0;0.1063829787234043
GO:1901386;0.0;0.11428571428571432;0.0;0.08333333333333337;0.049180327868852514;0.0;0.06666666666666665;1.0;0.06521739130434778;0.0888888888888889;0.0;0.06666666666666665;0.0;0.07692307692307687;0.08333333333333337;0.0;0.08333333333333337;0.07407407407407407;0.06451612903225812;0.0;0.06666666666666665;0.0;0.06976744186046513;0.0;0.0;0.10256410256410253;0.05405405405405406;0.0714285714285714;0.0;0.07499999999999996;0.09999999999999998;0.0625;0.0;0.050000000000000044;0.0;0.1470588235294118;0.0;0.0;0.08108108108108103;0.05882352941176472;0.08571428571428574;0.07317073170731703;0.10810810810810811;0.0;0.06349206349206349;0.0;0.0;0.0625;0.04347826086956519;0.0;0.06666666666666665;0.06666666666666665;0.06349206349206349;0.0;0.06521739130434778;0.0625;0.0;0.0;0.046875;0.0;0.049180327868852514;0.061224489795918324;0.07894736842105265;0.0;0.04477611940298509;0.0;0.11111111111111116;0.07999999999999996;0.08571428571428574;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.11904761904761907;0.09230769230769231;0.0;0.052631578947368474;0.0;0.0;0.0625;0.0625;0.0625;0.042857142857142816;0.12244897959183676;0.05555555555555558;0.05714285714285716;0.09999999999999998;0.0;0.0;0.0;0.10769230769230764
GO:0051491;0.0;0.09090909090909094;0.0;0.19999999999999996;0.13953488372093026;0.0;0.051948051948051965;0.06521739130434778;1.0;0.2142857142857143;0.0;0.09999999999999998;0.0;0.10810810810810811;0.12121212121212122;0.0;0.19999999999999996;0.05882352941176472;0.08510638297872342;0.0;0.13793103448275867;0.0;0.24;0.0;0.0;0.12;0.10526315789473684;0.15384615384615385;0.0;0.2727272727272727;0.25;0.19999999999999996;0.0;0.29729729729729726;0.0;0.1428571428571429;0.0;0.0;0.19047619047619047;0.11764705882352944;0.2777777777777778;0.16000000000000003;0.18181818181818177;0.0;0.08333333333333337;0.0;0.0;0.08163265306122447;0.16326530612244894;0.0;0.11363636363636365;0.0888888888888889;0.08333333333333337;0.0;0.2142857142857143;0.125;0.0;0.0;0.13043478260869568;0.0;0.13953488372093026;0.23333333333333328;0.08333333333333337;0.0;0.12244897959183676;0.0;0.12903225806451613;0.11428571428571432;0.15000000000000002;0.08823529411764708;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.07692307692307687;0.0;0.06557377049180324;0.0;0.0;0.125;0.125;0.09090909090909094;0.11538461538461542;0.11111111111111116;0.10526315789473684;0.07272727272727275;0.11538461538461542;0.0;0.0;0.0;0.07547169811320753
GO:1900453;0.0;0.09090909090909094;0.0;0.19999999999999996;0.13953488372093026;0.0;0.09459459459459463;0.0888888888888889;0.2142857142857143;1.0;0.0;0.09999999999999998;0.0;0.13888888888888884;0.12121212121212122;0.0;0.19999999999999996;0.10769230769230764;0.10869565217391308;0.0;0.13793103448275867;0.0;0.24;0.0;0.0;0.16666666666666663;0.10526315789473684;0.30434782608695654;0.0;0.2727272727272727;0.17647058823529416;0.125;0.0;0.1428571428571429;0.0;0.1428571428571429;0.0;0.0;0.19047619047619047;0.11764705882352944;0.21052631578947367;0.16000000000000003;0.23809523809523814;0.0;0.1063829787234043;0.0;0.0;0.10416666666666663;0.11764705882352944;0.0;0.13953488372093026;0.11363636363636365;0.1063829787234043;0.0;0.41666666666666663;0.16129032258064513;0.0;0.0;0.13043478260869568;0.0;0.13953488372093026;0.12121212121212122;0.08333333333333337;0.0;0.12244897959183676;0.0;0.16666666666666663;0.1470588235294118;0.15000000000000002;0.12121212121212122;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0980392156862745;0.0;0.12068965517241381;0.0;0.0;0.125;0.125;0.09090909090909094;0.11538461538461542;0.1428571428571429;0.23529411764705888;0.13461538461538458;0.16000000000000003;0.0;0.0;0.0;0.21276595744680848
