;GO:0018108;GO:0035562;GO:0008380;GO:0090335;GO:0045727;GO:0007098;GO:0043508;GO:1901386;GO:0051491;GO:1900453;GO:0046777;GO:0044830;GO:0006367;GO:0048715;GO:0051090;GO:0006368;GO:0007215;GO:0000188;GO:0045892;GO:0097368;GO:0000381;GO:0048488;GO:2000637;GO:0016575;GO:0007062;GO:0045814;GO:0045737;GO:0098908;GO:0036124;GO:2001022;GO:0002092;GO:1901673;GO:0006376;GO:0060999;GO:0006974;GO:0046822;GO:1990264;GO:0098586;GO:0030856;GO:0035508;GO:0001558;GO:0043484;GO:0050680;GO:0018345;GO:2000766;GO:0034773;GO:0018105;GO:0032876;GO:0033129;GO:0018107;GO:1902373;GO:0060266;GO:0045947;GO:0008089;GO:0043123;GO:0043488;GO:0042795;GO:0009615;GO:0045944;GO:0006468;GO:1901800;GO:0048814;GO:1902416;GO:0042953;GO:0045591;GO:0034644;GO:0010633;GO:0033119;GO:0002819;GO:1905042;GO:0051028;GO:0048709;GO:0035970;GO:0006351;GO:0035690;GO:0006470;GO:1901254;GO:0044387;GO:1903830;GO:1903753;GO:0006397;GO:0048666;GO:0006359;GO:0006357;GO:0006349;GO:1901409;GO:0010923;GO:0099578;GO:0070373;GO:0031047;GO:0072711;GO:0032496;GO:0070898;GO:2000301
GO:0018108;1.0;0.0;0.451676251519062;0.0;0.0;0.1889539890511497;0.0;0.0;0.0;0.0;0.912059885769532;0.0;0.36455657072077174;0.0;0.0;0.36455657072077174;0.18879563135334065;0.0;0.0;0.17270434329049555;0.0;0.0;0.0;0.6714337934374999;0.18909726516160405;0.0;0.0;0.0;0.6021172917585372;0.0;0.0;0.0;0.17349632025153577;0.0;0.19514790802977094;0.0;0.8056212127284351;0.0;0.0;0.0;0.0;0.0;0.0;0.7682001797730764;0.0;0.6125464920464286;0.9157920029521478;0.0;0.0;0.9157919406316873;0.0;0.0;0.0;0.14759116918715384;0.0;0.0;0.3498236153504865;0.0;0.0;0.9325637125493174;0.0;0.0;0.0;0.0;0.0;0.16371851158620837;0.0;0.0;0.0;0.0;0.0;0.19541254282788129;0.8233342237946683;0.38822366094925254;0.1890029080341301;0.8418438521571032;0.0;0.0;0.0;0.0;0.44128648141450444;0.19519972845916744;0.0;0.0;0.3728234019330058;0.0;0.0;0.0;0.0;0.16359062881587522;0.14778587311491248;0.0;0.16880887181070994;0.0
GO:0035562;0.0;1.0;0.0;0.33226998924963247;0.14174909177899891;0.0;0.13851510415304183;0.2398267822261249;0.21589717607647854;0.2149072493173462;0.0;0.22156661169388653;0.0;0.1738445186020177;0.26364668501121563;0.0;0.3306435988102464;0.15702475225187834;0.13575980988817474;0.0;0.22381766718016838;0.0;0.2409519151891851;0.0;0.0;0.27309762378877644;0.1450558136924254;0.24897620016483926;0.0;0.2727754094170921;0.17823247746467807;0.20156202818036706;0.0;0.14526583068729645;0.0;0.33210277679511513;0.0;0.0;0.31470629952736173;0.16174253218905627;0.35072986221542235;0.26111905226596865;0.29973923098934097;0.0;0.13276928441178554;0.0;0.0;0.1300052604604013;0.12002382710373889;0.0;0.14165418876295413;0.1409545018654778;0.1327692850191682;0.0;0.21576129515588147;0.2009971440085124;0.0;0.0;0.13288931550292382;0.0;0.14203469477773042;0.19530228663208668;0.5063335138726065;0.0;0.1244805426933555;0.0;0.2083070344525715;0.18374599839701872;0.3510970196875872;0.19487297313193025;0.0;0.0;0.0;0.0;0.0;0.0;0.23154104564754244;0.2064552809539316;0.0;0.10384169668588748;0.0;0.0;0.20178142544973415;0.20178142544973415;0.19895073189289578;0.1177997912521326;0.30083997386072997;0.1683339814201371;0.11540064561289619;0.2603833462962244;0.0;0.0;0.0;0.11952461369514408
GO:0008380;0.451676251519062;0.0;1.0;0.0;0.0;0.22268291426825523;0.0;0.0;0.0;0.0;0.4740055803176203;0.0;0.7024844546815007;0.0;0.0;0.7024844546815007;0.22246300887685336;0.0;0.0;0.20045547684522463;0.0;0.0;0.0;0.4294887532755473;0.22288193312751292;0.0;0.0;0.0;0.357150964057621;0.0;0.0;0.0;0.2015232082465541;0.0;0.23133609660111018;0.0;0.46256959087680805;0.0;0.0;0.0;0.0;0.0;0.0;0.49950044686265727;0.0;0.363927977228147;0.4516762702891625;0.0;0.0;0.4516762359086418;0.0;0.0;0.0;0.16739568211695827;0.0;0.0;0.6012306024421141;0.0;0.0;0.4860208089106123;0.0;0.0;0.0;0.0;0.0;0.18845021084037933;0.0;0.0;0.0;0.0;0.0;0.23170807282673317;0.47400520002663676;0.673926004180152;0.2227508595264262;0.48602069426110345;0.0;0.0;0.0;0.0;0.9218474949786131;0.23140892175318367;0.0;0.0;0.6696839639298358;0.0;0.0;0.0;0.0;0.18828079326054073;0.16764618882162682;0.0;0.19522648266616183;0.0
GO:0090335;0.0;0.33226998924963247;0.0;1.0;0.2399974204720356;0.0;0.13833810820089357;0.19179972170432177;0.36580128236444887;0.3641205254424737;0.0;0.30045581317379066;0.0;0.40973972802891817;0.3300557278393448;0.0;0.5608433965319899;0.1568406885908204;0.22984354975239757;0.0;0.37925032776625045;0.0;0.4083514585502318;0.0;0.0;0.37051958869746704;0.18143933900579567;0.421983379896992;0.0;0.46242674198891676;0.30187462328063797;0.3414653574159908;0.0;0.3422869366405769;0.0;0.4508315663160749;0.0;0.0;0.7427549445918071;0.20233564853802122;0.5950300246955885;0.44261609323662865;0.508270472252178;0.0;0.22477403238258442;0.0;0.0;0.22008873987131816;0.2031713163883965;0.0;0.2398365183837062;0.3321143725542488;0.22477403341218535;0.0;0.3655705736922578;0.34050652573220963;0.0;0.0;0.2249775025726412;0.0;0.24048164415834067;0.46040993687632825;0.29971215939678925;0.0;0.29325195112330454;0.0;0.3529151097316637;0.31122956826580567;0.47670421955760056;0.3301120612058547;0.0;0.0;0.0;0.0;0.0;0.0;0.3140120189354186;0.20627152768563983;0.0;0.17575134539549375;0.0;0.0;0.341837764118841;0.341837764118841;0.26972838511206665;0.19940226753331627;0.3007344285199932;0.28508207596201973;0.1953366440585379;0.3532262054187918;0.0;0.0;0.0;0.2023252908409246
GO:0045727;0.0;0.14174909177899891;0.0;0.2399974204720356;1.0;0.0;0.24541390730234677;0.12190380880916313;0.27146016372928566;0.2707935711383726;0.0;0.15828561086601192;0.0;0.1727465031049936;0.542929538372892;0.0;0.23949416954643263;0.26928178390704893;0.4365699092340886;0.0;0.43276403659252854;0.0;0.4095293817560629;0.0;0.0;0.3056446023741492;0.49233259765418125;0.20998699655812147;0.0;0.30550306701162727;0.44722192725026777;0.18793485194063034;0.0;0.21547212691000808;0.0;0.19202923038685718;0.0;0.0;0.23440874270978174;0.5305394035110811;0.24551773439182065;0.4678826990501305;0.22936334928368546;0.0;0.5693946143235094;0.0;0.0;0.39635410040057834;0.5320138814067413;0.0;0.44926858702964045;0.18225088558054656;0.5693946160195965;0.0;0.27136883339612866;0.44471841896334946;0.0;0.0;0.7099651206865407;0.0;0.5940316361726045;0.18467081227601032;0.13547101477840523;0.0;0.1949502539663119;0.0;0.1913516453158868;0.3882731113352786;0.19657356294311115;0.14761064992261808;0.0;0.0;0.0;0.0;0.0;0.0;0.20238512623027527;0.32610729620967366;0.0;0.29213890323775676;0.0;0.0;0.5535911858328869;0.5535911858328869;0.2596156670336598;0.6552255186582813;0.2434111723274416;0.66021970212089;0.31432561260499553;0.2987059523731379;0.0;0.0;0.0;0.13633313680369386
GO:0007098;0.1889539890511497;0.0;0.22268291426825523;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.20105611300037193;0.0;0.16375422403867115;0.0;0.0;0.16375422403867115;0.3305677947234281;0.0;0.0;0.2842033243320664;0.0;0.0;0.0;0.3006467308775302;0.6746950140253063;0.0;0.0;0.0;0.2394986507341346;0.0;0.0;0.0;0.48569704938764496;0.0;0.3505471049455123;0.0;0.19481619555001378;0.0;0.0;0.0;0.0;0.0;0.0;0.21529260871382325;0.0;0.24500820440203344;0.18895399908453553;0.0;0.0;0.18895398070674235;0.0;0.0;0.0;0.2973415639350337;0.0;0.0;0.13545143624309466;0.0;0.0;0.20770867497042697;0.0;0.0;0.0;0.0;0.0;0.26066034842872515;0.0;0.0;0.0;0.0;0.0;0.35140193769425565;0.2010559040193383;0.1555745481113486;0.33120377821303665;0.20770861101240823;0.0;0.0;0.0;0.0;0.2150581884766767;0.3507143517470899;0.0;0.0;0.1989232843720983;0.0;0.0;0.0;0.0;0.26033633308160675;0.22247376765136953;0.0;0.46441276984400615;0.0
GO:0043508;0.0;0.13851510415304183;0.0;0.13833810820089357;0.24541390730234677;0.0;1.0;0.14652905641764852;0.12212819425360764;0.19450781224918454;0.0;0.09858345085728948;0.0;0.15722172899195724;0.2581952982077462;0.0;0.13817075230463235;0.9120293182443037;0.3197269017267323;0.0;0.244922728871273;0.0;0.17668099979674218;0.0;0.0;0.23360279859577535;0.4092955210318745;0.1783463977962844;0.0;0.20837507001477834;0.1811782274714661;0.11928978396918657;0.0;0.1050409810749401;0.0;0.11069860837570566;0.0;0.0;0.13646274825653001;0.32159920047540985;0.1401545579663077;0.25690857218097835;0.18749175752404904;0.0;0.3929289929284331;0.0;0.0;0.3135601838708302;0.3192472336229763;0.0;0.32574937649001073;0.2259322377335244;0.39292899373699;0.0;0.24123510912947477;0.23616571256914812;0.0;0.0;0.2001874874427068;0.0;0.24562810295810572;0.11796632300293067;0.10774498080715264;0.0;0.09803994347056164;0.0;0.1678989379105032;0.3616954755661727;0.1401892064133645;0.18713280237790436;0.0;0.0;0.0;0.0;0.0;0.0;0.09999994587429505;0.7506704385463169;0.0;0.8281547546639626;0.0;0.0;0.2364880388886516;0.2364880388886516;0.1420963694598602;0.31641032450659845;0.42481563851619364;0.307578107256053;0.7649090266497982;0.23040297594728604;0.0;0.0;0.0;0.20862986570240924
GO:1901386;0.0;0.2398267822261249;0.0;0.19179972170432177;0.12190380880916313;0.0;0.14652905641764852;1.0;0.15594219122171438;0.19437612853638517;0.0;0.15810164487624673;0.0;0.1725711185822325;0.18591482781737284;0.0;0.19139810247913597;0.16077027230919788;0.14816775368973129;0.0;0.15894464009601308;0.0;0.16510640946674035;0.0;0.0;0.2193815826281793;0.12758425833024328;0.1678457609167888;0.0;0.17547314895085422;0.20957957663630866;0.15023861793809204;0.0;0.12380874433437077;0.0;0.2867861763309385;0.0;0.0;0.18733954611610473;0.1374773270058581;0.1962050504017389;0.17182665422672935;0.22905426544892152;0.0;0.14604437868629103;0.0;0.0;0.14405188687156628;0.10932682118328604;0.0;0.15225733467136557;0.1517783815621711;0.1460443791209477;0.0;0.15588978599682587;0.15000639374241714;0.0;0.0;0.11694840224979845;0.0;0.12205979755761996;0.14763211573935758;0.18306537900992037;0.0;0.11202673367293128;0.0;0.22930594812600444;0.17820916773278228;0.19628991292983625;0.18424364488131956;0.0;0.0;0.0;0.0;0.0;0.0;0.24194657507447004;0.1946694675697817;0.0;0.12363723731283961;0.0;0.0;0.15032865472347948;0.15032865472347948;0.14916018855714228;0.10795482192772637;0.24646280762514805;0.13550478239078084;0.1330196123368447;0.21440753144707578;0.0;0.0;0.0;0.21634069869027772
GO:0051491;0.0;0.21589717607647854;0.0;0.36580128236444887;0.27146016372928566;0.0;0.12212819425360764;0.15594219122171438;1.0;0.37550622548484885;0.0;0.22089014387880576;0.0;0.22957671541245359;0.2506741445612252;0.0;0.36463343850936897;0.13632618702859042;0.1883155162105452;0.0;0.27806881092559915;0.0;0.4082797634918612;0.0;0.0;0.2565567261347227;0.21504603774285247;0.3003712988986658;0.0;0.4457298502266439;0.41603046293800744;0.35890112168026567;0.0;0.4684134868124427;0.0;0.2926557346335775;0.0;0.0;0.35297451369909266;0.23578645721990515;0.45291464924717956;0.3106800387671474;0.3416575081865869;0.0;0.18489880426574926;0.0;0.0;0.18171664752292774;0.30219261442062223;0.0;0.233906667724571;0.19418668643549944;0.18489880496244773;0.0;0.3766133089616613;0.2566568713858313;0.0;0.0;0.2574873033088028;0.0;0.27190518690034265;0.3975049121541911;0.2016629748730829;0.0;0.24391817197550683;0.0;0.26364397658874866;0.23966368647253333;0.3033430530025163;0.20064114732946864;0.0;0.0;0.0;0.0;0.0;0.0;0.2850555781308008;0.17219320336892077;0.0;0.150391585499389;0.0;0.0;0.25741247292905395;0.25741247292905395;0.20381982225230233;0.23291707982669646;0.2333916049912824;0.22385321393168586;0.16450565273164613;0.24814463118288768;0.0;0.0;0.0;0.1694344591578753
GO:1900453;0.0;0.2149072493173462;0.0;0.3641205254424737;0.2707935711383726;0.0;0.19450781224918454;0.19437612853638517;0.37550622548484885;1.0;0.0;0.22012348341240862;0.0;0.2746270297639908;0.24988371709441953;0.0;0.36296337180490923;0.21708145288960268;0.22538607110281308;0.0;0.27709651633455873;0.0;0.4067737571274248;0.0;0.0;0.319283117721589;0.21462750172173325;0.4800582663860837;0.0;0.44393549832541584;0.32477135673550855;0.2563691863311407;0.0;0.2762231453648945;0.0;0.29131150018004837;0.0;0.0;0.3514093090301701;0.23528338984687625;0.3769804469929855;0.30946681207697296;0.40812611766743434;0.0;0.2213062865795675;0.0;0.0;0.21750626111383237;0.23609487058627754;0.0;0.2721723429134026;0.23239582473101833;0.22130628741150823;0.0;0.5850667242046522;0.30926168873753646;0.0;0.0;0.25688749178803827;0.0;0.2712364096287285;0.2503333917513133;0.20079901656032992;0.0;0.24337984666986645;0.0;0.31524425301197934;0.28665700646760073;0.30189908951795036;0.24991600568350397;0.0;0.0;0.0;0.0;0.0;0.0;0.2840338996535968;0.20613186229573738;0.0;0.23943631896108036;0.0;0.0;0.2565790502693166;0.2565790502693166;0.20316690261271375;0.23242616925252682;0.2791771225567493;0.3969559816513181;0.26186057670826535;0.3088551227639614;0.0;0.0;0.0;0.36973852721620015
