;GO:0045727;GO:0008285;GO:0043200;GO:0051290;GO:0043547;GO:0006686;GO:0000122;GO:0006913;GO:0071230;GO:0045471;GO:0001666;GO:0000184;GO:0000083;GO:0051603;GO:0010595;GO:0051028;GO:0050776;GO:0007186;GO:0006351;GO:0033273;GO:0006432;GO:0008277;GO:0046500;GO:0006656;GO:0014909;GO:0046498;GO:0043066;GO:0016540;GO:0050747;GO:0070317;GO:0016226
GO:0045727;1.0;0.11145661000513335;0.0;0.0;0.08095567532717426;0.0;0.3548748849465938;0.0;0.0;0.0;0.0;0.26282355004411373;0.25069574253604704;0.0;0.24077572682448395;0.0;0.10345321967348683;0.12123502591594296;0.0;0.0;0.0;0.09348197043133742;0.0;0.0;0.0;0.0;0.11570966111225806;0.0;0.36034419508676496;0.08312907155217361;0.0
GO:0008285;0.11145661000513335;1.0;0.0;0.0;0.10191171936484604;0.0;0.4270956516141099;0.0;0.0;0.0;0.0;0.30270904241669216;0.09609458661644932;0.0;0.1094846934728632;0.0;0.1342177501338651;0.15876428083438593;0.0;0.0;0.0;0.1143189706025631;0.0;0.0;0.0;0.0;0.43261755086115394;0.0;0.08163549610284085;0.2872413485565807;0.0
GO:0043200;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.9506719084772868;0.5143208455809696;0.24852502436834467;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3693505601345611;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051290;0.0;0.0;0.0;1.0;0.0;0.01989707421866705;0.0;0.0;0.023770427279244093;0.0;0.0;0.025109944287691775;0.022274961864690142;0.0;0.0;0.0;0.0;0.03172479080683146;0.03405074733604062;0.0;0.019648816607209404;0.0;0.021023545921079443;0.022452254132169763;0.02062727568362247;0.01989707421866705;0.0;0.0;0.0;0.0;0.30299598783109705
GO:0043547;0.08095567532717426;0.10191171936484604;0.0;0.0;1.0;0.0;0.10531276709025274;0.0;0.0;0.0;0.0;0.0820167803881281;0.07031885972008092;0.0;0.07959913170624976;0.0;0.10862701975266537;0.1127434777361396;0.0;0.0;0.0;0.08292019631625244;0.0;0.0;0.0;0.0;0.10657794193470649;0.0;0.06016106975623799;0.07248840498773104;0.0
GO:0006686;0.0;0.0;0.0;0.01989707421866705;0.0;1.0;0.0;0.0;0.021081804293616;0.0;0.0;0.19331132786241995;0.01989707421866705;0.2115324268851641;0.0;0.0;0.0;0.027110350420939105;0.3309614891437739;0.0;0.15527779152593074;0.0;0.08860924086217015;0.6375571996066828;0.018571933505860526;0.15705045119371405;0.0;0.1599604830256634;0.0;0.0;0.09149652142725091
GO:0000122;0.3548748849465938;0.4270956516141099;0.0;0.0;0.10531276709025274;0.0;1.0;0.0;0.0;0.0;0.0;0.5841191636101496;0.32588234939469807;0.0;0.112480327187729;0.0;0.13938911079253458;0.16514205622317654;0.0;0.0;0.0;0.11758893863966254;0.0;0.0;0.0;0.0;0.44893499629482964;0.0;0.24764280783055148;0.29434477455182806;0.0
GO:0006913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3188985494474997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071230;0.0;0.0;0.9506719084772868;0.023770427279244093;0.0;0.021081804293616;0.0;0.0;1.0;0.4887170555467641;0.23511953570985317;0.027026673492652992;0.023770427279244093;0.0;0.0;0.0;0.0;0.034847194109439206;0.037673927794059446;0.35147564472202353;0.020803309448960187;0.0;0.02235069404512325;0.023972432206831085;0.0219033464565488;0.021081804293616;0.0;0.0;0.0;0.0;0.023217455034710618
GO:0045471;0.0;0.0;0.5143208455809696;0.0;0.0;0.0;0.0;0.0;0.4887170555467641;1.0;0.2511706242611495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37285362772750846;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001666;0.0;0.0;0.24852502436834467;0.0;0.0;0.0;0.0;0.0;0.23511953570985317;0.2511706242611495;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24311030281598672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000184;0.26282355004411373;0.30270904241669216;0.0;0.025109944287691775;0.0820167803881281;0.19331132786241995;0.5841191636101496;0.0;0.027026673492652992;0.0;0.0;1.0;0.2320089841230692;0.19801158740256572;0.08028784671744385;0.0;0.1049670026887153;0.10829999316049461;0.46365551976618385;0.0;0.245859411886491;0.08322040575279827;0.11036435930309353;0.13024226335371233;0.02303568721655709;0.21013547156055987;0.3144263831600109;0.1378111291397376;0.15705798855813635;0.22498058497482104;0.11487955934425727
GO:0000083;0.25069574253604704;0.09609458661644932;0.0;0.022274961864690142;0.07031885972008092;0.01989707421866705;0.32588234939469807;0.0;0.023770427279244093;0.0;0.0;0.2320089841230692;1.0;0.0;0.07988621433706766;0.0;0.08852638555354976;0.10327640824444381;0.03405074733604062;0.0;0.019648816607209404;0.0824296159890392;0.021023545921079443;0.022452254132169763;0.02062727568362247;0.01989707421866705;0.0992394996394377;0.0;0.19018418271132836;0.07427324689229522;0.021788667351538005
GO:0051603;0.0;0.0;0.0;0.0;0.0;0.2115324268851641;0.0;0.0;0.0;0.0;0.0;0.19801158740256572;0.0;1.0;0.0;0.0;0.0;0.0;0.3073332631067564;0.0;0.20821300332369094;0.0;0.11922569904036637;0.2470014939828948;0.0;0.2115324268851641;0.0;0.49080040737806596;0.0;0.0;0.1137351458480456
GO:0010595;0.24077572682448395;0.1094846934728632;0.0;0.0;0.07959913170624976;0.0;0.112480327187729;0.0;0.0;0.0;0.0;0.08028784671744385;0.07988621433706766;0.0;1.0;0.0;0.10152457694402373;0.11890554314731636;0.0;0.0;0.0;0.09209082190956124;0.0;0.0;0.0;0.0;0.11358581516361352;0.0;0.1858256761861916;0.08202717712249073;0.0
GO:0051028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3188985494474997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050776;0.10345321967348683;0.1342177501338651;0.0;0.0;0.10862701975266537;0.0;0.13938911079253458;0.0;0.0;0.0;0.0;0.1049670026887153;0.08852638555354976;0.0;0.10152457694402373;0.0;1.0;0.15086921495431593;0.0;0.0;0.0;0.376977526574948;0.0;0.0;0.0;0.0;0.1413260306657062;0.0;0.07467970597557758;0.09153485807726647;0.0
GO:0007186;0.12123502591594296;0.15876428083438593;0.0;0.03172479080683146;0.1127434777361396;0.027110350420939105;0.16514205622317654;0.0;0.034847194109439206;0.0;0.0;0.10829999316049461;0.10327640824444381;0.0;0.11890554314731636;0.0;0.15086921495431593;1.0;0.06251732355434028;0.0;0.026651538836689755;0.12462931259151044;0.029245452138520353;0.03208563715201645;0.02848423848811043;0.027110350420939105;0.16753602928424519;0.0;0.08676101985983517;0.10688293370490758;0.030747420401147554
GO:0006351;0.0;0.0;0.0;0.03405074733604062;0.0;0.3309614891437739;0.0;0.0;0.037673927794059446;0.0;0.0;0.46365551976618385;0.03405074733604062;0.3073332631067564;0.0;0.0;0.0;0.06251732355434028;1.0;0.0;0.31855012304788877;0.0;0.1463838756731866;0.3391954637064189;0.03034535249906935;0.2733999139470796;0.0;0.18315369372275386;0.0;0.0;0.15443476196810613
GO:0033273;0.0;0.0;0.3693505601345611;0.0;0.0;0.0;0.0;0.0;0.35147564472202353;0.37285362772750846;0.24311030281598672;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006432;0.0;0.0;0.0;0.019648816607209404;0.0;0.15527779152593074;0.0;0.0;0.020803309448960187;0.0;0.0;0.245859411886491;0.019648816607209404;0.20821300332369094;0.0;0.0;0.0;0.026651538836689755;0.31855012304788877;0.0;1.0;0.0;0.08755880998707267;0.16671363573095588;0.01835546266242781;0.49557784967230184;0.0;0.15805502716756684;0.0;0.0;0.09037695236855527
GO:0008277;0.09348197043133742;0.1143189706025631;0.0;0.0;0.08292019631625244;0.0;0.11758893863966254;0.0;0.0;0.0;0.0;0.08322040575279827;0.0824296159890392;0.0;0.09209082190956124;0.0;0.376977526574948;0.12462931259151044;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.11879766425383982;0.0;0.07155777434136341;0.08471102268895081;0.0
GO:0046500;0.0;0.0;0.0;0.021023545921079443;0.0;0.08860924086217015;0.0;0.0;0.02235069404512325;0.0;0.0;0.11036435930309353;0.021023545921079443;0.11922569904036637;0.0;0.0;0.0;0.029245452138520353;0.1463838756731866;0.0;0.08755880998707267;0.0;1.0;0.0993443416463011;0.019549669583091338;0.5131572487300722;0.0;0.08859212188842193;0.0;0.0;0.5592583143346416
GO:0006656;0.0;0.0;0.0;0.022452254132169763;0.0;0.6375571996066828;0.0;0.0;0.023972432206831085;0.0;0.0;0.13024226335371233;0.022452254132169763;0.2470014939828948;0.0;0.0;0.0;0.03208563715201645;0.3391954637064189;0.0;0.16671363573095588;0.0;0.0993443416463011;1.0;0.020779219834586204;0.16883498133628325;0.0;0.17944639209418378;0.0;0.0;0.10298797825810069
GO:0014909;0.0;0.0;0.0;0.02062727568362247;0.0;0.018571933505860526;0.0;0.0;0.0219033464565488;0.0;0.0;0.02303568721655709;0.02062727568362247;0.0;0.0;0.0;0.0;0.02848423848811043;0.03034535249906935;0.0;0.01835546266242781;0.0;0.019549669583091338;0.020779219834586204;1.0;0.018571933505860526;0.0;0.0;0.0;0.0;0.020209588569859743
