;GO:0045727;GO:0008285;GO:0043200;GO:0051290;GO:0043547;GO:0006686;GO:0000122;GO:0006913;GO:0071230;GO:0045471;GO:0001666;GO:0000184;GO:0000083;GO:0051603;GO:0010595;GO:0051028;GO:0050776;GO:0007186;GO:0006351;GO:0033273;GO:0006432;GO:0008277;GO:0046500;GO:0006656;GO:0014909;GO:0046498;GO:0043066;GO:0016540;GO:0050747;GO:0070317;GO:0016226
GO:0045727;1.0;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.14806647662370065;0.0;0.0;0.0;0.0;0.1356691921375081;0.14806647662370065;0.0;0.12755981097713553;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.24457446477495315;0.047799631016701725;0.0
GO:0008285;0.047799631016701725;1.0;0.0;0.0;0.036692364793703955;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.12804570306913615;0.047799631016701725;0.0;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.13839445927415203;0.0;0.047799631016701725;0.13839445927415203;0.0
GO:0043200;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5220626321937093;0.26593385309172635;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19673256925640645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051290;0.0;0.0;0.0;1.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.2041871440868109
GO:0043547;0.036692364793703955;0.036692364793703955;0.0;0.0;1.0;0.0;0.036692364793703955;0.0;0.0;0.0;0.0;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.0;0.0;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0
GO:0006686;0.0;0.0;0.0;0.01468324974140624;0.0;1.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.12826917739045696;0.01468324974140624;0.1237146889194086;0.0;0.0;0.0;0.01468324974140624;0.16878873677315923;0.0;0.12826917739045696;0.0;0.06886689890529227;0.46717327175561746;0.01468324974140624;0.12826917739045696;0.0;0.1237146889194086;0.0;0.0;0.06886689890529227
GO:0000122;0.14806647662370065;0.13839445927415203;0.0;0.0;0.036692364793703955;0.0;1.0;0.0;0.0;0.0;0.0;0.24029018053993487;0.15831211565824807;0.0;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.13839445927415203;0.0;0.14212163039839543;0.13839445927415203;0.0
GO:0006913;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071230;0.0;0.0;0.5220626321937093;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;1.0;0.26593385309172635;0.11807622278079505;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.19673256925640645;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0045471;0.0;0.0;0.26593385309172635;0.0;0.0;0.0;0.0;0.0;0.26593385309172635;1.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19673256925640645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001666;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.11807622278079505;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000184;0.1356691921375081;0.12804570306913615;0.0;0.01468324974140624;0.036692364793703955;0.12826917739045696;0.24029018053993487;0.0;0.01468324974140624;0.0;0.0;1.0;0.1356691921375081;0.08547128021085358;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.16542914088709912;0.0;0.16542914088709912;0.042064647228987374;0.06886689890529227;0.07548231845693805;0.01468324974140624;0.13943261564481066;0.12804570306913615;0.08547128021085358;0.10567815125427765;0.12804570306913615;0.06886689890529227
GO:0000083;0.14806647662370065;0.047799631016701725;0.0;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.15831211565824807;0.0;0.01468324974140624;0.0;0.0;0.1356691921375081;1.0;0.0;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.14212163039839543;0.047799631016701725;0.01468324974140624
GO:0051603;0.0;0.0;0.0;0.0;0.0;0.1237146889194086;0.0;0.0;0.0;0.0;0.0;0.08547128021085358;0.0;1.0;0.0;0.0;0.0;0.0;0.08547128021085358;0.0;0.1237146889194086;0.0;0.06501482195767329;0.1237146889194086;0.0;0.1237146889194086;0.0;0.26577770024764036;0.0;0.0;0.05923137626096931
GO:0010595;0.12755981097713553;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;1.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.12755981097713553;0.047799631016701725;0.0
GO:0051028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050776;0.042064647228987374;0.042064647228987374;0.0;0.0;0.036692364793703955;0.0;0.042064647228987374;0.0;0.0;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;1.0;0.042064647228987374;0.0;0.0;0.0;0.1492331351584338;0.0;0.0;0.0;0.0;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0
GO:0007186;0.047799631016701725;0.047799631016701725;0.0;0.01468324974140624;0.036692364793703955;0.01468324974140624;0.047799631016701725;0.0;0.01468324974140624;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.0;0.042064647228987374;1.0;0.01468324974140624;0.0;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624
GO:0006351;0.0;0.0;0.0;0.01468324974140624;0.0;0.16878873677315923;0.0;0.0;0.01468324974140624;0.0;0.0;0.16542914088709912;0.01468324974140624;0.08547128021085358;0.0;0.0;0.0;0.01468324974140624;1.0;0.0;0.16542914088709912;0.0;0.06886689890529227;0.14450116634992752;0.01468324974140624;0.13943261564481066;0.0;0.08547128021085358;0.0;0.0;0.06886689890529227
GO:0033273;0.0;0.0;0.19673256925640645;0.0;0.0;0.0;0.0;0.0;0.19673256925640645;0.19673256925640645;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006432;0.0;0.0;0.0;0.01468324974140624;0.0;0.12826917739045696;0.0;0.0;0.01468324974140624;0.0;0.0;0.16542914088709912;0.01468324974140624;0.1237146889194086;0.0;0.0;0.0;0.01468324974140624;0.16542914088709912;0.0;1.0;0.0;0.06886689890529227;0.1237146889194086;0.01468324974140624;0.40937833083349984;0.0;0.1237146889194086;0.0;0.0;0.06886689890529227
GO:0008277;0.047799631016701725;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.0;0.1492331351584338;0.047799631016701725;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0
GO:0046500;0.0;0.0;0.0;0.01468324974140624;0.0;0.06886689890529227;0.0;0.0;0.01468324974140624;0.0;0.0;0.06886689890529227;0.01468324974140624;0.06501482195767329;0.0;0.0;0.0;0.01468324974140624;0.06886689890529227;0.0;0.06886689890529227;0.0;1.0;0.06886689890529227;0.01468324974140624;0.39882463755424497;0.0;0.06501482195767329;0.0;0.0;0.39882463755424497
GO:0006656;0.0;0.0;0.0;0.01468324974140624;0.0;0.46717327175561746;0.0;0.0;0.01468324974140624;0.0;0.0;0.07548231845693805;0.01468324974140624;0.1237146889194086;0.0;0.0;0.0;0.01468324974140624;0.14450116634992752;0.0;0.1237146889194086;0.0;0.06886689890529227;1.0;0.01468324974140624;0.1237146889194086;0.0;0.1237146889194086;0.0;0.0;0.06886689890529227
GO:0014909;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0046498;0.0;0.0;0.0;0.01468324974140624;0.0;0.12826917739045696;0.0;0.0;0.01468324974140624;0.0;0.0;0.13943261564481066;0.01468324974140624;0.1237146889194086;0.0;0.0;0.0;0.01468324974140624;0.13943261564481066;0.0;0.40937833083349984;0.0;0.39882463755424497;0.1237146889194086;0.01468324974140624;1.0;0.0;0.1237146889194086;0.0;0.0;0.39882463755424497
GO:0043066;0.047799631016701725;0.13839445927415203;0.0;0.0;0.036692364793703955;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.12804570306913615;0.047799631016701725;0.0;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;1.0;0.0;0.047799631016701725;0.13839445927415203;0.0
GO:0016540;0.0;0.0;0.0;0.0;0.0;0.1237146889194086;0.0;0.0;0.0;0.0;0.0;0.08547128021085358;0.0;0.26577770024764036;0.0;0.0;0.0;0.0;0.08547128021085358;0.0;0.1237146889194086;0.0;0.06501482195767329;0.1237146889194086;0.0;0.1237146889194086;0.0;1.0;0.0;0.0;0.05923137626096931
GO:0050747;0.24457446477495315;0.047799631016701725;0.0;0.0;0.036692364793703955;0.0;0.14212163039839543;0.0;0.0;0.0;0.0;0.10567815125427765;0.14212163039839543;0.0;0.12755981097713553;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.047799631016701725;0.0;1.0;0.047799631016701725;0.0
GO:0070317;0.047799631016701725;0.13839445927415203;0.0;0.0;0.036692364793703955;0.0;0.13839445927415203;0.0;0.0;0.0;0.0;0.12804570306913615;0.047799631016701725;0.0;0.047799631016701725;0.0;0.042064647228987374;0.047799631016701725;0.0;0.0;0.0;0.047799631016701725;0.0;0.0;0.0;0.0;0.13839445927415203;0.0;0.047799631016701725;1.0;0.0
GO:0016226;0.0;0.0;0.0;0.2041871440868109;0.0;0.06886689890529227;0.0;0.0;0.01468324974140624;0.0;0.0;0.06886689890529227;0.01468324974140624;0.05923137626096931;0.0;0.0;0.0;0.01468324974140624;0.06886689890529227;0.0;0.06886689890529227;0.0;0.39882463755424497;0.06886689890529227;0.01468324974140624;0.39882463755424497;0.0;0.05923137626096931;0.0;0.0;1.0
