;GO:0035860;GO:0036498;GO:0043649;GO:0015012;GO:0033141;GO:0015031;GO:0000038;GO:0046459;GO:0006104;GO:0000165;GO:0032801;GO:0006816;GO:0019722;GO:0032788;GO:0032789;GO:0006351;GO:0060394;GO:0007202;GO:0007200;GO:0006357;GO:0007218;GO:0001676;GO:0006625;GO:0048016;GO:0019276;GO:0030512
GO:0035860;1.0;0.4;0.08695652173913049;0.06451612903225812;0.09090909090909094;0.0;0.09523809523809523;0.09523809523809523;0.11111111111111116;0.2142857142857143;0.10526315789473684;0.0;0.5454545454545454;0.11764705882352944;0.11764705882352944;0.05714285714285716;0.0888888888888889;0.09523809523809523;0.6;0.16666666666666663;0.6;0.09523809523809523;0.05555555555555558;0.5454545454545454;0.07999999999999996;0.15384615384615385
GO:0036498;0.4;1.0;0.07692307692307687;0.05882352941176472;0.08510638297872342;0.0;0.08333333333333337;0.08333333333333337;0.09523809523809523;0.19354838709677424;0.09090909090909094;0.0;0.4285714285714286;0.09999999999999998;0.09999999999999998;0.052631578947368474;0.08333333333333337;0.08333333333333337;0.46153846153846156;0.14814814814814814;0.46153846153846156;0.08333333333333337;0.05128205128205132;0.4285714285714286;0.0714285714285714;0.13793103448275867
GO:0043649;0.08695652173913049;0.07692307692307687;1.0;0.1428571428571429;0.0;0.0;0.4285714285714286;0.4285714285714286;0.2272727272727273;0.13888888888888884;0.4;0.0;0.09090909090909094;0.5294117647058824;0.5294117647058824;0.1282051282051282;0.0;0.0;0.09523809523809523;0.0;0.09523809523809523;0.4285714285714286;0.046511627906976716;0.09090909090909094;0.2142857142857143;0.0
GO:0015012;0.06451612903225812;0.05882352941176472;0.1428571428571429;1.0;0.0;0.0;0.1875;0.1875;0.16666666666666663;0.2894736842105263;0.24137931034482762;0.0;0.06666666666666665;0.1724137931034483;0.1724137931034483;0.368421052631579;0.0;0.0;0.06896551724137934;0.0;0.06896551724137934;0.1875;0.039215686274509776;0.06666666666666665;0.23529411764705888;0.0
GO:0033141;0.09090909090909094;0.08510638297872342;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.09302325581395354;0.0;0.0;0.0;0.3389830508474576;0.039215686274509776;0.09523809523809523;0.18367346938775508;0.09523809523809523;0.0;0.0;0.09302325581395354;0.0;0.15384615384615385
GO:0015031;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3793103448275862;0.0;0.0;0.0
GO:0000038;0.09523809523809523;0.08333333333333337;0.4285714285714286;0.1875;0.0;0.0;1.0;1.0;0.25;0.18181818181818177;0.23809523809523814;0.0;0.09999999999999998;0.7142857142857143;0.7142857142857143;0.16666666666666663;0.0;0.0;0.10526315789473684;0.0;0.10526315789473684;1.0;0.04878048780487809;0.09999999999999998;0.28;0.0
GO:0046459;0.09523809523809523;0.08333333333333337;0.4285714285714286;0.1875;0.0;0.0;1.0;1.0;0.25;0.18181818181818177;0.23809523809523814;0.0;0.09999999999999998;0.7142857142857143;0.7142857142857143;0.16666666666666663;0.0;0.0;0.10526315789473684;0.0;0.10526315789473684;1.0;0.04878048780487809;0.09999999999999998;0.28;0.0
GO:0006104;0.11111111111111116;0.09523809523809523;0.2272727272727273;0.16666666666666663;0.0;0.0;0.25;0.25;1.0;0.19999999999999996;0.2777777777777778;0.0;0.11764705882352944;0.3125;0.3125;0.1470588235294118;0.0;0.0;0.125;0.0;0.125;0.25;0.052631578947368474;0.11764705882352944;0.26086956521739135;0.0
GO:0000165;0.2142857142857143;0.19354838709677424;0.13888888888888884;0.2894736842105263;0.06666666666666665;0.0;0.18181818181818177;0.18181818181818177;0.19999999999999996;1.0;0.23333333333333328;0.0;0.2692307692307693;0.16666666666666663;0.16666666666666663;0.20454545454545459;0.06557377049180324;0.05405405405405406;0.23076923076923073;0.09999999999999998;0.23076923076923073;0.18181818181818177;0.038461538461538436;0.2692307692307693;0.22857142857142854;0.09523809523809523
