;GO:0035860;GO:0036498;GO:0043649;GO:0015012;GO:0033141;GO:0015031;GO:0000038;GO:0046459;GO:0006104;GO:0000165;GO:0032801;GO:0006816;GO:0019722;GO:0032788;GO:0032789;GO:0006351;GO:0060394;GO:0007202;GO:0007200;GO:0006357;GO:0007218;GO:0001676;GO:0006625;GO:0048016;GO:0019276;GO:0030512
GO:0035860;1.0;0.35036435753821055;0.015847297935251074;0.006802634570522786;0.008468781733473658;0.0;0.035925006271634904;0.035925006271634904;0.04246830658176623;0.08396005409762686;0.03297386787009231;0.0;0.6268118944634699;0.06685837600343042;0.06685837600343042;0.005791764842280598;0.007846016291768662;0.040211699544984596;0.6268118944634699;0.03203300198081839;0.6268118944634699;0.035925006271634904;0.014185560839465724;0.6268118944634699;0.02058541739748132;0.021247509946288514
GO:0036498;0.35036435753821055;1.0;0.015847297935251074;0.006802634570522786;0.008468781733473658;0.0;0.035925006271634904;0.035925006271634904;0.04246830658176623;0.08396005409762686;0.03297386787009231;0.0;0.35036435753821055;0.060711402538554685;0.060711402538554685;0.005791764842280598;0.007846016291768662;0.040211699544984596;0.35036435753821055;0.03203300198081839;0.35036435753821055;0.035925006271634904;0.014185560839465724;0.35036435753821055;0.02058541739748132;0.021247509946288514
GO:0043649;0.015847297935251074;0.015847297935251074;1.0;0.02788787826828612;0.0;0.0;0.20003595514130293;0.20003595514130293;0.06496711106820192;0.05964326214353619;0.12345612993496738;0.0;0.015847297935251074;0.20003595514130293;0.20003595514130293;0.023743746809502336;0.0;0.0;0.015847297935251074;0.0;0.015847297935251074;0.20003595514130293;0.014185560839465724;0.015847297935251074;0.06496711106820192;0.0
GO:0015012;0.006802634570522786;0.006802634570522786;0.02788787826828612;1.0;0.0;0.0;0.02788787826828612;0.02788787826828612;0.02788787826828612;0.09043881426192149;0.061504330701371575;0.0;0.006802634570522786;0.02788787826828612;0.02788787826828612;0.17674856427884625;0.0;0.0;0.006802634570522786;0.0;0.006802634570522786;0.02788787826828612;0.006802634570522786;0.006802634570522786;0.02788787826828612;0.0
GO:0033141;0.008468781733473658;0.008468781733473658;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.008468781733473658;0.0;0.0;0.008468781733473658;0.0;0.0;0.0;0.10743251614199967;0.003581437413195032;0.008468781733473658;0.024223320161701388;0.008468781733473658;0.0;0.0;0.008468781733473658;0.0;0.03997898468270539
GO:0015031;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.1370166050935565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22941739825690172;0.0;0.0;0.0
GO:0000038;0.035925006271634904;0.035925006271634904;0.20003595514130293;0.02788787826828612;0.0;0.0;1.0;0.9711083535957651;0.14727708673814227;0.05964326214353619;0.1351786875603132;0.0;0.035925006271634904;0.49044642679580147;0.49044642679580147;0.023743746809502336;0.0;0.0;0.035925006271634904;0.0;0.035925006271634904;0.9711083535957651;0.014185560839465724;0.035925006271634904;0.0843913646295864;0.0
GO:0046459;0.035925006271634904;0.035925006271634904;0.20003595514130293;0.02788787826828612;0.0;0.0;0.9711083535957651;1.0;0.14727708673814227;0.05964326214353619;0.1351786875603132;0.0;0.035925006271634904;0.49044642679580147;0.49044642679580147;0.023743746809502336;0.0;0.0;0.035925006271634904;0.0;0.035925006271634904;0.9711083535957651;0.014185560839465724;0.035925006271634904;0.0843913646295864;0.0
GO:0006104;0.04246830658176623;0.04246830658176623;0.06496711106820192;0.02788787826828612;0.0;0.0;0.14727708673814227;0.14727708673814227;1.0;0.0756880374834793;0.1351786875603132;0.0;0.04246830658176623;0.17410180598919528;0.17410180598919528;0.023743746809502336;0.0;0.0;0.04246830658176623;0.0;0.04246830658176623;0.14727708673814227;0.014185560839465724;0.04246830658176623;0.10709368568731677;0.0
GO:0000165;0.08396005409762686;0.08396005409762686;0.05964326214353619;0.09043881426192149;0.008468781733473658;0.0;0.05964326214353619;0.05964326214353619;0.0756880374834793;1.0;0.1315381142909043;0.0;0.10010894477299503;0.05964326214353619;0.05964326214353619;0.052364803152556746;0.007846016291768662;0.01454866207651827;0.08396005409762686;0.03203300198081839;0.08396005409762686;0.05964326214353619;0.014185560839465724;0.10010894477299503;0.0756880374834793;0.021247509946288514
