;GO:0035860;GO:0036498;GO:0043649;GO:0015012;GO:0033141;GO:0015031;GO:0000038;GO:0046459;GO:0006104;GO:0000165;GO:0032801;GO:0006816;GO:0019722;GO:0032788;GO:0032789;GO:0006351;GO:0060394;GO:0007202;GO:0007200;GO:0006357;GO:0007218;GO:0001676;GO:0006625;GO:0048016;GO:0019276;GO:0030512
GO:0035860;1.0;0.8;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.8;0.6000000000000001;0.0;0.8;0.43852901558847923;0.43852901558847923;0.8;0.4;0.3356143810225276;0.8;0.4;0.8;0.5356143810225276;0.8;0.8;0.6000000000000001;0.4
GO:0036498;0.8;1.0;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.8;0.6000000000000001;0.0;0.8;0.43852901558847923;0.43852901558847923;0.8;0.4;0.3356143810225276;0.8;0.4;0.8;0.5356143810225276;0.8;0.8;0.6000000000000001;0.43852901558847923
GO:0043649;0.48300749985576874;0.48300749985576874;1.0;0.3660149997115376;0.0;0.0;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.6000000000000001;0.0;0.48300749985576874;0.6000000000000001;0.6000000000000001;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.48300749985576874;0.5356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.0
GO:0015012;0.43852901558847923;0.43852901558847923;0.3660149997115376;1.0;0.0;0.0;0.4;0.4;0.4;0.43852901558847923;0.48300749985576874;0.0;0.43852901558847923;0.3356143810225276;0.3356143810225276;0.6000000000000001;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.4;0.4;0.43852901558847923;0.48300749985576874;0.0
GO:0033141;0.3356143810225276;0.3356143810225276;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.5356143810225276;0.20000000000000007;0.3356143810225276;0.3356143810225276;0.3356143810225276;0.0;0.0;0.3356143810225276;0.0;0.4
GO:0015031;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0
GO:0000038;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.4;0.0;0.0;1.0;0.8;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.6830074998557688;0.6830074998557688;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.8;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0
GO:0046459;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.4;0.0;0.0;0.8;1.0;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.6830074998557688;0.6830074998557688;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.8;0.48300749985576874;0.5356143810225276;0.5356143810225276;0.0
GO:0006104;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.4;0.0;0.0;0.48300749985576874;0.48300749985576874;1.0;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.4;0.4;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.48300749985576874;0.5356143810225276;0.6830074998557688;0.0
GO:0000165;0.8;0.8;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;1.0;0.6000000000000001;0.0;0.8;0.43852901558847923;0.43852901558847923;0.8;0.4;0.3356143810225276;0.8;0.4;0.8;0.5356143810225276;0.8;0.8;0.6000000000000001;0.43852901558847923
GO:0032801;0.6000000000000001;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.0;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.6000000000000001;1.0;0.0;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.6830074998557688;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.0
GO:0006816;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0
GO:0019722;0.8;0.8;0.48300749985576874;0.43852901558847923;0.3356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.8;0.6000000000000001;0.0;1.0;0.43852901558847923;0.43852901558847923;0.8;0.4;0.3356143810225276;0.8;0.4;0.8;0.5356143810225276;0.8;0.8;0.6000000000000001;0.4
GO:0032788;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.3356143810225276;0.0;0.0;0.6830074998557688;0.6830074998557688;0.4;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;1.0;0.8;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.6830074998557688;0.4;0.43852901558847923;0.43852901558847923;0.0
GO:0032789;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.3356143810225276;0.0;0.0;0.6830074998557688;0.6830074998557688;0.4;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.8;1.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.6830074998557688;0.4;0.43852901558847923;0.43852901558847923;0.0
GO:0006351;0.8;0.8;0.5356143810225276;0.6000000000000001;0.0;0.0;0.5356143810225276;0.5356143810225276;0.6000000000000001;0.8;0.6830074998557688;0.0;0.8;0.48300749985576874;0.48300749985576874;1.0;0.0;0.0;0.8;0.0;0.8;0.5356143810225276;0.8;0.8;0.6000000000000001;0.0
GO:0060394;0.4;0.4;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.4;0.0;0.0;0.0;1.0;0.23852901558847928;0.4;0.3660149997115376;0.4;0.0;0.0;0.4;0.0;0.8
