;GO:0035860;GO:0036498;GO:0043649;GO:0015012;GO:0033141;GO:0015031;GO:0000038;GO:0046459;GO:0006104;GO:0000165;GO:0032801;GO:0006816;GO:0019722;GO:0032788;GO:0032789;GO:0006351;GO:0060394;GO:0007202;GO:0007200;GO:0006357;GO:0007218;GO:0001676;GO:0006625;GO:0048016;GO:0019276;GO:0030512
GO:0035860;1.0;0.568116891915652;0.20798763463660208;0.1636326548065872;0.19865536577549306;0.0;0.2229562379655353;0.2229562379655353;0.25062799045273904;0.3771761044421211;0.2402542163961873;0.0;0.6775734227954884;0.2610396779428156;0.2610396779428156;0.14803115328655644;0.19489465444642803;0.22314258547372026;0.7102693452063658;0.31997757762128237;0.7102693452063658;0.2229562379655353;0.1434086924322408;0.6775734227954884;0.19388615943790335;0.3016199170797807
GO:0036498;0.568116891915652;1.0;0.18783956910058167;0.15089867495410647;0.18730603352141742;0.0;0.19996404969902662;0.19996404969902662;0.2219415336219067;0.34869270550328446;0.21376786190771918;0.0;0.5908670681264915;0.2300675749107266;0.2300675749107266;0.13753174483479577;0.18395913233477182;0.20011393213764994;0.6155778762439387;0.2915254789071959;0.6155778762439387;0.19996404969902662;0.13353288816111095;0.5908670681264915;0.17626178438801296;0.27620922794467806
GO:0043649;0.20798763463660208;0.18783956910058167;1.0;0.2811122867054545;0.0;0.0;0.5952676820620818;0.5952676820620818;0.39753017174686683;0.27348189247632737;0.5720231148643797;0.0;0.21521140706422184;0.6737502071781796;0.6737502071781796;0.25815711299981015;0.0;0.0;0.22297457104889445;0.0;0.22297457104889445;0.5952676820620818;0.12337605028845446;0.21521140706422184;0.3781747947873201;0.0
GO:0015012;0.1636326548065872;0.15089867495410647;0.2811122867054545;1.0;0.0;0.0;0.3437057498993728;0.3437057498993728;0.31689955515443347;0.4600035906452202;0.4080821327862763;0.0;0.1680710308296025;0.3249476563247258;0.3249476563247258;0.5451779092818092;0.0;0.0;0.17276862924355912;0.0;0.17276862924355912;0.3437057498993728;0.10628605156847695;0.1680710308296025;0.4022543415594915;0.0
GO:0033141;0.19865536577549306;0.18730603352141742;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.15165721485568032;0.0;0.0;0.2024949593606367;0.0;0.0;0.0;0.5128548507550245;0.107332151877034;0.20649581700517913;0.3311087620266192;0.20649581700517913;0.0;0.0;0.2024949593606367;0.0;0.2891393332388135
GO:0015031;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.4222014423065429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5933273485139503;0.0;0.0;0.0
GO:0000038;0.2229562379655353;0.19996404969902662;0.5952676820620818;0.3437057498993728;0.0;0.0;1.0;0.9396713693825729;0.4242668002926359;0.33395355109914643;0.4095649698736145;0.0;0.23127799823237288;0.7898339854282705;0.7898339854282705;0.31444168307134535;0.0;0.0;0.24026775510436746;0.0;0.24026775510436746;0.9396713693825729;0.12849328615234026;0.23127799823237288;0.45602177930522986;0.0
GO:0046459;0.2229562379655353;0.19996404969902662;0.5952676820620818;0.3437057498993728;0.0;0.0;0.9396713693825729;1.0;0.4242668002926359;0.33395355109914643;0.4095649698736145;0.0;0.23127799823237288;0.7898339854282705;0.7898339854282705;0.31444168307134535;0.0;0.0;0.24026775510436746;0.0;0.24026775510436746;0.9396713693825729;0.12849328615234026;0.23127799823237288;0.45602177930522986;0.0
GO:0006104;0.25062799045273904;0.2219415336219067;0.39753017174686683;0.31689955515443347;0.0;0.0;0.4242668002926359;0.4242668002926359;1.0;0.3565434529848172;0.45487283881803914;0.0;0.26119255544939335;0.49124269658603437;0.49124269658603437;0.2880278295698258;0.0;0.0;0.2727162003707385;0.0;0.2727162003707385;0.4242668002926359;0.13722503533427297;0.26119255544939335;0.43184677867569693;0.0
GO:0000165;0.3771761044421211;0.34869270550328446;0.27348189247632737;0.4600035906452202;0.15165721485568032;0.0;0.33395355109914643;0.33395355109914643;0.3565434529848172;1.0;0.39595345790129927;0.0;0.43983047806406955;0.3147949972458669;0.3147949972458669;0.35955997715457744;0.1494555815540724;0.14046851029394322;0.3975242005044583;0.21343837410651675;0.3975242005044583;0.33395355109914643;0.1040509990172191;0.43983047806406955;0.39099577104431105;0.20511116302384286
