;GO:0035860;GO:0036498;GO:0043649;GO:0015012;GO:0033141;GO:0015031;GO:0000038;GO:0046459;GO:0006104;GO:0000165;GO:0032801;GO:0006816;GO:0019722;GO:0032788;GO:0032789;GO:0006351;GO:0060394;GO:0007202;GO:0007200;GO:0006357;GO:0007218;GO:0001676;GO:0006625;GO:0048016;GO:0019276;GO:0030512
GO:0035860;1.0;0.5353666635249013;0.3674145067999541;0.25821818352367026;0.22656154200654188;0.0;0.3271838647793925;0.38226766952968955;0.3440135297643094;0.5994431713418051;0.36638930339628056;0.0;0.6055451043114045;0.25821818352367026;0.25821818352367026;0.5096967783190562;0.2560615493486744;0.20514362943214276;0.5912736004658388;0.39693741409870287;0.5521963285098181;0.37961630261671114;0.42908138832464554;0.5521963285098181;0.35398641934105307;0.28273593724946766
GO:0036498;0.5353666635249013;1.0;0.3505848418150372;0.24138851853875337;0.209731877021625;0.0;0.31035419979447554;0.36543800454477265;0.3271838647793925;0.5826135063568882;0.3495596384113636;0.0;0.5887154393264875;0.24138851853875337;0.24138851853875337;0.4928671133341394;0.23923188436375753;0.18831396444722587;0.5744439354809219;0.3801077491137859;0.5353666635249013;0.3627866376317942;0.4122517233397286;0.5353666635249013;0.3371567543561361;0.2832212090999459
GO:0043649;0.3674145067999541;0.3505848418150372;1.0;0.3312646936943346;0.0;0.0;0.5149822725196209;0.570066077269918;0.4075724222087082;0.44777493350541436;0.5492704725501407;0.0;0.42076328260154044;0.5151104391804884;0.5151104391804884;0.5136494405731311;0.0;0.0;0.4064917787559748;0.0;0.3674145067999541;0.5674147103569396;0.35762917335031796;0.3674145067999541;0.4540166306222261;0.0
GO:0015012;0.25821818352367026;0.24138851853875337;0.3312646936943346;1.0;0.0;0.0;0.29908381580554044;0.35416762055583756;0.3006912184625416;0.4155678573125703;0.3912095635415837;0.0;0.31156695932525663;0.22768715823469893;0.22768715823469893;0.606828708171708;0.0;0.0;0.297295455479691;0.0;0.25821818352367026;0.3515162536428591;0.25074796960415136;0.25821818352367026;0.4156432938076775;0.0
GO:0033141;0.22656154200654188;0.209731877021625;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2738083848385289;0.0;0.0;0.27991031780812825;0.0;0.0;0.0;0.48442796726428794;0.12431913815385937;0.2656388139625626;0.41680573316588726;0.22656154200654188;0.0;0.0;0.22656154200654188;0.0;0.36817672289948566
GO:0015031;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5319387202058383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6927067691462723;0.0;0.0;0.0
GO:0000038;0.3271838647793925;0.31035419979447554;0.5149822725196209;0.29908381580554044;0.0;0.0;1.0;0.7173661726670546;0.36431059956424233;0.42276655381276856;0.3825450556239695;0.0;0.38053264058097885;0.5249353990151037;0.5249353990151037;0.46597982389106857;0.0;0.0;0.3662611367354131;0.0;0.3271838647793925;0.7147148057540761;0.31436735070585214;0.3271838647793925;0.41378598860166443;0.0
GO:0046459;0.38226766952968955;0.36543800454477265;0.570066077269918;0.35416762055583756;0.0;0.0;0.7173661726670546;1.0;0.4193944043145395;0.4778503585630656;0.4376288603742666;0.0;0.4356164453312759;0.5800192037654008;0.5800192037654008;0.5210636286413657;0.0;0.0;0.4213449414857103;0.0;0.38226766952968955;0.7697986105043733;0.36945115545614926;0.38226766952968955;0.46886979335196155;0.0
GO:0006104;0.3440135297643094;0.3271838647793925;0.4075724222087082;0.3006912184625416;0.0;0.0;0.36431059956424233;0.4193944043145395;1.0;0.5142875596890548;0.3993747206088864;0.0;0.39736230556589575;0.3006912184625416;0.3006912184625416;0.4943897811097303;0.0;0.0;0.38309080172033005;0.0;0.3440135297643094;0.416743037401561;0.33119701569076904;0.3440135297643094;0.5364916699632682;0.0
GO:0000165;0.5994431713418051;0.5826135063568882;0.44777493350541436;0.4155678573125703;0.2738083848385289;0.0;0.42276655381276856;0.4778503585630656;0.5142875596890548;1.0;0.5047498629095648;0.0;0.7297588195297571;0.33857861022913055;0.33857861022913055;0.6480573378323405;0.3033083921806614;0.25239047226412975;0.6385204432978258;0.44418425693068986;0.5994431713418051;0.4751989916500872;0.47632823115663253;0.6764100437281706;0.5242604492657985;0.34729771691684985
GO:0032801;0.36638930339628056;0.3495596384113636;0.5492704725501407;0.3912095635415837;0.0;0.0;0.3825450556239695;0.4376288603742666;0.3993747206088864;0.5047498629095648;1.0;0.0;0.41973807919786693;0.31357937436824734;0.31357937436824734;0.5807668086165283;0.0;0.0;0.4054665753523012;0.0;0.36638930339628056;0.43497749346128817;0.3494314717504962;0.36638930339628056;0.4093476101856301;0.0
GO:0006816;0.0;0.0;0.0;0.0;0.0;0.5319387202058383;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42844053644261676;0.0;0.0;0.0
GO:0019722;0.6055451043114045;0.5887154393264875;0.42076328260154044;0.31156695932525663;0.27991031780812825;0.0;0.38053264058097885;0.4356164453312759;0.39736230556589575;0.7297588195297571;0.41973807919786693;0.0;1.0;0.31156695932525663;0.31156695932525663;0.5630455541206427;0.3094103251502608;0.25849240523372913;0.6446223762674252;0.45028618990028924;0.6055451043114045;0.4329650784182975;0.4824301641262319;0.7528561224598276;0.40733519514263944;0.33608471305105403
GO:0032788;0.25821818352367026;0.24138851853875337;0.5151104391804884;0.22768715823469893;0.0;0.0;0.5249353990151037;0.5800192037654008;0.3006912184625416;0.33857861022913055;0.31357937436824734;0.0;0.31156695932525663;1.0;0.5405523044692395;0.40142193667294307;0.0;0.0;0.297295455479691;0.0;0.25821818352367026;0.5773678368524223;0.25074796960415136;0.25821818352367026;0.34482030734594227;0.0
GO:0032789;0.25821818352367026;0.24138851853875337;0.5151104391804884;0.22768715823469893;0.0;0.0;0.5249353990151037;0.5800192037654008;0.3006912184625416;0.33857861022913055;0.31357937436824734;0.0;0.31156695932525663;0.5405523044692395;1.0;0.40142193667294307;0.0;0.0;0.297295455479691;0.0;0.25821818352367026;0.5773678368524223;0.25074796960415136;0.25821818352367026;0.34482030734594227;0.0
GO:0006351;0.5096967783190562;0.4928671133341394;0.5136494405731311;0.606828708171708;0.0;0.0;0.46597982389106857;0.5210636286413657;0.4943897811097303;0.6480573378323405;0.5807668086165283;0.0;0.5630455541206427;0.40142193667294307;0.40142193667294307;1.0;0.0;0.0;0.548774050275077;0.0;0.5096967783190562;0.5184122617283873;0.5195415012349325;0.5096967783190562;0.5437468653825552;0.0
GO:0060394;0.2560615493486744;0.23923188436375753;0.0;0.0;0.48442796726428794;0.0;0.0;0.0;0.0;0.3033083921806614;0.0;0.0;0.3094103251502608;0.0;0.0;0.0;1.0;0.14271900280576594;0.29513882130469515;0.4308170017147515;0.2560615493486744;0.0;0.0;0.2560615493486744;0.0;0.7221882403022826
GO:0007202;0.20514362943214276;0.18831396444722587;0.0;0.0;0.12431913815385937;0.0;0.0;0.0;0.0;0.25239047226412975;0.0;0.0;0.25849240523372913;0.0;0.0;0.0;0.14271900280576594;1.0;0.2442209013881635;0.2835948675557943;0.20514362943214276;0.0;0.0;0.20514362943214276;0.0;0.16939339070655912
