;GO:1905004;GO:0008284;GO:0008203;GO:0006487;GO:0006520;GO:0009313;GO:0009235;GO:0006682;GO:0006468;GO:0046415;GO:0042359;GO:0042953;GO:0002003;GO:0006855;GO:0043171;GO:0001886;GO:0007409;GO:1990822;GO:0034765;GO:0015747;GO:0015889;GO:1905012;GO:0003081;GO:0015760;GO:1902204;GO:1904985;GO:0006898;GO:0048704;GO:0006569;GO:0001558;GO:0015739;GO:0035725;GO:0010107;GO:0016266;GO:0015812;GO:0015811;GO:0051259
GO:1905004;1.0;0.0;0.31045071459872686;0.1583464723792852;0.4315900745845211;0.07546610934548946;0.27897288359020134;0.3258647970965145;0.18977601913702127;0.336377243352537;0.27228573200539175;0.0;0.14619710561294574;0.0;0.1561994434319442;0.016820808509603918;0.01948697196488797;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3447303313271847;0.0;0.0;0.0;0.018125505179654226;0.15664653363979902;0.0;0.0;0.021461535260672113
GO:0008284;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06920695570521589;0.0;0.0;0.0;0.0;0.0;0.12303791951342939;0.0;0.0;0.0732211650945847;0.06920695570521589;0.0;0.19540062925856752;0.0732211650945847;0.0;0.0;0.0;0.13783336521822223;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008203;0.31045071459872686;0.0;1.0;0.12829450036833062;0.508298026657029;0.11170054726875747;0.39061050346912607;0.4031959888163923;0.1687246094473292;0.3753443575123888;0.6965297961054558;0.0;0.108915118508457;0.0;0.11211690746512701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3674869850573313;0.0;0.0;0.0;0.0;0.126311220024251;0.0;0.0;0.0
GO:0006487;0.1583464723792852;0.0;0.12829450036833062;1.0;0.25456731228685353;0.10777411969338871;0.19775553113360056;0.1769920686634402;0.41627697124940927;0.19029531543037603;0.10718578319642252;0.0;0.22293627006781427;0.0;0.20534255759131986;0.022444147417896007;0.027456531329293966;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18644737011369;0.0;0.0;0.0;0.02482883823295422;0.7717677144935292;0.0;0.0;0.031545880966859584
GO:0006520;0.4315900745845211;0.0;0.508298026657029;0.25456731228685353;1.0;0.12235503643338552;0.42903644210252045;0.19877599658581221;0.3469405288449111;0.5095817893950847;0.4134214600035765;0.0;0.21254603019714194;0.0;0.23525376908973036;0.02542065798400764;0.03204692044604796;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6974851232200385;0.0;0.0;0.0;0.02852352009198405;0.2502021759857909;0.0;0.0;0.03776021591344725
GO:0009313;0.07546610934548946;0.0;0.11170054726875747;0.10777411969338871;0.12235503643338552;1.0;0.09211335935671387;0.08890789913217174;0.13493607257033796;0.08902011444266006;0.09535127516697517;0.0;0.09375972003871777;0.0;0.3546673363818001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3255515834008619;0.0;0.0;0.0;0.0;0.10637107287976322;0.0;0.0;0.0
GO:0009235;0.27897288359020134;0.0;0.39061050346912607;0.19775553113360056;0.42903644210252045;0.09211335935671387;1.0;0.16235603352978611;0.2493235331447549;0.330286470669183;0.7194488457962676;0.0;0.17142726815268344;0.0;0.18589975001063574;0.020472313539169208;0.024562408806052934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32418700388227933;0.0;0.0;0.0;0.02243804657727428;0.19511120546423916;0.0;0.0;0.02778451364956564
GO:0006682;0.3258647970965145;0.0;0.4031959888163923;0.1769920686634402;0.19877599658581221;0.08890789913217174;0.16235603352978611;1.0;0.21719889678958093;0.16308410439352677;0.34841736926759465;0.0;0.4515231305020816;0.0;0.4858560438494021;0.018571933505860526;0.021876643500360515;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1603487060287087;0.0;0.0;0.0;0.020175367720640092;0.17487089885496146;0.0;0.0;0.024396489123918848
GO:0006468;0.18977601913702127;0.0;0.1687246094473292;0.41627697124940927;0.3469405288449111;0.13493607257033796;0.2493235331447549;0.21719889678958093;1.0;0.23758079820724312;0.13401508057041778;0.0;0.27743835934250977;0.0;0.2615052257660352;0.027977677055724025;0.03622014782083684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23161293741510705;0.0;0.0;0.0;0.03178287645999208;0.4082857774830333;0.0;0.0;0.04369178801167417
GO:0046415;0.336377243352537;0.0;0.3753443575123888;0.19029531543037603;0.5095817893950847;0.08902011444266006;0.330286470669183;0.16308410439352677;0.23758079820724312;1.0;0.32095418302368595;0.0;0.17189653641356387;0.0;0.18589282941181792;0.01979541245547476;0.023594412171996895;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38911487839846703;0.0;0.0;0.0;0.021627487192055872;0.18784550213568094;0.0;0.0;0.026552265672217017
