;GO:1905004;GO:0008284;GO:0008203;GO:0006487;GO:0006520;GO:0009313;GO:0009235;GO:0006682;GO:0006468;GO:0046415;GO:0042359;GO:0042953;GO:0002003;GO:0006855;GO:0043171;GO:0001886;GO:0007409;GO:1990822;GO:0034765;GO:0015747;GO:0015889;GO:1905012;GO:0003081;GO:0015760;GO:1902204;GO:1904985;GO:0006898;GO:0048704;GO:0006569;GO:0001558;GO:0015739;GO:0035725;GO:0010107;GO:0016266;GO:0015812;GO:0015811;GO:0051259
GO:1905004;1.0;0.0;0.3882649707654122;0.4281734821171213;0.5738231412080221;0.3524331756741631;0.4314730339692506;0.3983068622908044;0.415880417140985;0.44848474321095344;0.4163441497410157;0.0;0.36547661640293866;0.0;0.4356550571894419;0.28367981189368235;0.3618343558057237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4151576526746604;0.0;0.0;0.0;0.25821818352367026;0.43103326296395694;0.0;0.0;0.3169255118452034
GO:0008284;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3877317364672885;0.0;0.0;0.0;0.0;0.0;0.48650045703441014;0.0;0.0;0.3935327435875518;0.4209774364188095;0.0;0.4959610549490293;0.386488412052271;0.0;0.0;0.0;0.54012487724471;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008203;0.3882649707654122;0.0;1.0;0.4597962025662335;0.5592051766931341;0.4407495888622264;0.4500034797108495;0.41221735747051175;0.43018820075470193;0.437600595655622;0.685735723701415;0.0;0.40930720761148276;0.0;0.4118244949791087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4077121863559205;0.0;0.0;0.0;0.0;0.4626559834130691;0.0;0.0;0.0
GO:0006487;0.4281734821171213;0.0;0.4597962025662335;1.0;0.651547420039019;0.4902133804133036;0.5000544297018055;0.37870969056604414;0.6233893944111725;0.487651545646578;0.4980178201810838;0.0;0.5461691613505992;0.0;0.5311555985322881;0.43606633039368614;0.5142208743057275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4404481995114814;0.0;0.0;0.0;0.3778010263950106;0.7514039807060938;0.0;0.0;0.4919732673346237
GO:0006520;0.5738231412080221;0.0;0.5592051766931341;0.651547420039019;1.0;0.5880033543968581;0.607399683884728;0.4764996645495987;0.6064506794342193;0.6295673877779222;0.5914256732409815;0.0;0.5587671317293393;0.0;0.6289455725158426;0.4587613353936482;0.5369158793056896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6870032559272092;0.0;0.0;0.0;0.38918221562658034;0.6544072008858547;0.0;0.0;0.5146682723345858
GO:0009313;0.3524331756741631;0.0;0.4407495888622264;0.4902133804133036;0.5880033543968581;1.0;0.4111405039956962;0.3533156007065681;0.47792031543716723;0.42139885692988527;0.46882876783782984;0.0;0.43972438545855286;0.0;0.5667918673998027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48622690701824284;0.0;0.0;0.0;0.0;0.4930731612601392;0.0;0.0;0.0
GO:0009235;0.4314730339692506;0.0;0.4500034797108495;0.5000544297018055;0.607399683884728;0.4111405039956962;1.0;0.3476679112018017;0.47458774546251803;0.45814742187004376;0.6420817203257574;0.0;0.41676175911839125;0.0;0.48694019990489457;0.3495596384113636;0.42771418232340497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4210865143741941;0.0;0.0;0.0;0.3169255118452034;0.502914210548641;0.0;0.0;0.3786640207906406
GO:0006682;0.3983068622908044;0.0;0.41221735747051175;0.37870969056604414;0.4764996645495987;0.3533156007065681;0.3476679112018017;1.0;0.3830767415123215;0.34985971094880286;0.43495023629209384;0.0;0.44739385504034107;0.0;0.5175722958268443;0.24138851853875337;0.3195430624507947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32945891937536687;0.0;0.0;0.0;0.22541450789500678;0.3815694714128798;0.0;0.0;0.2799805186442958
GO:0006468;0.415880417140985;0.0;0.43018820075470193;0.6233893944111725;0.6064506794342193;0.47792031543716723;0.47458774546251803;0.3830767415123215;1.0;0.46218486140729054;0.452921079576284;0.0;0.5010724207457994;0.0;0.5056889142930007;0.3683083527994698;0.4464628967115111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4376427522616104;0.0;0.0;0.0;0.34819302458347906;0.5934454996293447;0.0;0.0;0.40458523337489494
GO:0046415;0.44848474321095344;0.0;0.437600595655622;0.487651545646578;0.6295673877779222;0.42139885692988527;0.45814742187004376;0.34985971094880286;0.46218486140729054;1.0;0.4698210922034694;0.0;0.4517572344940559;0.0;0.48913199965189574;0.3371567543561361;0.4153112982681775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43809822361589695;0.0;0.0;0.0;0.3045226277899759;0.4905113264934136;0.0;0.0;0.3662611367354131
