;GO:1905004;GO:0008284;GO:0008203;GO:0006487;GO:0006520;GO:0009313;GO:0009235;GO:0006682;GO:0006468;GO:0046415;GO:0042359;GO:0042953;GO:0002003;GO:0006855;GO:0043171;GO:0001886;GO:0007409;GO:1990822;GO:0034765;GO:0015747;GO:0015889;GO:1905012;GO:0003081;GO:0015760;GO:1902204;GO:1904985;GO:0006898;GO:0048704;GO:0006569;GO:0001558;GO:0015739;GO:0035725;GO:0010107;GO:0016266;GO:0015812;GO:0015811;GO:0051259
GO:1905004;1.0;0.0;0.013632268230837226;0.025884999590780857;0.05670428845971465;0.008553876896895565;0.025884999590780857;0.030351065639376472;0.025884999590780857;0.04948472106019858;0.013632268230837226;0.0;0.03562319088195739;0.0;0.03562319088195739;0.00449224117130718;0.00449224117130718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.02155507621110634;0.0;0.0;0.0;0.00449224117130718;0.025884999590780857;0.0;0.0;0.00449224117130718
GO:0008284;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018229073232384308;0.0;0.0;0.0;0.0;0.0;0.10277666372112565;0.0;0.0;0.020261927824513835;0.07749362995684445;0.0;0.1275872352342367;0.023683952412329987;0.0;0.0;0.0;0.18324392195747494;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008203;0.013632268230837226;0.0;1.0;0.03631492294547244;0.07757996689493485;0.07757996689493485;0.07290130329527576;0.009253150954258552;0.03607057831429871;0.06642256119411503;0.4272960062871388;0.0;0.03471079188051166;0.0;0.04585207268318353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0051820521626808;0.0;0.0;0.0;0.0;0.0358922049108334;0.0;0.0;0.0
GO:0006487;0.025884999590780857;0.0;0.03631492294547244;1.0;0.10989306684129958;0.03631492294547244;0.10989306684129958;0.009745808229298408;0.8271243819215042;0.10989306684129958;0.03631492294547244;0.0;0.2423496001643775;0.0;0.10989306684129958;0.019071515051579176;0.019071515051579176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009839699149035855;0.0;0.0;0.0;0.019071515051579176;0.9744496001395415;0.0;0.0;0.019071515051579176
GO:0006520;0.05670428845971465;0.0;0.07757996689493485;0.10989306684129958;1.0;0.08240275195891353;0.1384252549914587;0.009745808229298408;0.10915365233321411;0.2411118866748478;0.08240275195891353;0.0;0.10503878468824002;0.0;0.13875356133210326;0.04327546905815194;0.04327546905815194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03945980525146538;0.0;0.0;0.0;0.027663795268183498;0.10861387422658957;0.0;0.0;0.04327546905815194
GO:0009313;0.008553876896895565;0.0;0.07757996689493485;0.03631492294547244;0.08240275195891353;1.0;0.04574358158537629;0.0032205696415719175;0.03607057831429871;0.04167834743346143;0.09346194124708902;0.0;0.03471079188051166;0.0;0.1353924803298428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009601348323584783;0.0;0.0;0.0;0.0;0.0358922049108334;0.0;0.0;0.0
GO:0009235;0.025884999590780857;0.0;0.07290130329527576;0.10989306684129958;0.1384252549914587;0.04574358158537629;1.0;0.009745808229298408;0.10915365233321411;0.12612339635740064;0.07290130329527576;0.0;0.10503878468824002;0.0;0.1384252549914587;0.024023165518719903;0.024023165518719903;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009839699149035855;0.0;0.0;0.0;0.024023165518719903;0.10861387422658957;0.0;0.0;0.024023165518719903
GO:0006682;0.030351065639376472;0.0;0.009253150954258552;0.009745808229298408;0.009745808229298408;0.0032205696415719175;0.009745808229298408;1.0;0.009745808229298408;0.013412277084790763;0.009253150954258552;0.0;0.014987193444162923;0.0;0.014987193444162923;0.001691347176644786;0.001691347176644786;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013412277084790763;0.0;0.0;0.0;0.001691347176644786;0.009745808229298408;0.0;0.0;0.001691347176644786
GO:0006468;0.025884999590780857;0.0;0.03607057831429871;0.8271243819215042;0.10915365233321411;0.03607057831429871;0.10915365233321411;0.009745808229298408;1.0;0.10915365233321411;0.03607057831429871;0.0;0.2423496001643775;0.0;0.10915365233321411;0.018943192534739486;0.018943192534739486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.009839699149035855;0.0;0.0;0.0;0.018943192534739486;0.8230341511021665;0.0;0.0;0.018943192534739486
GO:0046415;0.04948472106019858;0.0;0.06642256119411503;0.10989306684129958;0.2411118866748478;0.04167834743346143;0.12612339635740064;0.013412277084790763;0.10915365233321411;1.0;0.06642256119411503;0.0;0.1445554080012686;0.0;0.17357225783849886;0.021888225719099486;0.021888225719099486;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018810692501603554;0.0;0.0;0.0;0.021888225719099486;0.10861387422658957;0.0;0.0;0.021888225719099486
