;GO:1902230;GO:0008584;GO:0090179;GO:0014066;GO:0043508;GO:2000041;GO:0045600;GO:0046854;GO:0045766;GO:0030307;GO:0045892;GO:0030308;GO:0001701;GO:0043154;GO:0010975;GO:0055007;GO:0033138;GO:1902042;GO:0007186;GO:0000902;GO:0090263;GO:0043312;GO:0042662;GO:0006897;GO:0071560;GO:0043161;GO:0031668;GO:0071481;GO:0050680;GO:2000726;GO:0010469;GO:0010667;GO:0030336;GO:0016567;GO:0008284;GO:0002063;GO:0006661;GO:0045669;GO:0045944;GO:1904956;GO:0000122;GO:0010719;GO:0001569;GO:0060070;GO:0033630;GO:0010950;GO:0050732;GO:0016458;GO:0048708;GO:0006351;GO:0061185;GO:0090244;GO:0048821;GO:0006357;GO:0030514;GO:0090090;GO:0007517;GO:0045087;GO:0043065;GO:2000741;GO:0030199;GO:0032332
GO:1902230;1.0;0.0;0.009578849884108204;0.050347374776324096;0.0384679014521214;0.16920365382810118;0.009578849884108204;0.0;0.005372523262204567;0.009578849884108204;0.015136182446102072;0.02879302774662372;0.0;0.09753275775370553;0.009578849884108204;0.0;0.009578849884108204;0.35131274834626824;0.009578849884108204;0.0;0.04521933671770516;0.0;0.02879302774662372;0.0;0.0;0.0;0.0;0.0;0.02879302774662372;0.02879302774662372;0.04521933671770516;0.09753275775370553;0.02879302774662372;0.0;0.009578849884108204;0.0;0.0;0.009578849884108204;0.005439344724655555;0.009578849884108204;0.013029324657314607;0.02879302774662372;0.0;0.009578849884108204;0.005372523262204567;0.009578849884108204;0.02879302774662372;0.009578849884108204;0.0;0.0;0.009578849884108204;0.009578849884108204;0.0;0.009578849884108204;0.16920365382810118;0.16920365382810118;0.0;0.0;0.01952434834757563;0.009578849884108204;0.0;0.009578849884108204
GO:0008584;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12672175318334397;0.0;0.0;0.06607111804024644;0.0;0.0;0.0;0.06607111804024644;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12672175318334397;0.0;0.0;0.0;0.0;0.0;0.0;0.06293476764642246;0.0;0.0;0.0;0.0;0.0;0.06607111804024644;0.0;0.0;0.0;0.12672175318334397;0.0;0.0;0.0;0.23018548011744744;0.0;0.0;0.0;0.0;0.0
GO:0090179;0.009578849884108204;0.0;1.0;0.028900264053219014;0.0016126000802902012;0.14205611450015088;0.028900264053219014;0.01222188623923354;0.0837914265800942;0.028900264053219014;0.00503549750813152;0.028900264053219014;0.0;0.010840797126225047;0.09936401356124445;0.01222188623923354;0.01022569765270045;0.01870256991752583;0.07053227468093504;0.01222188623923354;0.028900264053219014;0.01222188623923354;0.05703179615052346;0.0;0.01222188623923354;0.009666166431303604;0.01222188623923354;0.01222188623923354;0.028900264053219014;0.0344740285919217;0.028900264053219014;0.028900264053219014;0.028900264053219014;0.01222188623923354;0.028900264053219014;0.01222188623923354;0.0050880215655096876;0.028900264053219014;0.005439344724655555;0.09936401356124445;0.004334589126298501;0.0837914265800942;0.0;0.10374049306539737;0.016209392859091565;0.015946230031755396;0.010194876917698917;0.016209392859091565;0.01222188623923354;0.005791764842280598;0.09936401356124445;0.10374049306539737;0.01222188623923354;0.028900264053219014;0.01328554432758263;0.028900264053219014;0.0;0.0;0.028900264053219014;0.028900264053219014;0.01222188623923354;0.0837914265800942
GO:0014066;0.050347374776324096;0.0;0.028900264053219014;1.0;0.008475984234954938;0.0824840293362467;0.06968481436172225;0.0;0.033205470168080946;0.09873193228442995;0.00503549750813152;0.09843484775068445;0.0;0.010840797126225047;0.09445908303679042;0.0;0.01022569765270045;0.08829012008948091;0.176667307943996;0.0;0.15891764291151567;0.0;0.010674423328211296;0.0;0.0;0.0;0.0;0.0;0.12213173300517399;0.011890339739381478;0.7731132441238066;0.05322056358696159;0.05038208982079265;0.0;0.176667307943996;0.0;0.0;0.046875373730982314;0.005439344724655555;0.12078933316726453;0.004334589126298501;0.0465186892251035;0.0;0.176667307943996;0.09908801506273343;0.015946230031755396;0.010194876917698917;0.06452537078600232;0.0;0.0;0.03678336670254364;0.176667307943996;0.0;0.03203300198081839;0.06271770720863407;0.1586066884032438;0.0;0.0;0.09840791439978333;0.05443224008914753;0.0;0.034662736913213595
GO:0043508;0.0384679014521214;0.0;0.0016126000802902012;0.008475984234954938;1.0;0.028485447527607285;0.0016126000802902012;0.0;9.044646850939408E-4;0.0016126000802902012;0.016273677988950085;0.00484730833218671;0.0;0.058609504581623124;0.0016126000802902012;0.0;0.02208071940127385;0.028485447527607285;0.0016126000802902012;0.0;0.007612678651809766;0.0;0.00484730833218671;0.0;0.0;0.0;0.0;0.0;0.00484730833218671;0.00484730833218671;0.007612678651809766;0.00484730833218671;0.00484730833218671;0.0;0.0016126000802902012;0.0;0.0;0.0016126000802902012;0.00461253215244131;0.0016126000802902012;0.016273677988950085;0.00484730833218671;0.0;0.0016126000802902012;9.044646850939408E-4;0.014330675424007096;0.1346180985635552;0.007937660269002684;0.0;0.0;0.0016126000802902012;0.0016126000802902012;0.0;0.00461253215244131;0.028485447527607285;0.028485447527607285;0.0;0.0;0.0016126000802902012;0.0016126000802902012;0.0;0.0016126000802902012
GO:2000041;0.16920365382810118;0.0;0.14205611450015088;0.0824840293362467;0.028485447527607285;1.0;0.017472660861452403;0.0;0.0506590243270875;0.017472660861452403;0.015136182446102072;0.0525210035732785;0.0;0.03258631007139714;0.0506590243270875;0.0;0.01022569765270045;0.30864227914897013;0.017472660861452403;0.0;0.09183801973873972;0.0;0.05703179615052346;0.0;0.0;0.0;0.0;0.0;0.0525210035732785;0.03574112614509015;0.0824840293362467;0.0525210035732785;0.0525210035732785;0.0;0.017472660861452403;0.0;0.0;0.017472660861452403;0.005439344724655555;0.0506590243270875;0.013029324657314607;0.0525210035732785;0.0;0.017472660861452403;0.009799952819649379;0.015946230031755396;0.030644741019662348;0.017472660861452403;0.0;0.0;0.050885450984325044;0.017472660861452403;0.0;0.017472660861452403;0.23467980712921163;0.4145611245460526;0.0;0.0;0.017472660861452403;0.017472660861452403;0.0;0.0506590243270875
GO:0045600;0.009578849884108204;0.0;0.028900264053219014;0.06968481436172225;0.0016126000802902012;0.017472660861452403;1.0;0.0;0.17180937696579324;0.208750490375934;0.00503549750813152;0.06968481436172225;0.0;0.010840797126225047;0.2042175986464048;0.0;0.030632490292028372;0.01870256991752583;0.06968481436172225;0.0;0.10084413643145626;0.0;0.03128235497201659;0.0;0.0;0.0;0.0;0.0;0.06968481436172225;0.03484570707273376;0.06968481436172225;0.05322056358696159;0.05038208982079265;0.0;0.208750490375934;0.0;0.0;0.48587836730467326;0.016294308724158792;0.2042175986464048;0.004334589126298501;0.13632719112110198;0.0;0.06968481436172225;0.06968481436172225;0.04776913548907838;0.010194876917698917;0.039084367195468886;0.0;0.0;0.06558228427868903;0.06968481436172225;0.0;0.03203300198081839;0.01328554432758263;0.03359778734293871;0.0;0.0;0.208750490375934;0.5642077244020035;0.0;0.35929044778094216
GO:0046854;0.0;0.0;0.01222188623923354;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015393928619663268;0.0;0.0;0.015393928619663268;0.015393928619663268;0.0;0.015393928619663268;0.0;0.0;0.015393928619663268;0.039627128278400536;0.015393928619663268;0.015393928619663268;0.0;0.0;0.0;0.0;0.0;0.06310849171233121;0.0;0.015393928619663268;0.22242648582900584;0.0;0.0;0.0;0.0;0.0;0.0;0.015393928619663268;0.0;0.0;0.0;0.015393928619663268;0.015393928619663268;0.023743746809502336;0.0;0.015393928619663268;0.015393928619663268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.015393928619663268;0.0
GO:0045766;0.005372523262204567;0.0;0.0837914265800942;0.033205470168080946;9.044646850939408E-4;0.0506590243270875;0.17180937696579324;0.0;1.0;0.059203133899649846;0.002824277217674385;0.033205470168080946;0.0;0.006080316055282548;0.17164947137953412;0.0;0.01022569765270045;0.010489776242512815;0.033205470168080946;0.0;0.03366365709627272;0.0;0.030948684653662784;0.0;0.0;0.0;0.0;0.0;0.033205470168080946;0.0344740285919217;0.033205470168080946;0.029850004891814687;0.028257980116147188;0.0;0.059203133899649846;0.0;0.0;0.13895638838205013;0.005439344724655555;0.17164947137953412;0.0024311562656152597;0.13487306986640907;0.0;0.033205470168080946;0.059203133899649846;0.015946230031755396;0.0057180365136027134;0.033205470168080946;0.0;0.0;0.17164947137953412;0.033205470168080946;0.0;0.01796646261110231;0.00745151002620946;0.018844109286857823;0.0;0.0;0.059203133899649846;0.1579640914351026;0.0;0.10275350038892153
GO:0030307;0.009578849884108204;0.0;0.028900264053219014;0.09873193228442995;0.0016126000802902012;0.017472660861452403;0.208750490375934;0.0;0.059203133899649846;1.0;0.00503549750813152;0.32451901292120794;0.0;0.010840797126225047;0.14283139408822715;0.0;0.030632490292028372;0.01870256991752583;0.09873193228442995;0.0;0.10084413643145626;0.0;0.010674423328211296;0.0;0.0;0.0;0.0;0.0;0.09873193228442995;0.011890339739381478;0.09873193228442995;0.05322056358696159;0.05038208982079265;0.0;0.2957651458057049;0.0;0.0;0.14042165918824284;0.016294308724158792;0.09873193228442995;0.004334589126298501;0.0465186892251035;0.0;0.09873193228442995;0.09873193228442995;0.04776913548907838;0.010194876917698917;0.05537612650142185;0.0;0.0;0.03678336670254364;0.09873193228442995;0.0;0.03203300198081839;0.01328554432758263;0.03359778734293871;0.0;0.0;0.29479450545988367;0.16305929656191584;0.0;0.1038370180746291
