;GO:1902230;GO:0008584;GO:0090179;GO:0014066;GO:0043508;GO:2000041;GO:0045600;GO:0046854;GO:0045766;GO:0030307;GO:0045892;GO:0030308;GO:0001701;GO:0043154;GO:0010975;GO:0055007;GO:0033138;GO:1902042;GO:0007186;GO:0000902;GO:0090263;GO:0043312;GO:0042662;GO:0006897;GO:0071560;GO:0043161;GO:0031668;GO:0071481;GO:0050680;GO:2000726;GO:0010469;GO:0010667;GO:0030336;GO:0016567;GO:0008284;GO:0002063;GO:0006661;GO:0045669;GO:0045944;GO:1904956;GO:0000122;GO:0010719;GO:0001569;GO:0060070;GO:0033630;GO:0010950;GO:0050732;GO:0016458;GO:0048708;GO:0006351;GO:0061185;GO:0090244;GO:0048821;GO:0006357;GO:0030514;GO:0090090;GO:0007517;GO:0045087;GO:0043065;GO:2000741;GO:0030199;GO:0032332
GO:1902230;1.0;0.0;0.2733764861840696;0.5315750709824847;0.515606029309442;0.44901542121461324;0.309836207534499;0.0;0.28684120333210544;0.3917978117979536;0.4634939224474593;0.512102059657366;0.0;0.595921423885999;0.38152836911008525;0.0;0.2574024755403231;0.6427338415395762;0.4279624626812486;0.0;0.4191509897047147;0.0;0.3917484815781022;0.0;0.0;0.0;0.0;0.0;0.4694536611128263;0.4144097185675188;0.5200284790179637;0.5127983023650879;0.4791702173678352;0.0;0.4259793140266045;0.0;0.0;0.309836207534499;0.35402944144341486;0.31688053906977975;0.431206738088829;0.4456390540588688;0.0;0.3551346788351599;0.2737389623204306;0.3046493183723101;0.38353014821131987;0.39419044095315164;0.0;0.0;0.33471367158055215;0.2733764861840696;0.0;0.39693741409870287;0.5419832656514005;0.5250254340056162;0.0;0.0;0.5902874422418747;0.29020615116898657;0.0;0.31968093045037527
GO:0008584;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3767784303299453;0.0;0.0;0.4997237484841964;0.0;0.0;0.0;0.539856842185299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.528011578765408;0.0;0.0;0.0;0.0;0.0;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.4730493605834032;0.0;0.0;0.0;0.528011578765408;0.0;0.0;0.0;0.6436004097173036;0.0;0.0;0.0;0.0;0.0
GO:0090179;0.2733764861840696;0.0;1.0;0.2832212090999459;0.209731877021625;0.5653581322362562;0.3413370766503811;0.2610185749042658;0.44285522490264057;0.3523069098236201;0.3500545971891353;0.35334026042020905;0.0;0.2574024755403231;0.6718228327724796;0.4389261112405218;0.22656154200654188;0.24057281055540614;0.6308316816822342;0.4790592049416244;0.28273593724946766;0.3855773354389354;0.5265673516624105;0.0;0.28367981189368235;0.44591105330956243;0.4569685357562198;0.24138851853875337;0.3238654811388204;0.3972085630698213;0.42773091795977247;0.19694059100882855;0.36038459195548983;0.3012369645589021;0.386488412052271;0.4122517233397286;0.3232957356574607;0.3413370766503811;0.33719977645849797;0.6071750027321741;0.32190873040274914;0.4242965809889273;0.0;0.7160739412274528;0.27653935370102606;0.3033083921806614;0.2602208719763757;0.46468416117704725;0.4122517233397286;0.4928671133341394;0.5142926342680505;0.6343157485763624;0.4122517233397286;0.3801077491137859;0.30005087408486286;0.2925806601653439;0.0;0.0;0.3495434188513634;0.3240221398149859;0.31048236645534294;0.3848056790145938
GO:0014066;0.5315750709824847;0.0;0.2832212090999459;1.0;0.4652816144464905;0.40512171610039327;0.30005087408486286;0.0;0.29668592624798173;0.3789812977244133;0.3612402462966602;0.38001464832100224;0.0;0.28407686344111627;0.3913730920259615;0.0;0.2532359299073351;0.4219513810853102;0.41514594860770826;0.0;0.4712870059755199;0.0;0.2894948054273031;0.0;0.0;0.0;0.0;0.0;0.35053986903961354;0.3049835442205714;0.5894794321241641;0.22361497890962173;0.3697440430208878;0.0;0.4131627999530642;0.0;0.0;0.30005087408486286;0.3498628958104269;0.326725261985656;0.334571849754678;0.326725261985656;0.0;0.3649794017510362;0.2835836852363069;0.3004827727393221;0.2868952598771689;0.3285459091541066;0.0;0.0;0.24943908341599474;0.2832212090999459;0.0;0.3912933982213108;0.4712870059755199;0.4811317288913962;0.0;0.0;0.3762178067521566;0.28273593724946766;0.0;0.3098955970007391
GO:0043508;0.515606029309442;0.0;0.209731877021625;0.4652816144464905;1.0;0.39524076302878874;0.24057281055540614;0.0;0.22772024499225957;0.3153619166227125;0.45901401167440975;0.3760599342918009;0.0;0.4248457838889312;0.31788375994764057;0.0;0.45896633889427585;0.41207042801370564;0.35152656750600747;0.0;0.3695176490911343;0.0;0.2956825300373487;0.0;0.0;0.0;0.0;0.0;0.3507264725826564;0.3084738160501451;0.46090752067811785;0.23394402109191154;0.37323431485046155;0.0;0.3495434188513634;0.0;0.0;0.24057281055540614;0.364828370810083;0.2532359299073351;0.43234561513242764;0.32691186552869883;0.0;0.2914900696727153;0.2100943531579859;0.38600438696651157;0.589912002401906;0.42729812458714383;0.0;0.0;0.2514390060525951;0.209731877021625;0.0;0.4040144471530908;0.4560597527498941;0.4659044756657703;0.0;0.0;0.3200434115092309;0.22656154200654188;0.0;0.2504175334712824
GO:2000041;0.44901542121461324;0.0;0.5653581322362562;0.40512171610039327;0.39524076302878874;1.0;0.3609671330158935;0.0;0.44285522490264057;0.5526121304173538;0.42703420109702994;0.6691878380769773;0.0;0.3325558814060908;0.44665311767430377;0.0;0.21377025599374544;0.44901542121461324;0.36884150434140267;0.0;0.5752028551521325;0.0;0.47921541805815654;0.0;0.0;0.0;0.0;0.0;0.40316020457683227;0.4625169685053098;0.5031988140330468;0.26939654409412445;0.4396793153935017;0.0;0.3668583556867586;0.0;0.0;0.3609671330158935;0.3231885079096337;0.3820052876339983;0.3970621362685169;0.49374630399665986;0.0;0.33830501385024303;0.25690929733551365;0.26101709882573243;0.33389680759773943;0.3773607759682347;0.0;0.0;0.45024225111094973;0.25654682119915273;0.0;0.36461901032051763;0.49835104610482306;0.6913400772348565;0.0;0.0;0.33405468005809513;0.3413370766503811;0.0;0.3848056790145938
GO:0045600;0.309836207534499;0.0;0.3413370766503811;0.30005087408486286;0.24057281055540614;0.3609671330158935;1.0;0.0;0.5153280389509884;0.5114128933339588;0.36688426217405223;0.3928311623945425;0.0;0.2897208793185083;0.5077380266966918;0.0;0.3502150025146677;0.2574024755403231;0.4279624626812486;0.0;0.3965194467809733;0.0;0.4386634157266968;0.0;0.0;0.0;0.0;0.0;0.3603252024892497;0.4613246527161134;0.3950967913936122;0.22656154200654188;0.3772142569404068;0.0;0.5455943955626097;0.0;0.0;0.5968253170502008;0.42952703158236427;0.4234601402908738;0.33873839538766604;0.4925539882074634;0.0;0.3551346788351599;0.3729389116398427;0.3974618453466547;0.2910618055101569;0.31870118623823035;0.0;0.0;0.3609671330158935;0.2733764861840696;0.0;0.39693741409870287;0.33651059543529216;0.3094103251502608;0.0;0.0;0.4859881653722856;0.5545340236952718;0.0;0.6066700399660772
GO:0046854;0.0;0.0;0.2610185749042658;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29473729434033974;0.0;0.0;0.3733132580465157;0.33487038804144237;0.0;0.24138851853875337;0.0;0.0;0.19457357436122563;0.39234937596569847;0.35507101221096676;0.1817822883484292;0.0;0.0;0.0;0.0;0.0;0.32007280341815864;0.0;0.28769296280505896;0.7425597555413941;0.0;0.0;0.0;0.0;0.0;0.0;0.3427767675553561;0.0;0.0;0.0;0.3401254006423776;0.28769296280505896;0.41664419900085886;0.0;0.2610185749042658;0.28769296280505896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22407358170335817;0.0
GO:0045766;0.28684120333210544;0.0;0.44285522490264057;0.29668592624798173;0.22772024499225957;0.44285522490264057;0.5153280389509884;0.0;1.0;0.46265645676095085;0.365345512379298;0.36448985803812767;0.0;0.27417086097488985;0.49389996050629076;0.0;0.3282611205033203;0.2573411959899729;0.3996211583248337;0.0;0.387739184032777;0.0;0.5045937338480778;0.0;0.0;0.0;0.0;0.0;0.33733019828685623;0.44445540590180826;0.3894167240266139;0.21595340251127143;0.37384930910352565;0.0;0.49683795898960176;0.0;0.0;0.5153280389509884;0.4403768251996804;0.4292521304659853;0.3386771158373159;0.4715434238209143;0.0;0.36908466783367405;0.40335608948691276;0.3755079633353073;0.2782092399470103;0.3491183640853004;0.0;0.0;0.4053781339457876;0.28732647518258375;0.0;0.39539866430394865;0.3135155912328987;0.30787157535550663;0.0;0.0;0.4545466656346728;0.48852548438932786;0.0;0.5251727618668647
GO:0030307;0.3917978117979536;0.0;0.3523069098236201;0.3789812977244133;0.3153619166227125;0.5526121304173538;0.5114128933339588;0.0;0.46265645676095085;1.0;0.44349956628348547;0.7834443140961981;0.0;0.36633618342794155;0.5703293110201486;0.0;0.42914542615421813;0.3321915816076294;0.5140653845169472;0.0;0.47848105104442795;0.0;0.3717541254141284;0.0;0.0;0.0;0.0;0.0;0.4422868067527044;0.3913841817796408;0.47705839565706687;0.2998731778294442;0.4561446805799572;0.0;0.6471860561915768;0.0;0.0;0.5114128933339588;0.5061423356917976;0.39581096270933025;0.4135275014549724;0.4184721996987468;0.0;0.4340651024747104;0.45904183347554134;0.4763922689862051;0.36585091157746324;0.3953164903476636;0.0;0.0;0.31620966460955174;0.3523069098236201;0.0;0.4735527182081361;0.4184721996987468;0.3860256292596941;0.0;0.0;0.5720910872079843;0.4786092177052953;0.0;0.521257616249835
