;GO:0009790;GO:0016525;GO:0061333;GO:0008584;GO:0032570;GO:0046854;GO:0045766;GO:0002244;GO:0000187;GO:0030823;GO:0045893;GO:0001701;GO:2000353;GO:2001205;GO:0034504;GO:0019800;GO:2000491;GO:0036120;GO:0048008;GO:0045652;GO:0007266;GO:0051895;GO:0048015;GO:0071363;GO:0045780;GO:0048013;GO:0071364;GO:0010544;GO:0018146;GO:0018149;GO:2000249;GO:0034614;GO:0034976;GO:0051897;GO:0035025;GO:0006024;GO:0002581;GO:0038091;GO:0002576;GO:0071394;GO:0000165;GO:0007229;GO:0034605;GO:0051781;GO:0010757;GO:0048146;GO:0019221;GO:0003429;GO:0010759;GO:0010754;GO:2000379;GO:2001223;GO:0010751;GO:0008210;GO:0022617;GO:0044344;GO:0048701;GO:0006710;GO:0071260;GO:1990314;GO:2001237;GO:0050900;GO:0010763;GO:0007050;GO:0007171;GO:0040037;GO:0045727;GO:0007179;GO:0048557;GO:0045840;GO:0060326;GO:0031954;GO:0006518;GO:0030509;GO:0048685;GO:0042340;GO:0033574;GO:0051965;GO:0007186;GO:0043552;GO:0060437;GO:0043434;GO:0030855;GO:0032914;GO:0071560;GO:0002605;GO:0032355;GO:0035987;GO:0010469;GO:0033327;GO:0006986;GO:0043687;GO:0071230;GO:2000739;GO:1904707;GO:2001027;GO:0071356;GO:0014911;GO:0050777;GO:0050776;GO:0007043;GO:0045995;GO:0061304;GO:2000866;GO:0045089;GO:0070374;GO:0006508;GO:0032695;GO:0014068;GO:0021957;GO:0015031;GO:0046697;GO:0090051;GO:0042535;GO:0001666;GO:0032967;GO:0010812;GO:0010811;GO:0070208;GO:1902043;GO:0035793;GO:0016239;GO:0035790;GO:0000902;GO:0042542;GO:0032836;GO:0032956;GO:0030539;GO:0035789;GO:0016485;GO:0043406;GO:0045944;GO:0001890;GO:0048661;GO:0050730;GO:0071670;GO:0001649;GO:0010596;GO:0048545;GO:0043536;GO:0090280;GO:0007517;GO:1902618;GO:1990830;GO:0071300;GO:0031960;GO:0032496;GO:0030199;GO:0030511;GO:0071306;GO:0018108;GO:0023019;GO:0046777;GO:0009749;GO:0032526;GO:0048048;GO:0043154;GO:0043032;GO:0055003;GO:0090263;GO:0090141;GO:0038063;GO:0046426;GO:0032516;GO:0010748;GO:0010863;GO:0030334;GO:0050920;GO:0050921;GO:0048050;GO:0030335;GO:0035583;GO:0060981;GO:0033280;GO:0035582;GO:0051591;GO:1903588;GO:1903225;GO:0006469;GO:0000122;GO:0030206;GO:0010718;GO:1900747;GO:0030208;GO:0009968;GO:0030207;GO:0045112;GO:0001569;GO:0010952;GO:0010951;GO:0051901;GO:2000573;GO:0051918;GO:0006351;GO:0044267;GO:0060857;GO:0007204;GO:0043066;GO:0043065
GO:0009790;1.0;0.0;0.37453766765810004;0.47185665496370427;0.0;0.0;0.0;0.42514646478679813;0.0;0.0;0.0;0.8287401686841773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2401703489273929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3534091880322463;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39914500238775164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5386175588017139;0.0;0.42514646478679813;0.0;0.0;0.0;0.0;0.42514646478679813;0.0;0.37079171306599507;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3985526309777075;0.0;0.0;0.0;0.0;0.0;0.0;0.24088729838889;0.0;0.5318996805140181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3488564695135201;0.0;0.46774664392301435;0.0;0.42288805171088867;0.0;0.0;0.0;0.0;0.5000564625791888;0.0;0.0;0.0;0.42514646478679813;0.0;0.0;0.0;0.0;0.5728539702715275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3530271756256926;0.0;0.0;0.23979930150110773;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3530179993457189;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42987211907221456;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4724009108326422;0.0;0.0;0.0
GO:0016525;0.0;1.0;0.0;0.0;0.0;0.0;0.6510361501759024;0.0;0.11204941537824419;0.24900874594912292;0.1623595975764814;0.0;0.24908158647542375;0.42556044429227413;0.0;0.0;0.3031080924445582;0.0;0.302392274990272;0.49079420354271946;0.3023794910432482;0.26347794750856157;0.31369523055522053;0.0;0.3406663106136387;0.302392274990272;0.0;0.3105718776423282;0.0;0.0;0.3032372738704952;0.0;0.0;0.23483791567653758;0.2113850071811229;0.0;0.378609883843408;0.24107145477969755;0.0;0.0;0.19025175112096293;0.3259262064063246;0.0;0.32688394631057754;0.224610412256882;0.30315337646160245;0.3259262064063246;0.0;0.16533501868019168;0.29343881380971626;0.2826038168086271;0.4334632647091349;0.29343881380971626;0.18767340294998222;0.0;0.0;0.0;0.1546869974802488;0.0;0.0;0.251037095878616;0.0;0.2417449193311292;0.36348068267387595;0.12677659684110076;0.293370147958847;0.16538066334950954;0.30238591606128284;0.0;0.22252194432044797;0.0;0.1724654320583629;0.0;0.1913020669649756;0.30446213707930136;0.0;0.0;0.38575462040708847;0.33914822171593495;0.16484248197340837;0.0;0.0;0.0;0.35322006270479317;0.0;0.378609883843408;0.0;0.0;0.30180803103438064;0.0;0.0;0.0;0.0;0.40871782000361573;0.2826672947161614;0.31182854629778983;0.0;0.24174494360494708;0.37852174143240896;0.3548262751898087;0.0;0.5919292418345597;0.0;0.1867134401520704;0.2563884865964358;0.1381769840965455;0.0;0.5271233966696187;0.23483791567653758;0.0;0.0;0.0;0.608591126067425;0.19850972090568195;0.0;0.28252342035257066;0.3782411137743117;0.3267359889328303;0.0;0.19181522746369778;0.27566492567439427;0.23517257119763688;0.29186918170585374;0.0;0.0;0.0;0.3145915676057523;0.0;0.0;0.0;0.115077950500897;0.1563905932116605;0.0;0.3031529928293962;0.24176384846416396;0.0;0.0;0.3766177934445696;0.0;0.25747587238231784;0.2646023265624589;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21666853918628337;0.0;0.0;0.33914822171593495;0.0;0.0;0.0;0.0;0.17784845182942982;0.2646093545368666;0.0;0.23483604887909618;0.36094791610041704;0.2919106166428167;0.2780125707385607;0.14748093483641433;0.23460911105130283;0.19528662668647173;0.3143528280508833;0.34008409251061095;0.28232861878764026;0.0;0.2564081709629909;0.21420545681737765;0.0;0.0;0.16622551294283516;0.0;0.7307555990557976;0.6032298148297535;0.18428348901550617;0.1918886498623317;0.0;0.4456905748336044;0.27787239677506215;0.0;0.3300949909016569;0.0;0.0;0.0;0.17862575871461558;0.21417584797143963;0.25520892996524636;0.18352878041845874;0.2861621578056796;0.0;0.0;0.0;0.1600625993975771;0.3531369590443697;0.28261495578221574
GO:0061333;0.37453766765810004;0.0;1.0;0.31679655075071056;0.0;0.0;0.0;0.37536514713190167;0.0;0.0;0.0;0.3167318909734083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3741374635529896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42726751213397673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4764391974212068;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3514465022569676;0.0;0.37536514713190167;0.0;0.0;0.0;0.0;0.37536514713190167;0.0;0.3323502507366377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5935828311887195;0.0;0.0;0.0;0.0;0.0;0.0;0.3007376968739135;0.0;0.3526735613558639;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4223035253786424;0.0;0.31430770578836364;0.0;0.28686180738557965;0.0;0.0;0.0;0.0;0.33375826066906694;0.0;0.0;0.0;0.37536514713190167;0.0;0.0;0.0;0.0;0.3766377446643915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4268514789156068;0.0;0.0;0.22310990491766716;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4268414843267612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6701232597523981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3171258073493409;0.0;0.0;0.0
GO:0008584;0.47185665496370427;0.0;0.31679655075071056;1.0;0.0;0.0;0.0;0.35226497094890796;0.0;0.0;0.0;0.40284914875063227;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21503744274925332;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30154789183883834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33422495806547337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33111674218971837;0.0;0.35226497094890796;0.0;0.0;0.0;0.0;0.35226497094890796;0.0;0.5318670404712321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3338095113804387;0.0;0.0;0.0;0.0;0.0;0.0;0.21561201188296908;0.0;0.6762076240091968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2982270400209069;0.0;0.3999263340979894;0.0;0.734710276572954;0.0;0.0;0.0;0.0;0.8482039197353549;0.0;0.0;0.0;0.35226497094890796;0.0;0.0;0.0;0.0;0.591399943294346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3012697263273072;0.0;0.0;0.21473994133294538;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3012630434571953;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2731515340457502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40332386804445525;0.0;0.0;0.0
GO:0032570;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4199002014854831;0.0;0.0;0.0;0.0;0.0;0.40409053152486696;0.0;0.0;0.4199002014854831;0.0;0.0;0.0;0.0;0.34887738456155054;0.2730868798364138;0.0;0.0;0.0;0.0;0.0;0.0;0.599839211698214;0.0;0.0;0.2402091489029557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4199002014854831;0.0;0.0;0.2310761620870744;0.4279427178266218;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.849950100676264;0.0;0.0;0.0;0.0;0.6221538044108474;0.0;0.0;0.4199002014854831;0.0;0.8050796860881602;0.0;0.0;0.0;0.4592049537519565;0.0;0.4067668723994413;0.0;0.0;0.0;0.3748981997075883;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2732179630740658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44846078670148387;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8352370063313183;0.0;0.0;0.0;0.31115907472023197;0.3748981997075883;0.45672118646051546;0.8029497964930234;0.5423839973427173;0.0;0.0;0.3544175850179006;0.0;0.0;0.0;0.5068349038920269;0.613471732176093;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5750064288715135;0.0;0.5441513761411946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0046854;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.22444131878890353;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29585546112577166;0.0;0.17306678484978355;0.19530247205438975;0.0;0.19529525622833493;0.0;0.20165240653963198;0.19545166219446727;0.0;0.19530247205438975;0.17306678484978355;0.0;0.2583514229727547;0.3900499979615674;0.0;0.1731998260231627;0.21622840091082524;0.0;0.0;0.220901436332168;0.0;0.15978246696262197;0.18922614115155992;0.14140007523595788;0.43246936233067657;0.2084569401211171;0.19508617595542904;0.0;0.0;0.0;0.2084569401211171;0.15956373150770714;0.0;0.0;0.0;0.0;0.0;0.4528091534884834;0.20905794379440348;0.17306678484978355;0.0;0.3804461947188857;0.18901881716590946;0.1383227653145405;0.0;0.2080668575999978;0.0;0.1887813947759236;0.08834758775202173;0.0;0.0;0.1952988828027685;0.0;0.0;0.2013578370959316;0.0;0.39783378280714365;0.12955369771336023;0.0;0.25834081939572123;0.0;0.0;0.21573595145001387;0.0;0.0;0.0;0.22444131878890353;0.0;0.17306678484978355;0.0;0.0;0.22444131878890353;0.0;0.20831992634996782;0.0;0.3900499979615674;0.14800032898223034;0.0;0.0;0.0;0.1838312007283318;0.0;0.0;0.0;0.20226243014984951;0.0;0.0;0.0;0.0;0.0;0.3406036239430437;0.0;0.0;0.15987987426372569;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1900433920173054;0.0;0.10891657016134748;0.0;0.1893366326355585;0.20121188250996677;0.0;0.20108462803521598;0.0;0.0;0.20203282216089055;0.3198984459650595;0.0;0.0;0.0;0.0;0.0;0.1834273034100871;0.22444131878890353;0.0;0.0;0.0;0.0;0.0;0.18936695800134146;0.1838312007283318;0.16413318507293445;0.0;0.0;0.20214820318664267;0.0;0.13204251204566303;0.474924885673452;0.21573595145001387;0.4973523542990823;0.0;0.0;0.0;0.0;0.0;0.15939986724051566;0.0;0.0;0.1893602263678408;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20889423068238655;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2583514334135702;0.0;0.0;0.22606248577377336;0.0;0.2583408300553045;0.2810624600990801;0.0;0.0;0.0;0.0;0.0;0.0;0.29008817529046194;0.43609622098111106;0.20223437926954585;0.1450744011539046;0.0;0.0
GO:0045766;0.0;0.6510361501759024;0.0;0.0;0.0;0.0;1.0;0.0;0.1418832455847711;0.25654049456249395;0.20683211298978035;0.0;0.3206510174659629;0.30605880125453033;0.0;0.0;0.39277879543950694;0.0;0.3135720569786373;0.5076883705925378;0.3135583103054281;0.2162380152362426;0.3257430474429779;0.0;0.48981286290749415;0.3135720569786373;0.0;0.2279808478446479;0.0;0.0;0.31448078585441763;0.0;0.0;0.30179250923426726;0.27088257978430963;0.0;0.31422821557481284;0.3100376435674488;0.0;0.0;0.19461726440320298;0.33895133182623394;0.0;0.424823457199619;0.18364848686993626;0.392839651316431;0.33895133182623394;0.0;0.21069790042968906;0.24152730603340697;0.3652927574451208;0.31186260956336337;0.24152730603340697;0.19346605544666762;0.0;0.0;0.0;0.1586010794689938;0.0;0.0;0.20578000673552996;0.0;0.3109291853127613;0.30122574695241877;0.16081460132827835;0.2414691786063596;0.21075722537371736;0.3135652191696821;0.0;0.285538698132873;0.0;0.2199732892841289;0.0;0.19571647355926;0.22562798929897435;0.0;0.0;0.5622166279983142;0.3532744784699892;0.21005778577526976;0.0;0.0;0.0;0.5084850824153275;0.0;0.31422821557481284;0.0;0.0;0.3129438590032132;0.0;0.0;0.0;0.0;0.425112655551947;0.365377637609507;0.22892325426025142;0.0;0.3109292174494057;0.31415235197026864;0.3703185996940951;0.0;0.6166788894962676;0.0;0.23855516052448356;0.33035064322130026;0.17551535388473466;0.0;0.3928367243634321;0.30179250923426726;0.0;0.0;0.0;0.3914354219078955;0.2815173467332358;0.0;0.36518525634868965;0.31391082627086525;0.4246234651602286;0.0;0.24522430594480396;0.39871080357858685;0.30223484317689514;0.30227101854781996;0.0;0.0;0.0;0.3267096623516029;0.0;0.0;0.0;0.14577089419095662;0.19908527315003385;0.0;0.39283913576140683;0.24885745848827187;0.0;0.0;0.2777335799534956;0.0;0.36722263352656453;0.34127479176302694;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2778307404034996;0.0;0.0;0.3532744784699892;0.0;0.0;0.0;0.0;0.14476187396465154;0.3412841480991767;0.0;0.301790041878661;0.4931731598774742;0.3023154597110192;0.2284880237625564;0.1875425653692503;0.1920088100760275;0.20156664844207003;0.3264521835452486;0.3542900517217376;0.3649247886618294;0.0;0.330376796728061;0.17496557101437227;0.0;0.0;0.1351504919138561;0.0;0.47178576635515684;0.4529959262356155;0.15009244079292736;0.15640079842586146;0.0;0.652292007686612;0.22836971816321566;0.0;0.27266869867215404;0.0;0.0;0.0;0.22799959674700457;0.17494088731727017;0.3287836613744728;0.2343962749768362;0.3395770241818036;0.0;0.0;0.0;0.1642571369234697;0.2923581583251952;0.36530765194795556
GO:0002244;0.42514646478679813;0.0;0.37536514713190167;0.35226497094890796;0.0;0.22444131878890353;0.0;1.0;0.0;0.0;0.0;0.35218502392339196;0.0;0.0;0.0;0.1686131620797281;0.0;0.27256472056252434;0.3321155713152854;0.0;0.33209470538218977;0.0;0.3509060657732006;0.33254722512617985;0.0;0.3321155713152854;0.27256472056252434;0.0;0.17323929656054318;0.2506813575393429;0.0;0.2728948542769877;0.3975389902214063;0.0;0.0;0.0;0.0;0.24100763708485048;0.3149190458150008;0.20149634504591654;0.177035211448602;0.37203890385366706;0.3314905787108365;0.0;0.0;0.0;0.37203890385366706;0.40736252479748375;0.0;0.0;0.0;0.0;0.0;0.2587588668888245;0.37395759382729465;0.27256472056252434;0.3541458491954487;0.19996545426906867;0.3143452344011531;0.1953046758146769;0.0;0.3707982140476796;0.0;0.31368914380898777;0.10858157864362876;0.0;0.0;0.3321051921767341;0.40008492189364314;0.0;0.3500150337314343;0.0;0.33233320786433856;0.1782676019735607;0.0;0.1732295882506994;0.0;0.0;0.3958776174692267;0.0;0.39563919631261324;0.0;0.8613692629559758;0.0;0.27256472056252434;0.0;0.0;0.8613692629559758;0.0;0.7510027904198109;0.0;0.2506813575393429;0.21517042320314286;0.0;0.0;0.0;0.3002543026038131;0.0;0.0;0.0;0.3527574436774639;0.0;0.3994897594081926;0.0;0.0;0.0;0.0;0.0;0.0;0.40858029801031326;0.0;0.39719493396580213;0.0;0.0;0.0;0.0;0.0;0.0;0.31718911284998735;0.0;0.14140118370176621;0.0;0.31522519483488526;0.5920886965983698;0.0;0.4764897455704346;0.0;0.3156395035713213;0.35205962554068765;0.0;0.0;0.0;0.37336382459567746;0.0;0.0;0.2991783153761519;0.8613692629559758;0.0;0.0;0.0;0.0;0.4278544764464064;0.31530926169867457;0.3002543026038131;0.25104495618609535;0.0;0.0;0.35241014101823115;0.0;0.1830142411108756;0.201812822621988;0.3958776174692267;0.2156785945065727;0.0;0.0;0.353762243427549;0.0;0.0;0.32768205977153475;0.0;0.0;0.31529059896556155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3537530288948698;0.0;0.0;0.3734340818137409;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17323930611997704;0.0;0.0;0.14496724471771977;0.0;0.17322959801014057;0.0;0.31561231874251927;0.0;0.0;0.0;0.0;0.0;0.1641879891682977;0.2989344223219134;0.5973356987160299;0.20904093716708172;0.0;0.0
GO:0000187;0.0;0.11204941537824419;0.0;0.0;0.0;0.0;0.1418832455847711;0.0;1.0;0.2995120216822083;0.350187909831941;0.0;0.19230219048537053;0.11541072825952395;0.0;0.0;0.20882938917141347;0.0;0.14992910993678882;0.14579777780313793;0.14992659480498874;0.1278996069582419;0.1521037808946066;0.0;0.1437055790677603;0.14992910993678882;0.0;0.14107549398468444;0.0;0.0;0.15009507222895743;0.0;0.0;0.44654284344950657;0.4249224951666526;0.0;0.12008459245744606;0.18950632763660763;0.0;0.0;0.12150973975984192;0.15435148376159527;0.0;0.21502642670982802;0.27858889585816027;0.20884175005789196;0.15435148376159527;0.0;0.20117507358207432;0.2658656115535515;0.31574151377982296;0.1165489813958547;0.2658656115535515;0.0824342051938091;0.0;0.0;0.0;0.07537414642168787;0.0;0.0;0.22300254873069542;0.0;0.18974530789683297;0.1476139800772202;0.7664310579669827;0.2402504025907929;0.4390861915854056;0.14992785888814925;0.0;0.18262376003786587;0.0;0.6677104770771896;0.0;0.24147500393931698;0.1075448392205429;0.0;0.0;0.18235641593553434;0.15666636965427785;0.5713819104551319;0.0;0.0;0.0;0.14589287072550744;0.0;0.12008459245744606;0.0;0.0;0.2987866870799673;0.0;0.0;0.0;0.0;0.1545613194225406;0.20301244756752437;0.1413756897203448;0.0;0.18974531649728177;0.15003515838691447;0.1592679982440491;0.0;0.12555065027180928;0.0;0.2610438880897704;0.19477592666561927;0.8240430016032697;0.0;0.12010795136773286;0.44654284344950657;0.0;0.0;0.0;0.10930801389576403;0.38781176176814464;0.0;0.2030029905792023;0.14999104917556044;0.15449660670231882;0.0;0.3587034566896371;0.1533945907863495;0.2914578792737783;0.14781444532154883;0.0;0.0;0.0;0.15227213781772633;0.0;0.0;0.0;0.9828772210940531;0.34298024001682303;0.0;0.2088416453496443;0.4517098307756584;0.0;0.0;0.12956423516490032;0.0;0.17598711208769152;0.14188831980162286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38094941175228925;0.0;0.0;0.15666636965427785;0.0;0.0;0.0;0.0;0.2873504489748172;0.19744679762520465;0.0;0.39559811416297846;0.18965221842088106;0.14782294967817122;0.2592682007981472;0.6173773514091393;0.09658889603012763;0.19808805423797682;0.15222735336800178;0.15682591635063398;0.20292141726659327;0.0;0.19477333118282303;0.2054289971440319;0.0;0.0;0.2756434528673846;0.0;0.12060325840842714;0.1311828225529837;0.4550200971877803;0.21459635288521542;0.0;0.19473736665632704;0.23425799618830048;0.0;0.25316899164207335;0.0;0.0;0.0;0.5523321558219404;0.3188780132123321;0.1675761115138647;0.3739361762291225;0.16938643429931075;0.0;0.0;0.0;0.07662813648752444;0.14587869133557382;0.20299691933750816
GO:0030823;0.0;0.24900874594912292;0.0;0.0;0.0;0.0;0.25654049456249395;0.0;0.2995120216822083;1.0;0.39305429531402947;0.0;0.30231497060750906;0.21113739590287503;0.0;0.0;0.36561528984547437;0.0;0.364781713008774;0.34125479371304257;0.3647668247297505;0.25705758142112495;0.37792820701582863;0.0;0.26410716918841715;0.364781713008774;0.0;0.21855599616559654;0.0;0.0;0.36576570841878575;0.0;0.0;0.2854950297933684;0.2576795250971073;0.0;0.29250436558028137;0.29286282684235937;0.0;0.0;0.23248571111213723;0.39211590201314483;0.0;0.3932251909093047;0.39258271531516803;0.3656680189629309;0.39211590201314483;0.0;0.20262254926919102;0.2854972755944073;0.4755332478559008;0.21497839467379184;0.2854972755944073;0.1821930301315208;0.0;0.0;0.0;0.15094462443095152;0.0;0.0;0.24520201289696625;0.0;0.29365820223888434;0.3513737062143935;0.3382958950646936;0.2854322757411647;0.3617899860045412;0.36477430735859834;0.0;0.2709068752320484;0.0;0.4577731442473262;0.0;0.46156826006442214;0.13837248117042023;0.0;0.0;0.27008950556879957;0.40740872934825967;0.3981960129848841;0.0;0.0;0.0;0.27352435232372685;0.0;0.29250436558028137;0.0;0.0;0.36410125372038865;0.0;0.0;0.0;0.0;0.3934729556549959;0.3417579564135754;0.2194219460269602;0.0;0.29365823090453597;0.2924386277949782;0.3405148538791194;0.0;0.3272034658089132;0.0;0.22825548660991832;0.2488317337587485;0.36822727406211786;0.0;0.29264299774985364;0.2854950297933684;0.0;0.0;0.0;0.19157063418267417;0.3478055276880522;0.0;0.34158963828638605;0.36514858726742244;0.3145619659560238;0.0;0.23435381937693814;0.19442989722393533;0.3978843761171759;0.35251169375527575;0.0;0.0;0.0;0.37896928639982225;0.0;0.0;0.0;0.30749853935279436;0.3788668210584337;0.0;0.36566757226042684;0.6365904569675744;0.0;0.0;0.2638713206990266;0.0;0.2513412834031679;0.25656122383396546;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2639590227059438;0.0;0.0;0.40740872934825967;0.0;0.0;0.0;0.0;0.3122054535853986;0.3205885689852;0.0;0.2854928217269633;0.2933481066870525;0.3525600652344136;0.2708739104654032;0.3925956441000416;0.18367340523621908;0.1893596189966239;0.37869201551849807;0.3269151092762578;0.2731926451029405;0.0;0.31094526989641424;0.20994245127518132;0.0;0.0;0.3231537662056876;0.0;0.22918976407032238;0.2706729200199298;0.39259983262334636;0.3721533536482397;0.0;0.31081774827541053;0.27074084098416334;0.0;0.3200792840567529;0.0;0.0;0.0;0.3901648605042159;0.37470769529868214;0.3095336274723445;0.4432121321453832;0.18667408357451767;0.0;0.0;0.0;0.15605896687031034;0.34169840246662786;0.34169672591566824
