;GO:0006281;GO:0008380;GO:1901581;GO:1901582;GO:0060009;GO:0043620;GO:0000212;GO:0045892;GO:2000675;GO:0034622;GO:0031116;GO:0032206;GO:2001244;GO:0035556;GO:0033138;GO:2001022;GO:0098909;GO:0007020;GO:0007268;GO:0006336;GO:0097340;GO:0010628;GO:0070198;GO:0071320;GO:0030330;GO:0086091;GO:0030334;GO:0010389;GO:0035264;GO:0035023;GO:0007194;GO:0035063;GO:0008284;GO:0045787;GO:1900112;GO:0060307;GO:0006468;GO:0070192;GO:0043525;GO:1904908;GO:0000165;GO:0000086;GO:0072520;GO:0051661;GO:0032508;GO:0048024;GO:0031297;GO:0045070;GO:0045071;GO:0010571;GO:0006351;GO:0006310;GO:0051085;GO:0046847;GO:1901018;GO:0000245;GO:0006306;GO:1990830;GO:0045087;GO:0097711;GO:0072711;GO:0030032;GO:2000144;GO:0035128
GO:0006281;1.0;0.6163259161057159;0.0;0.0;0.018671662510121284;0.09176706377759336;0.018671662510121284;0.0;0.0;0.018671662510121284;0.0;0.0;0.0;0.018671662510121284;0.0;0.0;0.0;0.018671662510121284;0.018671662510121284;0.018671662510121284;0.0;0.0;0.0;0.04133675096839727;0.16079324948997548;0.0;0.0;0.0;0.0;0.0;0.0;0.018671662510121284;0.0;0.0;0.0;0.0;0.1688151985619076;0.018671662510121284;0.0;0.0;0.1315381142909043;0.018671662510121284;0.0;0.018671662510121284;0.018671662510121284;0.0;0.8054555717558404;0.0;0.0;0.0;0.19117819692555485;0.8054555717558404;0.018671662510121284;0.018671662510121284;0.0;0.018671662510121284;0.3729645040594737;0.07503791901008591;0.034045672848047145;0.018671662510121284;0.07236866008201985;0.018671662510121284;0.0;0.0
GO:0008380;0.6163259161057159;1.0;0.0;0.0;0.02866283075571471;0.012131470019932186;0.02866283075571471;0.0;0.0;0.02866283075571471;0.0;0.0;0.0;0.02866283075571471;0.0;0.0;0.0;0.02866283075571471;0.02866283075571471;0.020605771409941756;0.0;0.0;0.0;0.010285811140939306;0.02866283075571471;0.0;0.0;0.0;0.0;0.0;0.0;0.02866283075571471;0.0;0.0;0.0;0.0;0.0776589484478103;0.02866283075571471;0.0;0.0;0.05964326214353619;0.02866283075571471;0.0;0.02866283075571471;0.02866283075571471;0.0;0.737793908980597;0.0;0.0;0.0;0.19306781528701464;0.7457610086900296;0.02866283075571471;0.02866283075571471;0.0;0.02866283075571471;0.2853884158232;0.02866283075571471;0.0;0.02866283075571471;0.018007471624839955;0.02866283075571471;0.0;0.0
GO:1901581;0.0;0.0;1.0;0.12065399350425689;0.0;0.11716951701686543;0.0;0.7551453888253401;0.011430018378593037;0.0;0.0038025327237070083;0.025854346139414813;0.0038025327237070083;0.0038025327237070083;0.010876412982475145;0.0038025327237070083;0.002132739917691273;0.0;0.0;0.0;0.03837355203214247;0.0065572531789724175;0.0;0.0;0.0038025327237070083;0.002132739917691273;0.0038025327237070083;0.0038025327237070083;0.0;0.0038025327237070083;0.02932225155720045;0.0;0.0038025327237070083;0.0038025327237070083;0.010876412982475145;0.002132739917691273;0.0;0.0;0.0038025327237070083;0.011430018378593037;0.0038025327237070083;0.0;0.0;0.0016080864273256862;0.0;0.03370485627969427;0.0;0.002132739917691273;0.0038025327237070083;0.03573268704415558;0.0;0.0;0.0;0.0;0.0038025327237070083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11716951701686543;0.0
GO:1901582;0.0;0.0;0.12065399350425689;1.0;0.0;0.14254285735704197;0.0;0.14254285735704197;0.004625980318352198;0.0;0.01385776325546021;0.10669285835645066;0.01385776325546021;0.004625980318352198;0.04646931090264685;0.01385776325546021;0.0025945898695082757;0.0;0.0;0.0;0.013231726337952518;0.03415971844828773;0.0;0.0;0.004625980318352198;0.0025945898695082757;0.004625980318352198;0.004625980318352198;0.0;0.004625980318352198;0.008613736697777905;0.0;0.01385776325546021;0.01385776325546021;0.013231726337952518;0.0025945898695082757;0.0;0.0;0.01385776325546021;0.004625980318352198;0.004625980318352198;0.0;0.0;0.0019563214056356167;0.0;0.04100372386296101;0.0;0.004625980318352198;0.0025945898695082757;0.10669285835645066;0.0;0.0;0.0;0.0;0.01385776325546021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7018887419235779;0.0
GO:0060009;0.018671662510121284;0.02866283075571471;0.0;0.0;1.0;0.012131470019932186;0.04832726556573109;0.0;0.0;0.06239268244724944;0.0;0.0;0.0;0.06239268244724944;0.0;0.0;0.0;0.06239268244724944;0.06239268244724944;0.020605771409941756;0.0;0.0;0.0;0.010285811140939306;0.0391778597594619;0.0;0.0;0.0;0.06239268244724944;0.0;0.0;0.06239268244724944;0.0;0.0;0.0;0.0;0.018943192534739486;0.06239268244724944;0.0;0.0;0.01454866207651827;0.06239268244724944;0.2684682870856198;0.06239268244724944;0.06239268244724944;0.0;0.022351548929748295;0.0;0.0;0.0;0.005791764842280598;0.02259291310586302;0.06239268244724944;0.05749452510333086;0.0;0.05056306262365817;0.008645873952889143;0.04124057718599388;0.0;0.06239268244724944;0.018007471624839955;0.043050513132991935;0.0;0.05713445381648443
GO:0043620;0.09176706377759336;0.012131470019932186;0.11716951701686543;0.14254285735704197;0.012131470019932186;1.0;0.012131470019932186;0.155161534124081;0.028686462962179998;0.012131470019932186;0.01844787245556677;0.10736870295105955;0.013350234051911655;0.028686462962179998;0.029248639994943114;0.028686462962179998;0.01608947748835405;0.012131470019932186;0.012131470019932186;0.012131470019932186;0.017858782567569915;0.04946818715838698;0.0;0.04133675096839727;0.09176706377759336;0.01608947748835405;0.028686462962179998;0.028686462962179998;0.0;0.028686462962179998;0.008613736697777905;0.012131470019932186;0.028686462962179998;0.028686462962179998;0.08205210601816441;0.01608947748835405;0.012131470019932186;0.012131470019932186;0.028686462962179998;0.005791312106737859;0.028686462962179998;0.012131470019932186;0.0;0.012131470019932186;0.012131470019932186;0.2542708193633809;0.012131470019932186;0.01608947748835405;0.01608947748835405;0.06557598312710779;0.005791764842280598;0.012131470019932186;0.012131470019932186;0.012131470019932186;0.010950053009155714;0.012131470019932186;0.008645873952889143;0.04875410876431076;0.0221203687267064;0.012131470019932186;0.04875410876431076;0.012131470019932186;0.15326220446487498;0.0
GO:0000212;0.018671662510121284;0.02866283075571471;0.0;0.0;0.04832726556573109;0.012131470019932186;1.0;0.0;0.0;0.1643741968626116;0.0;0.0;0.0;0.04832726556573109;0.0;0.0;0.0;0.43497594132993117;0.04832726556573109;0.07008584256928257;0.0;0.0;0.0;0.010285811140939306;0.0391778597594619;0.0;0.0;0.0;0.0;0.0;0.0;0.21455590289829346;0.0;0.0;0.0;0.0;0.018943192534739486;0.2777850025867941;0.0;0.0;0.01454866207651827;0.1060989167587413;0.04832726556573109;0.04832726556573109;0.21455590289829346;0.0;0.022351548929748295;0.0;0.0;0.0;0.005791764842280598;0.02259291310586302;0.04832726556573109;0.1643741968626116;0.0;0.1643741968626116;0.008645873952889143;0.04124057718599388;0.0;0.04832726556573109;0.018007471624839955;0.14642652419748617;0.0;0.0
GO:0045892;0.0;0.0;0.7551453888253401;0.14254285735704197;0.0;0.155161534124081;0.0;1.0;0.015136182446102072;0.0;0.00503549750813152;0.03423757401158513;0.00503549750813152;0.00503549750813152;0.014403071439519554;0.00503549750813152;0.002824277217674385;0.0;0.0;0.0;0.050816111175404396;0.008683431397459099;0.0;0.0;0.00503549750813152;0.002824277217674385;0.00503549750813152;0.00503549750813152;0.0;0.00503549750813152;0.02932225155720045;0.0;0.00503549750813152;0.00503549750813152;0.014403071439519554;0.002824277217674385;0.0;0.0;0.00503549750813152;0.015136182446102072;0.00503549750813152;0.0;0.0;0.002129505723165616;0.0;0.04463359874596277;0.0;0.002824277217674385;0.00503549750813152;0.04731895019545739;0.0;0.0;0.0;0.0;0.00503549750813152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15326220446487498;0.0
GO:2000675;0.0;0.0;0.011430018378593037;0.004625980318352198;0.0;0.028686462962179998;0.0;0.015136182446102072;1.0;0.0;0.01844787245556677;0.01579127177581069;0.027211473538553764;0.0612840738504301;0.01022569765270045;0.0612840738504301;0.03437261428538941;0.0;0.0;0.0;0.018767787991824495;0.03437261428538941;0.0;0.0;0.0612840738504301;0.03437261428538941;0.0612840738504301;0.0612840738504301;0.0;0.0612840738504301;0.0038080703427215423;0.0;0.0612840738504301;0.0612840738504301;0.0612840738504301;0.03437261428538941;0.0;0.0;0.09048454609817601;0.01740808261911555;0.0344022327979711;0.0;0.0;0.02591695970311789;0.0;0.04317529525837783;0.0;0.03437261428538941;0.0612840738504301;0.00697833950807991;0.0;0.0;0.0;0.0;0.010950053009155714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00497385807010944;0.0
GO:0034622;0.018671662510121284;0.02866283075571471;0.0;0.0;0.06239268244724944;0.012131470019932186;0.1643741968626116;0.0;0.0;1.0;0.0;0.0;0.0;0.08330205454180095;0.0;0.0;0.0;0.2833329829863892;0.08330205454180095;0.24736210317119828;0.0;0.0;0.0;0.010285811140939306;0.0391778597594619;0.0;0.0;0.0;0.0;0.0;0.0;0.2833329829863892;0.0;0.0;0.0;0.0;0.018943192534739486;0.25572908601198074;0.0;0.0;0.01454866207651827;0.07750509165065662;0.0;0.07317647735258492;0.2833329829863892;0.0;0.022351548929748295;0.0;0.0;0.0;0.005791764842280598;0.02259291310586302;0.08330205454180095;0.2552552808615986;0.0;0.6069845804137476;0.008645873952889143;0.04124057718599388;0.0;0.08330205454180095;0.018007471624839955;0.19112899534778785;0.0;0.0
