;GO:0042738;GO:0006342;GO:0045944;GO:0000122;GO:1901837;GO:0097267;GO:0006999;GO:0006518;GO:0000281;GO:0050852;GO:0045618;GO:0060271;GO:0006351;GO:0051260;GO:0000921;GO:0006355;GO:0061408;GO:0006334;GO:0007517;GO:0030217;GO:0006406;GO:0006607;GO:0016485;GO:0071169;GO:0034613
GO:0042738;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006342;0.0;1.0;0.6;0.7777777777777778;0.7;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.16666666666666666;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045944;0.0;0.6;1.0;0.7777777777777778;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.75;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000122;0.0;0.7777777777777778;0.7777777777777778;1.0;0.7;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.0;0.0;0.75;0.6363636363636364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901837;0.0;0.7;0.5454545454545454;0.7;1.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.6666666666666666;0.46153846153846156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0097267;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.25;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0
GO:0006999;0.0;0.4;0.0;0.0;0.0;0.0;1.0;0.125;0.2;0.2;0.0;0.2;0.0;0.42857142857142855;0.42857142857142855;0.0;0.125;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006518;0.0;0.0;0.0;0.0;0.0;0.25;0.125;1.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0
GO:0000281;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050852;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045618;0.0;0.0;0.3;0.18181818181818182;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060271;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006351;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.4;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0
GO:0051260;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000921;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006355;0.0;0.75;0.75;0.75;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;1.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0061408;0.0;0.16666666666666666;0.8;0.6363636363636364;0.46153846153846156;0.0;0.125;0.1111111111111111;0.16666666666666666;0.16666666666666666;0.25;0.0;0.0;0.0;0.0;0.6;1.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006334;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0006406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2857142857142857;0.4
