;GO:0042738;GO:0006342;GO:0045944;GO:0000122;GO:1901837;GO:0097267;GO:0006999;GO:0006518;GO:0000281;GO:0050852;GO:0045618;GO:0060271;GO:0006351;GO:0051260;GO:0000921;GO:0006355;GO:0061408;GO:0006334;GO:0007517;GO:0030217;GO:0006406;GO:0006607;GO:0016485;GO:0071169;GO:0034613
GO:0042738;1.0;0.8;0.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.0;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.8;0.0;0.0
GO:0006342;0.8;1.0;0.6000000000000001;0.8;0.6830074998557688;0.43852901558847923;0.6830074998557688;0.5356143810225276;0.8;0.8;0.48300749985576874;0.8;0.8;0.8;0.8;0.8;0.5356143810225276;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0045944;0.0;0.6000000000000001;1.0;0.8;0.5356143810225276;0.0;0.0;0.0;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000122;0.0;0.8;0.8;1.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.0;0.8;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901837;0.0;0.6830074998557688;0.5356143810225276;0.6830074998557688;1.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.3356143810225276;0.0;0.0;0.0;0.0;0.6830074998557688;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0097267;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;1.0;0.3356143810225276;0.48300749985576874;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.43852901558847923;0.0;0.3081136762725405;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.5356143810225276;0.0;0.0
GO:0006999;0.5356143810225276;0.6830074998557688;0.0;0.0;0.0;0.3356143810225276;1.0;0.43852901558847923;0.6000000000000001;0.6000000000000001;0.0;0.6000000000000001;0.5356143810225276;0.6000000000000001;0.6000000000000001;0.0;0.43852901558847923;0.6830074998557688;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0
GO:0006518;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;1.0;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.5356143810225276;0.0;0.4;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.6830074998557688;0.0;0.0
GO:0000281;0.8;0.8;0.0;0.0;0.0;0.43852901558847923;0.6000000000000001;0.5356143810225276;1.0;0.8;0.0;0.8;0.8;0.8;0.8;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0050852;0.8;0.8;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.8;1.0;0.48300749985576874;0.8;0.8;0.8;0.8;0.43852901558847923;0.5356143810225276;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0045618;0.0;0.48300749985576874;0.43852901558847923;0.3660149997115376;0.3356143810225276;0.0;0.0;0.0;0.0;0.48300749985576874;1.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060271;0.8;0.8;0.0;0.0;0.0;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.8;0.8;0.0;1.0;0.8;0.8;0.8;0.0;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0006351;0.8;0.8;0.0;0.0;0.0;0.5356143810225276;0.5356143810225276;0.6830074998557688;0.8;0.8;0.0;0.8;1.0;0.8;0.8;0.0;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.8;0.0;0.0
GO:0051260;0.8;0.8;0.0;0.0;0.0;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.8;0.8;0.0;0.8;0.8;1.0;0.8;0.0;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0000921;0.8;0.8;0.0;0.0;0.0;0.43852901558847923;0.6000000000000001;0.5356143810225276;0.8;0.8;0.0;0.8;0.8;0.8;1.0;0.0;0.48300749985576874;0.8;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0006355;0.0;0.8;0.8;0.8;0.6830074998557688;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;1.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0061408;0.48300749985576874;0.5356143810225276;0.8;0.6000000000000001;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.4;0.5356143810225276;0.5356143810225276;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.48300749985576874;0.6000000000000001;1.0;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0
GO:0006334;0.8;0.8;0.0;0.0;0.0;0.43852901558847923;0.6830074998557688;0.5356143810225276;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.0;0.5356143810225276;1.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0007517;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0030217;0.8;0.8;0.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.0;0.48300749985576874;0.8;0.8;1.0;0.0;0.0;0.0;0.0;0.0
GO:0006406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.8;0.0;0.5356143810225276;0.6830074998557688
GO:0006607;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;1.0;0.0;0.6000000000000001;1.0
GO:0016485;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0071169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.6000000000000001;0.0;1.0;0.6000000000000001
GO:0034613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;1.0;0.0;0.6000000000000001;1.0
