;GO:0042738;GO:0006342;GO:0045944;GO:0000122;GO:1901837;GO:0097267;GO:0006999;GO:0006518;GO:0000281;GO:0050852;GO:0045618;GO:0060271;GO:0006351;GO:0051260;GO:0000921;GO:0006355;GO:0061408;GO:0006334;GO:0007517;GO:0030217;GO:0006406;GO:0006607;GO:0016485;GO:0071169;GO:0034613
GO:0042738;1.0;0.01468324974140624;0.0;0.0;0.0;0.06886689890529227;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.05923137626096931;0.0;0.0
GO:0006342;0.01468324974140624;1.0;0.15831211565824807;0.27448591511204373;0.27448591511204373;0.01468324974140624;0.12408495164008174;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.12408495164008174;0.01468324974140624;0.12408495164008174;0.12408495164008174;0.15831211565824807;0.15831211565824807;0.3305410279612213;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0
GO:0045944;0.0;0.15831211565824807;1.0;0.193449319138058;0.15831211565824807;0.0;0.0;0.0;0.0;0.11511873865597294;0.12755981097713553;0.0;0.0;0.0;0.0;0.15831211565824807;0.27802955962874376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000122;0.0;0.27448591511204373;0.193449319138058;1.0;0.27448591511204373;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.15831211565824807;0.193449319138058;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901837;0.0;0.27448591511204373;0.15831211565824807;0.27448591511204373;1.0;0.0;0.0;0.0;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.0;0.0;0.15831211565824807;0.15831211565824807;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0097267;0.06886689890529227;0.01468324974140624;0.0;0.0;0.0;1.0;0.01468324974140624;0.06886689890529227;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.06927734236639929;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.06927734236639929;0.0;0.0
GO:0006999;0.01468324974140624;0.12408495164008174;0.0;0.0;0.0;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.20695866249713105;0.01468324974140624;0.2332416913641672;0.2332416913641672;0.0;0.01468324974140624;0.2332416913641672;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0
GO:0006518;0.06886689890529227;0.01468324974140624;0.0;0.0;0.0;0.06886689890529227;0.01468324974140624;1.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.12826917739045696;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.1237146889194086;0.0;0.0
GO:0000281;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0
GO:0050852;0.01468324974140624;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;1.0;0.11511873865597294;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.11511873865597294;0.01468324974140624;0.0;0.20709043845653538;0.0;0.0;0.0;0.0;0.0
