;GO:0042738;GO:0006342;GO:0045944;GO:0000122;GO:1901837;GO:0097267;GO:0006999;GO:0006518;GO:0000281;GO:0050852;GO:0045618;GO:0060271;GO:0006351;GO:0051260;GO:0000921;GO:0006355;GO:0061408;GO:0006334;GO:0007517;GO:0030217;GO:0006406;GO:0006607;GO:0016485;GO:0071169;GO:0034613
GO:0042738;1.0;0.04166666666666663;0.0;0.0;0.0;0.17391304347826086;0.15384615384615385;0.3076923076923077;0.16666666666666663;0.07407407407407407;0.0;0.11111111111111116;0.125;0.1428571428571429;0.10526315789473684;0.0;0.03703703703703709;0.11111111111111116;0.0;0.11111111111111116;0.0;0.0;0.125;0.0;0.0
GO:0006342;0.04166666666666663;1.0;0.3275862068965517;0.813953488372093;0.7777777777777778;0.03389830508474578;0.0888888888888889;0.04081632653061229;0.04347826086956519;0.08620689655172409;0.06896551724137934;0.07999999999999996;0.02941176470588236;0.08695652173913049;0.07843137254901966;0.4285714285714286;0.2857142857142857;0.10204081632653061;0.0;0.038461538461538436;0.0;0.0;0.0;0.0;0.0
GO:0045944;0.0;0.3275862068965517;1.0;0.3921568627450981;0.35185185185185186;0.0;0.0;0.0;0.0;0.0980392156862745;0.12244897959183676;0.0;0.0;0.0;0.0;0.5142857142857142;0.7291666666666667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0000122;0.0;0.813953488372093;0.3921568627450981;1.0;0.8974358974358975;0.0;0.0;0.0;0.0;0.07547169811320753;0.07692307692307687;0.0;0.0;0.0;0.0;0.5;0.3125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901837;0.0;0.7777777777777778;0.35185185185185186;0.8974358974358975;1.0;0.0;0.0;0.0;0.0;0.07272727272727275;0.07407407407407407;0.0;0.0;0.0;0.0;0.4736842105263158;0.28358208955223885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0097267;0.17391304347826086;0.03389830508474578;0.0;0.0;0.0;1.0;0.08333333333333337;0.21739130434782605;0.08695652173913049;0.052631578947368474;0.0;0.06896551724137934;0.14634146341463417;0.07999999999999996;0.06666666666666665;0.0;0.03076923076923077;0.06896551724137934;0.0;0.06896551724137934;0.0;0.0;0.16000000000000003;0.0;0.0
GO:0006999;0.15384615384615385;0.0888888888888889;0.0;0.0;0.0;0.08333333333333337;1.0;0.1428571428571429;0.18181818181818177;0.07692307692307687;0.0;0.3571428571428571;0.06060606060606055;0.5;0.4285714285714286;0.0;0.037735849056603765;0.3571428571428571;0.0;0.11764705882352944;0.0;0.0;0.0;0.0;0.0
GO:0006518;0.3076923076923077;0.04081632653061229;0.0;0.0;0.0;0.21739130434782605;0.1428571428571429;1.0;0.15384615384615385;0.0714285714285714;0.0;0.10526315789473684;0.23333333333333328;0.1333333333333333;0.09999999999999998;0.0;0.036363636363636376;0.10526315789473684;0.0;0.10526315789473684;0.0;0.0;0.3571428571428571;0.0;0.0
GO:0000281;0.16666666666666663;0.04347826086956519;0.0;0.0;0.0;0.08695652173913049;0.18181818181818177;0.15384615384615385;1.0;0.07999999999999996;0.0;0.125;0.0625;0.16666666666666663;0.11764705882352944;0.0;0.038461538461538436;0.125;0.0;0.125;0.0;0.0;0.0;0.0;0.0
GO:0050852;0.07407407407407407;0.08620689655172409;0.0980392156862745;0.07547169811320753;0.07272727272727275;0.052631578947368474;0.07692307692307687;0.0714285714285714;0.07999999999999996;1.0;0.13888888888888884;0.06451612903225812;0.04255319148936165;0.07407407407407407;0.0625;0.11428571428571432;0.09523809523809523;0.06451612903225812;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0
