;GO:0060044;GO:0016525;GO:0060441;GO:0008584;GO:0060480;GO:0006366;GO:0006641;GO:0045647;GO:0060644;GO:0060326;GO:0002317;GO:0030225;GO:0045617;GO:0045656;GO:0060435;GO:0002686;GO:0010629;GO:0001953;GO:0035987;GO:0008360;GO:0035264;GO:0008285;GO:0060065;GO:0008284;GO:0045665;GO:0043367;GO:0045944;GO:0048539;GO:0048538;GO:0000122;GO:2000738;GO:0030326;GO:0007229;GO:0071277;GO:0048863;GO:0048541;GO:0035855;GO:0033599;GO:0060070;GO:0010870;GO:0045638;GO:0060574;GO:0045639;GO:0006351;GO:0060218;GO:0006355;GO:0048704;GO:0006357;GO:0060535;GO:0007517;GO:0043065;GO:0050900
GO:0060044;1.0;0.4785182704357738;0.0;0.0;0.0;0.0;0.0;0.3985345473191149;0.0;0.0;0.0;0.0;0.3985345473191149;0.39501568794713243;0.0;0.200670435203442;0.2596923792835826;0.19938398752695566;0.0;0.33373360944780767;0.0;0.6207330840744619;0.0;0.4686130243415438;0.5108578840293897;0.0;0.09337022746264595;0.0;0.0;0.261552858755413;0.2823779643195085;0.0;0.07416141918200261;0.0;0.0;0.0;0.0;0.33976390743804114;0.07461959654285333;0.06370792878581515;0.4679882997726659;0.0;0.35830581671224826;0.0;0.0;0.1057331930564405;0.0;0.1017779103404574;0.0;0.0;0.08744229576729938;0.0
GO:0016525;0.4785182704357738;1.0;0.0;0.0;0.0;0.0;0.0;0.4634657954578896;0.0;0.0;0.0;0.0;0.4634657954578896;0.4587137450995064;0.0;0.21991033887308514;0.33200877052892;0.21824248843330596;0.0;0.5847781792981603;0.0;0.29547437795606;0.0;0.10055224791007761;0.622682322296164;0.0;0.10398160113830308;0.0;0.0;0.3036208522043045;0.3316938632475844;0.0;0.0783125803978541;0.0;0.0;0.0;0.0;0.37386531295097924;0.07889385952373623;0.06542993326622881;0.5601395729558505;0.0;0.42994673346055307;0.0;0.0;0.12203949477728936;0.0;0.11612074264718093;0.0;0.0;0.0957658428855089;0.0
GO:0060441;0.0;0.0;1.0;0.20776470814045717;0.1624151155713728;0.0;0.0;0.0;0.18261288290953337;0.0;0.1624151155713728;0.18336428470858376;0.0;0.0;0.1583218797042365;0.0;0.0;0.0;0.18938809421231523;0.0;0.259308187149651;0.0;0.18010587308000625;0.0;0.0;0.18665803323112312;0.0;0.1732503916459965;0.19527516244752874;0.0;0.0;0.4085389888620382;0.0;0.0;0.1999565156063174;0.16788342186783403;0.18098881008919415;0.0;0.0;0.0;0.0;0.1654500694716796;0.0;0.0;0.17708614840968598;0.0;0.41015287447029053;0.0;0.4994819702054727;0.21067850679711198;0.0;0.0
GO:0008584;0.0;0.0;0.20776470814045717;1.0;0.18280421184396092;0.0;0.0;0.0;0.2087972113620106;0.0;0.18280421184396092;0.20978012441354665;0.0;0.0;0.3707661859977645;0.0;0.0;0.0;0.21770204821139671;0.0;0.23944060824471405;0.0;0.6755402018219864;0.0;0.0;0.2141024246217492;0.0;0.4104476776278634;0.4707074917229597;0.0;0.0;0.23916132533295142;0.0;0.0;0.2317841727099185;0.3960758504029737;0.26949285762477915;0.0;0.0;0.0;0.0;0.18665803323112312;0.0;0.0;0.20160314253480083;0.0;0.24026198790247555;0.0;0.18665803323112312;0.5141175134688678;0.0;0.0
GO:0060480;0.0;0.0;0.1624151155713728;0.18280421184396092;1.0;0.023987756031928202;0.020249741408514595;0.0;0.5164495440966537;0.02185501700479828;0.256908668227038;0.28648230859609075;0.0;0.0;0.14340118893142453;0.0;0.0;0.0;0.29485197738367674;0.0;0.18114870791948307;0.0;0.16104391794677164;0.0;0.0;0.2910660593059273;0.0;0.15554060792679242;0.17306501088948578;0.0;0.0;0.18098881008919415;0.020523665909713697;0.020346083498723314;0.3093945487053177;0.15120104785034139;0.234743177538099;0.0;0.02063782854699253;0.0;0.0;0.21656585067414427;0.0;0.02691987698256535;0.27769609822709435;0.0;0.18161844653902492;0.0;0.1492244198585408;0.1850561541456785;0.0;0.02283247573882513
GO:0006366;0.0;0.0;0.0;0.0;0.023987756031928202;1.0;0.1540905461934554;0.0;0.02805322836159505;0.03704817736496906;0.023987756031928202;0.02821077785449304;0.0;0.0;0.0;0.0;0.0;0.0;0.029491049503899924;0.0;0.0;0.0;0.0;0.0;0.0;0.02890698732904625;0.0;0.0;0.0;0.0;0.0;0.0;0.03337779732096821;0.032910645270208795;0.031813904622362346;0.0;0.02771430443949531;0.0;0.03368079905630428;0.0;0.0;0.02457849642351956;0.0;0.7529976038822191;0.02690871356398683;0.0;0.0;0.0;0.0;0.0;0.0;0.03994717022224858
GO:0006641;0.0;0.0;0.0;0.0;0.020249741408514595;0.1540905461934554;1.0;0.0;0.023072344024018556;0.02882900052749832;0.020249741408514595;0.02317880781211402;0.0;0.0;0.0;0.0;0.0;0.0;0.024036147225061304;0.0;0.0;0.0;0.0;0.0;0.0;0.023646741634018108;0.0;0.0;0.0;0.0;0.0;0.0;0.026556582206946584;0.026260009454108738;0.025557009211075298;0.0;0.02284259558844974;0.0;0.0267480382918546;0.0;0.0;0.02066910713077268;0.0;0.18092006498857716;0.022292520168939445;0.0;0.0;0.0;0.0;0.0;0.0;0.03055443352982675
GO:0045647;0.3985345473191149;0.4634657954578896;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.4251678201269068;0.7048851292683223;0.0;0.5450375323329669;0.24921198256579288;0.19360046312865217;0.0;0.32278269183191366;0.0;0.24647756143231725;0.0;0.08746998813711275;0.5409818781293403;0.0;0.08973557308771546;0.0;0.0;0.25168959523756707;0.3243567052588426;0.0;0.0718499167063563;0.0;0.0;0.0;0.0;0.30963685785802114;0.0722798949480534;0.06199461267470701;0.8310922288726319;0.0;0.6753243000061339;0.0;0.0;0.10109620208580974;0.0;0.0974742926502325;0.0;0.0;0.08424661014832871;0.0
GO:0060644;0.0;0.0;0.18261288290953337;0.2087972113620106;0.5164495440966537;0.02805322836159505;0.023072344024018556;0.0;1.0;0.025179611779075798;0.28543413696397996;0.3224123387227643;0.0;0.0;0.15892072745805177;0.0;0.0;0.0;0.33305205864828485;0.0;0.20664022039389393;0.0;0.18088125627407514;0.0;0.0;0.32822963332198063;0.0;0.17396775290999428;0.19618698882696156;0.0;0.0;0.2064321799075851;0.023428626955880844;0.023197499151391014;0.35172623182686713;0.16855694015885875;0.2638011339105108;0.0;0.023577511584009055;0.0;0.0;0.24106302596874488;0.0;0.032148284253497694;0.3113266676348237;0.0;0.20725168877437472;0.0;0.16610416687373442;0.21174024780536913;0.0;0.026485960216756473
GO:0060326;0.0;0.0;0.0;0.0;0.02185501700479828;0.03704817736496906;0.02882900052749832;0.0;0.025179611779075798;1.0;0.02185501700479828;0.025306464447036534;0.0;0.0;0.0;0.0;0.0;0.0;0.02633190525729825;0.0;0.0;0.0;0.0;0.0;0.0;0.02586528290592556;0.0;0.0;0.0;0.0;0.0;0.0;0.029387402899836816;0.029024665265743595;0.0281682629105239;0.0;0.024906228224258288;0.0;0.02962203158350366;0.0;0.0;0.022344310956209146;0.0;0.0445410113035283;0.024253693733463998;0.0;0.0;0.0;0.0;0.0;0.0;0.7112328670040826
