;GO:0060044;GO:0016525;GO:0060441;GO:0008584;GO:0060480;GO:0006366;GO:0006641;GO:0045647;GO:0060644;GO:0060326;GO:0002317;GO:0030225;GO:0045617;GO:0045656;GO:0060435;GO:0002686;GO:0010629;GO:0001953;GO:0035987;GO:0008360;GO:0035264;GO:0008285;GO:0060065;GO:0008284;GO:0045665;GO:0043367;GO:0045944;GO:0048539;GO:0048538;GO:0000122;GO:2000738;GO:0030326;GO:0007229;GO:0071277;GO:0048863;GO:0048541;GO:0035855;GO:0033599;GO:0060070;GO:0010870;GO:0045638;GO:0060574;GO:0045639;GO:0006351;GO:0060218;GO:0006355;GO:0048704;GO:0006357;GO:0060535;GO:0007517;GO:0043065;GO:0050900
GO:0060044;1.0;0.4081432346944132;0.0;0.0;0.0;0.0;0.0;0.42867583173754953;0.0;0.0;0.0;0.0;0.4371852974642164;0.4085254271571013;0.0;0.26624806532988343;0.22928191554015803;0.3053803529844751;0.0;0.27448326814071894;0.0;0.42635709191084026;0.0;0.28683665906379513;0.4373394405235373;0.0;0.14624798144621148;0.0;0.0;0.20074879678843416;0.26354727985085585;0.0;0.239472704625888;0.0;0.0;0.0;0.0;0.40936971247384946;0.22899576457948215;0.1950028315306719;0.45270732500702954;0.0;0.3043928670993205;0.0;0.0;0.191423054101147;0.0;0.18803437061262057;0.0;0.0;0.21967657705010607;0.0
GO:0016525;0.4081432346944132;1.0;0.0;0.0;0.0;0.0;0.0;0.5196969368150884;0.0;0.0;0.0;0.0;0.5348186984958431;0.48494968807609934;0.0;0.2852177823769843;0.3786339633918242;0.3525646407737415;0.0;0.4513415296832928;0.0;0.4084572407980951;0.0;0.32688791607974077;0.5350951476592464;0.0;0.1563905932116605;0.0;0.0;0.1918886498623317;0.3531391276766356;0.0;0.3259262064063246;0.0;0.0;0.0;0.0;0.5261358126711433;0.30239768863775907;0.23484702357986098;0.5631203026075422;0.0;0.39675361404795007;0.0;0.0;0.22841890610955298;0.0;0.2224417619753266;0.0;0.0;0.28261495578221574;0.0
GO:0060441;0.0;0.0;1.0;0.2731515340457502;0.2417668432658607;0.0;0.0;0.0;0.3002474009271931;0.0;0.17776749207243314;0.27380424665855024;0.0;0.0;0.3011473025416676;0.0;0.0;0.0;0.31561231874251927;0.0;0.42808107859903705;0.0;0.285669226175333;0.0;0.0;0.20100393792944832;0.0;0.30092554572967556;0.3010879179228562;0.0;0.0;0.38502326906594647;0.0;0.0;0.31561231874251927;0.2869947274802175;0.27339553424422;0.0;0.0;0.0;0.0;0.26137250205088314;0.0;0.0;0.28639506055822006;0.0;0.38512193616376383;0.0;0.5040611420654852;0.31651151969372887;0.0;0.0
GO:0008584;0.0;0.0;0.2731515340457502;1.0;0.2627054522599494;0.0;0.0;0.0;0.33323172582846816;0.0;0.188834106632216;0.3009716251759331;0.0;0.0;0.5595277242956234;0.0;0.0;0.0;0.35226497094890796;0.0;0.3499024956934564;0.0;0.8482039197353549;0.0;0.0;0.21526880280410163;0.0;0.5590703260851138;0.5594052296026656;0.0;0.0;0.3168030724707059;0.0;0.0;0.35226497094890796;0.5304845300751998;0.403322655988962;0.0;0.0;0.0;0.0;0.28601785494714616;0.0;0.0;0.316254696456319;0.0;0.31689273870695994;0.0;0.3341838656748237;0.591399943294346;0.0;0.0
GO:0060480;0.0;0.0;0.2417668432658607;0.2627054522599494;1.0;0.1385550311863279;0.23279732667991293;0.0;0.6749531040064016;0.2614520933528939;0.35020250960437843;0.532143326662499;0.0;0.0;0.2884997885614581;0.0;0.0;0.0;0.6098288136444482;0.0;0.3000134461682629;0.0;0.2742637717335368;0.0;0.0;0.39467702283836287;0.0;0.2882962608992093;0.2884452867906171;0.0;0.0;0.27534707887408294;0.2735481697035612;0.23260863780113236;0.6098288136444482;0.2754853173351997;0.4453375891069883;0.0;0.2513388648805665;0.0;0.0;0.4264709652754168;0.0;0.1416761339654444;0.5556344171212895;0.0;0.27541481105083526;0.0;0.2883830985207418;0.30257043080552654;0.0;0.27287683714548466
GO:0006366;0.0;0.0;0.0;0.0;0.1385550311863279;1.0;0.3289490772756115;0.0;0.15596441182877585;0.14792129304773743;0.11485727193808475;0.14851389463498124;0.0;0.0;0.0;0.0;0.0;0.0;0.16001084115038958;0.0;0.0;0.0;0.0;0.0;0.0;0.12412862757005252;0.0;0.0;0.0;0.0;0.0;0.0;0.15171691796475154;0.13822414690896478;0.16001084115038958;0.0;0.14839356616562308;0.0;0.14462880995731525;0.0;0.0;0.14477877942036957;0.0;0.98409060801846;0.15214186665742324;0.0;0.0;0.0;0.0;0.0;0.0;0.15151018341635378
GO:0006641;0.0;0.0;0.0;0.0;0.23279732667991293;0.3289490772756115;1.0;0.0;0.28653687587674287;0.2605126611953164;0.1728700817601464;0.2623563407039162;0.0;0.0;0.0;0.0;0.0;0.0;0.3004979581314158;0.0;0.0;0.0;0.0;0.0;0.0;0.194765012183808;0.0;0.0;0.0;0.0;0.0;0.0;0.27251997204008;0.2318647541090248;0.3004979581314158;0.0;0.261981067370198;0.0;0.2504705827979098;0.0;0.0;0.2509207111295915;0.0;0.3363445616991062;0.27389412411032943;0.0;0.0;0.0;0.0;0.0;0.0;0.271853670586005
GO:0045647;0.42867583173754953;0.5196969368150884;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6280826849675188;0.8194405201768398;0.0;0.4258440736165635;0.30096629323410207;0.3955566336522983;0.0;0.42274553362183864;0.0;0.4446092048157106;0.0;0.3195086767291316;0.6283567415914388;0.0;0.17244681222409267;0.0;0.0;0.23613709908574168;0.39610483682298464;0.0;0.318772903366742;0.0;0.0;0.0;0.0;0.4783717272815207;0.3004734351340597;0.2445395001077146;0.9300387831212383;0.0;0.5639943984233386;0.0;0.0;0.2389360997027387;0.0;0.23367953547088205;0.0;0.0;0.2846298530237373;0.0
GO:0060644;0.0;0.0;0.3002474009271931;0.33323172582846816;0.6749531040064016;0.15596441182877585;0.28653687587674287;0.0;1.0;0.3312176581200489;0.4070239203385791;0.6754199465844326;0.0;0.0;0.37585828109294533;0.0;0.0;0.0;0.8056902132978327;0.0;0.39563939500108875;0.0;0.35205128470623703;0.0;0.0;0.46836549683612566;0.0;0.3755129084537955;0.3757657808190004;0.0;0.0;0.35383823876075204;0.3508730677357002;0.2862510706819469;0.8056902132978327;0.3540665564876184;0.5650238542751451;0.0;0.31515294769361707;0.0;0.0;0.5349954509671144;0.0;0.15993034562420366;0.7137188619151289;0.0;0.35395009856889764;0.0;0.3756602479625948;0.4000982889037079;0.0;0.34976932216586487
GO:0060326;0.0;0.0;0.0;0.0;0.2614520933528939;0.14792129304773743;0.2605126611953164;0.0;0.3312176581200489;1.0;0.18818564963257603;0.29932768246662134;0.0;0.0;0.0;0.0;0.0;0.0;0.3500150337314343;0.0;0.0;0.0;0.0;0.0;0.0;0.2144264892822045;0.0;0.0;0.0;0.0;0.0;0.0;0.31263029516381546;0.26027639255004503;0.3500150337314343;0.0;0.29883928791626546;0.0;0.2839541492230351;0.0;0.0;0.2845328095181269;0.0;0.1514840540204141;0.31444006222527626;0.0;0.0;0.0;0.0;0.0;0.0;0.7355362774755831
