;GO:0045927;GO:0033540;GO:1902476;GO:0008284;GO:0045907;GO:0042531;GO:0007214;GO:0045987;GO:0045892;GO:0035556;GO:0060396;GO:0006351;GO:0007200;GO:0006259;GO:0007204;GO:0006357;GO:0001994;GO:0006625;GO:0071420;GO:0071880;GO:0019254;GO:0010469;GO:0018105;GO:0051932
GO:0045927;1.0;0.0;0.0;0.6101753362574402;0.4937345140419641;0.39796627822458136;0.3833489156150272;0.5252812013210655;0.451880335085476;0.5048451032840637;0.3833489156150272;0.0;0.43925585255596483;0.0;0.33294625709262626;0.4819334870101266;0.40520074645084464;0.0;0.0;0.42685296850073734;0.0;0.4854391644590574;0.0;0.0
GO:0033540;0.0;1.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.36288470620778984;0.24138851853875337;0.39701414263534646;0.297295455479691;0.42772210328982657;0.22808543845787754;0.0;0.0;0.25074796960415136;0.1817822883484292;0.2848925714244635;0.24169842678356318;0.0;0.3086610804194286;0.15912105135901272
GO:1902476;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34585921160088595;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.6101753362574402;0.0;0.0;1.0;0.47626550405840795;0.42686720703243974;0.4091496490416876;0.5078121913375093;0.4776810685121364;0.5574483912723847;0.386488412052271;0.0;0.4650565859826252;0.0;0.33213736303148367;0.507734220436787;0.3877317364672885;0.0;0.0;0.42999246493798116;0.0;0.5112398978857178;0.0;0.0
GO:0045907;0.4937345140419641;0.0;0.0;0.47626550405840795;1.0;0.2908590005872096;0.410942837151572;0.5547503850691728;0.3602617962413725;0.5324390248206085;0.410942837151572;0.0;0.46684977409250955;0.0;0.3916664211353051;0.39031494816602313;0.6848390234112312;0.0;0.0;0.45444689003728206;0.0;0.43793811701200963;0.0;0.0
GO:0042531;0.39796627822458136;0.0;0.0;0.42686720703243974;0.2908590005872096;1.0;0.209731877021625;0.32240568786631096;0.3867525812412366;0.3452393332395257;0.209731877021625;0.0;0.2656388139625626;0.0;0.18707501117897862;0.41680573316588726;0.20232523299609012;0.0;0.0;0.2532359299073351;0.0;0.48053757704363026;0.0;0.0
GO:0007214;0.3833489156150272;0.24138851853875337;0.0;0.4091496490416876;0.410942837151572;0.209731877021625;1.0;0.2983007075304913;0.3500545971891353;0.6400331862090207;0.5185369985399844;0.4928671133341394;0.6698138169208605;0.44848010500502705;0.2876916686482017;0.3801077491137859;0.37931772552493564;0.4122517233397286;0.2610185749042658;0.657410932865633;0.2610185749042658;0.42773091795977247;0.30714017839556723;0.22407358170335817
GO:0045987;0.5252812013210655;0.0;0.0;0.5078121913375093;0.5547503850691728;0.32240568786631096;0.2983007075304913;1.0;0.3763197447272056;0.4197968951995278;0.2983007075304913;0.0;0.3542076444714289;0.0;0.27055928599750684;0.4063728966518562;0.31298004017016057;0.0;0.0;0.3418047604162014;0.0;0.40039095637452143;0.0;0.0
GO:0045892;0.451880335085476;0.0;0.0;0.4776810685121364;0.3602617962413725;0.3867525812412366;0.3500545971891353;0.3763197447272056;1.0;0.48886572169356696;0.3500545971891353;0.0;0.40596153413007285;0.0;0.31424867671734896;0.7923561045092766;0.34595162145013136;0.0;0.0;0.39355865007484536;0.0;0.4521448460331654;0.0;0.0
GO:0035556;0.5048451032840637;0.36288470620778984;0.0;0.5574483912723847;0.5324390248206085;0.3452393332395257;0.6400331862090207;0.4197968951995278;0.48886572169356696;1.0;0.6400331862090207;0.6143633010031759;0.6959401231499585;0.5699762926740635;0.4091878563172382;0.5189188736182175;0.5008139131939722;0.5337479110087651;0.38251476257330225;0.7605041114810964;0.38251476257330225;0.5492271056288089;0.4286363660646037;0.34556976937239464
