;GO:0045927;GO:0033540;GO:1902476;GO:0008284;GO:0045907;GO:0042531;GO:0007214;GO:0045987;GO:0045892;GO:0035556;GO:0060396;GO:0006351;GO:0007200;GO:0006259;GO:0007204;GO:0006357;GO:0001994;GO:0006625;GO:0071420;GO:0071880;GO:0019254;GO:0010469;GO:0018105;GO:0051932
GO:0045927;1.0;0.0;0.0;0.7272727272727273;0.5714285714285714;0.47058823529411764;0.16666666666666666;0.5714285714285714;0.375;0.18181818181818182;0.14285714285714285;0.0;0.16666666666666666;0.0;0.23529411764705882;0.375;0.26666666666666666;0.0;0.0;0.125;0.0;0.3333333333333333;0.0;0.0
GO:0033540;0.0;1.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.23529411764705882;0.2;0.19047619047619047;0.2222222222222222;0.3333333333333333;0.17391304347826086;0.0;0.0;0.09090909090909091;0.2222222222222222;0.18181818181818182;0.3333333333333333;0.0;0.2857142857142857;0.2
GO:1902476;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.7272727272727273;0.0;0.0;1.0;0.5333333333333333;0.5555555555555556;0.6153846153846154;0.5333333333333333;0.47058823529411764;0.6666666666666666;0.13333333333333333;0.0;0.6153846153846154;0.0;0.2222222222222222;0.47058823529411764;0.25;0.0;0.0;0.11764705882352941;0.0;0.6153846153846154;0.0;0.0
GO:0045907;0.5714285714285714;0.0;0.0;0.5333333333333333;1.0;0.38095238095238093;0.125;0.5555555555555556;0.1;0.13333333333333333;0.1111111111111111;0.0;0.125;0.0;0.09523809523809523;0.1;0.10526315789473684;0.0;0.0;0.1;0.0;0.125;0.0;0.0
GO:0042531;0.47058823529411764;0.0;0.0;0.5555555555555556;0.38095238095238093;1.0;0.42105263157894735;0.38095238095238093;0.43478260869565216;0.4444444444444444;0.09523809523809523;0.0;0.42105263157894735;0.0;0.16666666666666666;0.43478260869565216;0.18181818181818182;0.0;0.0;0.08695652173913043;0.0;0.631578947368421;0.0;0.0
GO:0007214;0.16666666666666666;0.2222222222222222;0.0;0.6153846153846154;0.125;0.42105263157894735;1.0;0.125;0.1111111111111111;0.15384615384615385;0.125;0.11764705882352941;0.14285714285714285;0.2857142857142857;0.21052631578947367;0.1111111111111111;0.11764705882352941;0.1111111111111111;0.2857142857142857;0.1111111111111111;0.14285714285714285;0.14285714285714285;0.23529411764705882;0.125
GO:0045987;0.5714285714285714;0.0;0.0;0.5333333333333333;0.5555555555555556;0.38095238095238093;0.125;1.0;0.3;0.13333333333333333;0.1111111111111111;0.0;0.125;0.0;0.19047619047619047;0.3;0.21052631578947367;0.0;0.0;0.1;0.0;0.25;0.0;0.0
GO:0045892;0.375;0.0;0.0;0.47058823529411764;0.1;0.43478260869565216;0.1111111111111111;0.3;1.0;0.47058823529411764;0.1;0.0;0.4444444444444444;0.0;0.17391304347826086;0.9090909090909091;0.19047619047619047;0.0;0.0;0.09090909090909091;0.0;0.4444444444444444;0.0;0.0
GO:0035556;0.18181818181818182;0.23529411764705882;0.0;0.6666666666666666;0.13333333333333333;0.4444444444444444;0.15384615384615385;0.13333333333333333;0.47058823529411764;1.0;0.13333333333333333;0.125;0.15384615384615385;0.3076923076923077;0.2222222222222222;0.47058823529411764;0.125;0.11764705882352941;0.3076923076923077;0.11764705882352941;0.15384615384615385;0.15384615384615385;0.25;0.13333333333333333
GO:0060396;0.14285714285714285;0.2;0.0;0.13333333333333333;0.1111111111111111;0.09523809523809523;0.125;0.1111111111111111;0.1;0.13333333333333333;1.0;0.10526315789473684;0.125;0.25;0.19047619047619047;0.1;0.10526315789473684;0.1;0.25;0.1;0.125;0.125;0.21052631578947367;0.1111111111111111
GO:0006351;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.11764705882352941;0.0;0.0;0.125;0.10526315789473684;1.0;0.11764705882352941;0.47058823529411764;0.09090909090909091;0.0;0.0;0.09523809523809523;0.11764705882352941;0.09523809523809523;0.23529411764705882;0.0;0.4;0.10526315789473684
GO:0007200;0.16666666666666666;0.2222222222222222;0.0;0.6153846153846154;0.125;0.42105263157894735;0.14285714285714285;0.125;0.4444444444444444;0.15384615384615385;0.125;0.11764705882352941;1.0;0.2857142857142857;0.21052631578947367;0.1111111111111111;0.11764705882352941;0.1111111111111111;0.2857142857142857;0.1111111111111111;0.14285714285714285;0.14285714285714285;0.23529411764705882;0.125
GO:0006259;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.3076923076923077;0.25;0.47058823529411764;0.2857142857142857;1.0;0.21052631578947367;0.0;0.0;0.1111111111111111;0.2857142857142857;0.2222222222222222;0.42857142857142855;0.0;0.5882352941176471;0.25
GO:0007204;0.23529411764705882;0.17391304347826086;0.0;0.2222222222222222;0.09523809523809523;0.16666666666666666;0.21052631578947367;0.19047619047619047;0.17391304347826086;0.2222222222222222;0.19047619047619047;0.09090909090909091;0.21052631578947367;0.21052631578947367;1.0;0.17391304347826086;0.09090909090909091;0.08695652173913043;0.21052631578947367;0.17391304347826086;0.21052631578947367;0.21052631578947367;0.18181818181818182;0.19047619047619047
