;GO:0045927;GO:0033540;GO:1902476;GO:0008284;GO:0045907;GO:0042531;GO:0007214;GO:0045987;GO:0045892;GO:0035556;GO:0060396;GO:0006351;GO:0007200;GO:0006259;GO:0007204;GO:0006357;GO:0001994;GO:0006625;GO:0071420;GO:0071880;GO:0019254;GO:0010469;GO:0018105;GO:0051932
GO:0045927;1.0;0.0;0.0;0.6830074998557688;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.0;0.5356143810225276;0.0;0.2599120563717816;0.43852901558847923;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0
GO:0033540;0.0;1.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.23852901558847928;0.0;0.0;0.4;0.3081136762725405;0.43852901558847923;0.3660149997115376;0.0;0.3356143810225276;0.2599120563717816
GO:1902476;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0
GO:0008284;0.6830074998557688;0.0;0.0;1.0;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.6000000000000001;0.48300749985576874;0.0;0.5356143810225276;0.0;0.23852901558847928;0.43852901558847923;0.5356143810225276;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0
GO:0045907;0.6000000000000001;0.0;0.0;0.5356143810225276;1.0;0.3660149997115376;0.8;0.6000000000000001;0.4;0.8;0.8;0.0;0.8;0.0;0.3356143810225276;0.4;0.8;0.0;0.0;0.8;0.0;0.6000000000000001;0.0;0.0
GO:0042531;0.43852901558847923;0.0;0.0;0.43852901558847923;0.3660149997115376;1.0;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3356143810225276;0.0;0.3356143810225276;0.0;0.16601499971153766;0.3356143810225276;0.3660149997115376;0.0;0.0;0.3356143810225276;0.0;0.48300749985576874;0.0;0.0
GO:0007214;0.5356143810225276;0.43852901558847923;0.0;0.5356143810225276;0.8;0.3356143810225276;1.0;0.43852901558847923;0.4;0.8;0.8;0.8;0.8;0.6000000000000001;0.3660149997115376;0.4;0.8;0.8;0.48300749985576874;0.8;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.4
GO:0045987;0.6000000000000001;0.0;0.0;0.5356143810225276;0.6000000000000001;0.3660149997115376;0.43852901558847923;1.0;0.3660149997115376;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.0;0.21862188087829626;0.3660149997115376;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0
GO:0045892;0.43852901558847923;0.0;0.0;0.43852901558847923;0.4;0.3356143810225276;0.4;0.3660149997115376;1.0;0.43852901558847923;0.4;0.0;0.4;0.0;0.20000000000000007;0.8;0.43852901558847923;0.0;0.0;0.4;0.0;0.4;0.0;0.0
GO:0035556;0.5356143810225276;0.43852901558847923;0.0;0.6000000000000001;0.8;0.3660149997115376;0.8;0.43852901558847923;0.43852901558847923;1.0;0.8;0.8;0.8;0.6000000000000001;0.3660149997115376;0.43852901558847923;0.8;0.8;0.48300749985576874;0.8;0.48300749985576874;0.6000000000000001;0.43852901558847923;0.4
