;GO:1902476;GO:0022408;GO:0032570;GO:0051291;GO:0051091;GO:1902910;GO:0007016;GO:0045766;GO:0002159;GO:0050873;GO:0001666;GO:0045893;GO:0006914;GO:0035635;GO:0042307;GO:0000902;GO:0003382;GO:0051260;GO:0090263;GO:0043312;GO:0097186;GO:0071681;GO:0071285;GO:0007416;GO:0032912;GO:0001954;GO:0010628;GO:0048333;GO:0070830;GO:0035987;GO:0070831;GO:0086091;GO:0030334;GO:0072659;GO:0030335;GO:0046718;GO:0031581;GO:0008284;GO:0060901;GO:0048699;GO:0045944;GO:0061436;GO:0043568;GO:0048023;GO:0010838;GO:0045471;GO:0007229;GO:0098911;GO:0032463;GO:0043537;GO:0007043;GO:0038044;GO:0007162;GO:0045995;GO:0007565;GO:0051796;GO:0050982;GO:0043066;GO:0032773;GO:0086073;GO:2000147
GO:1902476;1.0;0.0;0.0;0.0;0.0;0.0;0.3051766580082535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3036960849068245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30446729797392275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3036960849068245;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0022408;0.0;1.0;0.0;0.0;0.45091388919890324;0.40366704636691625;0.35958789680310055;0.3921554069954183;0.0;0.0;0.0;0.46506315480287075;0.0;0.0;0.36173822914834824;0.0;0.0;0.0;0.38756486906230214;0.0;0.0;0.0;0.0;0.0;0.41991254702787434;0.6154306491544026;0.47726018235698814;0.0;0.0;0.0;0.0;0.3449085641634313;0.5117417491045784;0.0;0.46521352376832437;0.0;0.0;0.5139785808545221;0.38100580937749967;0.0;0.4420287082713325;0.35958789680310055;0.36137575301198727;0.36137575301198727;0.36137575301198727;0.0;0.38100580937749967;0.43435458517908604;0.4575001414349161;0.43787008506940367;0.0;0.0;0.8942213381329362;0.4890929420353336;0.0;0.3857679452075622;0.0;0.5723161376142067;0.3275936273280361;0.0;0.4864737273893812
GO:0032570;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5491722708900844;0.392541815325418;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6082932292299303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4210551070854213;0.0;0.0;0.0;0.0
GO:0051291;0.0;0.0;0.0;1.0;0.0;0.0;0.503876007032658;0.0;0.5619529626652469;0.28769296280505896;0.0;0.0;0.4189149470072264;0.0;0.0;0.5973578765353469;0.5375353370024918;0.780031148184134;0.0;0.4122517233397286;0.0;0.28769296280505896;0.26806290643954656;0.6010302346212675;0.0;0.0;0.0;0.45575577622543867;0.5619529626652469;0.4122517233397286;0.5787826276501638;0.0;0.0;0.0;0.0;0.0;0.5619529626652469;0.0;0.4122517233397286;0.42908138832464554;0.0;0.0;0.0;0.0;0.0;0.0;0.4122517233397286;0.0;0.0;0.0;0.6242301234184418;0.4122517233397286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051091;0.0;0.45091388919890324;0.0;0.0;1.0;0.44613265469231994;0.3246670448116696;0.46057582189564344;0.0;0.0;0.0;0.6666154150372072;0.0;0.0;0.43015864404857335;0.0;0.0;0.0;0.430030477387706;0.0;0.0;0.0;0.0;0.0;0.30415614016750064;0.4469883090334903;0.6157940530441952;0.0;0.0;0.0;0.0;0.30695653154809616;0.47682089711314735;0.0;0.5171667498199936;0.0;0.0;0.5564441891799259;0.3460849573860687;0.0;0.6262660316702737;0.3246670448116696;0.41332897906365645;0.4291698544432235;0.38652642450199587;0.0;0.3460849573860687;0.39943373318765507;0.3206233290160566;0.3206233290160566;0.0;0.0;0.4815975820823746;0.45417209004390263;0.0;0.27001153834718855;0.0;0.41277808820593076;0.5002231397594579;0.0;0.5516005727042015
GO:1902910;0.0;0.40366704636691625;0.0;0.0;0.44613265469231994;1.0;0.254758964990266;0.38652642450199587;0.0;0.0;0.0;0.457188067536625;0.0;0.0;0.616703448229891;0.0;0.0;0.0;0.40235101878547297;0.0;0.0;0.0;0.0;0.0;0.23959436050011845;0.3729389116398427;0.4716311998635658;0.0;0.0;0.0;0.0;0.24007963235059676;0.5037291996081033;0.0;0.5036335851990223;0.0;0.0;0.5710560239326218;0.27617687756466514;0.0;0.4300123034328426;0.254758964990266;0.3856495204614234;0.3856495204614234;0.3856495204614234;0.0;0.2988381145540817;0.4036807986931944;0.2733764861840696;0.3302166946756173;0.0;0.0;0.4343507392503876;0.38426401022249906;0.0;0.20727595672193327;0.0;0.3851613017394562;0.3166183446805923;0.0;0.5380674080832303
GO:0007016;0.3051766580082535;0.35958789680310055;0.0;0.503876007032658;0.3246670448116696;0.254758964990266;1.0;0.2823757514567406;0.4772016191318648;0.2610185749042658;0.0;0.33881631041563715;0.39224055910643324;0.0;0.2519585736096705;0.5706834886345538;0.5108609491016987;0.503876007032658;0.26131802467506854;0.46668041174383074;0.0;0.2610185749042658;0.24138851853875337;0.5162788910878855;0.2346436367742753;0.26878823859458745;0.3674805268183105;0.42908138832464554;0.4772016191318648;0.3855773354389354;0.4940312841167817;0.3749914450288568;0.38549490471734466;0.39547042701074747;0.3389666793810907;0.0;0.4772016191318648;0.3650704994778719;0.3855773354389354;0.4024070004238523;0.31578186388409885;0.47688896857410984;0.2351289086247536;0.2178139717893584;0.2178139717893584;0.0;0.3855773354389354;0.4056789838410266;0.2346436367742753;0.2346436367742753;0.5394787798850598;0.46668041174383074;0.3861302721143279;0.3793132864966559;0.0;0.20232523299609012;0.0;0.32679839596414945;0.2178139717893584;0.0;0.3602268830021476
GO:0045766;0.0;0.3921554069954183;0.0;0.0;0.46057582189564344;0.38652642450199587;0.2823757514567406;1.0;0.0;0.0;0.0;0.4652374697733456;0.0;0.0;0.3806948524974962;0.0;0.0;0.0;0.387739184032777;0.0;0.0;0.0;0.0;0.0;0.3754894517941553;0.39752451748241313;0.4962168057061362;0.0;0.0;0.0;0.0;0.34134484997384323;0.4180624149096624;0.0;0.4677029582689164;0.0;0.0;0.49683795898960176;0.4009510801641674;0.0;0.4403768251996804;0.2823757514567406;0.3638651875125793;0.3442351311470669;0.3442351311470669;0.0;0.28732647518258375;0.4120085626108248;0.27135246453883716;0.3754894517941553;0.0;0.0;0.41566660168274144;0.5793962470032546;0.0;0.3857480775802752;0.0;0.3635072237287113;0.3442351311470669;0.0;0.49199434251387747
GO:0002159;0.0;0.0;0.0;0.5619529626652469;0.0;0.0;0.4772016191318648;0.0;1.0;0.2610185749042658;0.0;0.0;0.39224055910643324;0.0;0.0;0.5706834886345538;0.5108609491016987;0.5619529626652469;0.0;0.3855773354389354;0.0;0.2610185749042658;0.24138851853875337;0.5743558467204744;0.0;0.0;0.0;0.42908138832464554;0.7139419247580329;0.3855773354389354;0.5521082397493705;0.0;0.0;0.0;0.0;0.0;0.6955138524014894;0.0;0.3855773354389354;0.4024070004238523;0.0;0.0;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.0;0.0;0.835825315701552;0.3855773354389354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050873;0.0;0.0;0.0;0.28769296280505896;0.0;0.0;0.2610185749042658;0.0;0.2610185749042658;1.0;0.0;0.0;0.3427767675553561;0.0;0.0;0.49171788715563247;0.4586979021844379;0.28769296280505896;0.0;0.2610185749042658;0.34447744913735695;0.22407358170335817;0.20858484291008988;0.30009584686028645;0.0;0.0;0.0;0.5363971341717526;0.28367981189368235;0.4928930812860424;0.27784823988918267;0.0;0.0;0.0;0.0;0.0;0.2610185749042658;0.0;0.28367981189368235;0.47691907064229583;0.0;0.0;0.0;0.0;0.0;0.0;0.28367981189368235;0.0;0.0;0.0;0.3232957356574607;0.2610185749042658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
