;GO:1902476;GO:0022408;GO:0032570;GO:0051291;GO:0051091;GO:1902910;GO:0007016;GO:0045766;GO:0002159;GO:0050873;GO:0001666;GO:0045893;GO:0006914;GO:0035635;GO:0042307;GO:0000902;GO:0003382;GO:0051260;GO:0090263;GO:0043312;GO:0097186;GO:0071681;GO:0071285;GO:0007416;GO:0032912;GO:0001954;GO:0010628;GO:0048333;GO:0070830;GO:0035987;GO:0070831;GO:0086091;GO:0030334;GO:0072659;GO:0030335;GO:0046718;GO:0031581;GO:0008284;GO:0060901;GO:0048699;GO:0045944;GO:0061436;GO:0043568;GO:0048023;GO:0010838;GO:0045471;GO:0007229;GO:0098911;GO:0032463;GO:0043537;GO:0007043;GO:0038044;GO:0007162;GO:0045995;GO:0007565;GO:0051796;GO:0050982;GO:0043066;GO:0032773;GO:0086073;GO:2000147
GO:1902476;1.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12903225806451613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14814814814814814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0022408;0.0;1.0;0.0;0.0;0.1428571428571429;0.2222222222222222;0.09999999999999998;0.1578947368421053;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.09090909090909094;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.25;0.2857142857142857;0.19999999999999996;0.0;0.0;0.0;0.0;0.1578947368421053;0.3076923076923077;0.0;0.21052631578947367;0.0;0.0;0.33333333333333337;0.23529411764705888;0.0;0.09999999999999998;0.11111111111111116;0.19999999999999996;0.17391304347826086;0.25;0.0;0.33333333333333337;0.15384615384615385;0.3529411764705882;0.24;0.0;0.0;0.7777777777777778;0.25;0.0;0.17391304347826086;0.0;0.4285714285714286;0.1428571428571429;0.0;0.23529411764705888
GO:0032570;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.15000000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0
GO:0051291;0.0;0.0;0.0;1.0;0.0;0.0;0.23529411764705888;0.0;0.3846153846153846;0.16666666666666663;0.0;0.0;0.15384615384615385;0.0;0.0;0.33333333333333337;0.2857142857142857;1.0;0.0;0.0714285714285714;0.0;0.06666666666666665;0.11764705882352944;0.5555555555555556;0.0;0.0;0.0;0.18181818181818177;0.41666666666666663;0.18181818181818177;0.4545454545454546;0.0;0.0;0.0;0.0;0.0;0.4545454545454546;0.0;0.11111111111111116;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.4545454545454546;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051091;0.0;0.1428571428571429;0.0;0.0;1.0;0.16129032258064513;0.05882352941176472;0.125;0.0;0.0;0.0;0.5555555555555556;0.0;0.0;0.08695652173913049;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.09677419354838712;0.1428571428571429;0.28;0.0;0.0;0.0;0.0;0.09090909090909094;0.14814814814814814;0.0;0.15625;0.0;0.0;0.19999999999999996;0.12903225806451613;0.0;0.5263157894736843;0.0625;0.1515151515151515;0.28125;0.1724137931034483;0.0;0.15384615384615385;0.09999999999999998;0.12121212121212122;0.09756097560975607;0.0;0.0;0.15384615384615385;0.11538461538461542;0.0;0.07894736842105265;0.0;0.1333333333333333;0.22580645161290325;0.0;0.16666666666666663
GO:1902910;0.0;0.2222222222222222;0.0;0.0;0.16129032258064513;1.0;0.08333333333333337;0.18181818181818177;0.0;0.0;0.0;0.15000000000000002;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.2222222222222222;0.2222222222222222;0.0;0.0;0.0;0.0;0.13043478260869568;0.3125;0.0;0.35;0.0;0.0;0.4285714285714286;0.19047619047619047;0.0;0.1428571428571429;0.09090909090909094;0.2727272727272727;0.24;0.33333333333333337;0.0;0.25;0.1724137931034483;0.17391304347826086;0.16666666666666663;0.0;0.0;0.25;0.1875;0.0;0.1071428571428571;0.0;0.19999999999999996;0.16666666666666663;0.0;0.38888888888888884
GO:0007016;0.08333333333333337;0.09999999999999998;0.0;0.23529411764705888;0.05882352941176472;0.08333333333333337;1.0;0.08333333333333337;0.21052631578947367;0.11764705882352944;0.0;0.045454545454545414;0.11111111111111116;0.0;0.052631578947368474;0.23529411764705888;0.21052631578947367;0.23529411764705888;0.0714285714285714;0.09375;0.0;0.05714285714285716;0.09090909090909094;0.2666666666666667;0.09090909090909094;0.09999999999999998;0.09999999999999998;0.125;0.2222222222222222;0.125;0.23529411764705888;0.13043478260869568;0.10526315789473684;0.09999999999999998;0.07999999999999996;0.0;0.23529411764705888;0.11111111111111116;0.13636363636363635;0.11764705882352944;0.04347826086956519;0.1428571428571429;0.07692307692307687;0.06896551724137934;0.09090909090909094;0.0;0.17647058823529416;0.09677419354838712;0.07999999999999996;0.06060606060606055;0.23529411764705888;0.1071428571428571;0.11111111111111116;0.11764705882352944;0.0;0.06896551724137934;0.0;0.09090909090909094;0.07692307692307687;0.0;0.08695652173913049
GO:0045766;0.0;0.1578947368421053;0.0;0.0;0.125;0.18181818181818177;0.08333333333333337;1.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.2222222222222222;0.2222222222222222;0.0;0.0;0.0;0.0;0.18181818181818177;0.16666666666666663;0.0;0.17391304347826086;0.0;0.0;0.25;0.19047619047619047;0.0;0.09090909090909094;0.09090909090909094;0.16666666666666663;0.14814814814814814;0.19999999999999996;0.0;0.17647058823529416;0.1333333333333333;0.125;0.12903225806451613;0.0;0.0;0.17647058823529416;0.46153846153846156;0.0;0.24;0.0;0.1428571428571429;0.16666666666666663;0.0;0.19047619047619047
GO:0002159;0.0;0.0;0.0;0.3846153846153846;0.0;0.0;0.21052631578947367;0.0;1.0;0.1428571428571429;0.0;0.0;0.1333333333333333;0.0;0.0;0.2857142857142857;0.25;0.3846153846153846;0.0;0.06666666666666665;0.0;0.0625;0.10526315789473684;0.4545454545454546;0.0;0.0;0.0;0.15384615384615385;0.9;0.15384615384615385;0.3846153846153846;0.0;0.0;0.0;0.0;0.0;0.6363636363636364;0.0;0.09999999999999998;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.8;0.07692307692307687;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0050873;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.11764705882352944;0.0;0.1428571428571429;1.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.4;0.33333333333333337;0.16666666666666663;0.0;0.07692307692307687;0.18181818181818177;0.0714285714285714;0.1333333333333333;0.19999999999999996;0.0;0.0;0.0;0.8333333333333334;0.15384615384615385;0.8333333333333334;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.125;0.7142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.16666666666666663;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
