;GO:1901741;GO:0051092;GO:0045766;GO:0002244;GO:0097368;GO:0070560;GO:0014739;GO:0051926;GO:2000352;GO:2000473;GO:0019886;GO:1902042;GO:0050849;GO:1900027;GO:0043113;GO:2000406;GO:0002523;GO:2000648;GO:0045660;GO:0034698;GO:0030890;GO:2000363;GO:0031623;GO:0071404;GO:0051017;GO:0090557;GO:0045429;GO:0090314;GO:0060305;GO:0061515;GO:1904996;GO:2001190;GO:0048539;GO:0002576;GO:0048661;GO:0050730;GO:0007229;GO:0006933;GO:0071673;GO:0071157;GO:0019221;GO:0048662;GO:0051384;GO:0071672;GO:0071315;GO:0071312;GO:0050857;GO:0010477;GO:0050731;GO:0050852;GO:0050853;GO:0046488;GO:0001541;GO:0001774;GO:1990830;GO:0002503;GO:0010925;GO:0001934;GO:0002506;GO:0030593;GO:0010920;GO:0033625;GO:0071549;GO:0032930;GO:0016601;GO:0070528;GO:0045963;GO:0043542;GO:0043547;GO:0030866;GO:0002438;GO:0071333;GO:0051607;GO:0071456;GO:0051209;GO:0090026;GO:0002291;GO:0034142;GO:0042100;GO:0043312;GO:0042102;GO:0002693;GO:0043315;GO:0030217;GO:0010629;GO:0031668;GO:0097178;GO:0031669;GO:0045860;GO:0035987;GO:0071447;GO:0032870;GO:0001915;GO:0032233;GO:0008360;GO:0046718;GO:1903980;GO:0045907;GO:0043200;GO:0006469;GO:0045744;GO:0001960;GO:0002378;GO:0045471;GO:0030845;GO:0032868;GO:0071354;GO:0072683;GO:0071356;GO:0035335;GO:0031532;GO:0050776;GO:0010572;GO:0060333;GO:1900087;GO:0030041;GO:0007166;GO:0048864;GO:1901216;GO:0007569;GO:0006357;GO:0002399;GO:0070493;GO:0001975;GO:0071222;GO:0045123;GO:0030836;GO:0043066;GO:0006904;GO:0030838;GO:0070374;GO:0071347;GO:0071346
GO:1901741;1.0;0.35610924665492577;0.49849837396607155;0.0;0.0;0.0;0.3166183446805923;0.2942558924466682;0.209731877021625;0.31655567254483385;0.0;0.22656154200654188;0.2672471984561994;0.37043049038104225;0.0;0.3670446674995846;0.0;0.3925062958695967;0.41897717018018493;0.0;0.29924073570943865;0.18831396444722587;0.0;0.0;0.0;0.0;0.33618572891034626;0.3334480096655092;0.18831396444722587;0.0;0.3236626762158731;0.33618572891034626;0.0;0.0;0.37567663088467973;0.3018976894825306;0.25654682119915273;0.25654682119915273;0.33618572891034626;0.35884696589976284;0.3555497329457626;0.2733764861840696;0.0;0.23923188436375753;0.0;0.0;0.36286011681113944;0.0;0.352589511511025;0.2969882883150799;0.3138179532999968;0.0;0.0;0.0;0.0;0.0;0.28375199691617037;0.42072834618619565;0.0;0.0;0.2560615493486744;0.48808545762988725;0.0;0.33618572891034626;0.25654682119915273;0.25654682119915273;0.24057281055540614;0.0;0.20514362943214276;0.0;0.0;0.17552267843442942;0.0;0.0;0.30703581615390346;0.31655567254483385;0.0;0.33606556027110057;0.0;0.0;0.3551476726503763;0.3895345047119326;0.33618572891034626;0.0;0.3549070014278763;0.0;0.0;0.0;0.37671169416004224;0.0;0.0;0.0;0.24943908341599474;0.49793018054576355;0.499175791861891;0.0;0.31655567254483385;0.3432927325813855;0.0;0.2760474167469404;0.3275527462801411;0.3107230812952242;0.0;0.0;0.25654682119915273;0.0;0.0;0.0;0.0;0.0;0.0;0.4148652063549795;0.385521353800556;0.25654682119915273;0.33338533752975075;0.0;0.4177754169178822;0.0;0.40609380873174983;0.0;0.36461901032051763;0.0;0.25654682119915273;0.0;0.0;0.0;0.5147598455306805;0.34821630853854857;0.0;0.5246045684465568;0.31607040069435555;0.0;0.0
GO:0051092;0.35610924665492577;1.0;0.40335608948691276;0.0;0.0;0.0;0.35610924665492577;0.3284004942669803;0.22656154200654188;0.3334480096655092;0.0;0.2574024755403231;0.29956560223438455;0.30005087408486286;0.0;0.38393700462026;0.0;0.38976857662475967;0.2965030164646016;0.0;0.3138179532999968;0.4698059619123878;0.0;0.0;0.0;0.0;0.3760914396067368;0.3729389116398427;0.219154897981007;0.0;0.36012239756630243;0.35610924665492577;0.0;0.0;0.3729389116398427;0.38492534586168137;0.293006542549582;0.293006542549582;0.35610924665492577;0.35610924665492577;0.39200945429619194;0.29020615116898657;0.0;0.2733764861840696;0.0;0.0;0.382783634555719;0.0;0.37560831654449467;0.3334480096655092;0.35027767465042614;0.0;0.0;0.0;0.0;0.0;0.44714472492297125;0.44374715121966535;0.0;0.0;0.37329104822614134;0.3729389116398427;0.0;0.3428093732854393;0.293006542549582;0.293006542549582;0.33583130918954873;0.0;0.4866356268973048;0.0;0.0;0.20514362943214276;0.0;0.0;0.3434955375043328;0.3334480096655092;0.0;0.3725252816215299;0.0;0.0;0.3697248902409344;0.40945802245651214;0.35610924665492577;0.0;0.5583650083545824;0.0;0.0;0.0;0.5401044221668432;0.0;0.0;0.0;0.2835836852363069;0.4095861891173796;0.3739127153514029;0.0;0.3334480096655092;0.382783634555719;0.0;0.4366687774994499;0.36169734810045323;0.3448676831155363;0.0;0.0;0.293006542549582;0.0;0.0;0.0;0.0;0.0;0.0;0.454356108329313;0.382783634555719;0.293006542549582;0.33064761828491374;0.0;0.4346050819027992;0.0;0.40335608948691276;0.0;0.6232680876852232;0.0;0.293006542549582;0.0;0.0;0.0;0.3769520625512193;0.36504597352346546;0.0;0.38679678546709556;0.35640414256322045;0.0;0.0
GO:0045766;0.49849837396607155;0.40335608948691276;1.0;0.0;0.0;0.0;0.48472501032456183;0.3415027352786552;0.22772024499225957;0.3442351311470669;0.0;0.2573411959899729;0.2980268524396304;0.29668592624798173;0.0;0.3947241261018176;0.0;0.39752451748241313;0.429404526049482;0.0;0.3269201943116717;0.23556080727921286;0.0;0.0;0.0;0.0;0.3442351311470669;0.3806948524974962;0.23556080727921286;0.0;0.37090951904786007;0.3638651875125793;0.0;0.0;0.3806948524974962;0.31866607491709736;0.28732647518258375;0.28732647518258375;0.3638651875125793;0.3638651875125793;0.3863293869291936;0.28684120333210544;0.0;0.27001153834718855;0.0;0.0;0.3905395754133725;0.0;0.36478023131998977;0.3442351311470669;0.3610647961319838;0.0;0.0;0.0;0.0;0.0;0.29742018696953915;0.4310928679530335;0.0;0.0;0.27135246453883716;0.3806948524974962;0.0;0.3442351311470669;0.28732647518258375;0.28732647518258375;0.27135246453883716;0.0;0.25239047226412975;0.0;0.0;0.22276952126641641;0.0;0.0;0.3378154701373345;0.3442351311470669;0.0;0.38331240310308756;0.0;0.0;0.3828271312526093;0.41721396331416566;0.3638651875125793;0.0;0.4021538442598633;0.0;0.0;0.0;0.390379884213411;0.0;0.0;0.0;0.29668592624798173;0.41320081240278905;0.5732251892555386;0.0;0.3442351311470669;0.5113993982253551;0.0;0.3068270707303714;0.3583324002635721;0.3415027352786552;0.0;0.0;0.28732647518258375;0.0;0.0;0.0;0.0;0.0;0.0;0.46211204918696647;0.48459684366369443;0.28732647518258375;0.3437498592965886;0.0;0.42892501453580084;0.0;0.4111120303445663;0.0;0.39539866430394865;0.0;0.28732647518258375;0.0;0.0;0.0;0.387739184032777;0.3635072237287113;0.0;0.39758390694865325;0.3437498592965886;0.0;0.0
GO:0002244;0.0;0.0;0.0;1.0;0.5473803840301835;0.4328241782709224;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4496538432558393;0.0;0.0;0.0;0.0;0.0;0.37705604799279263;0.33092665472566934;0.48617295407250877;0.5473803840301835;0.0;0.0;0.30826541773625277;0.5946272268621705;0.0;0.0;0.493621815514597;0.28863536137074036;0.0;0.0;0.4328241782709224;0.0;0.0;0.0;0.5318270900175323;0.0;0.0;0.0;0.30826541773625277;0.36161419353783913;0.0;0.0;0.0;0.4328241782709224;0.4496538432558393;0.3677421871088522;0.493621815514597;0.34775631971058624;0.28863536137074036;0.4328241782709224;0.0;0.0;0.4328241782709224;0.4328241782709224;0.0;0.0;0.30826541773625277;0.0;0.4328241782709224;0.4328241782709224;0.0;0.48331317322567313;0.0;0.3891477299055639;0.0;0.2558316857420769;0.0;0.33092665472566934;0.48331317322567313;0.0;0.4328241782709224;0.4719014502269431;0.3419247477060866;0.4328241782709224;0.0;0.0;0.0;0.6680515127144151;0.0;0.4714117029595433;0.4328241782709224;0.44249650570715027;0.0;0.5824312174729585;0.3419247477060866;0.4299295664722792;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4328241782709224;0.0;0.28863536137074036;0.4800710211029094;0.28863536137074036;0.29799481243613835;0.33092665472566934;0.0;0.0;0.4328241782709224;0.0;0.4496538432558393;0.5744227176241394;0.5864576559862043;0.0;0.5555780856300052;0.0;0.4328241782709224;0.4328241782709224;0.0;0.4328241782709224;0.49104525345081695;0.3148244774210553;0.0;0.4594985661717156;0.32466920033693153;0.0;0.28863536137074036;0.4328241782709224
GO:0097368;0.0;0.0;0.0;0.5473803840301835;1.0;0.3855773354389354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4024070004238523;0.0;0.0;0.0;0.0;0.0;0.3524704421502222;0.31048236645534294;0.4389261112405218;0.6558518103822255;0.0;0.0;0.28367981189368235;0.638389823294538;0.0;0.0;0.5013371908646149;0.28367981189368235;0.0;0.0;0.3855773354389354;0.0;0.0;0.0;0.48458024718554527;0.0;0.0;0.0;0.28367981189368235;0.31436735070585214;0.0;0.0;0.0;0.3855773354389354;0.4024070004238523;0.3401254006423776;0.5522631697432582;0.32731203144025983;0.2610185749042658;0.3855773354389354;0.0;0.0;0.3855773354389354;0.3855773354389354;0.0;0.0;0.28367981189368235;0.0;0.3855773354389354;0.3855773354389354;0.0;0.43606633039368614;0.0;0.3687034416352375;0.0;0.22407358170335817;0.0;0.31048236645534294;0.43606633039368614;0.0;0.3855773354389354;0.4246546073949561;0.2946779048740996;0.3855773354389354;0.0;0.0;0.0;0.5857538364396533;0.0;0.4569685357562198;0.3855773354389354;0.42205221743682386;0.0;0.5001335411981965;0.3173391418635162;0.3826827236402922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.2610185749042658;0.4328241782709224;0.2610185749042658;0.26806290643954656;0.31048236645534294;0.0;0.0;0.3855773354389354;0.0;0.4024070004238523;0.5271758747921524;0.6302202524185717;0.0;0.5506225361529473;0.0;0.3855773354389354;0.3855773354389354;0.0;0.3855773354389354;0.44379841061882996;0.2848925714244635;0.0;0.4122517233397286;0.29473729434033974;0.0;0.2610185749042658;0.3855773354389354
GO:0070560;0.0;0.0;0.0;0.4328241782709224;0.3855773354389354;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5225357662187384;0.0;0.4024070004238523;0.0;0.0;0.0;0.0;0.0;0.4475816841469568;0.31048236645534294;0.4389261112405218;0.3855773354389354;0.0;0.0;0.28367981189368235;0.4328241782709224;0.0;0.0;0.0;0.5026022974865916;0.0;0.0;0.3855773354389354;0.0;0.0;0.0;0.48458024718554527;0.0;0.0;0.0;0.28367981189368235;0.31436735070585214;0.0;0.0;0.0;0.3855773354389354;0.4024070004238523;0.3401254006423776;0.0;0.32731203144025983;0.2610185749042658;0.3855773354389354;0.0;0.0;0.3855773354389354;0.3855773354389354;0.0;0.0;0.28367981189368235;0.0;0.3855773354389354;0.3855773354389354;0.0;0.43606633039368614;0.0;0.3687034416352375;0.0;0.22407358170335817;0.0;0.31048236645534294;0.5311775723904207;0.0;0.3855773354389354;0.4246546073949561;0.2946779048740996;0.577697266470184;0.0;0.0;0.0;0.47119763068039217;0.0;0.4569685357562198;0.3855773354389354;0.42205221743682386;0.0;0.3855773354389354;0.3173391418635162;0.3826827236402922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3855773354389354;0.0;0.2610185749042658;0.4328241782709224;0.2610185749042658;0.26806290643954656;0.31048236645534294;0.0;0.0;0.3855773354389354;0.0;0.4024070004238523;0.5271758747921524;0.4246546073949561;0.0;0.39377503703875716;0.0;0.3855773354389354;0.3855773354389354;0.0;0.3855773354389354;0.44379841061882996;0.2848925714244635;0.0;0.715069153835593;0.29473729434033974;0.0;0.2610185749042658;0.3855773354389354
GO:0014739;0.3166183446805923;0.35610924665492577;0.48472501032456183;0.0;0.0;0.0;1.0;0.2942558924466682;0.18047340216027258;0.2969882883150799;0.0;0.316601564534254;0.3605908892704424;0.24943908341599474;0.0;0.34747728326983063;0.0;0.35027767465042614;0.3683843195759853;0.0;0.2796733514796847;0.18831396444722587;0.0;0.0;0.0;0.0;0.2969882883150799;0.3334480096655092;0.18831396444722587;0.0;0.3236626762158731;0.43706638908450657;0.0;0.0;0.3334480096655092;0.2714192320851104;0.24007963235059676;0.24007963235059676;0.410263834522846;0.3166183446805923;0.3390825440972066;0.23959436050011845;0.0;0.3170868363847323;0.0;0.0;0.46374077698529975;0.0;0.3175333884880028;0.367972541167917;0.3848022061528339;0.0;0.0;0.0;0.0;0.0;0.25017334413755216;0.3838460251210465;0.0;0.0;0.22410562170685017;0.3334480096655092;0.0;0.2969882883150799;0.24007963235059676;0.24007963235059676;0.22410562170685017;0.0;0.20514362943214276;0.0;0.0;0.17552267843442942;0.0;0.0;0.2905686273053475;0.3876025975334294;0.0;0.4070498131239377;0.0;0.0;0.3355802884206223;0.36996712048217867;0.43706638908450657;0.0;0.3549070014278763;0.0;0.0;0.0;0.34313304138142403;0.0;0.0;0.0;0.32644628745013027;0.36595396957080206;0.3209858051524176;0.0;0.2969882883150799;0.49652930988927824;0.0;0.2595802278983844;0.42503775466662824;0.40820808968171135;0.0;0.0;0.24007963235059676;0.0;0.0;0.0;0.0;0.0;0.0;0.5413362019401922;0.43735000083170744;0.24007963235059676;0.2965030164646016;0.0;0.38167817170381385;0.0;0.3638651875125793;0.0;0.34815182147196166;0.0;0.24007963235059676;0.0;0.0;0.0;0.34049234120079;0.3162603808967243;0.0;0.35033706411666626;0.4044322625183463;0.0;0.0
GO:0051926;0.2942558924466682;0.3284004942669803;0.3415027352786552;0.0;0.0;0.0;0.2942558924466682;1.0;0.33694147153292603;0.3693894878288988;0.0;0.3692598753111112;0.41324920004729965;0.3209302803474614;0.0;0.41987848278364953;0.0;0.32791522241650206;0.25196459909173924;0.0;0.2647558851045357;0.25980516137869253;0.0;0.0;0.0;0.0;0.27876715365339994;0.4354653997296306;0.25980516137869253;0.0;0.3054415415541931;0.2942558924466682;0.0;0.0;0.3110855574315851;0.34291042901657703;0.3115708292820634;0.3893752035271019;0.3848782266221671;0.3697451471615895;0.4105737410286733;0.4062048685120188;0.0;0.4218232198230747;0.0;0.0;0.3209302803474614;0.0;0.3053133748933256;0.3115708292820634;0.3284004942669803;0.0;0.0;0.0;0.0;0.0;0.25196459909173924;0.3689285587458975;0.0;0.0;0.3865748121465064;0.3110855574315851;0.0;0.27876715365339994;0.3115708292820634;0.3115708292820634;0.3692598753111112;0.0;0.2766348263636094;0.0;0.0;0.24701387536589609;0.0;0.0;0.4723122147778254;0.3693894878288988;0.0;0.3506481012380841;0.0;0.0;0.3206628220454733;0.43822700242375345;0.4013207979093185;0.0;0.5215175094397766;0.0;0.0;0.0;0.3449242963356111;0.0;0.0;0.0;0.4160495914278951;0.3382452171828566;0.39247700208388425;0.0;0.27876715365339994;0.3382452171828566;0.0;0.4020370287221736;0.4776960654434855;0.4608664004585686;0.0;0.0;0.3115708292820634;0.0;0.0;0.0;0.0;0.0;0.0;0.48635640328644614;0.3209302803474614;0.3115708292820634;0.2815855500894526;0.0;0.4531693686352805;0.0;0.3415027352786552;0.0;0.4196430184034283;0.0;0.3115708292820634;0.0;0.0;0.0;0.32227120653911007;0.47872957133638055;0.0;0.3321159294549863;0.2815855500894526;0.0;0.0
GO:2000352;0.209731877021625;0.22656154200654188;0.22772024499225957;0.0;0.0;0.0;0.18047340216027258;0.33694147153292603;1.0;0.19694059100882855;0.0;0.5354595393545045;0.32691186552869883;0.22361497890962173;0.0;0.23566274348259114;0.0;0.2574024755403231;0.1851737485278404;0.0;0.1851737485278404;0.15286144144501296;0.0;0.0;0.0;0.0;0.209731877021625;0.19730306714518947;0.15286144144501296;0.0;0.19538094758007762;0.19694059100882855;0.0;0.0;0.24057281055540614;0.2750951349208699;0.22374314557048924;0.3162114882716522;0.19694059100882855;0.298896551436257;0.3227460573170991;0.3330411532565691;0.0;0.2834078126429887;0.0;0.0;0.23640626492241817;0.0;0.23852252432942678;0.209731877021625;0.22656154200654188;0.0;0.0;0.0;0.0;0.0;0.17427935401941208;0.30111326465019034;0.0;0.0;0.3157262164211739;0.22656154200654188;0.0;0.209731877021625;0.209731877021625;0.22374314557048924;0.3002374776279056;0.0;0.16969110642992985;0.0;0.0;0.14271900280576594;0.0;0.0;0.3667004832264029;0.1851737485278404;0.0;0.24880914897764567;0.0;0.0;0.24108068546877803;0.2502893668104149;0.19694059100882855;0.0;0.3975925805141341;0.0;0.0;0.0;0.26723905126328396;0.0;0.0;0.0;0.29212466250225255;0.23640626492241817;0.3046493183723101;0.0;0.19694059100882855;0.2199390760738622;0.0;0.33571208381943984;0.38721741335264054;0.37038774836772365;0.0;0.0;0.22374314557048924;0.0;0.0;0.0;0.0;0.0;0.0;0.3624314743608036;0.2504175334712824;0.209731877021625;0.21377025599374544;0.0;0.3808304237169746;0.0;0.4582149967602878;0.0;0.33781645575885694;0.0;0.22374314557048924;0.0;0.0;0.0;0.2532359299073351;0.7295118220896317;0.0;0.26308065282321136;0.2020034135127573;0.0;0.0
GO:2000473;0.31655567254483385;0.3334480096655092;0.3442351311470669;0.0;0.0;0.0;0.2969882883150799;0.3693894878288988;0.19694059100882855;1.0;0.0;0.21377025599374544;0.2532359299073351;0.2504175334712824;0.0;0.6062147307229069;0.0;0.3698450588801801;0.28375199691617037;0.0;0.28375199691617037;0.17552267843442942;0.0;0.0;0.0;0.0;0.31655567254483385;0.3475316315110125;0.17552267843442942;0.0;0.3063477393804779;0.31655567254483385;0.0;0.0;0.35301539389526315;0.28788642093366634;0.23923188436375753;0.23923188436375753;0.5885294113968196;0.33618572891034626;0.3382347961103674;0.2560615493486744;0.0;0.47512684326501237;0.0;0.0;0.34323006044562704;0.0;0.33710077271775674;0.2796733514796847;0.2965030164646016;0.0;0.0;0.0;0.0;0.0;0.2697407283673061;0.40341340935080044;0.0;0.0;0.24057281055540614;0.33338533752975075;0.0;0.31655567254483385;0.23923188436375753;0.23923188436375753;0.22656154200654188;0.0;0.19235234341934632;0.0;0.0;0.1637558359534413;0.0;0.0;0.36387602464545116;0.5557257357681561;0.0;0.31875062343570537;0.0;0.0;0.339658933857108;0.641878187198406;0.3307019665260956;0.0;0.339418262634608;0.0;0.0;0.0;0.362700425611178;0.0;0.0;0.0;0.23395034462272646;0.36286011681113944;0.32013805716557836;0.0;0.29924073570943865;0.3236626762158731;0.0;0.26428057426595225;0.3120640074868728;0.2952343425019559;0.0;0.0;0.23923188436375753;0.0;0.0;0.0;0.0;0.0;0.0;0.39523514998946707;0.36286011681113944;0.23923188436375753;0.31607040069435555;0.0;0.3981453605523698;0.0;0.38343257174233325;0.0;0.3506077417716534;0.0;0.23923188436375753;0.0;0.0;0.0;0.360059725430544;0.3327275697452803;0.0;0.3699044483464202;0.30058166190108726;0.0;0.0
