;GO:0018108;GO:0021879;GO:0061098;GO:0090331;GO:0046777;GO:0060603;GO:0045124;GO:1900016;GO:0042531;GO:0002286;GO:0030224;GO:0036006;GO:0050712;GO:0030225;GO:0038145;GO:0043312;GO:0007342;GO:0045217;GO:0048015;GO:0050727;GO:0001916;GO:2000249;GO:0031623;GO:0071404;GO:0030335;GO:0008360;GO:0046718;GO:0014003;GO:0008285;GO:0008284;GO:0090197;GO:0051271;GO:0009414;GO:0002576;GO:0000165;GO:0009968;GO:0043171;GO:0010955;GO:0019221;GO:2000391;GO:0007169;GO:0046488;GO:0007166;GO:0030316;GO:0030913;GO:0043066;GO:0045087;GO:0070374;GO:0006508;GO:0070498;GO:2000660;GO:0071902;GO:2000661
GO:0018108;1.0;0.07692307692307687;0.0;0.0;0.9047619047619048;0.0;0.0;0.0;0.0;0.06666666666666665;0.0714285714285714;0.06666666666666665;0.0;0.07407407407407407;0.07407407407407407;0.04878048780487809;0.0714285714285714;0.07407407407407407;0.07407407407407407;0.0;0.0;0.0;0.24137931034482762;0.06666666666666665;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.0;0.06896551724137934;0.7037037037037037;0.0;0.25;0.0;0.07692307692307687;0.0;0.07407407407407407;0.2962962962962963;0.07999999999999996;0.07407407407407407;0.06451612903225812;0.0;0.0;0.0;0.38095238095238093;0.07407407407407407;0.0;0.0;0.0
GO:0021879;0.07692307692307687;1.0;0.0;0.0;0.08333333333333337;0.16666666666666663;0.0;0.0;0.0;0.125;0.4545454545454546;0.125;0.0;0.5;0.15384615384615385;0.07407407407407407;0.1428571428571429;0.15384615384615385;0.15384615384615385;0.0;0.0;0.0;0.09999999999999998;0.125;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.06666666666666665;0.0;0.10526315789473684;0.0;0.16666666666666663;0.0;0.15384615384615385;0.10526315789473684;0.18181818181818177;0.5;0.1875;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0
GO:0061098;0.0;0.0;1.0;0.05405405405405406;0.0;0.0;0.06521739130434778;0.052631578947368474;0.543859649122807;0.0;0.0;0.0;0.05405405405405406;0.0;0.08695652173913049;0.0;0.0;0.0;0.08695652173913049;0.06521739130434778;0.06153846153846154;0.08510638297872342;0.0;0.0;0.12;0.08510638297872342;0.0;0.0;0.0888888888888889;0.13953488372093026;0.08823529411764708;0.08695652173913049;0.0;0.0;0.06349206349206349;0.07843137254901966;0.0;0.19298245614035092;0.0888888888888889;0.09999999999999998;0.08695652173913049;0.0;0.09090909090909094;0.0;0.0;0.08163265306122447;0.0;0.5272727272727273;0.0;0.08695652173913049;0.07017543859649122;0.9069767441860466;0.10909090909090913
GO:0090331;0.0;0.0;0.05405405405405406;1.0;0.0;0.0;0.13157894736842102;0.2558139534883721;0.06493506493506496;0.0;0.0;0.0;0.125;0.0;0.09999999999999998;0.0;0.0;0.0;0.09999999999999998;0.16216216216216217;0.06779661016949157;0.09756097560975607;0.0;0.0;0.08695652173913049;0.125;0.0;0.0;0.16216216216216217;0.10256410256410253;0.07936507936507942;0.1578947368421053;0.0;0.0;0.07017543859649122;0.19512195121951215;0.0;0.1071428571428571;0.10256410256410253;0.0714285714285714;0.09999999999999998;0.0;0.10526315789473684;0.0;0.0;0.14634146341463417;0.0;0.06849315068493156;0.0;0.09999999999999998;0.17021276595744683;0.05555555555555558;0.09999999999999998
GO:0046777;0.9047619047619048;0.08333333333333337;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.07692307692307687;0.0714285714285714;0.0;0.07999999999999996;0.07999999999999996;0.05128205128205132;0.07692307692307687;0.07999999999999996;0.07999999999999996;0.0;0.0;0.0;0.2592592592592593;0.0714285714285714;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.07407407407407407;0.76;0.0;0.2692307692307693;0.0;0.08333333333333337;0.0;0.07999999999999996;0.31999999999999995;0.08695652173913049;0.07999999999999996;0.06896551724137934;0.0;0.0;0.0;0.42105263157894735;0.07999999999999996;0.0;0.0;0.0
GO:0060603;0.0;0.16666666666666663;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.11764705882352944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045124;0.0;0.0;0.06521739130434778;0.13157894736842102;0.0;0.0;1.0;0.19047619047619047;0.06000000000000005;0.0;0.0;0.0;0.10256410256410253;0.0;0.25;0.0;0.0;0.0;0.25;0.2727272727272727;0.09677419354838712;0.23076923076923073;0.0;0.0;0.16666666666666663;0.33333333333333337;0.0;0.0;0.2727272727272727;0.2727272727272727;0.11428571428571432;0.25;0.0;0.0;0.10344827586206895;0.17647058823529416;0.0;0.09999999999999998;0.2727272727272727;0.1071428571428571;0.25;0.0;0.30000000000000004;0.0;0.0;0.19999999999999996;0.0;0.06521739130434778;0.0;0.25;0.13043478260869568;0.06818181818181823;0.13043478260869568
GO:1900016;0.0;0.0;0.052631578947368474;0.2558139534883721;0.0;0.0;0.19047619047619047;1.0;0.06666666666666665;0.0;0.0;0.0;0.17391304347826086;0.0;0.13043478260869568;0.0;0.0;0.0;0.13043478260869568;0.38888888888888884;0.09756097560975607;0.125;0.0;0.0;0.10344827586206895;0.125;0.0;0.0;0.19047619047619047;0.13636363636363635;0.11111111111111116;0.18181818181818177;0.0;0.0;0.07499999999999996;0.24;0.0;0.09999999999999998;0.13636363636363635;0.07692307692307687;0.13043478260869568;0.0;0.1428571428571429;0.0;0.0;0.16000000000000003;0.0;0.0714285714285714;0.0;0.13043478260869568;0.19354838709677424;0.054545454545454564;0.12121212121212122
GO:0042531;0.0;0.0;0.543859649122807;0.06493506493506496;0.0;0.0;0.06000000000000005;0.06666666666666665;1.0;0.0;0.0;0.0;0.05128205128205132;0.0;0.07999999999999996;0.0;0.0;0.0;0.07999999999999996;0.08163265306122447;0.08955223880597019;0.07843137254901966;0.0;0.0;0.11111111111111116;0.07843137254901966;0.0;0.0;0.08163265306122447;0.12765957446808507;0.08333333333333337;0.07999999999999996;0.0;0.0;0.05970149253731338;0.1568627450980392;0.0;0.180327868852459;0.08163265306122447;0.09375;0.07999999999999996;0.0;0.08333333333333337;0.0;0.0;0.07547169811320753;0.0;0.7959183673469388;0.0;0.07999999999999996;0.14035087719298245;0.5087719298245614;0.27450980392156865
GO:0002286;0.06666666666666665;0.125;0.0;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;1.0;0.11111111111111116;0.09999999999999998;0.0;0.11764705882352944;0.11764705882352944;0.31999999999999995;0.11111111111111116;0.11764705882352944;0.11764705882352944;0.0;0.0;0.0;0.08333333333333337;0.09999999999999998;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.05882352941176472;0.0;0.08695652173913049;0.0;0.125;0.0;0.11764705882352944;0.08695652173913049;0.1333333333333333;0.11764705882352944;0.09523809523809523;0.0;0.1333333333333333;0.0;0.0;0.11764705882352944;0.0;0.0;0.0
GO:0030224;0.0714285714285714;0.4545454545454546;0.0;0.0;0.07692307692307687;0.1428571428571429;0.0;0.0;0.0;0.11111111111111116;1.0;0.11111111111111116;0.0;0.8888888888888888;0.1333333333333333;0.06896551724137934;0.125;0.1333333333333333;0.1333333333333333;0.0;0.0;0.0;0.09090909090909094;0.11111111111111116;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.11764705882352944;0.0625;0.0;0.09523809523809523;0.0;0.1428571428571429;0.0;0.1333333333333333;0.09523809523809523;0.15384615384615385;0.8888888888888888;0.16666666666666663;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0
GO:0036006;0.06666666666666665;0.125;0.0;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.09999999999999998;0.11111111111111116;1.0;0.0;0.11764705882352944;0.11764705882352944;0.06451612903225812;0.11111111111111116;0.11764705882352944;0.11764705882352944;0.0;0.0;0.0;0.08333333333333337;0.375;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.17647058823529416;0.10526315789473684;0.05882352941176472;0.0;0.08695652173913049;0.0;0.125;0.0;0.11764705882352944;0.08695652173913049;0.1333333333333333;0.11764705882352944;0.09523809523809523;0.0;0.1333333333333333;0.0;0.0;0.11764705882352944;0.0;0.0;0.0
GO:0050712;0.0;0.0;0.05405405405405406;0.125;0.0;0.0;0.10256410256410253;0.17391304347826086;0.05128205128205132;0.0;0.0;0.0;1.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.09999999999999998;0.07499999999999996;0.050000000000000044;0.09756097560975607;0.0;0.0;0.11111111111111116;0.09756097560975607;0.0;0.0;0.16216216216216217;0.10256410256410253;0.33333333333333337;0.18918918918918914;0.0;0.0;0.07017543859649122;0.13953488372093026;0.0;0.1071428571428571;0.10256410256410253;0.09090909090909094;0.09999999999999998;0.0;0.10526315789473684;0.0;0.0;0.14634146341463417;0.0;0.05405405405405406;0.0;0.09999999999999998;0.12244897959183676;0.05555555555555558;0.07843137254901966
GO:0030225;0.07407407407407407;0.5;0.0;0.0;0.07999999999999996;0.15384615384615385;0.0;0.0;0.0;0.11764705882352944;0.8888888888888888;0.11764705882352944;0.0;1.0;0.1428571428571429;0.0714285714285714;0.1333333333333333;0.1428571428571429;0.1428571428571429;0.0;0.0;0.0;0.09523809523809523;0.11764705882352944;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.125;0.06451612903225812;0.0;0.09999999999999998;0.0;0.15384615384615385;0.0;0.1428571428571429;0.09999999999999998;0.16666666666666663;1.0;0.17647058823529416;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0
