;GO:0018108;GO:0021879;GO:0061098;GO:0090331;GO:0046777;GO:0060603;GO:0045124;GO:1900016;GO:0042531;GO:0002286;GO:0030224;GO:0036006;GO:0050712;GO:0030225;GO:0038145;GO:0043312;GO:0007342;GO:0045217;GO:0048015;GO:0050727;GO:0001916;GO:2000249;GO:0031623;GO:0071404;GO:0030335;GO:0008360;GO:0046718;GO:0014003;GO:0008285;GO:0008284;GO:0090197;GO:0051271;GO:0009414;GO:0002576;GO:0000165;GO:0009968;GO:0043171;GO:0010955;GO:0019221;GO:2000391;GO:0007169;GO:0046488;GO:0007166;GO:0030316;GO:0030913;GO:0043066;GO:0045087;GO:0070374;GO:0006508;GO:0070498;GO:2000660;GO:0071902;GO:2000661
GO:0018108;1.0;0.00995265833540629;0.0;0.0;0.525394983826213;0.0;0.0;0.0;0.0;0.00995265833540629;0.00995265833540629;0.00995265833540629;0.0;0.00995265833540629;0.00995265833540629;0.00995265833540629;0.00995265833540629;0.00995265833540629;0.00995265833540629;0.0;0.0;0.0;0.08998448810863408;0.00995265833540629;0.0;0.0;0.0;0.00995265833540629;0.0;0.0;0.0;0.0;0.0;0.00995265833540629;0.525394983826213;0.0;0.0573487814021811;0.0;0.00995265833540629;0.0;0.00995265833540629;0.061626702538088024;0.00995265833540629;0.00995265833540629;0.00995265833540629;0.0;0.0;0.0;0.13231735576515033;0.00995265833540629;0.0;0.0;0.0
GO:0021879;0.00995265833540629;1.0;0.0;0.0;0.018629235703855225;0.104543647937524;0.0;0.0;0.0;0.04103932917437334;0.23996852653315373;0.04124057718599388;0.0;0.35442422221243924;0.11153179167231024;0.02535564089323761;0.0804681215839905;0.06524456272361516;0.12597823954916704;0.0;0.0;0.0;0.051925829547280054;0.05933604448260999;0.0;0.0;0.0;0.4061977881310902;0.0;0.0;0.0;0.0;0.0;0.08448767247666746;0.01454866207651827;0.0;0.0240801418093732;0.0;0.12597823954916704;0.0;0.11978181163412484;0.02287507059488046;0.12597823954916704;0.35442422221243924;0.03783808130101242;0.0;0.0;0.0;0.0;0.11153179167231024;0.0;0.0;0.0
GO:0061098;0.0;0.0;1.0;0.0036955047951902882;0.0;0.0;0.0020727107865723465;0.0020727107865723465;0.3617156063993653;0.0;0.0;0.0;0.0036955047951902882;0.0;0.0036955047951902882;0.0;0.0;0.0;0.0036955047951902882;0.0020727107865723465;0.0036955047951902882;0.0036955047951902882;0.0;0.0;0.011070395253952748;0.0036955047951902882;0.0;0.0;0.0036955047951902882;0.011070395253952748;0.011070395253952748;0.0036955047951902882;0.0;0.0;0.0036955047951902882;0.0036955047951902882;0.0;0.03284080187953569;0.0036955047951902882;0.011070395253952748;0.0036955047951902882;0.0;0.0036955047951902882;0.0;0.0;0.0036955047951902882;0.0;0.3077630163528569;0.0;0.0036955047951902882;0.0036955047951902882;0.5081738021646746;0.011070395253952748
GO:0090331;0.0;0.0;0.0036955047951902882;1.0;0.0;0.0;0.014512104402440329;0.07711905205655695;0.006472061783176765;0.0;0.0;0.0;0.02395086933614946;0.0;0.014512104402440329;0.0;0.0;0.0;0.014512104402440329;0.02123536602514009;0.014512104402440329;0.014512104402440329;0.0;0.0;0.014512104402440329;0.014512104402440329;0.0;0.0;0.04362187838590044;0.014512104402440329;0.010489217825446234;0.04362187838590044;0.0;0.0;0.014512104402440329;0.04362187838590044;0.0;0.03384374541987798;0.014512104402440329;0.011325145321178067;0.014512104402440329;0.0;0.014512104402440329;0.0;0.0;0.04362187838590044;0.0;0.006754307064843514;0.0;0.014512104402440329;0.04362187838590044;0.006316456237097961;0.014512104402440329
GO:0046777;0.525394983826213;0.018629235703855225;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.018629235703855225;0.018629235703855225;0.018629235703855225;0.0;0.018629235703855225;0.018629235703855225;0.018629235703855225;0.018629235703855225;0.018629235703855225;0.018629235703855225;0.0;0.0;0.0;0.16843160713183167;0.018629235703855225;0.0;0.0;0.0;0.018629235703855225;0.0;0.0;0.0;0.0;0.0;0.018629235703855225;0.7680153200067947;0.0;0.10734458373492309;0.0;0.018629235703855225;0.0;0.018629235703855225;0.11535193197070082;0.018629235703855225;0.018629235703855225;0.018629235703855225;0.0;0.0;0.0;0.24766963008172296;0.018629235703855225;0.0;0.0;0.0
GO:0060603;0.0;0.104543647937524;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.04843175339428085;0.0;0.0;0.07153182450691553;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09875023608223765;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07153182450691553;0.03783808130101242;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045124;0.0;0.0;0.0020727107865723465;0.014512104402440329;0.0;0.0;1.0;0.03507595729786056;0.0036300080808479617;0.0;0.0;0.0;0.007967963077164334;0.0;0.14792009941079345;0.0;0.0;0.0;0.16898161555990643;0.14138620785161593;0.01223054685020104;0.12338226980634172;0.0;0.0;0.028397541039609942;0.10690215883659161;0.0;0.0;0.10239557015479397;0.10277666372112565;0.010489217825446234;0.08524740016709156;0.0;0.0;0.019295301441722517;0.031751815877821804;0.0;0.006314942323832017;0.1685090979943731;0.006351974132804884;0.1588617668456547;0.0;0.19023393748378778;0.0;0.0;0.0550842956350268;0.0;0.0037883119857789515;0.0;0.14792009941079345;0.014581574292535513;0.0035427330503222847;0.014609325081642059
GO:1900016;0.0;0.0;0.0020727107865723465;0.07711905205655695;0.0;0.0;0.03507595729786056;1.0;0.006472061783176765;0.0;0.0;0.0;0.044389096023219686;0.0;0.019673175674199884;0.0;0.0;0.0;0.019673175674199884;0.13914494188037618;0.02180624756021156;0.019673175674199884;0.0;0.0;0.019673175674199884;0.019673175674199884;0.0;0.0;0.03507595729786056;0.019673175674199884;0.015532844684009364;0.03507595729786056;0.0;0.0;0.019295301441722517;0.10372257166063123;0.0;0.011259120080936946;0.019673175674199884;0.006351974132804884;0.019673175674199884;0.0;0.019673175674199884;0.0;0.0;0.03507595729786056;0.0;0.006754307064843514;0.0;0.019673175674199884;0.07687820256013875;0.0035427330503222847;0.02604745015245644
GO:0042531;0.0;0.0;0.3617156063993653;0.006472061783176765;0.0;0.0;0.0036300080808479617;0.006472061783176765;1.0;0.0;0.0;0.0;0.006472061783176765;0.0;0.006472061783176765;0.0;0.0;0.0;0.006472061783176765;0.006472061783176765;0.019072043892362806;0.006472061783176765;0.0;0.0;0.019387955372435046;0.006472061783176765;0.0;0.0;0.006472061783176765;0.019387955372435046;0.019387955372435046;0.006472061783176765;0.0;0.0;0.006472061783176765;0.030552972911372486;0.0;0.05751520037264034;0.006472061783176765;0.019387955372435046;0.006472061783176765;0.0;0.006472061783176765;0.0;0.0;0.006472061783176765;0.0;0.5389957169058325;0.0;0.006472061783176765;0.030552972911372486;0.5260368290470547;0.11398417315873735
GO:0002286;0.00995265833540629;0.04103932917437334;0.0;0.0;0.018629235703855225;0.0;0.0;0.0;0.0;1.0;0.04103932917437334;0.04103932917437334;0.0;0.04103932917437334;0.04103932917437334;0.2888178806927632;0.04103932917437334;0.04103932917437334;0.04103932917437334;0.0;0.0;0.0;0.04103932917437334;0.04103932917437334;0.0;0.0;0.0;0.04103932917437334;0.0;0.0;0.0;0.0;0.0;0.04103932917437334;0.01454866207651827;0.0;0.0240801418093732;0.0;0.04103932917437334;0.0;0.04103932917437334;0.02287507059488046;0.04103932917437334;0.04103932917437334;0.03783808130101242;0.0;0.04103932917437334;0.0;0.0;0.04103932917437334;0.0;0.0;0.0
