id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0050789	regulation of biological process	754	0.09	0.17	1.80	4.47
GO:0044237	cellular metabolic process	402	0.16	0.21	2.71	13.80
GO:0032502	developmental process	255	0.22	0.11	1.89	3.37
GO:0016477	cell migration	122	0.47	0.48	6.31	17.13
GO:0071277	cellular response to calcium ion	7	1.00	0.82	9.63	78.50
