;GO:0014066;GO:0015031;GO:0045445;GO:0006364;GO:0042531;GO:0042730;GO:0043666;GO:0051290;GO:0006687;GO:0032804;GO:0043271;GO:0000381;GO:0000380;GO:0070120;GO:0032729;GO:0051607;GO:0010536;GO:1905581;GO:0031952;GO:0032722;GO:0007186;GO:1905599;GO:1905597;GO:0006695;GO:0002690;GO:0043312;GO:0042104;GO:0007589;GO:0030855;GO:0043161;GO:0006646;GO:1900738;GO:0051135;GO:0016042;GO:0010501;GO:0001837;GO:0050804;GO:0044090;GO:0032755;GO:2001014;GO:0072659;GO:0010586;GO:0036035;GO:0035024;GO:0090630;GO:0031340;GO:0008285;GO:0097191;GO:1905602;GO:0045944;GO:0045669;GO:0043403;GO:0048661;GO:0097066;GO:0006657;GO:0001765;GO:0001921;GO:0048146;GO:0030242;GO:0070102;GO:0030521;GO:0035774;GO:0030520;GO:0051865;GO:0009062;GO:0032780;GO:0050829;GO:0006351;GO:0090122;GO:0006470;GO:0006355;GO:0006672;GO:0044147;GO:0006357;GO:0048671;GO:0006900;GO:0030517;GO:0002548;GO:0052362;GO:0032816;GO:0001934;GO:0042692;GO:0051791;GO:2000146;GO:0031047;GO:0002827;GO:0030199;GO:0052405;GO:0035722
GO:0014066;1.0;0.0;0.0;0.0;0.42047520129461297;0.24450337384914914;0.09109119242320027;0.0;0.0;0.06542503916533039;0.08182683697365024;0.08612744401790694;0.0;0.06990883605039312;0.07590581549708311;0.0;0.34908237705909967;0.05491116561116577;0.08382191885692893;0.07471409939014252;0.11971150429498856;0.06239761005536215;0.04789819129789215;0.0;0.2781605526843751;0.0;0.07920097733371448;0.06695009922366167;0.0;0.0;0.0;0.25703984321539425;0.07245592287752407;0.0;0.0;0.0;0.36124088062246984;0.07480721976339993;0.07761692092058635;0.07766358400693782;0.0;0.0;0.0;0.37804530982553297;0.0686089190341195;0.07245592287752407;0.11016763504625578;0.08919029835188333;0.06542503916533039;0.11800517695326974;0.08546526323655852;0.0;0.08788204822027583;0.0;0.0;0.0;0.26531594892122506;0.0847537816113911;0.0;0.07574167921815535;0.08382191885692893;0.28450174548931295;0.07831485306477201;0.0;0.0;0.05877749362505042;0.0;0.0;0.0;0.0;0.13846732700656303;0.0;0.05491116561116577;0.13176155660880157;0.07312357560839844;0.0;0.08314360652020959;0.0;0.0;0.0769524014851038;0.11530343080197804;0.0;0.0;0.09890796958400794;0.07418531700025464;0.24024972342527023;0.0;0.0544059362986829;0.08382191885692893
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46491548921239084;0.0;0.35513274734634237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6167267943508787;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045445;0.0;0.0;1.0;0.025918417750582685;0.0;0.0;0.0;0.022011719779681096;0.023280422135229694;0.0;0.0;0.0;0.02110621004689814;0.019443700530977902;0.0;0.0;0.0;0.0;0.0;0.0;0.031193482017213843;0.0;0.0;0.0;0.0;0.02814249939683547;0.0;0.0;0.41936481213421484;0.027050809341838497;0.02110621004689814;0.0;0.0;0.0;0.02288260811661179;0.3649887138742314;0.0;0.0;0.0;0.0;0.0;0.021200691870145665;0.25346475357150405;0.0;0.0;0.0;0.0;0.024175780367111;0.0;0.0;0.0;0.18724200729487067;0.0;0.0;0.01989707421866705;0.020401339940053793;0.0;0.0;0.019443700530977902;0.020901046312813445;0.02288260811661179;0.0;0.02153672870995017;0.023213193728767175;0.024242713280608143;0.0;0.0;0.03343942560473035;0.0;0.025964832472956206;0.0;0.023887947447055524;0.0;0.0;0.0;0.022011719779681096;0.0;0.022717898372565656;0.0;0.0;0.0;0.37216460354854636;0.020669107130772676;0.0;0.022998409656064506;0.0;0.022801828253623917;0.0;0.02288260811661179
GO:0006364;0.0;0.0;0.025918417750582685;1.0;0.0;0.0;0.0;0.02628417010639969;0.1445240737179144;0.0;0.0;0.0;0.5282505866371606;0.02270358440312335;0.0;0.0;0.0;0.0;0.0;0.0;0.040529561453954886;0.0;0.0;0.24162765101793468;0.0;0.035525472921433945;0.0;0.0;0.03372774258365378;0.19676967066661682;0.11796837969718352;0.0;0.0;0.15764924260628363;0.31022991323265825;0.028436163244479912;0.0;0.0;0.0;0.0;0.0;0.6152137474494361;0.02303568721655709;0.0;0.0;0.0;0.0;0.029429872140563668;0.0;0.0;0.0;0.0;0.0;0.0;0.11990268023567804;0.024020124454502058;0.0;0.0;0.10648361087726922;0.024715851684930373;0.027535555518351493;0.0;0.025609718481388787;0.16307933228522714;0.13932194332218364;0.0;0.0;0.5002853583962213;0.178276422980651;0.1869962237516889;0.0;0.25337546306146647;0.0;0.0;0.0;0.02628417010639969;0.0;0.027297399948845148;0.11723751001397652;0.0;0.0;0.02911543883877066;0.11508522539688619;0.0;0.027703411996866222;0.0;0.027418668006332005;0.0;0.027535555518351493
GO:0042531;0.42047520129461297;0.0;0.0;0.0;1.0;0.23627137244464627;0.4325526000354975;0.0;0.0;0.26448791181398407;0.0785763739150028;0.18916981481412898;0.0;0.06780014531257046;0.2000553564915308;0.0;0.8118732698729701;0.1462169627218347;0.43771092205846446;0.19702881692912483;0.11365827476426238;0.16201887150785227;0.04660445552005365;0.0;0.37770104432583906;0.0;0.20416471992863838;0.06444935742802652;0.0;0.0;0.0;0.3496749757225355;0.18732025778363076;0.0;0.0;0.0;0.3454860552571045;0.1932032729086889;0.2043948257631584;0.07506980534835488;0.0;0.0;0.0;0.3654194972372902;0.06598514872802828;0.18732025778363076;0.10502035606673348;0.0857863270879755;0.1696574261492381;0.42617106951383715;0.21972133087791176;0.0;0.22570082231719907;0.0;0.0;0.0;0.36871709117150636;0.21795865691305463;0.0;0.07327264563841726;0.0808084643022445;0.39284358512705375;0.07567812879273644;0.0;0.0;0.05684119085364473;0.0;0.0;0.0;0.0;0.29745801684873235;0.0;0.05342800857268472;0.28385023505799656;0.07081968628358437;0.0;0.08017786339587615;0.0;0.0;0.19856020023133006;0.6815009629941616;0.0;0.0;0.0947391696341978;0.1796371724810744;0.3279277219469869;0.0;0.05274287178194906;0.0808084643022445
GO:0042730;0.24450337384914914;0.0;0.0;0.0;0.23627137244464627;1.0;0.0697590976386423;0.0;0.0;0.15830481290983223;0.21617547085921496;0.06642753415705416;0.0;0.05520322069739838;0.2992134500842969;0.0;0.2003696698729185;0.2241250304902128;0.0648639209470663;0.2950890764236291;0.08808536360505792;0.04982174430043363;0.04345876494764459;0.0;0.5140949986275667;0.0;0.06169852802378987;0.6257320560612177;0.0;0.0;0.0;0.192955295704035;0.05700123764407563;0.0;0.0;0.0;0.07724206718755446;0.05864918612382738;0.30510741779298917;0.27277327488880404;0.0;0.0;0.0;0.3607275926728962;0.05985132678858545;0.05700123764407563;0.25002343812508115;0.06848883984237283;0.052005150896063286;0.08703310874083584;0.29681132115836784;0.0;0.06761059649179793;0.0;0.0;0.0;0.05930098439524709;0.0654971607942566;0.0;0.05930098439524709;0.0648639209470663;0.24914890398833575;0.06108667301240953;0.0;0.0;0.05223018264936246;0.0;0.0;0.0;0.0;0.09933581144060337;0.0;0.15165847563993287;0.09537870955089824;0.39189336928711793;0.0;0.4391602276400926;0.0;0.0;0.06014284578592311;0.08535688647266046;0.0;0.0;0.2280309563481121;0.19843583163420195;0.2133693261499288;0.0;0.04874945430867435;0.0648639209470663
GO:0043666;0.09109119242320027;0.0;0.0;0.0;0.4325526000354975;0.0697590976386423;1.0;0.0;0.0;0.2749536426659274;0.08301428547764937;0.19905563230295029;0.0;0.07066884544573485;0.07692656118985372;0.0;0.35828986644936794;0.05544336754731076;0.41957478504390144;0.0757028366618826;0.12195747035690689;0.23106650575442353;0.23106650575442353;0.0;0.09033342402209363;0.0;0.08017786339587615;0.0678605922118107;0.0;0.0;0.0;0.06949635068404353;0.07327264563841726;0.0;0.0;0.0;0.10414433190470516;0.07567812879273644;0.07868452923583853;0.07860268807203054;0.0;0.0;0.0;0.07860268807203054;0.5108167603222021;0.07327264563841726;0.11206692101712544;0.09043107671662681;0.06609022054887986;0.27409285223715957;0.0866039020623507;0.0;0.0890864481120131;0.0;0.0;0.0;0.169585116292139;0.08587341727715017;0.0;0.07663461203870033;0.08491691017435056;0.08174253608293218;0.0792698702317262;0.0;0.0;0.43674595009340866;0.0;0.0;0.0;0.0;0.322655113983528;0.0;0.05544336754731076;0.30670611648201346;0.07395550568218885;0.0;0.08422083366516542;0.0;0.0;0.07787428305479534;0.5800027066770642;0.0;0.0;0.10043617003508228;0.1888229708169876;0.06853095254575689;0.0;0.26280670244039595;0.08491691017435056
GO:0051290;0.0;0.0;0.022011719779681096;0.02628417010639969;0.0;0.0;0.0;1.0;0.023575087122226664;0.0;0.0;0.0;0.021348120299372372;0.019648816607209404;0.0;0.0;0.0;0.0;0.0;0.0;0.03172479080683146;0.0;0.0;0.0;0.0;0.02857423882615891;0.0;0.0;0.027399569017324075;0.027449465552065424;0.021348120299372372;0.0;0.0;0.0;0.023167227161864604;0.023801459636255753;0.0;0.0;0.0;0.0;0.0;0.021444785313718844;0.01989707421866705;0.0;0.0;0.0;0.0;0.02449370142765062;0.0;0.0;0.0;0.0;0.0;0.0;0.020111920149896732;0.2868455271351136;0.0;0.0;0.019648816607209404;0.02113824999963302;0.023167227161864604;0.0;0.021788667351538005;0.023506148618294156;0.024562408806052934;0.0;0.0;0.03405074733604062;0.0;0.02633190525729825;0.0;0.024198294749429496;0.0;0.0;0.0;0.18824086046635816;0.0;0.022998409656064506;0.0;0.0;0.0;0.024275509044536077;0.020901046312813445;0.0;0.0232859348204451;0.0;0.3666934323445176;0.0;0.023167227161864604
GO:0006687;0.0;0.0;0.023280422135229694;0.1445240737179144;0.0;0.0;0.0;0.023575087122226664;1.0;0.0;0.0;0.0;0.11586855033675773;0.020653538310306335;0.0;0.0;0.0;0.0;0.0;0.0;0.03442898520610938;0.0;0.0;0.4529484316761525;0.0;0.03074958753743831;0.0;0.0;0.029393499173044214;0.2481407504899052;0.45382742655050395;0.0;0.0;0.5414989472272561;0.1263426584525642;0.025291846625367116;0.0;0.0;0.0;0.0;0.0;0.11642262448637156;0.020928011150375257;0.0;0.0;0.0;0.0;0.026074921617677892;0.0;0.0;0.0;0.0;0.0;0.0;0.4261706429339638;0.02173738053617767;0.0;0.0;0.09686855157421213;0.02230559084393641;0.02457689224411568;0.0;0.023031061942055113;0.2102907793177808;0.5265824854307626;0.0;0.0;0.1911603283229761;0.3438025922663198;0.23733355658648841;0.0;0.8582526268601639;0.0;0.0;0.0;0.023575087122226664;0.0;0.024386989702570205;0.1559615933475423;0.0;0.0;0.025827790695135973;0.4438046937911032;0.0;0.024710527171004307;0.0;0.024483731597494816;0.0;0.02457689224411568
GO:0032804;0.06542503916533039;0.0;0.0;0.0;0.26448791181398407;0.15830481290983223;0.2749536426659274;0.0;0.0;1.0;0.17969499825912358;0.14467282856949845;0.0;0.054179500665246794;0.05588706559605263;0.0;0.2298854005140495;0.04361053511999991;0.25867745079296384;0.055238360543589084;0.07996009728690158;0.04955628121232409;0.03804081975918655;0.0;0.06503321533136959;0.0;0.05959856069666081;0.04914866194218821;0.0;0.0;0.0;0.05348765461158716;0.05569691407432494;0.0;0.0;0.0;0.0718973575620459;0.05707594597774237;0.056809159127320596;0.05872380459802082;0.0;0.0;0.0;0.17002326191648576;0.050036775344027354;0.05569691407432494;0.2188455228312174;0.06508381250634569;0.05144697224782045;0.1806089079631289;0.06307762537370064;0.0;0.06438441076236054;0.0;0.0;0.0;0.12750385973039524;0.06268922183041602;0.0;0.05761831602629059;0.06217793518997288;0.06045879382841809;0.059095396908183266;0.0;0.0;0.04459656634831675;0.0;0.0;0.0;0.0;0.20049275901888133;0.0;0.1327514195058678;0.1942171109349249;0.16239930959130722;0.0;0.17894111642627963;0.0;0.0;0.058316287791600224;0.3243731516072431;0.0;0.0;0.2029907531942725;0.2570943557502212;0.05131951903144696;0.0;0.042033967468315836;0.06217793518997288
