;GO:0014066;GO:0015031;GO:0045445;GO:0006364;GO:0042531;GO:0042730;GO:0043666;GO:0051290;GO:0006687;GO:0032804;GO:0043271;GO:0000381;GO:0000380;GO:0070120;GO:0032729;GO:0051607;GO:0010536;GO:1905581;GO:0031952;GO:0032722;GO:0007186;GO:1905599;GO:1905597;GO:0006695;GO:0002690;GO:0043312;GO:0042104;GO:0007589;GO:0030855;GO:0043161;GO:0006646;GO:1900738;GO:0051135;GO:0016042;GO:0010501;GO:0001837;GO:0050804;GO:0044090;GO:0032755;GO:2001014;GO:0072659;GO:0010586;GO:0036035;GO:0035024;GO:0090630;GO:0031340;GO:0008285;GO:0097191;GO:1905602;GO:0045944;GO:0045669;GO:0043403;GO:0048661;GO:0097066;GO:0006657;GO:0001765;GO:0001921;GO:0048146;GO:0030242;GO:0070102;GO:0030521;GO:0035774;GO:0030520;GO:0051865;GO:0009062;GO:0032780;GO:0050829;GO:0006351;GO:0090122;GO:0006470;GO:0006355;GO:0006672;GO:0044147;GO:0006357;GO:0048671;GO:0006900;GO:0030517;GO:0002548;GO:0052362;GO:0032816;GO:0001934;GO:0042692;GO:0051791;GO:2000146;GO:0031047;GO:0002827;GO:0030199;GO:0052405;GO:0035722
GO:0014066;1.0;0.0;0.0;0.0;0.3674610113980652;0.3135071688082826;0.34077784200588795;0.0;0.0;0.2700255406588717;0.40905096359312204;0.38201222788940786;0.0;0.5114983534612129;0.39340946765590573;0.0;0.31791024020964775;0.396289880105861;0.3809854426850321;0.3935075095586048;0.5542509955935823;0.37117163172282275;0.25817378133750835;0.0;0.3563179863341043;0.0;0.26413281484625245;0.2810306366978113;0.0;0.0;0.0;0.6405117174673851;0.3141583203170095;0.0;0.0;0.0;0.7379585195219213;0.46594245745110585;0.3933006071008746;0.4562014503054846;0.0;0.0;0.0;0.6305909249125307;0.2628855573400208;0.40580067129951053;0.5438618373457523;0.5114392057233287;0.2612502931028664;0.23340826740115636;0.4060905148742105;0.0;0.5025338236973376;0.0;0.0;0.0;0.46102867051888946;0.5027667014928592;0.0;0.5113452853513086;0.47831070442559814;0.3523984809058844;0.47845889755351345;0.0;0.0;0.2748905794118747;0.0;0.0;0.0;0.0;0.34839745181989856;0.0;0.38167241786720685;0.33851894687010176;0.2224744207300852;0.0;0.2223486945384866;0.0;0.0;0.40967633498736533;0.27535232087145;0.0;0.0;0.450138093597743;0.3333983502067869;0.39198244211862016;0.0;0.2252684212697754;0.5111030427055828
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2707442606343554;0.0;0.4266741259441151;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4084317029139783;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045445;0.0;0.0;1.0;0.2116450183428885;0.0;0.0;0.0;0.3361037549337519;0.2535396466728551;0.0;0.0;0.0;0.1944175307298448;0.34347359362952196;0.0;0.0;0.0;0.0;0.0;0.0;0.38050357625343867;0.0;0.0;0.0;0.0;0.21121854139430934;0.0;0.0;0.8772346871874679;0.185486844359388;0.1963567548292891;0.0;0.0;0.0;0.24080121340392727;0.8283053502858644;0.0;0.0;0.0;0.0;0.0;0.23288086631123128;0.625111868994212;0.0;0.0;0.0;0.0;0.3434234850142421;0.0;0.0;0.0;0.33328981329553364;0.0;0.0;0.16987661253970596;0.37479924611733434;0.0;0.0;0.36383342026726156;0.3433439240455286;0.3158262798892002;0.0;0.31594768191706385;0.21886243860166532;0.19831825630917385;0.0;0.0;0.15888520586737584;0.0;0.21810824614196828;0.0;0.26039312547709725;0.0;0.0;0.0;0.39359785488747556;0.0;0.2882429985080308;0.0;0.0;0.0;0.8787402382065215;0.26692860159154436;0.0;0.28318924686332203;0.0;0.3737124952965426;0.0;0.3431387529452888
GO:0006364;0.0;0.0;0.2116450183428885;1.0;0.0;0.0;0.0;0.18294553309653597;0.47424313806360047;0.0;0.0;0.0;0.7978929365982552;0.18510743980070424;0.0;0.0;0.0;0.0;0.0;0.0;0.19535324053556205;0.0;0.0;0.2827956555382746;0.0;0.13840315365586495;0.0;0.0;0.211378207102391;0.4359139301586883;0.3499771121361567;0.0;0.0;0.3442366397740374;0.8730843041461444;0.20562684253868102;0.0;0.0;0.0;0.0;0.0;0.8969843565562778;0.19432797689063486;0.0;0.0;0.0;0.0;0.18509288512090027;0.0;0.0;0.0;0.0;0.0;0.0;0.3642811076536371;0.19383860515851217;0.0;0.0;0.3497707738862274;0.1850697716100045;0.17676796393938862;0.0;0.17680598839745132;0.4866767652184769;0.3523172323038507;0.0;0.0;0.6602917275240915;0.3531554909715794;0.4855900665826549;0.0;0.5364907296060155;0.0;0.0;0.0;0.1987478766681084;0.0;0.16778154528153008;0.29291297592127474;0.0;0.0;0.2115498239256616;0.4255286916475274;0.0;0.16605658671828985;0.0;0.19354751901393707;0.0;0.1850101439066214
GO:0042531;0.3674610113980652;0.0;0.0;0.0;1.0;0.15542725063386625;0.46594332198979754;0.0;0.0;0.34102701786538836;0.15521254541147264;0.34726445271223;0.0;0.19997066923580883;0.19077289941635622;0.0;0.8787278304428677;0.19131336251599246;0.5476265912492098;0.1907913749286501;0.20618856022247584;0.23911089586067463;0.10241853263059063;0.0;0.2700131991808442;0.0;0.20089739358114156;0.10583322234043209;0.0;0.0;0.0;0.47671250390618075;0.22034160723283974;0.0;0.0;0.0;0.27626552958052125;0.2643481598304241;0.19075237858577052;0.19092324379837994;0.0;0.0;0.0;0.30974028391549435;0.1031519679846329;0.24908799008780017;0.20473364037369493;0.1999616283112095;0.19967645556444724;0.412167102761964;0.2491675274732733;0.0;0.2725517765197469;0.0;0.0;0.0;0.5011955956660328;0.2726016733343273;0.0;0.19994726965908188;0.1946894894226433;0.32333405075997834;0.1947140372520779;0.0;0.0;0.10495041672727018;0.0;0.0;0.0;0.0;0.33243886998240196;0.0;0.15109979019226433;0.32779785644669573;0.13261558877229312;0.0;0.13257090458234802;0.0;0.0;0.250146362314247;0.7882497794277786;0.0;0.0;0.18985298961401217;0.21604743384190928;0.23752196923033458;0.0;0.09680873382540132;0.1999102205000147
GO:0042730;0.3135071688082826;0.0;0.0;0.0;0.15542725063386625;1.0;0.19388367686752558;0.0;0.0;0.201239844560433;0.33091944791692657;0.21088423946851684;0.0;0.2582618452581493;0.317310767292972;0.0;0.1375220680862749;0.31884182026154007;0.2104731826537824;0.3173630054979734;0.2721770970725573;0.20651344301799093;0.17250283409388179;0.0;0.25437713368618076;0.0;0.15934949198344228;0.29638959588879726;0.0;0.0;0.0;0.25816599270434903;0.1823443394895269;0.0;0.0;0.0;0.27041581363200534;0.24254424307680078;0.31725275439409173;0.2918548424557952;0.0;0.0;0.0;0.3259117413945718;0.1745937214179325;0.22024009514988138;0.33367852294482;0.25824205032231473;0.15796916034099254;0.14430599002187042;0.26901967545346994;0.0;0.25524397386963693;0.0;0.0;0.0;0.21531600506353152;0.25532282509024906;0.0;0.2582106148790223;0.24690696036961549;0.20918308153766524;0.24695879239263877;0.0;0.0;0.1798089865801776;0.0;0.0;0.0;0.0;0.1971031758202372;0.0;0.31613695240192335;0.19292221463004863;0.23140078529390504;0.0;0.2312936974354439;0.0;0.0;0.2217345721937533;0.1646629368705424;0.0;0.0;0.29395889568075567;0.2882786038706465;0.27696442840215596;0.0;0.15716364106563088;0.25812951753239444
GO:0043666;0.34077784200588795;0.0;0.0;0.0;0.46594332198979754;0.19388367686752558;1.0;0.0;0.0;0.4962652360867994;0.27237490917071905;0.5536539478979082;0.0;0.3460753719532923;0.26534997579692254;0.0;0.46145649022240315;0.26665725800762;0.7828597740276971;0.2653945747836813;0.3651313875415234;0.32267770008929997;0.23421522331603176;0.0;0.23596935179918962;0.0;0.21184297263797794;0.1863689795073355;0.0;0.0;0.0;0.2796115243983054;0.24285921720171189;0.0;0.0;0.0;0.362717062508806;0.3246024774000166;0.26530044695720095;0.31984468074126693;0.0;0.0;0.0;0.2580824568105235;0.3485354112275024;0.2942243044712896;0.36059351417254676;0.3460482945327455;0.20998476053163748;0.37684625780492875;0.2943766430726047;0.0;0.34194823353698556;0.0;0.0;0.0;0.4550995814007758;0.3420560422615341;0.0;0.34600529428196913;0.3305572374079193;0.19035603003022228;0.33062800911013757;0.0;0.0;0.3591687841807593;0.0;0.0;0.0;0.0;0.5169015340868554;0.0;0.2599580283556129;0.5057674718653875;0.18418233891977454;0.0;0.1840961594527059;0.0;0.0;0.2962563746104256;0.6102240447322261;0.0;0.0;0.3168523693822134;0.35772439689184504;0.22879417132516025;0.0;0.21300079402877226;0.345894362980795
GO:0051290;0.0;0.0;0.3361037549337519;0.18294553309653597;0.0;0.0;0.0;1.0;0.2134302522358902;0.0;0.0;0.0;0.1699297667407077;0.27377405679916805;0.0;0.0;0.0;0.0;0.0;0.0;0.2967965613628667;0.0;0.0;0.0;0.0;0.18262678928157086;0.0;0.0;0.33543137783629556;0.16306741537093844;0.17140938880320164;0.0;0.0;0.0;0.20433108026216493;0.32117603397800826;0.0;0.0;0.0;0.0;0.0;0.19859962906091808;0.29443646320397143;0.0;0.0;0.0;0.0;0.27374222045921265;0.0;0.0;0.0;0.0;0.0;0.0;0.1508787043336574;0.5888991801410468;0.0;0.0;0.2865554777634638;0.2736916677928944;0.25591727405828235;0.0;0.25599698114720926;0.18831345096038762;0.17290223585421263;0.0;0.0;0.142145051690494;0.0;0.18775483756672892;0.0;0.2182661606305824;0.0;0.0;0.0;0.5168551102991302;0.0;0.2375009145050396;0.0;0.0;0.0;0.335863746085578;0.22283947592496095;0.0;0.23405924271586262;0.0;0.5853999848229056;0.0;0.2735612811038165
GO:0006687;0.0;0.0;0.2535396466728551;0.47424313806360047;0.0;0.0;0.0;0.2134302522358902;1.0;0.0;0.0;0.0;0.44527260957075626;0.2163784818976592;0.0;0.0;0.0;0.0;0.0;0.0;0.2305105696259438;0.0;0.0;0.30904448717150895;0.0;0.155170293139835;0.0;0.0;0.25315684712114456;0.4787488704890012;0.47678742797660734;0.0;0.0;0.4759110834874441;0.5205187847839008;0.24495143229214894;0.0;0.0;0.0;0.0;0.0;0.5082743912412662;0.22908441701622193;0.0;0.0;0.0;0.0;0.2163585945311519;0.0;0.0;0.0;0.0;0.0;0.0;0.5251186547980667;0.2284046442638311;0.0;0.0;0.41101828137228635;0.21632701355052075;0.20506942706741577;0.0;0.20512060381800143;0.5414318323951455;0.48034407130160806;0.0;0.0;0.3812805256594727;0.3976190291749005;0.5400729296900214;0.0;0.8185166916443731;0.0;0.0;0.0;0.23525183179022732;0.0;0.19307275442075303;0.31743794305597456;0.0;0.0;0.2534030473725533;0.5944416569757669;0.0;0.19079209861142254;0.0;0.22800059477697834;0.0;0.21624554781518449
GO:0032804;0.2700255406588717;0.0;0.0;0.0;0.34102701786538836;0.201239844560433;0.4962652360867994;0.0;0.0;1.0;0.26514157708240643;0.45513781482958743;0.0;0.2733409790935417;0.20929549690579083;0.0;0.30543595236215276;0.2101079518081737;0.5317742308211835;0.20932324232152086;0.285092745481384;0.22739856351591953;0.1395129178344929;0.0;0.19973121067402438;0.0;0.18217033830056242;0.1459264784075961;0.0;0.0;0.0;0.23013472485178854;0.20464536040416145;0.0;0.0;0.0;0.2836187380575607;0.25976849649719014;0.20926468227681608;0.2567125308809337;0.0;0.0;0.0;0.2936991270915809;0.14087737988362775;0.23994292545103585;0.38503400301746454;0.27332408703668787;0.18079453480378935;0.32845507678860425;0.24004422961354097;0.0;0.27075986613009556;0.0;0.0;0.0;0.3727022511616343;0.27082745469977343;0.0;0.273297260493398;0.26356816045060444;0.16605215453593014;0.26361315224859394;0.0;0.0;0.14425338947109687;0.0;0.0;0.0;0.0;0.4300041831621309;0.0;0.25556671922330326;0.42227099005147967;0.2200327603112508;0.0;0.2199425724009701;0.0;0.0;0.2412926479402279;0.4314080623679758;0.0;0.0;0.34747777426029314;0.4188981838568583;0.1858713072927914;0.0;0.1293061595205936;0.2732280473720284
