;GO:0007050;GO:0006482;GO:0008285;GO:0044795;GO:0006886;GO:0043687;GO:0030866;GO:0032869;GO:0072583;GO:0016191;GO:0031658;GO:0000086;GO:0032802;GO:0097368;GO:0030308;GO:0048268;GO:0000082;GO:0010737;GO:0098815;GO:0060071;GO:0030100;GO:0019886;GO:0048709;GO:1902463;GO:0032482;GO:1900244;GO:0006897;GO:0032515;GO:0048013;GO:0035767;GO:0070830;GO:0032456;GO:0072659;GO:0016567
GO:0007050;1.0;0.021222651122080608;0.4303461777527684;0.0;0.0;0.022277141600228655;0.06054529612933999;0.007277504342912662;0.0;0.06054529612933999;0.012715243477362973;0.13292269403124063;0.0072506111198690285;0.06054529612933999;0.2958849273984637;0.06054529612933999;0.13292269403124063;0.14316734840006146;0.07910216877867106;0.0803947550319122;0.14316734840006146;0.0;0.06054529612933999;0.0;0.14316734840006146;0.029945588469290838;0.0;0.02194886666899039;0.14316734840006146;0.05707622990330389;0.0599793186149035;0.0;0.0;0.02189487228911387
GO:0006482;0.021222651122080608;1.0;0.0;0.0;0.0;0.9266533167466456;0.021222651122080608;0.007277504342912662;0.0;0.021222651122080608;0.0;0.021222651122080608;0.17412784927063296;0.021222651122080608;0.0;0.021222651122080608;0.021222651122080608;0.021222651122080608;0.0;0.021222651122080608;0.0;0.0;0.021222651122080608;0.0;0.021222651122080608;0.0;0.0;0.0;0.021222651122080608;0.021222651122080608;0.021222651122080608;0.0;0.0;0.9266533167466456
GO:0008285;0.4303461777527684;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007186767080175197;0.0;0.0;0.0;0.2958849273984637;0.0;0.0;0.18256445760049927;0.07910216877867106;0.0803947550319122;0.17731558711640988;0.0;0.0;0.0;0.18256445760049927;0.029945588469290838;0.0;0.02194886666899039;0.18256445760049927;0.0;0.0;0.0;0.0;0.0
GO:0044795;0.0;0.0;0.0;1.0;0.3274224225025109;0.0;0.0;0.0;0.2243374350734223;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11575959567729703;0.0;0.0;0.2243374350734223;0.0;0.0;0.0;0.0;0.9634183936970845;0.08666009951937478;0.0
GO:0006886;0.0;0.0;0.0;0.3274224225025109;1.0;0.0;0.0;0.0;0.08240117320610767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08240117320610767;0.0;0.0;0.08240117320610767;0.0;0.0;0.0;0.0;0.3274224225025109;0.08240117320610767;0.0
GO:0043687;0.022277141600228655;0.9266533167466456;0.0;0.0;0.0;1.0;0.022277141600228655;0.007277504342912662;0.0;0.022277141600228655;0.0;0.022277141600228655;0.17412784927063296;0.022277141600228655;0.0;0.022277141600228655;0.022277141600228655;0.022277141600228655;0.0;0.022277141600228655;0.0;0.0;0.022277141600228655;0.0;0.022277141600228655;0.0;0.0;0.0;0.022277141600228655;0.022277141600228655;0.022277141600228655;0.0;0.0;0.9560047851581759
GO:0030866;0.06054529612933999;0.021222651122080608;0.0;0.0;0.0;0.022277141600228655;1.0;0.007277504342912662;0.0;0.21230321598965735;0.0;0.06241876216232741;0.0072506111198690285;0.06239268244724829;0.0;0.21230321598965735;0.06241876216232741;0.06241876216232741;0.0;0.03399884334695676;0.0;0.0;0.06241876216232741;0.0;0.06241876216232741;0.0;0.0;0.0;0.06241876216232741;0.05707622990330389;0.20400600386301426;0.0;0.0;0.02189487228911387
GO:0032869;0.007277504342912662;0.007277504342912662;0.0;0.0;0.0;0.007277504342912662;0.007277504342912662;1.0;0.0;0.007277504342912662;0.0;0.007277504342912662;0.0072506111198690285;0.007277504342912662;0.0;0.007277504342912662;0.007277504342912662;0.007277504342912662;0.0;0.007277504342912662;0.0;0.0;0.007277504342912662;0.0;0.007277504342912662;0.0;0.0;0.0;0.007277504342912662;0.007277504342912662;0.007277504342912662;0.0;0.0;0.007277504342912662
GO:0072583;0.0;0.0;0.0;0.2243374350734223;0.08240117320610767;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.112067965152323;0.0;0.0;0.8772293154544627;0.0;0.0;0.0;0.0;0.2243374350734223;0.051466723146699776;0.0
GO:0016191;0.06054529612933999;0.021222651122080608;0.0;0.0;0.0;0.022277141600228655;0.21230321598965735;0.007277504342912662;0.0;1.0;0.0;0.07750509165065662;0.0072506111198690285;0.06239268244724829;0.0;0.3358172291476889;0.07852116912008303;0.07852116912008303;0.0;0.03399884334695676;0.0;0.0;0.07852116912008303;0.0;0.07852116912008303;0.0;0.0;0.0;0.07852116912008303;0.05707622990330389;0.20400600386301426;0.0;0.0;0.02189487228911387
