;GO:0055012;GO:0015031;GO:0006366;GO:0043388;GO:0051091;GO:0006006;GO:0003257;GO:0001666;GO:0010812;GO:0045893;GO:0045010;GO:0010459;GO:0033574;GO:0034504;GO:0070208;GO:0007186;GO:0031032;GO:0086004;GO:0090263;GO:0051260;GO:1900222;GO:0038063;GO:0042542;GO:0001560;GO:1904706;GO:1901877;GO:0045736;GO:0043434;GO:0060314;GO:2000727;GO:0071560;GO:0007219;GO:0048251;GO:0045661;GO:2000724;GO:0051694;GO:0010628;GO:0071364;GO:0032355;GO:2000721;GO:0010667;GO:0086092;GO:2001015;GO:0030335;GO:1902081;GO:1904753;GO:0008284;GO:0035065;GO:0060065;GO:0051591;GO:0001570;GO:0048739;GO:0045109;GO:0045987;GO:0000122;GO:0010718;GO:0071230;GO:0032868;GO:0006816;GO:0001649;GO:0019388;GO:0030241;GO:0071356;GO:0010832;GO:0050776;GO:0030049;GO:0086023;GO:0044344;GO:0051480;GO:1901895;GO:0030239;GO:0071260;GO:0005978;GO:1902618;GO:0071300;GO:2000587;GO:0031960;GO:0050900;GO:0030199;GO:0010881;GO:0035886;GO:0030511;GO:0071306
GO:0055012;1.0;0.0;0.14329973707989557;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13544952087517798;0.0;0.0;0.0;0.2846714922837804;0.31558592324949203;0.30998510264080603;0.0;0.0;0.3080185034987451;0.0;0.2681488977592187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2535700726780258;0.3018360360811042;0.3114454385915546;0.0;0.0;0.1267781829067329;0.0;0.253644514339849;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28545632821547673;0.0;0.7077897502055327;0.4601311575189496;0.2981392047443234;0.0;0.0;0.0;0.20781436725596358;0.0;0.0;0.707539223137412;0.0;0.2870960718970864;0.27316645493247477;0.0;0.0;0.33433797491184253;0.21346515642370206;0.25370539034905554;0.2060040582248622;0.0;0.3158346025753124;0.28698274269602864;0.15343970385775213;0.2869432324695436;0.23618953007833945;0.0;0.0;0.328574680579539;0.3109001517868007;0.14296005210638157;0.7353172001376085;0.0;0.18212357024438605
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4248773368781771;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42249589081012606;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006366;0.14329973707989557;0.0;1.0;0.0;0.0;0.2530106208006201;0.0;0.0;0.0;0.0;0.09053115203420431;0.0;0.0;0.0;0.13935498617429448;0.14637416995682184;0.14515771013163656;0.0;0.0;0.1447250150805421;0.0;0.13527463871905354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13146166318008645;0.1433454523163215;0.14547713212745425;0.0;0.0;0.08657341692873763;0.0;0.13148166902608022;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1552944754129108;0.13754794941537724;0.14250626802512584;0.0;0.0;0.0;0.11799292862002245;0.0;0.0;0.15527077186271604;0.22142498862976254;0.11986199767038598;0.1365398549863351;0.0;0.0;0.1502836743928395;0.11979343867444335;0.13149802496363264;0.11740712532787297;0.0;0.12630888986697458;0.13990656533450485;0.4960270778296288;0.1398971744869836;0.12663060253764669;0.0;0.0;0.14910806261085807;0.14535804744818326;0.09382571973938074;0.1490956923803172;0.0;0.10924335549686619
GO:0043388;0.0;0.0;0.0;1.0;0.2831763983591864;0.0;0.12063231754977995;0.0;0.304550754612356;0.13462333271789848;0.13729491740938982;0.26492633578898644;0.0;0.0;0.0;0.3394830592865849;0.0;0.23504329853987252;0.21821525894902455;0.0;0.34577545628860273;0.2838741380072364;0.0;0.3392804430325788;0.28003122705608896;0.5858750718475664;0.146465146102508;0.0;0.20743318616368395;0.1651566933495122;0.0;0.3231806924338001;0.0;0.355492927529837;0.1824344704771976;0.12814932925827968;0.29858837266932525;0.0;0.0;0.12692903630818972;0.22425588882941036;0.2659112549954155;0.19267772537470199;0.24610018229301925;0.22373024226895488;0.21745358685443109;0.3308471135362037;0.20265078488017924;0.0;0.0;0.0;0.0;0.0;0.2875612717973796;0.12729777390694846;0.24444849096705532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24022396765341764;0.3840660246268591;0.0;0.2219217969413929;0.0;0.21364119940553072;0.18747160623061898;0.0;0.0;0.0;0.0;0.0;0.22023135835130433;0.0;0.0;0.0;0.1452573891632288;0.0;0.19999722527018815;0.0
GO:0051091;0.0;0.0;0.0;0.2831763983591864;1.0;0.0;0.6719276423275439;0.0;0.30681195045403203;0.7273318713026667;0.22311431172375465;0.21683201084292536;0.0;0.0;0.0;0.32418807244888376;0.0;0.26585929544769976;0.3023778096272834;0.0;0.24920109858218265;0.2955969253122329;0.0;0.32409250775508797;0.29342889712736947;0.2299351071985072;0.3415473978179677;0.0;0.24003363420851506;0.25332348151222506;0.0;0.31630980119107704;0.0;0.33156088355381474;0.27041030071065747;0.17868842742070754;0.46197098118507585;0.0;0.0;0.6972814282288489;0.25858461245920755;0.21727908666551668;0.2355668813290222;0.32454304699922226;0.19671059801022361;0.2538502677000523;0.38044494896129905;0.47816524064738014;0.0;0.0;0.0;0.0;0.0;0.28290085852990354;0.6651956458513631;0.32328998686923377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2692553284589215;0.2619774462748872;0.0;0.2569732293981416;0.0;0.12985507919460393;0.1782926945056676;0.0;0.0;0.0;0.0;0.0;0.25579768543774023;0.0;0.0;0.0;0.19526943794549273;0.0;0.2866395673144178;0.0
GO:0006006;0.0;0.0;0.2530106208006201;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6964020194277822;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31529450241563334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0003257;0.0;0.0;0.0;0.12063231754977995;0.6719276423275439;0.0;1.0;0.0;0.2199574497045278;0.9334086333902871;0.2074908851158681;0.15869673131900736;0.0;0.0;0.0;0.22874723111045062;0.0;0.1980826967324743;0.26302296409242903;0.0;0.17536828802400212;0.21413305946644082;0.0;0.22869964800403844;0.21299304261826638;0.12083714716135735;0.2606433319885132;0.0;0.1622048607341904;0.22953761351492613;0.0;0.2247965968413662;0.0;0.23239353341325855;0.24151365962046095;0.14527827341130412;0.44227193973882956;0.0;0.0;0.9489442427601233;0.19401598307788454;0.1589360796138716;0.18076359681747448;0.27728998737235744;0.14764349123280376;0.19133854428773062;0.3111180566660219;0.36420228432215457;0.0;0.0;0.0;0.0;0.0;0.20454405838910614;0.5655486710174892;0.2764969616869911;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1999617942204562;0.1816007786477817;0.0;0.1931074416134781;0.0;0.0981352271159399;0.1168710905067613;0.0;0.0;0.0;0.0;0.0;0.19244284951923626;0.0;0.0;0.0;0.15605158300260616;0.0;0.2525755109307195;0.0
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2946986851751371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.386742748753694;0.0;0.0;0.0;0.0;0.29388680160303554;0.0;0.0;0.24784817175120563;0.0;0.0;0.0;0.0;0.0;0.0;0.2479316121501853;0.3092752564709322;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29532445882470254;0.0;0.0;0.0;0.0;0.0;0.0;0.19788624523142345;0.28053522342303944;0.0;0.0;0.0;0.0;0.2700643681346821;0.0;0.0;0.0;0.0;0.2479998523813923;0.0;0.0;0.0;0.38461635914409864;0.0;0.2859904626332798;0.22856140339154268;0.0;0.3102769300933848;0.0;0.0;0.0;0.0;0.0;0.1709473387309331
GO:0010812;0.0;0.0;0.0;0.304550754612356;0.30681195045403203;0.0;0.2199574497045278;0.0;1.0;0.24384989302205531;0.24837637826558;0.42743708899558475;0.0;0.0;0.0;0.5607864332595462;0.0;0.40650919372779387;0.380284318742596;0.0;0.5385496263154603;0.4804075515165053;0.0;0.5605005392981482;0.6474187598942246;0.30585966675753307;0.275124026207071;0.0;0.2795939118714477;0.2949132049881544;0.0;0.537623324357345;0.0;0.5832202345313069;0.3231715147703805;0.31754474360068075;0.3824595673557787;0.0;0.0;0.23074947983676586;0.5315435111350753;0.34554288070064126;0.46331014202243836;0.42352516029897425;0.36769560803927964;0.5170104108231286;0.5485566838352771;0.35566984217158704;0.0;0.0;0.0;0.0;0.0;0.3701203487655569;0.3155616665381042;0.4209940048380165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5653105579084153;0.4742160312999917;0.0;0.3860949052215077;0.0;0.19290521140093891;0.2405805585548908;0.0;0.0;0.0;0.0;0.0;0.5229559309195695;0.0;0.0;0.0;0.2617999849584872;0.0;0.351438414114651;0.0
GO:0045893;0.0;0.0;0.0;0.13462333271789848;0.7273318713026667;0.0;0.9334086333902871;0.0;0.24384989302205531;1.0;0.2224730569778752;0.1749296961460451;0.0;0.0;0.0;0.2547000273328412;0.0;0.21725216044816192;0.2875722566798227;0.0;0.19540636766733202;0.2367119860068613;0.0;0.2546410359151893;0.23531966109552513;0.13487848038896474;0.27699569882810005;0.0;0.17483761528364758;0.24801452171918248;0.0;0.24981166980100752;0.0;0.25922884783421185;0.2620551898349568;0.1553303628937029;0.4899189609671121;0.0;0.0;0.9640524616141757;0.2123699476012572;0.17522055913555332;0.19659354715613978;0.3047135784395405;0.16159455603689968;0.20916615750140183;0.34606249647190673;0.39694658440481967;0.0;0.0;0.0;0.0;0.0;0.22623178264545565;0.5786046209233788;0.303756208749847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21951463304150345;0.20317606538485308;0.0;0.21128186088825493;0.0;0.10719835871817002;0.12544389566363626;0.0;0.0;0.0;0.0;0.0;0.21048654267213723;0.0;0.0;0.0;0.16770962125672598;0.0;0.2751296902073094;0.0
