;GO:0055012;GO:0015031;GO:0006366;GO:0043388;GO:0051091;GO:0006006;GO:0003257;GO:0001666;GO:0010812;GO:0045893;GO:0045010;GO:0010459;GO:0033574;GO:0034504;GO:0070208;GO:0007186;GO:0031032;GO:0086004;GO:0090263;GO:0051260;GO:1900222;GO:0038063;GO:0042542;GO:0001560;GO:1904706;GO:1901877;GO:0045736;GO:0043434;GO:0060314;GO:2000727;GO:0071560;GO:0007219;GO:0048251;GO:0045661;GO:2000724;GO:0051694;GO:0010628;GO:0071364;GO:0032355;GO:2000721;GO:0010667;GO:0086092;GO:2001015;GO:0030335;GO:1902081;GO:1904753;GO:0008284;GO:0035065;GO:0060065;GO:0051591;GO:0001570;GO:0048739;GO:0045109;GO:0045987;GO:0000122;GO:0010718;GO:0071230;GO:0032868;GO:0006816;GO:0001649;GO:0019388;GO:0030241;GO:0071356;GO:0010832;GO:0050776;GO:0030049;GO:0086023;GO:0044344;GO:0051480;GO:1901895;GO:0030239;GO:0071260;GO:0005978;GO:1902618;GO:0071300;GO:2000587;GO:0031960;GO:0050900;GO:0030199;GO:0010881;GO:0035886;GO:0030511;GO:0071306
GO:0055012;1.0;0.0;0.48458024718554527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4122517233397286;0.0;0.0;0.0;0.3855773354389354;0.49787201858118535;0.3538582526801856;0.0;0.0;0.4122517233397286;0.0;0.3855773354389354;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28367981189368235;0.44148427237987303;0.3855773354389354;0.0;0.0;0.19457357436122563;0.0;0.28367981189368235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44637497268261;0.0;0.5618587625417646;0.5001335411981965;0.31035419979447554;0.0;0.0;0.0;0.33250977183573244;0.0;0.0;0.5351843746409715;0.0;0.44637497268261;0.24138851853875337;0.0;0.0;0.3855773354389354;0.4246546073949561;0.28367981189368235;0.29273316783467446;0.0;0.4854522446386307;0.28367981189368235;0.24138851853875337;0.2610185749042658;0.2610185749042658;0.0;0.0;0.4849883252655831;0.28367981189368235;0.3855773354389354;0.7212644303963607;0.0;0.2610185749042658
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6378631489277014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5319387202058383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006366;0.48458024718554527;0.0;1.0;0.0;0.0;0.5037551717675358;0.0;0.0;0.0;0.0;0.5112546350863385;0.0;0.0;0.0;0.48458024718554527;0.5968749303277952;0.4528611644267955;0.0;0.0;0.5112546350863385;0.0;0.48458024718554527;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3826827236402922;0.5404871841264829;0.48458024718554527;0.0;0.0;0.2935764861078355;0.0;0.3826827236402922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5112546350863385;0.48458024718554527;0.4093571115410854;0.0;0.0;0.0;0.4315126835823423;0.0;0.0;0.48458024718554527;0.4474346048082854;0.48458024718554527;0.34039143028536323;0.0;0.0;0.48458024718554527;0.523657519141566;0.3826827236402922;0.3917360795812843;0.0;0.523657519141566;0.3826827236402922;0.5717392874614533;0.36002148665087563;0.36002148665087563;0.0;0.0;0.5839912370121929;0.3826827236402922;0.48458024718554527;0.523657519141566;0.0;0.36002148665087563
GO:0043388;0.0;0.0;0.0;1.0;0.6325659718756365;0.0;0.32749556691612053;0.0;0.34103956866996366;0.3820529049993591;0.3541699548169137;0.34152484052044196;0.0;0.0;0.0;0.43979025005837047;0.0;0.3465530318534113;0.3045546192587905;0.0;0.2905505737152129;0.32749556691612053;0.0;0.32749556691612053;0.2610505663730804;0.5876073400266223;0.4246545378098005;0.0;0.4401432766030688;0.3141391068779653;0.0;0.38340250385705815;0.0;0.33405462660092305;0.27506183492194464;0.2364924378792958;0.40741345311550153;0.0;0.0;0.32749556691612053;0.22559804337086747;0.3078655105506081;0.3087211648917785;0.37889960567828174;0.27506183492194464;0.24825928036028394;0.4008621082028188;0.32331002052509544;0.0;0.0;0.0;0.0;0.0;0.3332829101018392;0.34642486519254384;0.3377974165471999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2873365523163046;0.46302102818947843;0.0;0.3665728388721412;0.0;0.30974636829545205;0.4134688887022756;0.0;0.0;0.0;0.0;0.0;0.2610505663730804;0.0;0.0;0.0;0.32749556691612053;0.0;0.27506183492194464;0.0
GO:0051091;0.0;0.0;0.0;0.6325659718756365;1.0;0.0;0.48600684622060436;0.0;0.39657395234081944;0.6666154150372072;0.41320081240278905;0.34061586151793;0.0;0.0;0.0;0.45837964052831864;0.0;0.3949149173281188;0.430030477387706;0.0;0.32961776853751273;0.3460849573860687;0.0;0.3460849573860687;0.3037936640311397;0.44758535979873226;0.45159851071010887;0.0;0.43196845434459646;0.45240625101967713;0.0;0.4019918943270063;0.0;0.38958901027177884;0.41332897906365645;0.27098998840247623;0.6157940530441952;0.0;0.0;0.48600684622060436;0.256978719853612;0.30695653154809616;0.35708305036648597;0.5171667498199936;0.30695653154809616;0.2864787271957445;0.5564441891799259;0.4277274587547899;0.0;0.0;0.0;0.0;0.0;0.471550054243551;0.6109749856145248;0.49337949752430693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3255559991517652;0.5115758407380436;0.0;0.3851622293420894;0.0;0.29515100371001285;0.4052940664438033;0.0;0.0;0.0;0.0;0.0;0.3037936640311397;0.0;0.0;0.0;0.3460849573860687;0.0;0.41332897906365645;0.0
GO:0006006;0.0;0.0;0.5037551717675358;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6983609631657;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.442011896393407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0003257;0.0;0.0;0.0;0.32749556691612053;0.48600684622060436;0.0;1.0;0.0;0.32666587251941587;0.675202614283215;0.4874188773458091;0.3160302556753596;0.0;0.0;0.0;0.5130303212415848;0.0;0.3280380181306194;0.3427447885951488;0.0;0.25970968871610917;0.40073563809933477;0.0;0.40073563809933477;0.23923188436375753;0.254758964990266;0.3494192004941798;0.0;0.2659062722645507;0.35563294450085453;0.0;0.4566425750402724;0.0;0.31968093045037527;0.31655567254483385;0.209731877021625;0.6310496590872734;0.0;0.0;0.6115829844884053;0.19694059100882855;0.28237092570552574;0.29020615116898657;0.42039344330117095;0.24007963235059676;0.22374314557048924;0.44649726339795215;0.3649918771295346;0.0;0.0;0.0;0.0;0.0;0.35520936349497445;0.5798151326130334;0.38343257174233325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2628204175265099;0.43752644334439605;0.0;0.43981291005535544;0.0;0.2864735579206747;0.22276469551520156;0.0;0.0;0.0;0.0;0.0;0.23923188436375753;0.0;0.0;0.0;0.40073563809933477;0.0;0.31655567254483385;0.0
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5247338749011929;0.0;0.0;0.0;0.0;0.4909631869068249;0.0;0.0;0.40838186206509414;0.0;0.0;0.0;0.0;0.0;0.0;0.40838186206509414;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4350562499658873;0.0;0.0;0.0;0.0;0.0;0.0;0.4572118220071442;0.40255029006059445;0.0;0.0;0.0;0.0;0.36609056871016515;0.0;0.0;0.0;0.0;0.40838186206509414;0.0;0.0;0.0;0.5130766494802798;0.0;0.38572062507567756;0.38572062507567756;0.0;0.4572118220071442;0.0;0.0;0.0;0.0;0.0;0.38572062507567756
GO:0010812;0.0;0.0;0.0;0.34103956866996366;0.39657395234081944;0.0;0.32666587251941587;0.0;1.0;0.41072321794478694;0.35334026042020905;0.3824022751547074;0.0;0.0;0.0;0.4616217926510824;0.0;0.39815706945088253;0.33322493220421834;0.0;0.39103423853980257;0.32666587251941587;0.0;0.32666587251941587;0.4089917765813319;0.26830296674410914;0.46246871904378567;0.0;0.31639526721930145;0.34611308810992414;0.0;0.38257280946035344;0.0;0.3928311623945425;0.30703581615390346;0.3667004832264029;0.42292024549890433;0.0;0.0;0.32666587251941587;0.3493855463910077;0.2905686273053475;0.4694536611128263;0.41087358691024056;0.368373001550386;0.3667004832264029;0.45963864399643833;0.3647716194833197;0.0;0.0;0.0;0.0;0.0;0.34878970248524205;0.46486606805866276;0.37391271535140286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.425407811547936;0.4880154382991468;0.0;0.36574314447543654;0.0;0.28749876132434826;0.3314280083494784;0.0;0.0;0.0;0.0;0.0;0.3863305395919153;0.0;0.0;0.0;0.32666587251941587;0.0;0.32666587251941587;0.0
GO:0045893;0.0;0.0;0.0;0.3820529049993591;0.6666154150372072;0.0;0.675202614283215;0.0;0.41072321794478694;1.0;0.4469174622365105;0.3619376253180458;0.0;0.0;0.0;0.48984384296768135;0.0;0.43172541992150293;0.46374712722142747;0.0;0.3437670341414803;0.36023422299003627;0.0;0.36023422299003627;0.344745484196768;0.3093163030735046;0.4531066022850633;0.0;0.35740860354869686;0.4766352831271332;0.0;0.41614115993097384;0.0;0.42105321271114154;0.4375580111711126;0.3179429296351073;0.8867531968874688;0.0;0.0;0.7174939076381441;0.30617608715411915;0.328278295348212;0.39389355295987005;0.5413957819274496;0.328278295348212;0.3179429296351073;0.5674996020242309;0.5014829545490815;0.0;0.0;0.0;0.0;0.0;0.47621170212125313;0.71753415703748;0.504434910368612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36981148760392435;0.5162374886157458;0.0;0.3993114949460569;0.0;0.33838204863036375;0.3014757407865513;0.0;0.0;0.0;0.0;0.0;0.33073421564790373;0.0;0.0;0.0;0.36023422299003627;0.0;0.4375580111711126;0.0
