;GO:2000480;GO:0061333;GO:0032693;GO:1902950;GO:0002634;GO:0071498;GO:0071374;GO:0002638;GO:0001947;GO:2000111;GO:0019886;GO:0050710;GO:0042308;GO:1902564;GO:0060998;GO:0045652;GO:0002922;GO:0002924;GO:0014902;GO:0030890;GO:0051898;GO:1905563;GO:0060025;GO:0045947;GO:1904753;GO:0002062;GO:0045666;GO:0045663;GO:0038096;GO:0045669;GO:0045944;GO:0043401;GO:0043524;GO:0000165;GO:0051145;GO:0030889;GO:0071277;GO:0001649;GO:0050731;GO:0050853;GO:0043537;GO:0046928;GO:1900165;GO:0060536;GO:1904646;GO:0048667;GO:0048666;GO:0043410;GO:0001782;GO:0007517;GO:0002467;GO:0002622;GO:0001811;GO:0016064;GO:0050869;GO:0001814;GO:2001199;GO:0060045;GO:0055012;GO:0006366;GO:0006367;GO:0035914;GO:0002316;GO:0043031;GO:0048167;GO:0030220;GO:2000311;GO:2000310;GO:0030224;GO:0071219;GO:0010694;GO:0014898;GO:0051966;GO:0030501;GO:0051963;GO:0043318;GO:0014033;GO:0030182;GO:0042100;GO:1904706;GO:0006898;GO:2000727;GO:0071560;GO:0002605;GO:2001016;GO:0010469;GO:0031666;GO:0050766;GO:0035984;GO:0050765;GO:0090073;GO:0000122;GO:0060297;GO:0035176;GO:0035690;GO:0007166;GO:1905898;GO:0072160;GO:1901216;GO:0006357;GO:0030318;GO:0009617;GO:0071222;GO:2000987;GO:0045087;GO:0046330;GO:0045088;GO:0071864;GO:0030279
GO:2000480;1.0;0.0;0.18783990727725072;0.18785277813888915;0.1475576538332366;0.0;0.0;0.18128162295308117;0.0;0.1643033830795566;0.0;0.19460785216385576;0.1419801000841685;0.2437790208718004;0.16418378966243632;0.18118225898390716;0.1450930199137663;0.14204874033953038;0.0;0.14595461031805917;0.22843502984102945;0.24389761635177531;0.19127937484319316;0.4985585812175137;0.2250409015034989;0.0;0.15686008959160305;0.18130772012570928;0.14536729963280554;0.16938824615330625;0.25403087508604766;0.19458048137633951;0.23596767526765403;0.14513194013600617;0.0;0.20310185586318014;0.0;0.0;0.45229029126542974;0.15398306890732927;0.2118799081497213;0.1661786766468648;0.18713197340350549;0.0;0.0;0.0;0.0;0.39971986606256976;0.11291593450634847;0.0;0.0;0.1401248356405012;0.12080482887201058;0.0;0.23593361318749798;0.1082723675898619;0.21810548725735204;0.1329202926832034;0.0;0.0;0.0;0.0;0.0;0.2437790208718004;0.1875451398205181;0.0;0.18346655554270896;0.18346655554270896;0.0;0.0;0.31802015880296475;0.0;0.19127937484319316;0.13790132742445238;0.18102708861625225;0.1375415125540365;0.0;0.0;0.0;0.2523193861498468;0.0;0.1401245350819616;0.0;0.1877941860679478;0.15225663059726566;0.22657290401589134;0.15423162115290828;0.16948252565726835;0.0;0.23584162963634944;0.1501787510730364;0.39707946330528104;0.15897363848341006;0.0;0.0;0.19827579732998765;0.18120257440817114;0.0;0.18782373875983482;0.31548171288819793;0.0;0.0;0.0;0.1333750565122448;0.0;0.36619348289164594;0.15303492984243125;0.18784029065453672;0.19485114663705727
GO:0061333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8039442779744526;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33456212385205747;0.0;0.0;0.0;0.0;0.0;0.0;0.37536514713190167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3537840108433843;0.0;0.0;0.37536514713190167;0.0;0.0;0.0;0.0;0.0;0.6304512433875052;0.0;0.38354575440090904;0.35311432690101646;0.0;0.0;0.3766377446643915;0.31431309049835543;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30208330372408887;0.0;0.0;0.37536514713190167;0.1952761175597096;0.0;0.0;0.33373169415695836;0.0;0.0;0.3021398110986931;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3347535802593497;0.37536514713190167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3176936427443789;0.0;0.0;0.35380596073372533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032693;0.18783990727725072;0.0;1.0;0.37044749924266335;0.3540051069424011;0.0;0.0;0.4249301077413132;0.0;0.2737620089487998;0.0;0.44576316914817093;0.2577127097839376;0.3928912760178824;0.34155519065474443;0.424384555236427;0.3401434299744826;0.25793894842743953;0.0;0.2169726774847958;0.3414539754329354;0.3933201969005314;0.38755485579076426;0.21541781609173233;0.3310679886221362;0.0;0.31131727026772005;0.3401874029037562;0.21535648828383222;0.3648774000042485;0.17254897257096077;0.4049476776233737;0.36573849165709305;0.2147119303328441;0.0;0.27111538604906893;0.0;0.0;0.19232718522699338;0.24023947624738892;0.4087323147442697;0.28034866465551883;0.4159641184277758;0.0;0.0;0.0;0.0;0.15617475641789436;0.2850423917296874;0.0;0.0;0.31404080253295746;0.19550861813327347;0.0;0.36562464264482214;0.1646628267970829;0.43254920248055284;0.22933912627714573;0.0;0.0;0.0;0.0;0.0;0.3928912760178824;0.36895620169203547;0.0;0.23359228552688582;0.23359228552688582;0.0;0.0;0.21585997833165946;0.0;0.38755485579076426;0.3787172649528745;0.4235342054387126;0.1437968908758698;0.0;0.0;0.0;0.42516537105348245;0.0;0.2516636097137889;0.0;0.46252875903675567;0.2936937170186853;0.3683819138708811;0.24099660969465592;0.2923626235046133;0.0;0.36531738691364024;0.27304941912871444;0.21132078233264945;0.2559002394992899;0.0;0.0;0.4255730330714507;0.33972523179859604;0.0;0.370306423298687;0.25662290112571595;0.0;0.0;0.0;0.35243032540990676;0.0;0.1360331773713066;0.3872573974436059;0.3703868260830389;0.7066811817183318
GO:1902950;0.18785277813888915;0.0;0.37044749924266335;1.0;0.3540622333739136;0.0;0.0;0.34012534274654416;0.0;0.3421158544282968;0.0;0.2508060978356971;0.20626751384101935;0.39294758908063915;0.5407103210230972;0.4244502587367558;0.34019616989498813;0.20644860725123354;0.0;0.27114014742258974;0.34149650790003366;0.39337663299359826;0.48434601601661126;0.2154347438519134;0.33110797287294796;0.0;0.31135262584077394;0.425139443187994;0.2691202765349551;0.3649259684122386;0.2156216490891405;0.5060866777998788;0.36578728958873136;0.26831472573793036;0.0;0.2711421995433447;0.0;0.0;0.24033918071449656;0.3002187122831558;0.29375030900371074;0.35034814100032563;0.23403840108309182;0.0;0.0;0.0;0.0;0.19515854944934874;0.28509250905744254;0.0;0.0;0.3140857579764948;0.1564771934309338;0.0;0.3656734101990069;0.13178798628203942;0.31086912048466303;0.2293583127336302;0.0;0.0;0.0;0.0;0.0;0.39294758908063915;0.46109847066232695;0.0;0.29191107044700987;0.29191107044700987;0.0;0.0;0.26974952487630754;0.0;0.48434601601661126;0.3031302456665302;0.5886070310648812;0.14380443352500547;0.0;0.0;0.0;0.42523131656786495;0.0;0.2516867134834265;0.0;0.37022537989693577;0.29372518276035026;0.46038064100581133;0.3011649789085056;0.43687000529137626;0.0;0.43687268362119336;0.27309540752878353;0.21133707229313536;0.3823788402041646;0.0;0.0;0.5318683854861888;0.42456176866831985;0.0;0.4627861783355731;0.3206948894400928;0.0;0.0;0.0;0.2820871307836734;0.0;0.16998773973632295;0.3873257609090247;0.4628866777527998;0.40649103907950396
GO:0002634;0.1475576538332366;0.0;0.3540051069424011;0.3540622333739136;1.0;0.0;0.0;0.4076133227522715;0.0;0.2647090774443968;0.0;0.19579333241472988;0.2010675347377849;0.3780417187548129;0.3302769703745595;0.4884104147973307;0.5674277025670956;0.4462655278830804;0.0;0.2639586870470233;0.33018232816180043;0.3028655259429339;0.3696578516466119;0.16876474739457895;0.2564657059252203;0.0;0.30192010975099126;0.40774528834190227;0.36471169264866926;0.3520353421656922;0.16890806228181401;0.38544866248543364;0.28237618742370846;0.20910320607967878;0.0;0.263960631901402;0.0;0.0;0.18781468291112577;0.40562382058422536;0.2283581325679717;0.2708624169230156;0.18300387249195804;0.0;0.0;0.0;0.0;0.1914102375218834;0.271939312930853;0.0;0.0;0.6701217497480891;0.34032429004236886;0.0;0.352730861084308;0.2875002543722485;0.36166733079541635;0.2241985437951055;0.0;0.0;0.0;0.0;0.0;0.3780417187548129;0.352699698848112;0.0;0.2836040370702438;0.2836040370702438;0.0;0.0;0.21019190657771625;0.0;0.3696578516466119;0.3649009725508295;0.4063287020961066;0.2515847980407866;0.0;0.0;0.0;0.3263872034181507;0.0;0.24548699790668932;0.0;0.44208566776057706;0.28531606584044;0.4400521929619666;0.29233088224883186;0.282060852648307;0.0;0.2820625207312394;0.26100245140601624;0.16562141883490955;0.3706496097185312;0.0;0.0;0.4040898202239427;0.4072138872281487;0.0;0.3539333591227903;0.24865151687724962;0.0;0.0;0.0;0.3404350845477362;0.0;0.16713689922743402;0.6423964529020159;0.35400680838277376;0.3867785196555012
GO:0071498;0.0;0.0;0.0;0.0;0.0;1.0;0.4233324633755287;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33257789234808277;0.0;0.0;0.0;0.0;0.0;0.0;0.3728692156075835;0.0;0.0;0.16763356708770555;0.0;0.0;0.3307270918214066;0.0;0.1671051906504442;0.3515659817521739;0.0;0.4619669109552867;0.3728692156075835;0.0;0.18816104437872946;0.0;0.0;0.0;0.0;0.3404941446296566;0.2842952745434482;0.35090466073112936;0.0;0.0;0.0;0.31256114877845476;0.0;0.0;0.28463107655080383;0.0;0.0;0.0;0.0;0.30046469319786373;0.15185481625543712;0.16379570144848185;0.3728692156075835;0.19459845932357597;0.0;0.0;0.3317572716391372;0.0;0.0;0.30052059658770286;0.45959260617136627;0.0;0.33545152182805305;0.0;0.0;0.0;0.0;0.33276708385640447;0.3728692156075835;0.27073100637524844;0.0;0.0;0.0;0.4230255574291057;0.0;0.0;0.0;0.0;0.0;0.3191629348642268;0.0;0.0;0.0;0.0;0.0;0.5613506235254163;0.3494433789546399;0.0;0.3159039201078255;0.0;0.0;0.35158765726962204;0.3308964902236819;0.34008860907894206;0.0;0.47024440299523956;0.0;0.0;0.0;0.0
GO:0071374;0.0;0.0;0.0;0.0;0.0;0.4233324633755287;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.250572612977264;0.0;0.0;0.0;0.0;0.0;0.0;0.2727805728427413;0.0;0.0;0.1438965472041917;0.0;0.0;0.24952056290865457;0.0;0.1435070394627238;0.2612015643822695;0.0;0.5077562622360209;0.2727805728427413;0.0;0.158764404758366;0.0;0.0;0.0;0.0;0.6205173670248707;0.22214746381950953;0.2608363396187787;0.0;0.0;0.0;0.23903894817872823;0.0;0.0;0.2223524452883183;0.0;0.0;0.0;0.0;0.23189896524087428;0.1321129266920131;0.1410594203936447;0.2727805728427413;0.16332312792210862;0.0;0.0;0.2501065042517321;0.0;0.0;0.2319322641827068;0.5080110826667662;0.0;0.20043255635346438;0.0;0.0;0.0;0.0;0.25067999242766176;0.2727805728427413;0.21377808416933447;0.0;0.0;0.0;0.7412537896743204;0.0;0.0;0.0;0.0;0.0;0.5877233451341323;0.0;0.0;0.0;0.0;0.0;0.5901298218858891;0.26002806983250903;0.0;0.24098916476016918;0.0;0.0;0.2612135290446613;0.24961697418517245;0.5059302605131811;0.0;0.26033858108063873;0.0;0.0;0.0;0.0
GO:0002638;0.18128162295308117;0.0;0.4249301077413132;0.34012534274654416;0.4076133227522715;0.0;0.0;1.0;0.0;0.2568407915955266;0.0;0.239228427030116;0.24552612158049938;0.5083408146463627;0.2564758806813122;0.39231840329120693;0.39286017453928257;0.43707190934312357;0.0;0.257659513030054;0.3203845663493841;0.36562344271102926;0.3544924398450053;0.20683643370100546;0.31122357491700914;0.0;0.23505444185365956;0.3144445472862743;0.25583482257321793;0.2728387814256435;0.16566958789498593;0.3689887702681382;0.34167117843282846;0.2041625561707481;0.0;0.3586003944683959;0.0;0.0;0.18381921413245148;0.28377921038588766;0.27799298414952067;0.26262976067035587;0.223925828917969;0.0;0.0;0.0;0.0;0.1505176708022928;0.26083161149012346;0.0;0.0;0.43655972036622764;0.3351238611489803;0.0;0.4753828270531953;0.28387594054854276;0.40816806827277435;0.1757766323908051;0.0;0.0;0.0;0.0;0.0;0.5083408146463627;0.3388677729927888;0.0;0.2211597689070723;0.2211597689070723;0.0;0.0;0.20520028959297842;0.0;0.3544924398450053;0.28248408036556466;0.31339172760471257;0.24887282243192213;0.0;0.0;0.0;0.39298558856622046;0.0;0.1920961975024412;0.0;0.5910712471608158;0.22246046917346768;0.33838327091435005;0.227785726148548;0.273144592796081;0.0;0.34130364369605004;0.25075340628408527;0.2030564532724724;0.24105519148775256;0.0;0.0;0.3860366394428919;0.31404963638559796;0.0;0.34000641281936966;0.24169633528644313;0.0;0.0;0.0;0.2641230217795378;0.0;0.13172102240054862;0.4426370725356419;0.340074194931707;0.46258420744997675
GO:0001947;0.0;0.8039442779744526;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30167449853090184;0.0;0.0;0.0;0.0;0.0;0.0;0.334456868198434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.31721531351371257;0.0;0.0;0.334456868198434;0.0;0.0;0.0;0.0;0.0;0.5615581413841114;0.0;0.3508758643995875;0.31667681221505517;0.0;0.0;0.3354668254418297;0.28511224156665627;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27501277520022227;0.0;0.0;0.334456868198434;0.18359391938332964;0.0;0.0;0.30099914293378943;0.0;0.0;0.2750596080022587;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30183015570053473;0.334456868198434;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2878910634321708;0.0;0.0;0.3172329601305779;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:2000111;0.1643033830795566;0.0;0.2737620089487998;0.3421158544282968;0.2647090774443968;0.0;0.0;0.2568407915955266;0.0;1.0;0.0;0.2105206324803087;0.17237090490633927;0.30231089526102645;0.2709730344526693;0.3206183559461516;0.3209801036329923;0.17249735124192236;0.0;0.3126293786211231;0.2709093251579707;0.3025647765675738;0.3536538074370231;0.1850220517810688;0.264330185311368;0.0;0.35009487806298795;0.4467031437654584;0.26786166758815116;0.397214745854325;0.2576590628471563;0.3651060214830254;0.45301684391961244;0.22271958640422196;0.0;0.22466427197178718;0.0;0.0;0.2826185556611321;0.2930459069386047;0.2399672060730692;0.27645019794659415;0.19857867625645925;0.0;0.0;0.0;0.0;0.23637565604387292;0.20843398183411396;0.0;0.0;0.24170856427858753;0.13616413829397;0.0;0.285905025385789;0.11707799077534754;0.2512706654463405;0.27162910251384265;0.0;0.0;0.0;0.0;0.0;0.30231089526102645;0.3410968691104996;0.0;0.2387384000283043;0.2387384000283043;0.0;0.0;0.3112996449540477;0.0;0.3536538074370231;0.29384870362584287;0.3201327678135239;0.129586170061388;0.0;0.0;0.0;0.3210638181859389;0.0;0.29381265753911656;0.0;0.2736406847649507;0.3339027880404038;0.3407038935956038;0.3407799777111797;0.3975874537780322;0.0;0.2857171143721184;0.20194787722585336;0.18199150959350807;0.25706809235808914;0.0;0.0;0.37833663523986283;0.44624468055476185;0.0;0.6079134228590332;0.257651408180262;0.0;0.0;0.0;0.27777315855045037;0.0;0.20938894255124468;0.28287134665196584;0.4760133376410555;0.2929588417357103
