;GO:2000480;GO:0061333;GO:0032693;GO:1902950;GO:0002634;GO:0071498;GO:0071374;GO:0002638;GO:0001947;GO:2000111;GO:0019886;GO:0050710;GO:0042308;GO:1902564;GO:0060998;GO:0045652;GO:0002922;GO:0002924;GO:0014902;GO:0030890;GO:0051898;GO:1905563;GO:0060025;GO:0045947;GO:1904753;GO:0002062;GO:0045666;GO:0045663;GO:0038096;GO:0045669;GO:0045944;GO:0043401;GO:0043524;GO:0000165;GO:0051145;GO:0030889;GO:0071277;GO:0001649;GO:0050731;GO:0050853;GO:0043537;GO:0046928;GO:1900165;GO:0060536;GO:1904646;GO:0048667;GO:0048666;GO:0043410;GO:0001782;GO:0007517;GO:0002467;GO:0002622;GO:0001811;GO:0016064;GO:0050869;GO:0001814;GO:2001199;GO:0060045;GO:0055012;GO:0006366;GO:0006367;GO:0035914;GO:0002316;GO:0043031;GO:0048167;GO:0030220;GO:2000311;GO:2000310;GO:0030224;GO:0071219;GO:0010694;GO:0014898;GO:0051966;GO:0030501;GO:0051963;GO:0043318;GO:0014033;GO:0030182;GO:0042100;GO:1904706;GO:0006898;GO:2000727;GO:0071560;GO:0002605;GO:2001016;GO:0010469;GO:0031666;GO:0050766;GO:0035984;GO:0050765;GO:0090073;GO:0000122;GO:0060297;GO:0035176;GO:0035690;GO:0007166;GO:1905898;GO:0072160;GO:1901216;GO:0006357;GO:0030318;GO:0009617;GO:0071222;GO:2000987;GO:0045087;GO:0046330;GO:0045088;GO:0071864;GO:0030279
GO:2000480;1.0;0.0;0.26532210794059186;0.2504175334712824;0.19538094758007762;0.0;0.0;0.27736987251356127;0.0;0.16413691538016506;0.0;0.34552657635307943;0.25547738502471556;0.28622620907904134;0.2532359299073351;0.22361497890962173;0.2328629053356676;0.2535552654596037;0.0;0.16413691538016506;0.256605258081328;0.256605258081328;0.22374314557048924;0.49357795069018023;0.24483841560033986;0.0;0.305196895178958;0.21377025599374544;0.209731877021625;0.21377025599374544;0.364828370810083;0.27200903777481994;0.3227453198957108;0.2738083848385289;0.0;0.24483841560033986;0.0;0.0;0.5151155060764577;0.22656154200654188;0.26166808058525676;0.2974052319197081;0.256605258081328;0.0;0.0;0.0;0.0;0.5459150551994559;0.16969110642992985;0.0;0.0;0.19538094758007762;0.1963564266848697;0.0;0.316938975951955;0.23864772003979867;0.26939654409412445;0.19694059100882855;0.0;0.0;0.0;0.0;0.0;0.28622620907904134;0.2914900696727153;0.0;0.33790666733508173;0.33790666733508173;0.0;0.0;0.351042819703736;0.0;0.2324205913598274;0.174641830155773;0.29647974749634376;0.24483841560033986;0.0;0.0;0.0;0.26939654409412445;0.0;0.22425102048386109;0.0;0.26532210794059186;0.2305999209786624;0.44282253562045126;0.1851737485278404;0.24339482370773496;0.0;0.3084738160501451;0.2984409934214921;0.43234561513242764;0.22361497890962173;0.0;0.0;0.3513304163748421;0.2656388139625626;0.0;0.24418743384081554;0.4040144471530908;0.0;0.0;0.0;0.16870655967928444;0.0;0.46389900902998443;0.3018778362707562;0.19694059100882855;0.2905162780086158
GO:0061333;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7249138767514692;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5502127434389472;0.0;0.0;0.0;0.0;0.0;0.0;0.5432278013699066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5724603504100509;0.0;0.0;0.5165534134691132;0.0;0.0;0.0;0.0;0.0;0.690952927074151;0.0;0.6375924262238135;0.5991347383108441;0.0;0.0;0.5724603504100509;0.5165534134691132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5165534134691132;0.0;0.0;0.5502127434389472;0.5165534134691132;0.0;0.0;0.5165534134691132;0.0;0.0;0.5165534134691132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5502127434389472;0.6207260871104752;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5502127434389472;0.0;0.0;0.5432278013699066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032693;0.26532210794059186;0.0;1.0;0.31305846451769553;0.29342840815218313;0.0;0.0;0.37541733308566677;0.0;0.20714779006106576;0.0;0.697983472828668;0.3613880594813454;0.3613880594813454;0.3815913847637547;0.3647617197788378;0.3244898235808062;0.3516027260317092;0.0;0.2199390760738622;0.32492833813091604;0.30761340129552084;0.28638407661690235;0.3698905620487158;0.30761340129552084;0.0;0.4335523500353777;0.2662687484009117;0.26675402025138994;0.374547053228474;0.33339570696187093;0.3290311810045849;0.3782771139325024;0.3308305280682939;0.0;0.30761340129552084;0.0;0.0;0.26049656586265213;0.2835836852363069;0.4548937985166592;0.35442737514947303;0.579562147214784;0.0;0.0;0.0;0.0;0.31809866954731103;0.231818017332936;0.0;0.0;0.29342840815218313;0.2781133939533883;0.0;0.38526205600154306;0.34455839449642844;0.43806413353174223;0.3207723950426494;0.0;0.0;0.0;0.0;0.0;0.3613880594813454;0.34851221290248025;0.0;0.27611347131678793;0.27611347131678793;0.0;0.0;0.20714779006106576;0.0;0.29668592624798173;0.374547053228474;0.43045399016941155;0.30761340129552084;0.0;0.0;0.0;0.32492833813091604;0.0;0.3967946601995777;0.0;0.37123278239722163;0.35443172501248327;0.36884426909542006;0.26675402025138994;0.3076601585958893;0.0;0.3836356664524491;0.21498835234801905;0.4057789861277807;0.29342840815218313;0.0;0.0;0.4083525596046071;0.3226609571923275;0.0;0.29668592624798173;0.37482620937275485;0.0;0.0;0.0;0.35771738824355703;0.0;0.2590163480298829;0.39992529684286177;0.24943908341599474;0.5367476356780869
GO:1902950;0.2504175334712824;0.0;0.31305846451769553;1.0;0.3357197015071121;0.0;0.0;0.3172430152061407;0.0;0.2504175334712824;0.0;0.3789812977244133;0.3032137416018193;0.31968093045037527;0.6637652147922396;0.3295256533662515;0.3614348167817138;0.29342840815218313;0.0;0.2659062722645507;0.2832212090999459;0.2659062722645507;0.42741002600012795;0.32818343301774566;0.2659062722645507;0.0;0.522875044157461;0.31968093045037527;0.42741002600012795;0.31968093045037527;0.37936290315255944;0.4896871867533229;0.3365699849015323;0.4914865338170319;0.0;0.2659062722645507;0.0;0.0;0.3037663092728688;0.4442396909850449;0.30005087408486286;0.43998841191461857;0.2832212090999459;0.0;0.0;0.0;0.0;0.3673695340245305;0.3209242548653927;0.0;0.0;0.3357197015071121;0.2199390760738622;0.0;0.34355492697057294;0.28638407661690235;0.2832212090999459;0.3028512654654583;0.0;0.0;0.0;0.0;0.0;0.31968093045037527;0.46687692529628927;0.0;0.3295256533662515;0.3295256533662515;0.0;0.0;0.2832212090999459;0.0;0.3500981082974453;0.3032137416018193;0.7309108685646273;0.2659062722645507;0.0;0.0;0.0;0.2832212090999459;0.0;0.341928537421479;0.0;0.31305846451769553;0.33651059543529216;0.4872089814892291;0.3255125024548749;0.4482816219264492;0.0;0.42913781870257534;0.2814333528910592;0.36407185709681056;0.4393961716367644;0.0;0.0;0.5690085653533451;0.38141943939581247;0.0;0.3500981082974453;0.4240970738499743;0.0;0.0;0.0;0.3090453136063189;0.0;0.3049835442205714;0.44221659019779075;0.3028512654654583;0.3481225855623396
GO:0002634;0.19538094758007762;0.0;0.29342840815218313;0.3357197015071121;1.0;0.0;0.0;0.4128653706679236;0.0;0.2199390760738622;0.0;0.3428840525103449;0.2835836852363069;0.39652097753348503;0.41431590881747987;0.44865699380429025;0.5280128155070337;0.5510324945039208;0.0;0.3468876369199046;0.32644628745013027;0.23395034462272646;0.3090453136063189;0.2962275053759214;0.23395034462272646;0.0;0.46627687408910284;0.4103027579061033;0.4303008383528057;0.4103027579061033;0.3474069755107352;0.3486612373700973;0.3027878592175811;0.3504605844338063;0.0;0.3468876369199046;0.0;0.0;0.2732878518754486;0.44713050333772264;0.2662687484009117;0.37405743151498544;0.24943908341599474;0.0;0.0;0.0;0.0;0.41059461237471484;0.24582928588180025;0.0;0.0;0.6106387246942448;0.5243581066031275;0.0;0.4227100935837999;0.4820668132481986;0.3993213689140805;0.3511817995662574;0.0;0.0;0.0;0.0;0.0;0.39652097753348503;0.36814226926799265;0.0;0.37043561218631865;0.37043561218631865;0.0;0.0;0.2199390760738622;0.0;0.31400086308337694;0.4103027579061033;0.4662096948470409;0.5243581066031275;0.0;0.0;0.0;0.24943908341599474;0.0;0.40988912788779047;0.0;0.40636570044936127;0.4271324228910202;0.465481529495068;0.3633912806510379;0.3249750954312845;0.0;0.3058312922074106;0.2289996208968833;0.3321159294549863;0.5735159184069096;0.0;0.0;0.4279826159701195;0.41929821759197544;0.0;0.31400086308337694;0.39031494816602313;0.0;0.0;0.0;0.3633912806510379;0.0;0.35003482061288266;0.6129359064953547;0.26675402025138994;0.325461348572923
GO:0071498;0.0;0.0;0.0;0.0;0.0;1.0;0.43710586010611935;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3678281368182669;0.0;0.0;0.0;0.0;0.0;0.0;0.36084319474922627;0.0;0.0;0.36097136141009367;0.0;0.0;0.4232485221632886;0.0;0.4250478692269976;0.39007574378937065;0.0;0.43710586010611935;0.3341688068484331;0.0;0.3778010263950106;0.0;0.0;0.0;0.0;0.43710586010611935;0.40821820424208066;0.4435526862518245;0.0;0.0;0.0;0.4116240141878579;0.0;0.0;0.4123515018681607;0.0;0.0;0.0;0.0;0.3341688068484331;0.43317171859504294;0.36097136141009367;0.3678281368182669;0.3341688068484331;0.0;0.0;0.36097136141009367;0.0;0.0;0.3341688068484331;0.5370586466119472;0.0;0.5111463620390398;0.0;0.0;0.0;0.0;0.3678281368182669;0.46514403505145546;0.30822190662794274;0.0;0.0;0.0;0.43710586010611935;0.0;0.0;0.0;0.0;0.0;0.4597670970955359;0.0;0.0;0.0;0.0;0.0;0.5958253643997204;0.5025699007633109;0.0;0.3678281368182669;0.0;0.0;0.36084319474922627;0.43160988158612384;0.4865696516571965;0.0;0.5911695257414193;0.0;0.0;0.0;0.0
GO:0071374;0.0;0.0;0.0;0.0;0.0;0.43710586010611935;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2946779048740996;0.0;0.0;0.0;0.0;0.0;0.0;0.28769296280505896;0.0;0.0;0.2610185749042658;0.0;0.0;0.3232957356574607;0.0;0.32509508272116966;0.3169255118452034;0.0;0.4147483436979539;0.2610185749042658;0.0;0.27784823988918267;0.0;0.0;0.0;0.0;0.47931164498558554;0.30826541773625277;0.34359989974599653;0.0;0.0;0.0;0.33847378224369057;0.0;0.0;0.3463737681201417;0.0;0.0;0.0;0.0;0.2610185749042658;0.36002148665087563;0.2610185749042658;0.2946779048740996;0.2610185749042658;0.0;0.0;0.2610185749042658;0.0;0.0;0.2610185749042658;0.46254271815546283;0.0;0.31884372587817816;0.0;0.0;0.0;0.0;0.2946779048740996;0.36519124854562757;0.22823290433105947;0.0;0.0;0.0;0.5389178751759096;0.0;0.0;0.0;0.0;0.0;0.5061141995472461;0.0;0.0;0.0;0.0;0.0;0.573467847991555;0.40261711425748287;0.0;0.2946779048740996;0.0;0.0;0.28769296280505896;0.3638059497959779;0.48452019006335256;0.0;0.4184969459460701;0.0;0.0;0.0;0.0
GO:0002638;0.27736987251356127;0.0;0.37541733308566677;0.3172430152061407;0.4128653706679236;0.0;0.0;1.0;0.0;0.21919555463403517;0.0;0.42487297744382857;0.36557261016979054;0.5201539984272997;0.31675774335566237;0.4301803075033188;0.4785566597673371;0.5637358812408703;0.0;0.37070224397386214;0.3314280083494784;0.3159392695562101;0.2905686273053475;0.37821643030940505;0.3159392695562101;0.0;0.36871870862728534;0.27459461666160095;0.38619098276713043;0.27459461666160095;0.34441902800303204;0.33553085122314724;0.38477678415106475;0.33733019828685623;0.0;0.46103304008745377;0.0;0.0;0.27254433043562154;0.4030206477520474;0.34825767333439533;0.3609270453680354;0.3314280083494784;0.0;0.0;0.0;0.0;0.3279020080524043;0.2428413383740971;0.0;0.0;0.5089109994354006;0.5174314369745647;0.0;0.5409968143235933;0.5174314369745647;0.4806630964529662;0.257764951676684;0.0;0.0;0.0;0.0;0.0;0.5201539984272997;0.3550118831210426;0.0;0.2844393395774772;0.2844393395774772;0.0;0.0;0.21919555463403517;0.0;0.305011794508671;0.27459461666160095;0.363305229231202;0.5174314369745647;0.0;0.0;0.0;0.3314280083494784;0.0;0.2968422236327047;0.0;0.5299987213431759;0.29142428164651785;0.3753439393139824;0.2732536904699523;0.31598602685657856;0.0;0.38782021714089426;0.22601167338918016;0.41410485438846995;0.2999280783707455;0.0;0.0;0.41485222982316944;0.32916062741088986;0.0;0.305011794508671;0.38462954787784814;0.0;0.0;0.0;0.2732536904699523;0.0;0.270039669071044;0.5563072525595099;0.257764951676684;0.40745027350640667
GO:0001947;0.0;0.7249138767514692;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48003430265244385;0.0;0.0;0.0;0.0;0.0;0.0;0.4730493605834032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5022819096235476;0.0;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.6207744862876478;0.0;0.5674139854373101;0.5289562975243407;0.0;0.0;0.5022819096235476;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.44637497268261;0.0;0.0;0.48003430265244385;0.44637497268261;0.0;0.0;0.44637497268261;0.0;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48003430265244385;0.5505476463239718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48003430265244385;0.0;0.0;0.4730493605834032;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:2000111;0.16413691538016506;0.0;0.20714779006106576;0.2504175334712824;0.2199390760738622;0.0;0.0;0.21919555463403517;0.0;1.0;0.0;0.28586190928058;0.19730306714518947;0.22656154200654188;0.2532359299073351;0.2504175334712824;0.3392353528512279;0.19538094758007762;0.0;0.2697407283673061;0.19694059100882855;0.19694059100882855;0.22374314557048924;0.2592177517620235;0.1851737485278404;0.0;0.37921701507350336;0.33338533752975075;0.25017334413755216;0.33338533752975075;0.3704060732425184;0.2860203063236842;0.5164950185709383;0.2878196533873931;0.0;0.1851737485278404;0.0;0.0;0.3230895041688925;0.26700300912246905;0.2020034135127573;0.3269052392618406;0.19694059100882855;0.0;0.0;0.0;0.0;0.36790032184075494;0.16969110642992985;0.0;0.0;0.2199390760738622;0.1381821088053436;0.0;0.25727430887945557;0.18047340216027258;0.209731877021625;0.31655567254483385;0.0;0.0;0.0;0.0;0.0;0.22656154200654188;0.2914900696727153;0.0;0.23640626492241817;0.23640626492241817;0.0;0.0;0.25694944235450967;0.0;0.256978719853612;0.2810142776713333;0.29647974749634376;0.1851737485278404;0.0;0.0;0.0;0.209731877021625;0.0;0.33831800766545933;0.0;0.20714779006106576;0.3502150025146677;0.3258333944145194;0.29924073570943865;0.3574618108893332;0.0;0.24880914897764567;0.15286144144501296;0.2833393333601003;0.2504175334712824;0.0;0.0;0.3808304237169746;0.3920926658512839;0.0;0.5534309571212054;0.33781645575885694;0.0;0.0;0.0;0.2796733514796847;0.0;0.29602671431053035;0.3264359647645408;0.31655567254483385;0.2323419601290897
