;GO:0010360;GO:0090314;GO:0042738;GO:0022408;GO:0006887;GO:0023014;GO:0000187;GO:0050871;GO:1902808;GO:0006958;GO:0095500;GO:0035459;GO:0019369;GO:0051601;GO:0050853;GO:0051568;GO:0042742;GO:0009306;GO:0000055;GO:0006888;GO:0002029;GO:0045087;GO:0033148;GO:0031146;GO:0018105
GO:0010360;1.0;0.3660149997115376;0.0;0.4;0.0;0.3660149997115376;0.2830074998557688;0.3081136762725405;0.2830074998557688;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.3081136762725405;0.0;0.0
GO:0090314;0.3660149997115376;1.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.4;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0
GO:0042738;0.0;0.0;1.0;0.0;0.48300749985576874;0.8;0.0;0.0;0.0;0.8;0.8;0.8;0.48300749985576874;0.0;0.8;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.8;0.4
GO:0022408;0.4;0.43852901558847923;0.0;1.0;0.0;0.5356143810225276;0.3081136762725405;0.4;0.4;0.48300749985576874;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.4;0.0;0.0
GO:0006887;0.0;0.0;0.48300749985576874;0.0;1.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.6830074998557688;0.6830074998557688;0.4;0.43852901558847923;0.6830074998557688;0.6830074998557688;0.0;0.8;0.5356143810225276;0.6830074998557688;0.0;0.0;0.0;0.6830074998557688;0.4
GO:0023014;0.3660149997115376;0.43852901558847923;0.8;0.5356143810225276;0.6830074998557688;1.0;0.3356143810225276;0.43852901558847923;0.43852901558847923;0.8;0.8;0.8;0.48300749985576874;0.0;0.8;0.8;0.0;0.6830074998557688;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;0.8;0.8
GO:0000187;0.2830074998557688;0.3081136762725405;0.0;0.3081136762725405;0.0;0.3356143810225276;1.0;0.2830074998557688;0.2830074998557688;0.3660149997115376;0.3356143810225276;0.0;0.0;0.0;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.48300749985576874;0.0;0.0
GO:0050871;0.3081136762725405;0.43852901558847923;0.0;0.4;0.0;0.43852901558847923;0.2830074998557688;1.0;0.4;0.43852901558847923;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.4;0.0;0.0
GO:1902808;0.2830074998557688;0.4;0.0;0.4;0.0;0.43852901558847923;0.2830074998557688;0.4;1.0;0.3660149997115376;0.4;0.0;0.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;0.0;0.4;0.0;0.0
GO:0006958;0.3660149997115376;0.43852901558847923;0.8;0.48300749985576874;0.0;0.8;0.3660149997115376;0.43852901558847923;0.3660149997115376;1.0;0.8;0.0;0.48300749985576874;0.0;0.8;0.8;0.5356143810225276;0.0;0.0;0.0;0.4;0.8;0.43852901558847923;0.8;0.43852901558847923
GO:0095500;0.3660149997115376;0.43852901558847923;0.8;0.48300749985576874;0.6830074998557688;0.8;0.3356143810225276;0.4;0.4;0.8;1.0;0.8;0.48300749985576874;0.0;0.8;0.8;0.0;0.6830074998557688;0.0;0.0;0.4;0.0;0.4;0.8;0.43852901558847923
GO:0035459;0.0;0.0;0.8;0.0;0.6830074998557688;0.8;0.0;0.0;0.0;0.0;0.8;1.0;0.48300749985576874;0.6000000000000001;0.8;0.8;0.0;0.6000000000000001;0.8;0.8;0.0;0.0;0.0;0.8;0.4
GO:0019369;0.0;0.0;0.48300749985576874;0.0;0.4;0.48300749985576874;0.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.48300749985576874;1.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.3660149997115376
GO:0051601;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;1.0;0.0;0.0;0.0;0.48300749985576874;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.0;0.0
GO:0050853;0.3660149997115376;0.43852901558847923;0.8;0.48300749985576874;0.6830074998557688;0.8;0.3356143810225276;0.4;0.3660149997115376;0.8;0.8;0.8;0.48300749985576874;0.0;1.0;0.8;0.0;0.6830074998557688;0.0;0.0;0.4;0.6000000000000001;0.4;0.8;0.43852901558847923
GO:0051568;0.0;0.0;0.8;0.0;0.6830074998557688;0.8;0.0;0.0;0.0;0.8;0.8;0.8;0.48300749985576874;0.0;0.8;1.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.8;0.48300749985576874
GO:0042742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0
GO:0009306;0.0;0.0;0.6000000000000001;0.0;0.8;0.6830074998557688;0.0;0.0;0.0;0.0;0.6830074998557688;0.6000000000000001;0.4;0.48300749985576874;0.6830074998557688;0.6830074998557688;0.0;1.0;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.6830074998557688;0.4
GO:0000055;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;1.0;0.8;0.0;0.0;0.0;0.0;0.0
GO:0006888;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.6000000000000001;0.0;0.0;0.0;0.6000000000000001;0.8;1.0;0.0;0.0;0.0;0.0;0.0
GO:0002029;0.3660149997115376;0.3660149997115376;0.0;0.48300749985576874;0.0;0.43852901558847923;0.4;0.3356143810225276;0.3356143810225276;0.4;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.48300749985576874;0.0;0.0
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
GO:0033148;0.3081136762725405;0.43852901558847923;0.0;0.4;0.0;0.43852901558847923;0.48300749985576874;0.4;0.4;0.43852901558847923;0.4;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;1.0;0.0;0.0
GO:0031146;0.0;0.0;0.8;0.0;0.6830074998557688;0.8;0.0;0.0;0.0;0.8;0.8;0.8;0.6000000000000001;0.0;0.8;0.8;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;1.0;0.5356143810225276
GO:0018105;0.0;0.0;0.4;0.0;0.4;0.8;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.4;0.3660149997115376;0.0;0.43852901558847923;0.48300749985576874;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;1.0
