;GO:0019319;GO:0014068;GO:0045727;GO:0061098;GO:0051051;GO:0006882;GO:0046854;GO:0045840;GO:0006637;GO:0002237;GO:0001666;GO:0016055;GO:0006919;GO:0051209;GO:2001244;GO:0032600;GO:0007265;GO:0009967;GO:0042104;GO:0030217;GO:0032913;GO:0010629;GO:0002768;GO:2000768;GO:0045066;GO:0000390;GO:0032597;GO:0072139;GO:0001959;GO:0051897;GO:0032753;GO:0051898;GO:0043406;GO:0038095;GO:0045589;GO:0097190;GO:0097193;GO:0045944;GO:0050850;GO:0030206;GO:0043491;GO:0001920;GO:0046641;GO:0045070;GO:0050852;GO:0050853;GO:0031295;GO:0006470;GO:0007169;GO:0038083;GO:0042089;GO:0048304;GO:0006631;GO:0045954;GO:1902108;GO:0007204;GO:0050862;GO:0002863;GO:0045086;GO:0045087;GO:0043066;GO:0072112;GO:0050900;GO:0032733
GO:0019319;1.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.46153846153846156;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.3333333333333333;0.5714285714285714;0.0;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0014068;0.0;1.0;0.5555555555555556;0.47619047619047616;0.4;0.2;0.0;0.5555555555555556;0.0;0.0;0.0;0.11764705882352941;0.43478260869565216;0.08333333333333333;0.8421052631578947;0.0;0.11764705882352941;0.875;0.4;0.0;0.35294117647058826;0.375;0.5;0.4444444444444444;0.0;0.0;0.0;0.0;0.75;0.8888888888888888;0.5;0.7777777777777778;0.7272727272727273;0.1111111111111111;0.42105263157894735;0.5333333333333333;0.125;0.38095238095238093;0.8888888888888888;0.0;0.125;0.5;0.4;0.4444444444444444;0.1;0.1;0.42105263157894735;0.0;0.11764705882352941;0.0;0.0;0.38095238095238093;0.0;0.42105263157894735;0.11764705882352941;0.19047619047619047;0.7777777777777778;0.5555555555555556;0.4444444444444444;0.0;0.47058823529411764;0.0;0.0;0.5
GO:0045727;0.0;0.5555555555555556;1.0;0.7619047619047619;0.4;0.2;0.0;0.5555555555555556;0.0;0.0;0.0;0.47058823529411764;0.6956521739130435;0.3333333333333333;0.5263157894736842;0.0;0.47058823529411764;0.625;0.5;0.0;0.35294117647058826;0.75;0.5;0.5555555555555556;0.0;0.0;0.0;0.0;0.5;0.5555555555555556;0.5;0.4444444444444444;0.7272727272727273;0.1111111111111111;0.42105263157894735;0.5333333333333333;0.5;0.6666666666666666;0.5555555555555556;0.0;0.5;0.625;0.5;0.4444444444444444;0.1;0.1;0.5263157894736842;0.0;0.47058823529411764;0.0;0.0;0.5714285714285714;0.0;0.42105263157894735;0.11764705882352941;0.19047619047619047;0.5555555555555556;0.4444444444444444;0.7777777777777778;0.0;0.47058823529411764;0.0;0.0;0.5
GO:0061098;0.0;0.47619047619047616;0.7619047619047619;1.0;0.2222222222222222;0.17391304347826086;0.0;0.47619047619047616;0.0;0.0;0.0;0.1;0.6153846153846154;0.07407407407407407;0.45454545454545453;0.0;0.1;0.5263157894736842;0.43478260869565216;0.0;0.2;0.5263157894736842;0.10526315789473684;0.47619047619047616;0.0;0.0;0.0;0.0;0.42105263157894735;0.47619047619047616;0.42105263157894735;0.38095238095238093;0.88;0.09523809523809523;0.36363636363636365;0.1111111111111111;0.10526315789473684;0.5;0.47619047619047616;0.0;0.10526315789473684;0.5263157894736842;0.43478260869565216;0.38095238095238093;0.08695652173913043;0.08695652173913043;0.09090909090909091;0.0;0.1;0.0;0.0;0.5;0.0;0.36363636363636365;0.1;0.16666666666666666;0.47619047619047616;0.38095238095238093;0.6666666666666666;0.0;0.4;0.0;0.0;0.42105263157894735
GO:0051051;0.0;0.4;0.4;0.2222222222222222;1.0;0.23529411764705882;0.0;0.4;0.0;0.0;0.0;0.14285714285714285;0.3;0.38095238095238093;0.375;0.0;0.14285714285714285;0.46153846153846156;0.35294117647058826;0.0;0.5714285714285714;0.6153846153846154;0.15384615384615385;0.4;0.0;0.0;0.0;0.0;0.46153846153846156;0.4;0.46153846153846156;0.5333333333333333;0.3157894736842105;0.13333333333333333;0.375;0.16666666666666666;0.15384615384615385;0.3333333333333333;0.4;0.0;0.15384615384615385;0.6153846153846154;0.35294117647058826;0.4;0.11764705882352941;0.11764705882352941;0.125;0.0;0.14285714285714285;0.0;0.0;0.3333333333333333;0.0;0.375;0.14285714285714285;0.2222222222222222;0.4;0.4;0.4;0.0;0.5714285714285714;0.0;0.0;0.46153846153846156
GO:0006882;0.0;0.2;0.2;0.17391304347826086;0.23529411764705882;1.0;0.2;0.2;0.23529411764705882;0.0;0.0;0.21052631578947367;0.16;0.6923076923076923;0.19047619047619047;0.08695652173913043;0.21052631578947367;0.2222222222222222;0.18181818181818182;0.1111111111111111;0.21052631578947367;0.2222222222222222;0.2222222222222222;0.2;0.10526315789473684;0.2222222222222222;0.08695652173913043;0.10526315789473684;0.2222222222222222;0.2;0.2222222222222222;0.2;0.16666666666666666;0.2;0.19047619047619047;0.23529411764705882;0.2222222222222222;0.17391304347826086;0.2;0.2;0.2222222222222222;0.2222222222222222;0.18181818181818182;0.2;0.18181818181818182;0.18181818181818182;0.09523809523809523;0.21052631578947367;0.21052631578947367;0.18181818181818182;0.0;0.17391304347826086;0.21052631578947367;0.19047619047619047;0.21052631578947367;0.782608695652174;0.2;0.2;0.2;0.0;0.21052631578947367;0.10526315789473684;0.11764705882352941;0.2222222222222222
GO:0046854;0.25;0.0;0.0;0.0;0.0;0.2;1.0;0.0;0.5333333333333333;0.0;0.0;0.23529411764705882;0.0;0.08333333333333333;0.0;0.09523809523809523;0.23529411764705882;0.0;0.0;0.125;0.0;0.0;0.25;0.0;0.11764705882352941;0.25;0.09523809523809523;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.26666666666666666;0.25;0.0;0.0;0.3333333333333333;0.25;0.0;0.0;0.0;0.2;0.2;0.0;0.5882352941176471;0.23529411764705882;0.6;0.125;0.0;0.5882352941176471;0.0;0.23529411764705882;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.13333333333333333;0.0
GO:0045840;0.0;0.5555555555555556;0.5555555555555556;0.47619047619047616;0.4;0.2;0.0;1.0;0.0;0.0;0.0;0.11764705882352941;0.43478260869565216;0.3333333333333333;0.5263157894736842;0.0;0.11764705882352941;0.625;0.5;0.0;0.35294117647058826;0.375;0.5;0.5555555555555556;0.0;0.0;0.0;0.0;0.5;0.5555555555555556;0.5;0.4444444444444444;0.45454545454545453;0.1111111111111111;0.42105263157894735;0.5333333333333333;0.5;0.38095238095238093;0.5555555555555556;0.0;0.5;0.5;0.5;0.4444444444444444;0.1;0.1;0.5263157894736842;0.0;0.11764705882352941;0.0;0.0;0.38095238095238093;0.0;0.42105263157894735;0.11764705882352941;0.19047619047619047;0.5555555555555556;0.4444444444444444;0.5555555555555556;0.0;0.47058823529411764;0.0;0.0;0.5
GO:0006637;0.46153846153846156;0.0;0.0;0.0;0.0;0.23529411764705882;0.5333333333333333;0.0;1.0;0.0;0.0;0.2857142857142857;0.0;0.09523809523809523;0.0;0.1111111111111111;0.2857142857142857;0.0;0.0;0.15384615384615385;0.0;0.0;0.3076923076923077;0.0;0.14285714285714285;0.3076923076923077;0.1111111111111111;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.26666666666666666;0.0;0.3333333333333333;0.3076923076923077;0.0;0.0;0.4;0.3076923076923077;0.0;0.0;0.0;0.23529411764705882;0.23529411764705882;0.0;0.5714285714285714;0.2857142857142857;0.47058823529411764;0.15384615384615385;0.0;0.42857142857142855;0.0;0.2857142857142857;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.16666666666666666;0.0
GO:0002237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0
