;GO:0045926;GO:2001054;GO:0061179;GO:0035162;GO:0045648;GO:0045766;GO:0051000;GO:0001701;GO:0030949;GO:0050715;GO:0051926;GO:0001947;GO:0032722;GO:0051248;GO:0033138;GO:0042789;GO:0016239;GO:0043518;GO:1903377;GO:1902166;GO:0042541;GO:0097411;GO:0016241;GO:0001837;GO:0035307;GO:0071407;GO:1900271;GO:2001198;GO:0008286;GO:0008284;GO:0038094;GO:0007595;GO:0045944;GO:0001892;GO:0045821;GO:0042832;GO:0002223;GO:0002578;GO:0051541;GO:0070101;GO:0001922;GO:0019221;GO:0043011;GO:0034329;GO:0035774;GO:0010870;GO:0030641;GO:0050731;GO:2000378;GO:0016579;GO:0022617;GO:2000392;GO:0046886;GO:1901653;GO:0044344;GO:1903715;GO:0043536;GO:0005978;GO:1990830;GO:0071542;GO:0050900;GO:0001938;GO:0032534;GO:0015991;GO:1900454;GO:0006366;GO:0045600;GO:0046777;GO:0008542;GO:0006089;GO:0061419;GO:0002320;GO:0045604;GO:0006879;GO:0030502;GO:0051289;GO:0035914;GO:0070244;GO:0043154;GO:0072540;GO:0071456;GO:0032007;GO:0010575;GO:1905875;GO:0033572;GO:0002292;GO:0002052;GO:0043312;GO:0006011;GO:0042102;GO:0042742;GO:1900625;GO:0010629;GO:0045064;GO:0001755;GO:0030330;GO:0032755;GO:0072539;GO:0030214;GO:0046716;GO:0061030;GO:0006065;GO:1902895;GO:0043687;GO:0002774;GO:0045591;GO:0000122;GO:0035973;GO:0045190;GO:0060574;GO:0060333;GO:0043619;GO:0060218;GO:1903599;GO:0060576;GO:0002666;GO:0071222;GO:0042130;GO:0043066;GO:0045087;GO:0030838;GO:0070374;GO:0071347;GO:0030033;GO:0034116;GO:0019255;GO:0019896
GO:0045926;1.0;0.46320053498415825;0.21429960295561898;0.0;0.2724818464295443;0.370315501285763;0.33823481102826425;0.0;0.32657969372829987;0.22211554419111945;0.507574975369408;0.0;0.45055087434061214;0.4839107641279678;0.2119051612446792;0.0;0.31515663133019645;0.3208607108971782;0.19921615943775156;0.22490510751248438;0.0;0.5349332415663253;0.45080119575192507;0.0;0.22303050136633254;0.0;0.4257532547707634;0.4058524021513325;0.44887501437906424;0.5050552524617519;0.3687295979602448;0.3293760631421997;0.18814408810704145;0.0;0.1321125777610447;0.0;0.22142566807206507;0.6308103397024637;0.0;0.2924307928591485;0.3310496026832322;0.5027631807911361;0.0;0.0;0.17150296208832896;0.314572258972271;0.24098555539982047;0.21190516425533282;0.5080767235737362;0.0;0.0;0.40583605243829524;0.29159010114762923;0.0;0.0;0.47678292183298343;0.264983654829306;0.0;0.0;0.0;0.0;0.4068071392949351;0.4065163326520109;0.0;0.38579844713732697;0.0;0.4066403673097472;0.0;0.0;0.0;0.1501998594395391;0.0;0.4267976448846053;0.22372355851028378;0.4432577428418521;0.0;0.0;0.3663400344530213;0.21012370324973673;0.0;0.0;0.3930505728632384;0.4505449497936948;0.4437373244632458;0.0;0.0;0.23513175006458142;0.0;0.0;0.20593609810677838;0.0;0.4062693985565184;0.5626164551125147;0.0;0.0;0.3511196778286931;0.4505461022454284;0.0;0.0;0.37110196423548614;0.0;0.0;0.18017549793942256;0.0;0.3533571715853401;0.17572417684977187;0.23000707831966227;0.0;0.0;0.0;0.4743037951515058;0.22692097884103743;0.0;0.25697481821616297;0.0;0.3543812967461785;0.0;0.2574273406524894;0.508104485230188;0.0;0.1994313677158018;0.1623923872821364;0.0;0.0;0.450075243352651;0.0;0.0
GO:2001054;0.46320053498415825;1.0;0.25610653078783585;0.0;0.26996775958542824;0.2733089320872844;0.2554285508677731;0.0;0.3107888644122722;0.22882502676896713;0.3653351384425389;0.0;0.3146664441654827;0.35291329605161015;0.2200819622162275;0.0;0.30244003062509184;0.35830356654123047;0.4396896027287348;0.48804547748072313;0.0;0.4418640256812328;0.3933369257426724;0.0;0.22960161388712327;0.0;0.37781563580931793;0.36510131740928126;0.3921618363554393;0.42523434039434166;0.34042641332443907;0.23078783550287144;0.19917428326968797;0.0;0.1465246177616533;0.0;0.22823873844492285;0.4251116873262933;0.0;0.28540564901412924;0.23160822058892727;0.42393205971700704;0.0;0.0;0.18404456189304705;0.3020091506219821;0.18360189153986753;0.22008196481519463;0.508738443047347;0.0;0.0;0.3650907282918951;0.28476437553452644;0.0;0.0;0.4088963816510882;0.2640434019685074;0.0;0.0;0.0;0.0;0.365719252025922;0.36553111940436656;0.0;0.3519309914589903;0.0;0.36561137083537193;0.0;0.0;0.0;0.16406053557403585;0.0;0.37847337268136305;0.17340812025325406;0.3307880052253754;0.0;0.0;0.7276344553925025;0.4604220206630117;0.0;0.0;0.4202432211849247;0.3146635543503779;0.46067482373874663;0.0;0.0;0.2397682047738191;0.0;0.0;0.21490450757891805;0.0;0.2924075705631688;0.3930091128297787;0.0;0.0;0.3282619708528012;0.31466411648333287;0.0;0.0;0.25052498327590583;0.0;0.0;0.19198078122313922;0.0;0.3298245805469532;0.1879214914990439;0.27206311131669275;0.0;0.0;0.0;0.40743471983605667;0.23289123781421128;0.0;0.257640118037645;0.0;0.2645304935976156;0.0;0.29914869521734894;0.9302442851466546;0.0;0.20920579493875027;0.17558453194092621;0.0;0.0;0.3144343727625068;0.0;0.0
GO:0061179;0.21429960295561898;0.25610653078783585;1.0;0.0;0.194613403417434;0.14723163426904354;0.1418813132357457;0.0;0.2786169458187732;0.42753322344364475;0.3028067859883827;0.0;0.15845038723864854;0.18722983069228785;0.1418191520459781;0.0;0.17200120723658893;0.400665021748371;0.3087348254677589;0.3316615927190866;0.0;0.20961672362336342;0.1980267924874394;0.0;0.14571222503354922;0.0;0.3112516868115303;0.1906055187026141;0.19772850564657443;0.2057987258891936;0.22033155854008474;0.1578454529833444;0.13283386794724816;0.0;0.10715513632671797;0.0;0.17415064014909742;0.20576999349821876;0.0;0.26535336294875844;0.15812855866036046;0.20549321957935598;0.0;0.0;0.6164082299424243;0.17186176070526626;0.1396985737945567;0.1418191531251774;0.26542146970109276;0.0;0.0;0.19060263261225238;0.23386024007965717;0.0;0.0;0.20189460202835294;0.1905876573587992;0.0;0.0;0.0;0.0;0.19077379986496443;0.1907225948137489;0.0;0.2999238001819861;0.0;0.19074444035300822;0.0;0.0;0.0;0.11624145149603467;0.0;0.1941873559802641;0.13522860828741737;0.180813637361435;0.0;0.0;0.2317589336499322;0.17321371206943398;0.0;0.0;0.44008025787944444;0.15844965448535078;0.25171957948603185;0.0;0.0;0.14974169148281283;0.0;0.0;0.13965112030329266;0.0;0.15260094228282506;0.19794366889851278;0.0;0.0;0.18005626691456483;0.15844979702259773;0.0;0.0;0.1643916266522069;0.0;0.0;0.1295953406620931;0.0;0.21657586888777147;0.12773279196352852;0.18256291038392583;0.0;0.0;0.0;0.201537611729554;0.14703024147143887;0.0;0.15652256523292302;0.0;0.14464583523295957;0.0;0.19437232612080385;0.26542691409764957;0.0;0.16588290941684716;0.19446042488802684;0.0;0.0;0.1583915209827503;0.0;0.0
GO:0035162;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4253536762773619;0.0;0.0;0.0;0.30246535654720963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35401004578154555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6677065839433092;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24098729536133984;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3540225457270936;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35399102437808927;0.0;0.0;0.0;0.0;0.3755887798753741;0.0;0.0;0.2882134430843719;0.0;0.0;0.0;0.0;0.0;0.20833925395814132;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16026483547544185;0.0;0.0;0.0;0.16026483547544185;0.0;0.0;0.3348256485003994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30120487430754433;0.0;0.0;0.33492730279398253;0.0;0.42576433503029165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045648;0.2724818464295443;0.26996775958542824;0.194613403417434;0.0;1.0;0.5329305174417213;0.2556649629733901;0.0;0.3482518743843918;0.34635199688453283;0.2276557699191404;0.0;0.4189607670736866;0.22158299113632637;0.2614732643841262;0.0;0.34067898861945667;0.21450614875545304;0.15232461893302013;0.1669010649089792;0.0;0.32880318665462693;0.3011555587653885;0.0;0.27106881772416963;0.0;0.35295437418640374;0.6179384645987028;0.30046622840493836;0.4446073651968907;0.32287377729068045;0.2395479557136415;0.23996684355387476;0.0;0.18302666113516985;0.0;0.3084487683780173;0.3194361163199949;0.0;0.3249780569756036;0.2402005942839303;0.31876960650984093;0.0;0.0;0.25764660192534766;0.34028599283884475;0.20010053449670212;0.26147326702038454;0.28461967610351163;0.0;0.0;0.34109073924470124;0.37306809671756014;0.0;0.0;0.3101928673302666;0.3905725959678173;0.0;0.0;0.0;0.0;0.39616700266203664;0.2845809557377747;0.0;0.389142023794831;0.0;0.6159997047858317;0.0;0.0;0.0;0.202451164182036;0.0;0.52137844053177;0.191054680946923;0.366108426353341;0.0;0.0;0.23392041321610943;0.15862050386408416;0.0;0.0;0.24453131852212726;0.41895782089181643;0.26323829610192956;0.0;0.0;0.5552333957286233;0.0;0.0;0.32833286804392053;0.0;0.284484081806696;0.2408617229838224;0.0;0.0;0.2614692990257601;0.41895839399034723;0.0;0.0;0.2549554691776742;0.0;0.0;0.23242655712034227;0.0;0.3148723003649919;0.5768631609436093;0.16969440674134828;0.0;0.0;0.0;0.3093509704715003;0.19715920329631345;0.0;0.2986428024155454;0.0;0.6223150441388355;0.0;0.2209450689775957;0.28462838786909517;0.0;0.28793856141799146;0.21496230230159327;0.0;0.0;0.30089608136016927;0.0;0.0
GO:0045766;0.370315501285763;0.2733089320872844;0.14723163426904354;0.0;0.5329305174417213;1.0;0.31893650676566787;0.0;0.31057219629508565;0.31826725449891596;0.2921390436466851;0.0;0.5466691667052659;0.2822138209382441;0.2199732892841289;0.0;0.30223484317689514;0.2059491714348113;0.13824589566250076;0.15344326222891977;0.0;0.3532744784699892;0.3145108279330978;0.0;0.22948333885275818;0.0;0.3021105755251536;0.5076880361261151;0.3135720569786373;0.42482882318429854;0.2722360726716846;0.23058585796155834;0.19908527315003385;0.0;0.14647644013961023;0.0;0.22812186300614415;0.3398935940427396;0.0;0.2852229172828742;0.23140480518286763;0.33895133182623394;0.0;0.0;0.1839685583949775;0.3018045472121078;0.18347403902592516;0.21997329188053;0.2923466735565264;0.0;0.0;0.4363734921123859;0.28458246377318475;0.0;0.0;0.32694070538403913;0.36722263352656453;0.0;0.0;0.0;0.0;0.3654192623934001;0.2922956306957353;0.0;0.3516531870990795;0.0;0.5083953211572282;0.0;0.0;0.0;0.16400013857969448;0.0;0.526266631771406;0.1732940662267957;0.46000940132210516;0.0;0.0;0.22872257742778931;0.14476187396465154;0.0;0.0;0.2415273232299906;0.5466641506643708;0.26474741264836965;0.0;0.0;0.47334708115783225;0.0;0.0;0.21480088638772368;0.0;0.36507189082951524;0.3142489409143892;0.0;0.0;0.2625154355181639;0.5466651263952763;0.0;0.0;0.25028699978363167;0.0;0.0;0.19189808315245624;0.0;0.2637641506240819;0.3710351741004114;0.15640079842586146;0.0;0.0;0.0;0.3257730744003175;0.18628605144902047;0.0;0.25749120152073257;0.0;0.652410964028818;0.0;0.17196396555097646;0.2923581583251952;0.0;0.20910759516116828;0.17551535388473466;0.0;0.0;0.39254819897416876;0.0;0.0
GO:0051000;0.33823481102826425;0.2554285508677731;0.1418813132357457;0.0;0.2556649629733901;0.31893650676566787;1.0;0.0;0.2919843196444981;0.21846585723965664;0.27180165407544443;0.0;0.3635624691511708;0.32886297659331976;0.29294492460021654;0.0;0.3961041881364502;0.1956299055278166;0.1335182345599001;0.14764085913447877;0.0;0.3239615479496262;0.36369288702754604;0.0;0.3050407613593702;0.0;0.2804127044920406;0.2716399316418872;0.290260126247727;0.39079788959597617;0.2544912358163057;0.21352213602882994;0.2662183966725149;0.0;0.19792007195071107;0.0;0.2179313892176847;0.31267361862786186;0.0;0.2694685768597429;0.2142241766800709;0.3118760561277522;0.0;0.0;0.17728328644775165;0.39557310373693727;0.17250485943128988;0.29294492790874016;0.33984821370542057;0.0;0.0;0.27163260732874783;0.37424441069129466;0.0;0.0;0.37695588663676804;0.2503455328807485;0.0;0.0;0.0;0.0;0.33995557556997086;0.27193719318215076;0.0;0.32800983230757513;0.0;0.3398623567831514;0.0;0.0;0.0;0.22082813767636347;0.0;0.28086537129324696;0.16347578824027187;0.24774810915064868;0.0;0.0;0.2160650998078868;0.24603849933685598;0.0;0.0;0.22745654202904567;0.36355938183042774;0.24793525263035016;0.0;0.0;0.22841909383733094;0.0;0.0;0.20574216197546807;0.0;0.3396549094474864;0.3634126061215489;0.0;0.0;0.24597669920786566;0.36355998238293247;0.0;0.0;0.230309195146867;0.0;0.0;0.25697136099613616;0.0;0.24707270155985056;0.18087781191538593;0.18790014409514355;0.0;0.0;0.0;0.30068429991099926;0.22216925861696366;0.0;0.34040375509871273;0.0;0.30934923255525504;0.0;0.16470943301220342;0.27199131321701303;0.0;0.20051310252976084;0.2357950501385417;0.0;0.0;0.36331452312462714;0.0;0.0
GO:0001701;0.0;0.0;0.0;0.4253536762773619;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.287101066025465;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33314357079411333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42279726630237013;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2311322906241239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33315464057227334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.22993723777376288;0.0;0.0;0.333126725615;0.0;0.0;0.0;0.0;0.35218502392339196;0.0;0.0;0.2742294747474377;0.0;0.0;0.0;0.0;0.0;0.20093257499368933;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15584572160293184;0.0;0.0;0.0;0.15584572160293184;0.0;0.0;0.3160996574975291;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2859651479567571;0.0;0.0;0.31619025765775777;0.0;0.4031394442591278;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030949;0.32657969372829987;0.3107888644122722;0.2786169458187732;0.0;0.3482518743843918;0.31057219629508565;0.2919843196444981;0.0;1.0;0.2984992573036648;0.2642240211857308;0.0;0.35273345225101693;0.25607851970573886;0.28778198955056455;0.0;0.38674480142645384;0.42763420344263936;0.29374833107682913;0.32434237561970236;0.0;0.39141922270184565;0.35285621530760186;0.0;0.2994487222708413;0.0;0.4748779958451171;0.3299642198734811;0.3519102601312286;0.5264417632769607;0.37152019273809045;0.20720532805492403;0.2619438397433842;0.0;0.19553955879559218;0.0;0.3405300754496887;0.3026875406533048;0.0;0.7745473119329765;0.20786638069734598;0.3772824036173441;0.0;0.0;0.4472840941730437;0.3862384192379998;0.16835828302302938;0.28778199274401817;0.3303674020719041;0.0;0.0;0.32995557083412896;0.3658754094789449;0.0;0.0;0.3653270648308688;0.3411560623646708;0.0;0.0;0.0;0.0;0.45986360102147217;0.33031523523666023;0.0;0.5091094886127007;0.0;0.4597410203470601;0.0;0.0;0.0;0.21787286705716227;0.0;0.3408479293846296;0.1597472325498448;0.24143675001894263;0.0;0.0;0.26396153691403895;0.1718854616669496;0.0;0.0;0.49557459751457933;0.35273054610741816;0.30190394078726723;0.0;0.0;0.3118414416339488;0.0;0.0;0.2814112063161035;0.0;0.33018472976852187;0.28218056259987284;0.0;0.0;0.2995793952241194;0.3527311114170566;0.0;0.0;0.2229771441447701;0.0;0.0;0.2529849591817448;0.0;0.3609653713236503;0.2479137369889883;0.1849653287568052;0.0;0.0;0.0;0.36415985345334845;0.21807797941017315;0.0;0.3334609748942742;0.0;0.30147402019583264;0.0;0.2022932931522369;0.33037913949753833;0.0;0.27437805776946983;0.4910291231049484;0.0;0.0;0.3525000520722761;0.0;0.0
GO:0050715;0.22211554419111945;0.22882502676896713;0.42753322344364475;0.0;0.34635199688453283;0.31826725449891596;0.21846585723965664;0.0;0.2984992573036648;1.0;0.28624293325008887;0.0;0.44576492680878305;0.18708465636503643;0.23239114353482554;0.0;0.29291825392615445;0.1876920429782901;0.13829475319246798;0.15020475490401963;0.0;0.2697352908408548;0.25084356196799396;0.0;0.2399400759723706;0.0;0.24443947147048298;0.2867918565908169;0.2503651327846782;0.36659811653771057;0.228222384968092;0.14760527734477086;0.21524588485246982;0.0;0.16828523241150709;0.0;0.20593629264930619;0.2107988703741271;0.0;0.2812355675778251;0.1479404276564143;0.26294565061166203;0.0;0.0;0.6775596860880729;0.29262767755026386;0.12676828292639064;0.23239114561726576;0.23926502322163143;0.0;0.0;0.23904893422158538;0.2807878078292652;0.0;0.0;0.2570822235283299;0.3790220944042117;0.0;0.0;0.0;0.0;0.3330230448240895;0.23923765935543634;0.0;0.2799326447344544;0.0;0.3329587546737957;0.0;0.0;0.0;0.1845675670136055;0.0;0.29358352017288264;0.12182368870628998;0.22384971110850865;0.0;0.0;0.20238967200002841;0.14346460169840486;0.0;0.0;0.2102845521824248;0.4457623156924432;0.22397195591614494;0.0;0.0;0.3175731612850152;0.0;0.0;0.2282190003785109;0.0;0.2391691928909731;0.20064399778861997;0.0;0.0;0.22269006278081177;0.44576282361368486;0.0;0.0;0.15543736895107949;0.0;0.0;0.20915944691978797;0.0;0.22340809953441443;0.26356087052441957;0.15246339332858252;0.0;0.0;0.0;0.25650367307924427;0.17427527667298182;0.0;0.2612952022489795;0.0;0.31134785738095194;0.0;0.16404601870994354;0.23927117970421094;0.0;0.2235714179105283;0.19490952290181288;0.0;0.0;0.2506635148330819;0.0;0.0
