;GO:0045926;GO:2001054;GO:0061179;GO:0035162;GO:0045648;GO:0045766;GO:0051000;GO:0001701;GO:0030949;GO:0050715;GO:0051926;GO:0001947;GO:0032722;GO:0051248;GO:0033138;GO:0042789;GO:0016239;GO:0043518;GO:1903377;GO:1902166;GO:0042541;GO:0097411;GO:0016241;GO:0001837;GO:0035307;GO:0071407;GO:1900271;GO:2001198;GO:0008286;GO:0008284;GO:0038094;GO:0007595;GO:0045944;GO:0001892;GO:0045821;GO:0042832;GO:0002223;GO:0002578;GO:0051541;GO:0070101;GO:0001922;GO:0019221;GO:0043011;GO:0034329;GO:0035774;GO:0010870;GO:0030641;GO:0050731;GO:2000378;GO:0016579;GO:0022617;GO:2000392;GO:0046886;GO:1901653;GO:0044344;GO:1903715;GO:0043536;GO:0005978;GO:1990830;GO:0071542;GO:0050900;GO:0001938;GO:0032534;GO:0015991;GO:1900454;GO:0006366;GO:0045600;GO:0046777;GO:0008542;GO:0006089;GO:0061419;GO:0002320;GO:0045604;GO:0006879;GO:0030502;GO:0051289;GO:0035914;GO:0070244;GO:0043154;GO:0072540;GO:0071456;GO:0032007;GO:0010575;GO:1905875;GO:0033572;GO:0002292;GO:0002052;GO:0043312;GO:0006011;GO:0042102;GO:0042742;GO:1900625;GO:0010629;GO:0045064;GO:0001755;GO:0030330;GO:0032755;GO:0072539;GO:0030214;GO:0046716;GO:0061030;GO:0006065;GO:1902895;GO:0043687;GO:0002774;GO:0045591;GO:0000122;GO:0035973;GO:0045190;GO:0060574;GO:0060333;GO:0043619;GO:0060218;GO:1903599;GO:0060576;GO:0002666;GO:0071222;GO:0042130;GO:0043066;GO:0045087;GO:0030838;GO:0070374;GO:0071347;GO:0030033;GO:0034116;GO:0019255;GO:0019896
GO:0045926;1.0;0.076112166787378;0.006131293701835516;0.0;0.012446739275797142;0.033205470168080946;0.03623909340597203;0.0;0.020962788546452144;0.008127504453025246;0.11462938667403147;0.0;0.06697163704759747;0.06147128607921935;0.005735323047764678;0.0;0.016784996064347076;0.019513237113313375;0.004334987905156785;0.0037347402880764068;0.0;0.1927430309596824;0.09857679694392739;0.0;0.006757287629839859;0.0;0.10720516157221387;0.06493480609509689;0.14405093685226275;0.10277666372112565;0.056908109707328014;0.12972975772051726;0.0030507844279764845;0.0;9.258285552802902E-4;0.0;0.007110073564113578;0.20506978986900193;0.0;0.014589972970749298;0.15130818134530583;0.1685090979943731;0.0;0.0;0.003442146067321351;0.01726828828038654;0.023535544484739344;0.005730222168749597;0.07038469662597253;0.0;0.0;0.08270923543552708;0.014974512205844807;0.0;0.0;0.1430779718794487;0.012564802592983293;0.0;0.0;0.0;0.0;0.05115202365442158;0.06174016685344114;0.0;0.08245266632581291;0.0;0.039084367195468886;0.0;0.0;0.0;0.0011144420884530045;0.0;0.06370683224651229;0.018032200330988648;0.04625063911981808;0.0;0.0;0.0435808892056253;0.010840797126225047;0.0;0.0;0.03324772262229147;0.06919221257938166;0.04444686894230651;0.0;0.0;0.008914011697552406;0.0;0.0;0.007906300288822573;0.0;0.063383471559067;0.13485008872885304;0.0;0.0;0.05196000910079963;0.06876025766680915;0.0;0.0;0.10540706584195096;0.0;0.0;0.0025945898695082757;0.0;0.03431054234369119;0.004475725100353011;0.004334589126298501;0.0;0.0;0.0;0.14792009941079345;0.00838355536972487;0.0;0.011739776648262496;0.0;0.02693209235924261;0.0;0.0136827178502265;0.0982116173552396;0.0;0.009710070431833905;0.0037883119857789515;0.0;0.0;0.08573510197347547;0.0;0.0
GO:2001054;0.076112166787378;1.0;0.01843003197832086;0.0;0.02219170420503147;0.033205470168080946;0.03623909340597203;0.0;0.037375250853054785;0.01449079720801504;0.076112166787378;0.0;0.04268929898153971;0.06147128607921935;0.01022569765270045;0.0;0.02992652609562692;0.058654763821093935;0.044139257879001956;0.03802747972846777;0.0;0.076112166787378;0.076112166787378;0.0;0.012047792195769326;0.0;0.076112166787378;0.076112166787378;0.076112166787378;0.076112166787378;0.076112166787378;0.032187742028373975;0.005439344724655555;0.0;0.0016506904328994225;0.0;0.012676785936830607;0.076112166787378;0.0;0.026012946632204336;0.032187742028373975;0.076112166787378;0.0;0.0;0.006137116369509203;0.030788203814207965;0.023535544484739344;0.010216603126352617;0.21156908683280784;0.0;0.0;0.076112166787378;0.026698554386281926;0.0;0.0;0.076112166787378;0.022402203208377235;0.0;0.0;0.0;0.0;0.076112166787378;0.076112166787378;0.0;0.076112166787378;0.0;0.06968481436172225;0.0;0.0;0.0;0.0019869757558654004;0.0;0.076112166787378;0.018032200330988648;0.04625063911981808;0.0;0.0;0.44374474608222364;0.11038202422645156;0.0;0.0;0.0999392005885697;0.04268929898153971;0.1336026711129032;0.0;0.0;0.01589308705589516;0.0;0.0;0.014096404968237644;0.0;0.04268929898153971;0.076112166787378;0.0;0.0;0.076112166787378;0.04268929898153971;0.0;0.0;0.032187742028373975;0.0;0.0;0.004625980318352198;0.0;0.061173403727189296;0.007979918702338827;0.013029324657314607;0.0;0.0;0.0;0.076112166787378;0.014947318878383303;0.0;0.02093123709259122;0.0;0.02693209235924261;0.0;0.04112882856264469;0.7749812989238734;0.0;0.01731240657159823;0.006754307064843514;0.0;0.0;0.04268929898153971;0.0;0.0
GO:0061179;0.006131293701835516;0.01843003197832086;1.0;0.0;0.006131293701835516;0.003438880287201248;0.003438880287201248;0.0;0.009271117174157253;0.07404050069182289;0.020004707611621694;0.0;0.003438880287201248;0.006131293701835516;0.006131293701835516;0.0;0.006131293701835516;0.033453440923692436;0.02365247349783117;0.020377414566699857;0.0;0.006131293701835516;0.006131293701835516;0.0;0.006131293701835516;0.0;0.009271117174157253;0.006131293701835516;0.006131293701835516;0.006131293701835516;0.006131293701835516;0.003438880287201248;0.005439344724655555;0.0;0.0016506904328994225;0.0;0.006131293701835516;0.006131293701835516;0.0;0.009271117174157253;0.003438880287201248;0.006131293701835516;0.0;0.0;0.17856776921903234;0.006131293701835516;0.003438880287201248;0.006131293701835516;0.01843003197832086;0.0;0.0;0.006131293701835516;0.006653280967240304;0.0;0.0;0.006131293701835516;0.006131293701835516;0.0;0.0;0.0;0.0;0.006131293701835516;0.006131293701835516;0.0;0.009271117174157253;0.0;0.006131293701835516;0.0;0.0;0.0;0.0019869757558654004;0.0;0.006131293701835516;0.003438880287201248;0.006131293701835516;0.0;0.0;0.01843003197832086;0.01843003197832086;0.0;0.0;0.033453440923692436;0.003438880287201248;0.01843003197832086;0.0;0.0;0.006131293701835516;0.0;0.0;0.006131293701835516;0.0;0.003438880287201248;0.006131293701835516;0.0;0.0;0.006131293701835516;0.003438880287201248;0.0;0.0;0.003438880287201248;0.0;0.0;0.004625980318352198;0.0;0.006131293701835516;0.006131293701835516;0.013029324657314607;0.0;0.0;0.0;0.006131293701835516;0.006131293701835516;0.0;0.006131293701835516;0.0;0.003438880287201248;0.0;0.01843003197832086;0.01843003197832086;0.0;0.006131293701835516;0.009271117174157253;0.0;0.0;0.003438880287201248;0.0;0.0
GO:0035162;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.17883288218334215;0.0;0.0;0.0;0.07017914666689468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09324120106764835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41038203185638555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036933756879221784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09324120106764835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09324120106764835;0.0;0.0;0.0;0.0;0.09324120106764835;0.0;0.0;0.07279091281548032;0.0;0.0;0.0;0.0;0.0;0.022324111607862962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007108444289664222;0.0;0.0;0.0;0.007108444289664222;0.0;0.0;0.09324120106764835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08143279518527956;0.0;0.0;0.07395181163465475;0.0;0.17883288218334215;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045648;0.012446739275797142;0.02219170420503147;0.006131293701835516;0.0;1.0;0.0657846289625584;0.02219170420503147;0.0;0.06647831636647994;0.04340918535578336;0.012446739275797142;0.0;0.0657846289625584;0.012446739275797142;0.030632490292028372;0.0;0.06647831636647994;0.019513237113313375;0.004334987905156785;0.0037347402880764068;0.0;0.02219170420503147;0.02219170420503147;0.0;0.03609082627040294;0.0;0.02219170420503147;0.10638687656414696;0.02219170420503147;0.06647831636647994;0.02219170420503147;0.012446739275797142;0.016294308724158792;0.0;0.004944871281968942;0.0;0.03599400305079611;0.02219170420503147;0.0;0.06647831636647994;0.012446739275797142;0.02219170420503147;0.0;0.0;0.018384580103480024;0.06647831636647994;0.012446739275797142;0.03060524638168383;0.02219170420503147;0.0;0.0;0.02219170420503147;0.06647831636647994;0.0;0.0;0.02219170420503147;0.06647831636647994;0.0;0.0;0.0;0.0;0.06647831636647994;0.02219170420503147;0.0;0.02219170420503147;0.0;0.23002417151337318;0.0;0.0;0.0;0.005952260434374259;0.0;0.0650347795876778;0.012446739275797142;0.06434109218375626;0.0;0.0;0.02219170420503147;0.010840797126225047;0.0;0.0;0.02219170420503147;0.0657846289625584;0.02219170420503147;0.0;0.0;0.1647369732872219;0.0;0.0;0.04222772890493259;0.0;0.02219170420503147;0.012446739275797142;0.0;0.0;0.02219170420503147;0.0657846289625584;0.0;0.0;0.012446739275797142;0.0;0.0;0.01385776325546021;0.0;0.02219170420503147;0.12179143423360915;0.004334589126298501;0.0;0.0;0.0;0.02219170420503147;0.014947318878383303;0.0;0.06270241296148826;0.0;0.0657846289625584;0.0;0.0136827178502265;0.02219170420503147;0.0;0.051861706090643216;0.020233460113947156;0.0;0.0;0.02219170420503147;0.0;0.0
GO:0045766;0.033205470168080946;0.033205470168080946;0.003438880287201248;0.0;0.0657846289625584;1.0;0.059203133899649846;0.0;0.037375250853054785;0.0429562195356233;0.033205470168080946;0.0;0.17550054565552936;0.033205470168080946;0.01022569765270045;0.0;0.02992652609562692;0.010944458007021981;0.0024313799301176296;0.002094716935617907;0.0;0.033205470168080946;0.033205470168080946;0.0;0.012047792195769326;0.0;0.033205470168080946;0.17164947137953412;0.033205470168080946;0.059203133899649846;0.033205470168080946;0.02503693274896002;0.005439344724655555;0.0;0.0016506904328994225;0.0;0.012676785936830607;0.033205470168080946;0.0;0.026012946632204336;0.02503693274896002;0.033205470168080946;0.0;0.0;0.006137116369509203;0.030788203814207965;0.023535544484739344;0.010216603126352617;0.033205470168080946;0.0;0.0;0.08397915134489903;0.026698554386281926;0.0;0.0;0.033205470168080946;0.0664086278544033;0.0;0.0;0.0;0.0;0.059203133899649846;0.033205470168080946;0.0;0.059203133899649846;0.0;0.17180937696579324;0.0;0.0;0.0;0.0019869757558654004;0.0;0.17164947137953412;0.018032200330988648;0.13409590393202697;0.0;0.0;0.024443366779683104;0.006080316055282548;0.0;0.0;0.018647767254389533;0.17550054565552936;0.024929071883762075;0.0;0.0;0.047113138557635166;0.0;0.0;0.014096404968237644;0.0;0.059203133899649846;0.033205470168080946;0.0;0.0;0.033205470168080946;0.17550054565552936;0.0;0.0;0.02503693274896002;0.0;0.0;0.004625980318352198;0.0;0.033205470168080946;0.023655505955496568;0.0024311562656152597;0.0;0.0;0.0;0.033205470168080946;0.00838355536972487;0.0;0.02093123709259122;0.0;0.1423439234790801;0.0;0.007674274138326516;0.033205470168080946;0.0;0.01731240657159823;0.006754307064843514;0.0;0.0;0.059203133899649846;0.0;0.0
GO:0051000;0.03623909340597203;0.03623909340597203;0.003438880287201248;0.0;0.02219170420503147;0.059203133899649846;1.0;0.0;0.037375250853054785;0.01449079720801504;0.03623909340597203;0.0;0.06461188136941455;0.06147128607921935;0.02895661558061859;0.0;0.08474442930410439;0.010944458007021981;0.0024313799301176296;0.002094716935617907;0.0;0.03623909340597203;0.06461188136941455;0.0;0.03411633113521009;0.0;0.03623909340597203;0.03623909340597203;0.03623909340597203;0.06461188136941455;0.03623909340597203;0.02732428542333267;0.01540286243068432;0.0;0.004674342028433693;0.0;0.012676785936830607;0.03623909340597203;0.0;0.026012946632204336;0.02732428542333267;0.03623909340597203;0.0;0.0;0.006137116369509203;0.08718448486791684;0.023535544484739344;0.02893086215896599;0.06461188136941455;0.0;0.0;0.03623909340597203;0.0756036215991229;0.0;0.0;0.06461188136941455;0.022402203208377235;0.0;0.0;0.0;0.0;0.06461188136941455;0.03623909340597203;0.0;0.06461188136941455;0.0;0.06461188136941455;0.0;0.0;0.0;0.0056266178685039706;0.0;0.03623909340597203;0.018032200330988648;0.02594075881440594;0.0;0.0;0.024443366779683104;0.010840797126225047;0.0;0.0;0.018647767254389533;0.06461188136941455;0.024929071883762075;0.0;0.0;0.01589308705589516;0.0;0.0;0.014096404968237644;0.0;0.06461188136941455;0.06461188136941455;0.0;0.0;0.03623909340597203;0.06461188136941455;0.0;0.0;0.02732428542333267;0.0;0.0;0.013099618071208798;0.0;0.03431054234369119;0.007979918702338827;0.004334589126298501;0.0;0.0;0.0;0.03623909340597203;0.014947318878383303;0.0;0.05927202296626554;0.0;0.048018120570829013;0.0;0.007674274138326516;0.03623909340597203;0.0;0.01731240657159823;0.01912650655561675;0.0;0.0;0.06461188136941455;0.0;0.0
GO:0001701;0.0;0.0;0.0;0.17883288218334215;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.07017914666689468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14548277147425906;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1737081126829867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.036933756879221784;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14125265454263564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0651840559091576;0.0;0.0;0.14968290410618665;0.0;0.0;0.0;0.0;0.14968290410618665;0.0;0.0;0.07279091281548032;0.0;0.0;0.0;0.0;0.0;0.022324111607862962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007108444289664222;0.0;0.0;0.0;0.007108444289664222;0.0;0.0;0.13309294880938455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08143279518527956;0.0;0.0;0.07395181163465475;0.0;0.1807199228394311;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030949;0.020962788546452144;0.037375250853054785;0.009271117174157253;0.0;0.06647831636647994;0.037375250853054785;0.037375250853054785;0.0;1.0;0.04340918535578336;0.020962788546452144;0.0;0.037375250853054785;0.020962788546452144;0.030632490292028372;0.0;0.08964904412720757;0.0921170756567805;0.0204643856122727;0.01763076785657647;0.0;0.037375250853054785;0.037375250853054785;0.0;0.03609082627040294;0.0;0.0565150434676547;0.037375250853054785;0.037375250853054785;0.11196272839300858;0.037375250853054785;0.015805947767386308;0.016294308724158792;0.0;0.004944871281968942;0.0;0.037356290143857177;0.020962788546452144;0.0;0.4581328659441184;0.015805947767386308;0.037375250853054785;0.0;0.0;0.03336056247025371;0.09223031879870348;0.015805947767386308;0.03060524638168383;0.037375250853054785;0.0;0.0;0.037375250853054785;0.07997920883500724;0.0;0.0;0.037375250853054785;0.06710889521747578;0.0;0.0;0.0;0.0;0.11196272839300858;0.037375250853054785;0.0;0.0565150434676547;0.0;0.11196272839300858;0.0;0.0;0.0;0.005952260434374259;0.0;0.037375250853054785;0.015805947767386308;0.020962788546452144;0.0;0.0;0.037375250853054785;0.010840797126225047;0.0;0.0;0.15695412106296228;0.037375250853054785;0.037375250853054785;0.0;0.0;0.04760993836166298;0.0;0.0;0.04222772890493259;0.0;0.037375250853054785;0.020962788546452144;0.0;0.0;0.037375250853054785;0.037375250853054785;0.0;0.0;0.015805947767386308;0.0;0.0;0.01385776325546021;0.0;0.037375250853054785;0.023904949127457883;0.004334589126298501;0.0;0.0;0.0;0.037375250853054785;0.014947318878383303;0.0;0.06270241296148826;0.0;0.037375250853054785;0.0;0.0136827178502265;0.037375250853054785;0.0;0.051861706090643216;0.11895499947908626;0.0;0.0;0.037375250853054785;0.0;0.0
GO:0050715;0.008127504453025246;0.01449079720801504;0.07404050069182289;0.0;0.04340918535578336;0.0429562195356233;0.01449079720801504;0.0;0.04340918535578336;1.0;0.019013077856190917;0.0;0.08054049509157081;0.008127504453025246;0.030632490292028372;0.0;0.04340918535578336;0.01449079720801504;0.004334987905156785;0.0037347402880764068;0.0;0.01449079720801504;0.01449079720801504;0.0;0.03609082627040294;0.0;0.01449079720801504;0.01449079720801504;0.01449079720801504;0.04340918535578336;0.01449079720801504;0.006128140374981669;0.016294308724158792;0.0;0.004944871281968942;0.0;0.012676785936830607;0.008127504453025246;0.0;0.04340918535578336;0.006128140374981669;0.01449079720801504;0.0;0.0;0.2940323563880493;0.04340918535578336;0.006128140374981669;0.03060524638168383;0.01449079720801504;0.0;0.0;0.01449079720801504;0.04340918535578336;0.0;0.0;0.01449079720801504;0.04340918535578336;0.0;0.0;0.0;0.0;0.04340918535578336;0.01449079720801504;0.0;0.01449079720801504;0.0;0.04340918535578336;0.0;0.0;0.0;0.005952260434374259;0.0;0.01449079720801504;0.006128140374981669;0.01449079720801504;0.0;0.0;0.01449079720801504;0.010840797126225047;0.0;0.0;0.01449079720801504;0.08054049509157081;0.01449079720801504;0.0;0.0;0.04340918535578336;0.0;0.0;0.04222772890493259;0.0;0.01449079720801504;0.008127504453025246;0.0;0.0;0.01449079720801504;0.08054049509157081;0.0;0.0;0.006128140374981669;0.0;0.0;0.01385776325546021;0.0;0.01449079720801504;0.023904949127457883;0.004334589126298501;0.0;0.0;0.0;0.01449079720801504;0.01449079720801504;0.0;0.04340918535578336;0.0;0.0429562195356233;0.0;0.0136827178502265;0.01449079720801504;0.0;0.04340918535578336;0.020233460113947156;0.0;0.0;0.01449079720801504;0.0;0.0
