Module	SS	value
M202	AIC	54
M201	Annotation	25
M201	DF	5
M201	Ganesan	7
M201	LC	7
M201	PS	10
M201	Zhou	7
M201	Resnik	5
M201	Lin	11
M201	Nunivers	16
M201	AIC	5
M200	Annotation	14
M200	DF	6
M200	Ganesan	4
M200	LC	4
M200	PS	4
M200	Zhou	2
M200	Resnik	4
M200	Lin	4
M200	Nunivers	10
M200	AIC	6
M41.4	Annotation	57
M41.4	DF	32
M41.4	Ganesan	33
M41.4	LC	8
M41.4	PS	34
M41.4	Zhou	9
M41.4	Resnik	33
M41.4	Lin	32
M41.4	Nunivers	41
M41.4	AIC	32
M41.3	Annotation	25
M41.3	DF	5
M41.3	Ganesan	7
M41.3	LC	7
M41.3	PS	10
M41.3	Zhou	7
M41.3	Resnik	5
M41.3	Lin	11
M41.3	Nunivers	16
M41.3	AIC	5
M41.2	Annotation	25
M41.2	DF	5
M41.2	Ganesan	7
M41.2	LC	7
M41.2	PS	10
M41.2	Zhou	7
M41.2	Resnik	5
M41.2	Lin	11
M41.2	Nunivers	16
M41.2	AIC	5
M41.1	Annotation	25
M41.1	DF	5
M41.1	Ganesan	7
M41.1	LC	7
M41.1	PS	10
M41.1	Zhou	7
M41.1	Resnik	5
M41.1	Lin	11
M41.1	Nunivers	16
M41.1	AIC	5
M41.0	Annotation	25
M41.0	DF	5
M41.0	Ganesan	7
M41.0	LC	7
M41.0	PS	10
M41.0	Zhou	7
M41.0	Resnik	5
M41.0	Lin	11
M41.0	Nunivers	16
M41.0	AIC	5
M189	Annotation	169
M189	DF	91
M189	Ganesan	27
M189	LC	22
M189	PS	37
M189	Zhou	17
M189	Resnik	75
M189	Lin	61
M189	Nunivers	85
M189	AIC	44
M9	Annotation	277
M9	DF	144
M9	Ganesan	11
M9	LC	12
M9	PS	29
M9	Zhou	18
M9	Resnik	161
M9	Lin	139
M9	Nunivers	157
M9	AIC	99
M188	Annotation	25
M188	DF	5
M188	Ganesan	7
M188	LC	7
M188	PS	10
M188	Zhou	7
M188	Resnik	5
M188	Lin	11
M188	Nunivers	16
M188	AIC	5
S11	Annotation	177
S11	DF	69
S11	Ganesan	93
S11	LC	73
S11	PS	83
S11	Zhou	18
S11	Resnik	40
S11	Lin	52
S11	Nunivers	77
S11	AIC	75
M8	Annotation	113
M8	DF	63
M8	Ganesan	10
M8	LC	10
M8	PS	39
M8	Zhou	10
M8	Resnik	29
M8	Lin	22
M8	Nunivers	58
M8	AIC	61
M187	Annotation	35
M187	DF	6
M187	Ganesan	6
M187	LC	6
M187	PS	6
M187	Zhou	6
M187	Resnik	6
M187	Lin	16
M187	Nunivers	24
M187	AIC	6
S10	Annotation	390
S10	DF	139
S10	Ganesan	189
S10	LC	38
S10	PS	200
S10	Zhou	22
S10	Resnik	97
S10	Lin	172
S10	Nunivers	203
S10	AIC	168
M186	Annotation	25
M186	DF	5
M186	Ganesan	7
M186	LC	7
M186	PS	10
M186	Zhou	7
M186	Resnik	5
M186	Lin	11
M186	Nunivers	16
M186	AIC	5
M6	Annotation	93
M6	DF	39
M6	Ganesan	52
M6	LC	7
M6	PS	50
M6	Zhou	7
M6	Resnik	14
M6	Lin	50
M6	Nunivers	57
M6	AIC	36
M185	Annotation	25
M185	DF	5
M185	Ganesan	7
M185	LC	7
M185	PS	10
M185	Zhou	7
M185	Resnik	5
M185	Lin	11
M185	Nunivers	16
M185	AIC	5
M183	Annotation	25
M183	DF	5
M183	Ganesan	7
M183	LC	7
M183	PS	10
M183	Zhou	7
M183	Resnik	5
M183	Lin	11
M183	Nunivers	16
M183	AIC	5
M3	Annotation	662
M3	DF	293
M3	Ganesan	246
M3	LC	277
M3	PS	265
M3	Zhou	31
M3	Resnik	254
M3	Lin	341
M3	Nunivers	312
M3	AIC	209
M182	Annotation	104
M182	DF	51
M182	Ganesan	55
M182	LC	17
M182	PS	22
M182	Zhou	18
M182	Resnik	45
M182	Lin	41
M182	Nunivers	55
M182	AIC	51
M181	Annotation	38
M181	DF	18
M181	Ganesan	14
M181	LC	8
M181	PS	16
M181	Zhou	9
M181	Resnik	8
M181	Lin	8
M181	Nunivers	21
M181	AIC	13
M180	Annotation	25
M180	DF	5
M180	Ganesan	7
M180	LC	7
M180	PS	10
M180	Zhou	7
M180	Resnik	5
M180	Lin	11
M180	Nunivers	16
M180	AIC	5
M87	Annotation	314
M87	DF	165
M87	Ganesan	21
M87	LC	21
M87	PS	131
M87	Zhou	15
M87	Resnik	128
M87	Lin	164
M87	Nunivers	184
M87	AIC	136
M0	Annotation	145
M0	DF	66
M0	Ganesan	18
M0	LC	5
M0	PS	87
M0	Zhou	12
M0	Resnik	37
M0	Lin	57
M0	Nunivers	75
M0	AIC	52
M85	Annotation	170
M85	DF	95
M85	Ganesan	9
M85	LC	7
M85	PS	22
M85	Zhou	9
M85	Resnik	87
M85	Lin	89
M85	Nunivers	98
M85	AIC	85
M84	Annotation	71
M84	DF	41
M84	Ganesan	12
M84	LC	12
M84	PS	15
M84	Zhou	12
M84	Resnik	26
M84	Lin	25
M84	Nunivers	46
M84	AIC	12
M83	Annotation	109
M83	DF	51
M83	Ganesan	6
M83	LC	6
M83	PS	59
M83	Zhou	7
M83	Resnik	46
M83	Lin	56
M83	Nunivers	56
M83	AIC	52
M98.1	Annotation	25
M98.1	DF	5
M98.1	Ganesan	7
M98.1	LC	7
M98.1	PS	10
M98.1	Zhou	7
M98.1	Resnik	5
M98.1	Lin	11
M98.1	Nunivers	16
M98.1	AIC	5
M4.15	Annotation	79
M4.15	DF	43
M4.15	Ganesan	48
M4.15	LC	5
M4.15	PS	8
M4.15	Zhou	11
M4.15	Resnik	26
M4.15	Lin	24
M4.15	Nunivers	37
M4.15	AIC	9
M82	Annotation	205
M82	DF	106
M82	Ganesan	14
M82	LC	11
M82	PS	34
M82	Zhou	16
M82	Resnik	42
M82	Lin	140
M82	Nunivers	116
M82	AIC	107
M98.0	Annotation	25
M98.0	DF	5
M98.0	Ganesan	7
M98.0	LC	7
M98.0	PS	10
M98.0	Zhou	7
M98.0	Resnik	5
M98.0	Lin	11
M98.0	Nunivers	16
M98.0	AIC	5
M4.14	Annotation	38
M4.14	DF	22
M4.14	Ganesan	6
M4.14	LC	6
M4.14	PS	15
M4.14	Zhou	6
M4.14	Resnik	13
M4.14	Lin	12
M4.14	Nunivers	24
M4.14	AIC	7
M81	Annotation	494
M81	DF	210
M81	Ganesan	231
M81	LC	21
M81	PS	263
M81	Zhou	61
M81	Resnik	237
M81	Lin	268
M81	Nunivers	254
M81	AIC	153
M4.13	Annotation	129
M4.13	DF	58
M4.13	Ganesan	59
M4.13	LC	43
M4.13	PS	49
M4.13	Zhou	35
M4.13	Resnik	45
M4.13	Lin	61
M4.13	Nunivers	59
M4.13	AIC	61
M80	Annotation	25
M80	DF	5
M80	Ganesan	7
M80	LC	7
M80	PS	10
M80	Zhou	7
M80	Resnik	5
M80	Lin	11
M80	Nunivers	16
M80	AIC	5
M4.12	Annotation	104
M4.12	DF	60
M4.12	Ganesan	47
M4.12	LC	14
M4.12	PS	25
M4.12	Zhou	8
M4.12	Resnik	17
M4.12	Lin	18
M4.12	Nunivers	70
M4.12	AIC	11
M4.11	Annotation	78
M4.11	DF	39
M4.11	Ganesan	39
M4.11	LC	13
M4.11	PS	41
M4.11	Zhou	8
M4.11	Resnik	28
M4.11	Lin	28
M4.11	Nunivers	42
M4.11	AIC	8
M4.10	Annotation	154
M4.10	DF	59
M4.10	Ganesan	50
M4.10	LC	15
M4.10	PS	48
M4.10	Zhou	13
M4.10	Resnik	46
M4.10	Lin	53
M4.10	Nunivers	81
M4.10	AIC	49
M179	Annotation	39
M179	DF	27
M179	Ganesan	4
M179	LC	4
M179	PS	24
M179	Zhou	4
M179	Resnik	15
M179	Lin	16
M179	Nunivers	25
M179	AIC	12
M178	Annotation	137
M178	DF	65
M178	Ganesan	68
M178	LC	6
M178	PS	42
M178	Zhou	13
M178	Resnik	35
M178	Lin	72
M178	Nunivers	75
M178	AIC	64
M176	Annotation	25
M176	DF	5
M176	Ganesan	7
M176	LC	7
M176	PS	10
M176	Zhou	7
M176	Resnik	5
M176	Lin	11
M176	Nunivers	16
M176	AIC	5
M175	Annotation	166
M175	DF	97
M175	Ganesan	22
M175	LC	22
M175	PS	38
M175	Zhou	22
M175	Resnik	89
M175	Lin	78
M175	Nunivers	94
M175	AIC	24
M174	Annotation	25
M174	DF	5
M174	Ganesan	7
M174	LC	7
M174	PS	10
M174	Zhou	7
M174	Resnik	5
M174	Lin	11
M174	Nunivers	16
M174	AIC	5
M173	Annotation	93
M173	DF	53
M173	Ganesan	61
M173	LC	10
M173	PS	59
M173	Zhou	6
M173	Resnik	28
M173	Lin	35
M173	Nunivers	67
M173	AIC	56
M172	Annotation	138
M172	DF	53
M172	Ganesan	18
M172	LC	17
M172	PS	34
M172	Zhou	23
M172	Resnik	40
M172	Lin	45
M172	Nunivers	72
M172	AIC	53
M79	Annotation	25
M79	DF	5
M79	Ganesan	7
M79	LC	7
M79	PS	10
M79	Zhou	7
M79	Resnik	5
M79	Lin	11
M79	Nunivers	16
M79	AIC	5
M171	Annotation	63
M171	DF	35
M171	Ganesan	11
M171	LC	7
M171	PS	14
M171	Zhou	7
M171	Resnik	26
M171	Lin	23
M171	Nunivers	36
M171	AIC	10
M78	Annotation	253
M78	DF	131
M78	Ganesan	25
M78	LC	16
M78	PS	25
M78	Zhou	19
M78	Resnik	80
M78	Lin	73
M78	Nunivers	129
M78	AIC	112
M170	Annotation	25
M170	DF	5
M170	Ganesan	7
M170	LC	7
M170	PS	10
M170	Zhou	7
M170	Resnik	5
M170	Lin	11
M170	Nunivers	16
M170	AIC	5
M77	Annotation	511
M77	DF	203
M77	Ganesan	280
M77	LC	29
M77	PS	250
M77	Zhou	14
M77	Resnik	229
M77	Lin	243
M77	Nunivers	216
M77	AIC	149
M76	Annotation	155
M76	DF	72
M76	Ganesan	33
M76	LC	15
M76	PS	32
M76	Zhou	13
M76	Resnik	85
M76	Lin	74
M76	Nunivers	61
M76	AIC	23
M75	Annotation	300
M75	DF	119
M75	Ganesan	25
M75	LC	157
M75	PS	28
M75	Zhou	13
M75	Resnik	94
M75	Lin	176
M75	Nunivers	174
M75	AIC	119
M74	Annotation	157
M74	DF	71
M74	Ganesan	11
M74	LC	11
M74	PS	44
M74	Zhou	10
M74	Resnik	29
M74	Lin	89
M74	Nunivers	74
M74	AIC	63
M73	Annotation	118
M73	DF	75
M73	Ganesan	20
M73	LC	10
M73	PS	64
M73	Zhou	13
M73	Resnik	10
M73	Lin	57
M73	Nunivers	59
M73	AIC	14
M71	Annotation	168
M71	DF	68
M71	Ganesan	76
M71	LC	9
M71	PS	77
M71	Zhou	10
M71	Resnik	40
M71	Lin	82
M71	Nunivers	111
M71	AIC	69
M2.2	Annotation	65
M2.2	DF	34
M2.2	Ganesan	34
M2.2	LC	8
M2.2	PS	18
M2.2	Zhou	8
M2.2	Resnik	19
M2.2	Lin	28
M2.2	Nunivers	32
M2.2	AIC	10
M88.2	Annotation	70
M88.2	DF	38
M88.2	Ganesan	49
M88.2	LC	8
M88.2	PS	45
M88.2	Zhou	29
M88.2	Resnik	49
M88.2	Lin	39
M88.2	Nunivers	39
M88.2	AIC	32
M2.1	Annotation	240
M2.1	DF	119
M2.1	Ganesan	27
M2.1	LC	23
M2.1	PS	33
M2.1	Zhou	19
M2.1	Resnik	108
M2.1	Lin	106
M2.1	Nunivers	122
M2.1	AIC	116
M88.1	Annotation	64
M88.1	DF	35
M88.1	Ganesan	38
M88.1	LC	7
M88.1	PS	38
M88.1	Zhou	6
M88.1	Resnik	47
M88.1	Lin	37
M88.1	Nunivers	40
M88.1	AIC	33
M2.0	Annotation	199
M2.0	DF	71
M2.0	Ganesan	39
M2.0	LC	17
M2.0	PS	44
M2.0	Zhou	41
M2.0	Resnik	46
M2.0	Lin	41
M2.0	Nunivers	104
M2.0	AIC	84
M88.0	Annotation	199
M88.0	DF	105
M88.0	Ganesan	100
M88.0	LC	14
M88.0	PS	100
M88.0	Zhou	20
M88.0	Resnik	82
M88.0	Lin	93
M88.0	Nunivers	129
M88.0	AIC	106
M169	Annotation	63
M169	DF	33
M169	Ganesan	18
M169	LC	5
M169	PS	18
M169	Zhou	5
M169	Resnik	13
M169	Lin	27
M169	Nunivers	36
M169	AIC	18
M168	Annotation	117
M168	DF	63
M168	Ganesan	16
M168	LC	9
M168	PS	24
M168	Zhou	14
M168	Resnik	46
M168	Lin	67
M168	Nunivers	69
M168	AIC	61
M167	Annotation	362
M167	DF	148
M167	Ganesan	8
M167	LC	25
M167	PS	45
M167	Zhou	53
M167	Resnik	160
M167	Lin	191
M167	Nunivers	203
M167	AIC	140
M166	Annotation	25
M166	DF	5
M166	Ganesan	7
M166	LC	7
M166	PS	10
M166	Zhou	7
M166	Resnik	5
M166	Lin	11
M166	Nunivers	16
M166	AIC	5
M165	Annotation	219
M165	DF	103
M165	Ganesan	105
M165	LC	11
M165	PS	91
M165	Zhou	10
M165	Resnik	76
M165	Lin	82
M165	Nunivers	101
M165	AIC	84
M164	Annotation	22
M164	DF	10
M164	Ganesan	3
M164	LC	3
M164	PS	5
M164	Zhou	5
M164	Resnik	11
M164	Lin	11
M164	Nunivers	14
M164	AIC	5
M163	Annotation	43
M163	DF	30
M163	Ganesan	26
M163	LC	5
M163	PS	26
M163	Zhou	23
M163	Resnik	20
M163	Lin	18
M163	Nunivers	21
M163	AIC	15
M69	Annotation	80
M69	DF	50
M69	Ganesan	18
M69	LC	18
M69	PS	21
M69	Zhou	11
M69	Resnik	18
M69	Lin	20
M69	Nunivers	40
M69	AIC	44
M161	Annotation	25
M161	DF	5
M161	Ganesan	7
M161	LC	7
M161	PS	10
M161	Zhou	7
M161	Resnik	5
M161	Lin	11
M161	Nunivers	16
M161	AIC	5
M68	Annotation	176
M68	DF	99
M68	Ganesan	8
M68	LC	16
M68	PS	11
M68	Zhou	11
M68	Resnik	71
M68	Lin	74
M68	Nunivers	79
M68	AIC	75
M160	Annotation	233
M160	DF	121
M160	Ganesan	22
M160	LC	9
M160	PS	30
M160	Zhou	10
M160	Resnik	101
M160	Lin	118
M160	Nunivers	134
M160	AIC	102
M67	Annotation	103
M67	DF	69
M67	Ganesan	13
M67	LC	8
M67	PS	12
M67	Zhou	10
M67	Resnik	28
M67	Lin	63
M67	Nunivers	67
M67	AIC	51
M66	Annotation	0
M66	DF	0
M66	Ganesan	0
M66	LC	0
M66	PS	0
M66	Zhou	0
M66	Resnik	0
M66	Lin	0
M66	Nunivers	0
M66	AIC	0
M65	Annotation	158
M65	DF	80
M65	Ganesan	83
M65	LC	12
M65	PS	82
M65	Zhou	20
M65	Resnik	53
M65	Lin	74
M65	Nunivers	97
M65	AIC	51
M112.1	Annotation	82
M112.1	DF	50
M112.1	Ganesan	12
M112.1	LC	10
M112.1	PS	38
M112.1	Zhou	9
M112.1	Resnik	55
M112.1	Lin	54
M112.1	Nunivers	48
M112.1	AIC	38
M64	Annotation	151
M64	DF	76
M64	Ganesan	21
M64	LC	14
M64	PS	58
M64	Zhou	13
M64	Resnik	50
M64	Lin	48
M64	Nunivers	81
M64	AIC	69
M112.0	Annotation	60
M112.0	DF	37
M112.0	Ganesan	27
M112.0	LC	25
M112.0	PS	28
M112.0	Zhou	22
M112.0	Resnik	25
M112.0	Lin	30
M112.0	Nunivers	44
M112.0	AIC	34
M63	Annotation	315
M63	DF	161
M63	Ganesan	41
M63	LC	38
M63	PS	61
M63	Zhou	13
M63	Resnik	175
M63	Lin	173
M63	Nunivers	141
M63	AIC	129
M60	Annotation	189
M60	DF	87
M60	Ganesan	31
M60	LC	16
M60	PS	56
M60	Zhou	16
M60	Resnik	81
M60	Lin	77
M60	Nunivers	86
M60	AIC	77
M7.4	Annotation	149
M7.4	DF	78
M7.4	Ganesan	76
M7.4	LC	21
M7.4	PS	85
M7.4	Zhou	24
M7.4	Resnik	65
M7.4	Lin	65
M7.4	Nunivers	76
M7.4	AIC	83
M7.3	Annotation	203
M7.3	DF	69
M7.3	Ganesan	82
M7.3	LC	58
M7.3	PS	75
M7.3	Zhou	43
M7.3	Resnik	90
M7.3	Lin	78
M7.3	Nunivers	93
M7.3	AIC	66
M7.2	Annotation	283
M7.2	DF	91
M7.2	Ganesan	136
M7.2	LC	15
M7.2	PS	130
M7.2	Zhou	10
M7.2	Resnik	128
M7.2	Lin	117
M7.2	Nunivers	114
M7.2	AIC	87
M154.1	Annotation	81
M154.1	DF	53
M154.1	Ganesan	8
M154.1	LC	8
M154.1	PS	20
M154.1	Zhou	11
M154.1	Resnik	36
M154.1	Lin	37
M154.1	Nunivers	50
M154.1	AIC	11
M7.1	Annotation	440
M7.1	DF	183
M7.1	Ganesan	194
M7.1	LC	12
M7.1	PS	195
M7.1	Zhou	13
M7.1	Resnik	189
M7.1	Lin	229
M7.1	Nunivers	175
M7.1	AIC	141
M154.0	Annotation	121
M154.0	DF	47
M154.0	Ganesan	13
M154.0	LC	8
M154.0	PS	15
M154.0	Zhou	7
M154.0	Resnik	62
M154.0	Lin	46
M154.0	Nunivers	92
M154.0	AIC	15
M7.0	Annotation	398
M7.0	DF	167
M7.0	Ganesan	148
M7.0	LC	18
M7.0	PS	149
M7.0	Zhou	9
M7.0	Resnik	166
M7.0	Lin	197
M7.0	Nunivers	173
M7.0	AIC	142
M159	Annotation	79
M159	DF	36
M159	Ganesan	39
M159	LC	17
M159	PS	35
M159	Zhou	5
M159	Resnik	19
M159	Lin	23
M159	Nunivers	40
M159	AIC	33
M157	Annotation	71
M157	DF	40
M157	Ganesan	39
M157	LC	12
M157	PS	38
M157	Zhou	6
M157	Resnik	36
M157	Lin	35
M157	Nunivers	39
M157	AIC	32
M155	Annotation	71
M155	DF	36
M155	Ganesan	32
M155	LC	2
M155	PS	37
M155	Zhou	4
M155	Resnik	24
M155	Lin	27
M155	Nunivers	33
M155	AIC	27
M153	Annotation	25
M153	DF	5
M153	Ganesan	7
M153	LC	7
M153	PS	10
M153	Zhou	7
M153	Resnik	5
M153	Lin	11
M153	Nunivers	16
M153	AIC	5
M59	Annotation	170
M59	DF	68
M59	Ganesan	75
M59	LC	2
M59	PS	69
M59	Zhou	21
M59	Resnik	61
M59	Lin	64
M59	Nunivers	89
M59	AIC	72
M11.2	Annotation	86
M11.2	DF	39
M11.2	Ganesan	47
M11.2	LC	3
M11.2	PS	46
M11.2	Zhou	5
M11.2	Resnik	29
M11.2	Lin	29
M11.2	Nunivers	42
M11.2	AIC	38
M151	Annotation	25
M151	DF	5
M151	Ganesan	7
M151	LC	7
M151	PS	10
M151	Zhou	7
M151	Resnik	5
M151	Lin	11
M151	Nunivers	16
M151	AIC	5
M58	Annotation	205
M58	DF	109
M58	Ganesan	104
M58	LC	16
M58	PS	108
M58	Zhou	24
M58	Resnik	62
M58	Lin	93
M58	Nunivers	133
M58	AIC	69
M11.1	Annotation	220
M11.1	DF	82
M11.1	Ganesan	119
M11.1	LC	46
M11.1	PS	108
M11.1	Zhou	14
M11.1	Resnik	118
M11.1	Lin	85
M11.1	Nunivers	124
M11.1	AIC	80
M150	Annotation	99
M150	DF	60
M150	Ganesan	49
M150	LC	7
M150	PS	52
M150	Zhou	10
M150	Resnik	45
M150	Lin	58
M150	Nunivers	62
M150	AIC	16
M57	Annotation	179
M57	DF	80
M57	Ganesan	85
M57	LC	13
M57	PS	83
M57	Zhou	6
M57	Resnik	75
M57	Lin	89
M57	Nunivers	80
M57	AIC	82
M11.0	Annotation	897
M11.0	DF	301
M11.0	Ganesan	345
M11.0	LC	367
M11.0	PS	529
M11.0	Zhou	51
M11.0	Resnik	321
M11.0	Lin	398
M11.0	Nunivers	366
M11.0	AIC	276
M56	Annotation	220
M56	DF	112
M56	Ganesan	28
M56	LC	23
M56	PS	29
M56	Zhou	35
M56	Resnik	67
M56	Lin	105
M56	Nunivers	128
M56	AIC	76
M55	Annotation	25
M55	DF	5
M55	Ganesan	7
M55	LC	7
M55	PS	10
M55	Zhou	7
M55	Resnik	5
M55	Lin	11
M55	Nunivers	16
M55	AIC	5
M26.2	Annotation	25
M26.2	DF	5
M26.2	Ganesan	7
M26.2	LC	7
M26.2	PS	10
M26.2	Zhou	7
M26.2	Resnik	5
M26.2	Lin	11
M26.2	Nunivers	16
M26.2	AIC	5
M54	Annotation	189
M54	DF	82
M54	Ganesan	99
M54	LC	9
M54	PS	104
M54	Zhou	16
M54	Resnik	94
M54	Lin	90
M54	Nunivers	86
M54	AIC	64
M26.1	Annotation	25
M26.1	DF	5
M26.1	Ganesan	7
M26.1	LC	7
M26.1	PS	10
M26.1	Zhou	7
M26.1	Resnik	5
M26.1	Lin	11
M26.1	Nunivers	16
M26.1	AIC	5
M53	Annotation	248
M53	DF	118
M53	Ganesan	118
M53	LC	75
M53	PS	20
M53	Zhou	10
M53	Resnik	151
M53	Lin	147
M53	Nunivers	128
M53	AIC	95
M26.0	Annotation	25
M26.0	DF	5
M26.0	Ganesan	7
M26.0	LC	7
M26.0	PS	10
M26.0	Zhou	7
M26.0	Resnik	5
M26.0	Lin	11
M26.0	Nunivers	16
M26.0	AIC	5
M52	Annotation	203
M52	DF	99
M52	Ganesan	76
M52	LC	7
M52	PS	81
M52	Zhou	18
M52	Resnik	102
M52	Lin	72
M52	Nunivers	130
M52	AIC	77
M51	Annotation	337
M51	DF	157
M51	Ganesan	17
M51	LC	22
M51	PS	37
M51	Zhou	23
M51	Resnik	68
M51	Lin	148
M51	Nunivers	166
M51	AIC	126
M50	Annotation	53
M50	DF	31
M50	Ganesan	28
M50	LC	5
M50	PS	29
M50	Zhou	5
M50	Resnik	22
M50	Lin	29
M50	Nunivers	33
M50	AIC	22
M149	Annotation	25
M149	DF	5
M149	Ganesan	7
M149	LC	7
M149	PS	10
M149	Zhou	7
M149	Resnik	5
M149	Lin	11
M149	Nunivers	16
M149	AIC	5
M148	Annotation	25
M148	DF	5
M148	Ganesan	7
M148	LC	7
M148	PS	10
M148	Zhou	7
M148	Resnik	5
M148	Lin	11
M148	Nunivers	16
M148	AIC	5
M147	Annotation	179
M147	DF	85
M147	Ganesan	93
M147	LC	9
M147	PS	80
M147	Zhou	11
M147	Resnik	97
M147	Lin	71
M147	Nunivers	83
M147	AIC	66
M146	Annotation	100
M146	DF	53
M146	Ganesan	49
M146	LC	8
M146	PS	51
M146	Zhou	13
M146	Resnik	29
M146	Lin	44
M146	Nunivers	53
M146	AIC	44
M144	Annotation	113
M144	DF	71
M144	Ganesan	60
M144	LC	8
M144	PS	18
M144	Zhou	7
M144	Resnik	44
M144	Lin	52
M144	Nunivers	80
M144	AIC	13
M95.1	Annotation	133
M95.1	DF	59
M95.1	Ganesan	6
M95.1	LC	6
M95.1	PS	82
M95.1	Zhou	6
M95.1	Resnik	20
M95.1	Lin	55
M95.1	Nunivers	77
M95.1	AIC	61
M143	Annotation	46
M143	DF	16
M143	Ganesan	32
M143	LC	7
M143	PS	24
M143	Zhou	11
M143	Resnik	19
M143	Lin	23
M143	Nunivers	30
M143	AIC	10
M95.0	Annotation	143
M95.0	DF	77
M95.0	Ganesan	78
M95.0	LC	9
M95.0	PS	81
M95.0	Zhou	9
M95.0	Resnik	32
M95.0	Lin	67
M95.0	Nunivers	80
M95.0	AIC	76
M142	Annotation	101
M142	DF	55
M142	Ganesan	17
M142	LC	7
M142	PS	42
M142	Zhou	7
M142	Resnik	57
M142	Lin	49
M142	Nunivers	68
M142	AIC	49
M49	Annotation	547
M49	DF	268
M49	Ganesan	295
M49	LC	15
M49	PS	340
M49	Zhou	56
M49	Resnik	203
M49	Lin	195
M49	Nunivers	296
M49	AIC	221
M141	Annotation	25
M141	DF	5
M141	Ganesan	7
M141	LC	7
M141	PS	10
M141	Zhou	7
M141	Resnik	5
M141	Lin	11
M141	Nunivers	16
M141	AIC	5
M48	Annotation	25
M48	DF	5
M48	Ganesan	7
M48	LC	7
M48	PS	10
M48	Zhou	7
M48	Resnik	5
M48	Lin	11
M48	Nunivers	16
M48	AIC	5
M140	Annotation	73
M140	DF	35
M140	Ganesan	9
M140	LC	6
M140	PS	37
M140	Zhou	8
M140	Resnik	28
M140	Lin	27
M140	Nunivers	48
M140	AIC	37
M46	Annotation	204
M46	DF	86
M46	Ganesan	79
M46	LC	10
M46	PS	105
M46	Zhou	15
M46	Resnik	43
M46	Lin	73
M46	Nunivers	143
M46	AIC	87
M45	Annotation	142
M45	DF	65
M45	Ganesan	74
M45	LC	10
M45	PS	72
M45	Zhou	9
M45	Resnik	32
M45	Lin	65
M45	Nunivers	79
M45	AIC	66
M44	Annotation	158
M44	DF	80
M44	Ganesan	77
M44	LC	30
M44	PS	64
M44	Zhou	5
M44	Resnik	33
M44	Lin	95
M44	Nunivers	84
M44	AIC	67
M42	Annotation	179
M42	DF	78
M42	Ganesan	90
M42	LC	74
M42	PS	71
M42	Zhou	17
M42	Resnik	22
M42	Lin	96
M42	Nunivers	65
M42	AIC	80
M40	Annotation	60
M40	DF	29
M40	Ganesan	31
M40	LC	19
M40	PS	32
M40	Zhou	2
M40	Resnik	12
M40	Lin	11
M40	Nunivers	33
M40	AIC	28
M43.1	Annotation	239
M43.1	DF	93
M43.1	Ganesan	98
M43.1	LC	16
M43.1	PS	104
M43.1	Zhou	17
M43.1	Resnik	66
M43.1	Lin	62
M43.1	Nunivers	104
M43.1	AIC	93
M43.0	Annotation	278
M43.0	DF	121
M43.0	Ganesan	131
M43.0	LC	13
M43.0	PS	149
M43.0	Zhou	12
M43.0	Resnik	113
M43.0	Lin	104
M43.0	Nunivers	115
M43.0	AIC	114
M139	Annotation	97
M139	DF	60
M139	Ganesan	52
M139	LC	5
M139	PS	55
M139	Zhou	11
M139	Resnik	27
M139	Lin	39
M139	Nunivers	56
M139	AIC	11
M138	Annotation	68
M138	DF	35
M138	Ganesan	43
M138	LC	8
M138	PS	32
M138	Zhou	10
M138	Resnik	29
M138	Lin	27
M138	Nunivers	42
M138	AIC	36
M137	Annotation	25
M137	DF	5
M137	Ganesan	7
M137	LC	7
M137	PS	10
M137	Zhou	7
M137	Resnik	5
M137	Lin	11
M137	Nunivers	16
M137	AIC	5
M136	Annotation	25
M136	DF	5
M136	Ganesan	7
M136	LC	7
M136	PS	10
M136	Zhou	7
M136	Resnik	5
M136	Lin	11
M136	Nunivers	16
M136	AIC	5
M134	Annotation	100
M134	DF	46
M134	Ganesan	60
M134	LC	9
M134	PS	54
M134	Zhou	13
M134	Resnik	33
M134	Lin	46
M134	Nunivers	45
M134	AIC	41
M70.1	Annotation	25
M70.1	DF	5
M70.1	Ganesan	7
M70.1	LC	7
M70.1	PS	10
M70.1	Zhou	7
M70.1	Resnik	5
M70.1	Lin	11
M70.1	Nunivers	16
M70.1	AIC	5
M70.0	Annotation	25
M70.0	DF	5
M70.0	Ganesan	7
M70.0	LC	7
M70.0	PS	10
M70.0	Zhou	7
M70.0	Resnik	5
M70.0	Lin	11
M70.0	Nunivers	16
M70.0	AIC	5
M132	Annotation	119
M132	DF	60
M132	Ganesan	63
M132	LC	41
M132	PS	60
M132	Zhou	42
M132	Resnik	74
M132	Lin	54
M132	Nunivers	65
M132	AIC	48
M39	Annotation	114
M39	DF	43
M39	Ganesan	72
M39	LC	11
M39	PS	64
M39	Zhou	10
M39	Resnik	35
M39	Lin	39
M39	Nunivers	60
M39	AIC	45
M131	Annotation	25
M131	DF	5
M131	Ganesan	7
M131	LC	7
M131	PS	10
M131	Zhou	7
M131	Resnik	5
M131	Lin	11
M131	Nunivers	16
M131	AIC	5
M38	Annotation	217
M38	DF	94
M38	Ganesan	111
M38	LC	82
M38	PS	105
M38	Zhou	87
M38	Resnik	97
M38	Lin	130
M38	Nunivers	114
M38	AIC	94
M130	Annotation	167
M130	DF	70
