;GO:0007171;GO:2000480;GO:0018108;GO:0003091;GO:0034199;GO:0007173;GO:0046854;GO:0043388;GO:0045840;GO:0048754;GO:0042059;GO:0042730;GO:0090370;GO:0051048;GO:0000187;GO:0000186;GO:0045893;GO:0071377;GO:0007409;GO:0002092;GO:0000902;GO:0051260;GO:0021940;GO:0090263;GO:0046425;GO:0045652;GO:0046426;GO:0006888;GO:2000008;GO:0097338;GO:0016486;GO:0051897;GO:0072659;GO:0010389;GO:0030335;GO:2000060;GO:0019934;GO:0007597;GO:0044332;GO:0045741;GO:0007354;GO:0045746;GO:0006469;GO:0002576;GO:0030449;GO:0000086;GO:0019221;GO:0060070;GO:0010951;GO:0038128;GO:0009100;GO:0007167;GO:1900127;GO:0006631;GO:0070371;GO:0070493;GO:0097711;GO:0010800;GO:0050900;GO:0030510
GO:0007171;1.0;0.47794368543856813;0.08461305563037178;0.0963083151382835;0.8993844168869224;0.2048030820922055;0.08834758775202173;0.17748554385163243;0.204939401158757;0.0;0.15148171252444567;0.11129113837550923;0.12310067303871373;0.1394390536769231;0.7664310579669829;0.7664310579669829;0.3859583128267805;0.08234839917730893;0.16109609443545397;0.3554212816376517;0.17442741910203297;0.27588945616115906;0.2076816825228728;0.21079410348605743;0.16860758308788193;0.1658620314054902;0.14726455623103102;0.0;0.1418630187893478;0.0;0.1166155477860232;0.21079496853082916;0.0;0.1686763778691581;0.2203650085558479;0.4849465004645251;0.20814330516974933;0.0;0.2081505315436087;0.7347136438544728;0.0;0.15595133496899075;0.49881769764581946;0.09961310440504206;0.24767509792881637;0.10498449673768152;0.21519026176593645;0.2081505315436087;0.35252788831485254;0.2048030820922055;0.0963844252191688;0.21519026176593645;0.40433550241101573;0.095019622813742;0.16220615848458558;0.2151914489449735;0.10464891299601539;0.738429296604308;0.10459917118246083;0.26531690911392036
GO:2000480;0.47794368543856813;1.0;0.0;0.10502714984302615;0.5181586472390307;0.1843075145885376;0.0;0.15581815598402943;0.15922938644937154;0.0;0.22843313357386677;0.1496721895254859;0.16690589785030877;0.19121776068864216;0.4567696339793038;0.4567696339793038;0.260308594124257;0.0;0.0;0.23818244567277888;0.0;0.0;0.16153548582381724;0.1641589349460161;0.18446345018043286;0.18118225898390716;0.2215575033380682;0.0;0.15595659963889597;0.0;0.09225646235172652;0.1641596649905743;0.0;0.1845457954407985;0.17226699619555375;0.31421283320364607;0.1876009544316762;0.0;0.1876080905521552;0.4292722284603895;0.0;0.2357554426476117;0.9535799935133407;0.0;0.2665835108487531;0.0;0.1945824815426647;0.1876080905521552;0.6387651408687555;0.1843075145885376;0.0;0.1945824815426647;0.27357534298475344;0.0;0.14317540514654314;0.1945836615204091;0.0;0.4522902879518704;0.0;0.28475234069244965
GO:0018108;0.08461305563037178;0.0;1.0;0.0;0.0;0.17297581317798041;0.474924885673452;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12675961195336546;0.1593837199389323;0.0;0.18283326023352972;0.1837899510364646;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4970710296255395;0.0;0.0;0.0;0.0;0.0;0.1779326331769283;0.5195905492221718;0.1779434875259755;0.0;0.0;0.0;0.0;0.17288293069454436;0.0;0.18973038270837653;0.18879563135334065;0.1779434875259755;0.0;0.17297581317798041;0.6575397641379522;0.18879563135334065;0.0;0.3794008029176988;0.785136849406439;0.18879750955587196;0.1886371687407605;0.0;0.1884756060534251;0.0
GO:0003091;0.0963083151382835;0.10502714984302615;0.0;1.0;0.10866299157173648;0.23009836710596118;0.0;0.25931313493918284;0.17268752995568526;0.23913417858618763;0.18275079177936226;0.2611336048637551;0.18859298181564327;0.24910043091011103;0.08484510595113344;0.08484510595113344;0.12431465133403477;0.0;0.0;0.15509189411251015;0.0;0.0;0.177329686596615;0.18275058043557635;0.2305096921217284;0.22201462475860997;0.1726648825578559;0.0;0.25983254934506766;0.0;0.22509087943611975;0.18275211021939597;0.0;0.23072721385227501;0.20051479966660216;0.12694102607000785;0.23895337318923485;0.0;0.23897294937099028;0.0825901881771014;0.25013145166047535;0.19409809302516748;0.11255166658450642;0.0;0.15472949848612816;0.0;0.258963701779115;0.23897294937099028;0.13150512102004713;0.23009836710596118;0.0;0.258963701779115;0.1347727981021447;0.0;0.1432367354764803;0.25896723554631124;0.0;0.13234957398750835;0.0;0.14410980786803987
GO:0034199;0.8993844168869224;0.5181586472390307;0.0;0.10866299157173648;1.0;0.19093833702381402;0.0;0.20253245786442828;0.22842888087561372;0.0;0.16939873275713868;0.12325911952872204;0.13791237312834892;0.15875181517213188;0.8219567668864318;0.8219567668864318;0.42225507263739614;0.0;0.0;0.39371588724643997;0.0;0.0;0.23184104325504098;0.2357264848253651;0.1911056997181701;0.18758620691039843;0.16414229042788933;0.0;0.16190131668540714;0.0;0.09505010684557341;0.235727566604598;0.0;0.1911940834253075;0.24775997024064955;0.5311651890493074;0.19447528939128786;0.0;0.1944829580876897;0.7869107592593559;0.0;0.17500777934842732;0.5427836839164014;0.0;0.27432394105873686;0.0;0.20198808952871694;0.1944829580876897;0.38688451584986755;0.19093833702381402;0.0;0.20198808952871694;0.4443502303381905;0.0;0.14714499028689385;0.20198936103339965;0.0;0.8106844726982612;0.0;0.2926763606216532
GO:0007173;0.2048030820922055;0.1843075145885376;0.17297581317798041;0.23009836710596118;0.19093833702381402;1.0;0.18933742032994813;0.2850013004311104;0.31062369616683566;0.0;0.3299529275085938;0.2210566906232469;0.2730958892621496;0.3690204301793391;0.14781472926426037;0.14781472926426037;0.21968286885959767;0.16376864801612043;0.22264806019125505;0.27716992632436305;0.2712459414097716;0.27335694021041235;0.3195223155677931;0.3299525200491634;0.42369115351919445;0.40677097679636715;0.3105803579168284;0.0;0.38649755140195624;0.0;0.24091868763939323;0.32995546939137455;0.0;0.42412583210520255;0.3644282876123037;0.2245383077842079;0.6205470003123885;0.0;0.7051940987168345;0.14377016782203428;0.0;0.3519224433652396;0.19804956459861614;0.24990704783782802;0.22127200740992034;0.2867084364257592;0.7700207252283917;0.7051940987168345;0.232998152899731;0.9193107369775371;0.2305332964737999;0.8621434465324357;0.23907230203616409;0.22287649230249473;0.35895287200251813;0.6776629452041014;0.28421937751298354;0.2345664855349294;0.2838527665348643;0.25650853228389686
GO:0046854;0.08834758775202173;0.0;0.474924885673452;0.0;0.0;0.18933742032994813;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13532954959183202;0.1731725402009284;0.0;0.20121188250996677;0.2023711854393742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3423954841571652;0.0;0.0;0.0;0.0;0.0;0.19529245199981377;0.3185559607655337;0.19530552773368606;0.0;0.0;0.0;0.0;0.18922614115155992;0.0;0.20959710832407263;0.2084569401211171;0.19530552773368606;0.0;0.18933742032994813;0.42317971407844407;0.2084569401211171;0.0;0.5245977617170742;0.4237729879198489;0.20845922989030624;0.20826377100698348;0.0;0.2080668575999978;0.0
GO:0043388;0.17748554385163243;0.15581815598402943;0.0;0.25931313493918284;0.20253245786442828;0.2850013004311104;0.0;1.0;0.2018736043204816;0.0;0.21576271582380852;0.1775682692578104;0.2239534932817547;0.3147392109141205;0.1547447683996832;0.1547447683996832;0.13875605583480927;0.0;0.0;0.1782347316452143;0.0;0.0;0.2082464667795418;0.21576242122997114;0.28563260221099457;0.27270275608909395;0.20184265537884385;0.0;0.33206914029400114;0.0;0.19326125178017722;0.21576455361096933;0.0;0.28596667248685204;0.24096666689283386;0.14203612601898918;0.29871206810451684;0.0;0.29874266068368727;0.15032664273514237;0.0;0.23175923525546352;0.16814287262989608;0.0;0.17775628003615332;0.0;0.3306513566346144;0.29874266068368727;0.1999608470367669;0.2850013004311104;0.0;0.3306513566346144;0.15191373057521268;0.0;0.16275411780896093;0.3306571176946935;0.0;0.1488419432107134;0.0;0.16388226625078064
GO:0045840;0.204939401158757;0.15922938644937154;0.0;0.17268752995568526;0.22842888087561372;0.31062369616683566;0.0;0.2018736043204816;1.0;0.0;0.2573824775469069;0.17884323825864903;0.2114397329033359;0.26471556402768986;0.18262376003786587;0.18262376003786587;0.25738209317260985;0.0;0.0;0.3982848379107826;0.0;0.0;0.34926642123595203;0.35815997983831854;0.3110668762495859;0.30184862563657866;0.2454402322397413;0.0;0.2735902466008116;0.0;0.14067056806379816;0.35816247717461314;0.0;0.4933286989389594;0.38669637239196186;0.2621549650519652;0.32009444613088117;0.0;0.32011522203975584;0.17817348550214604;0.0;0.2705577782888093;0.16938317415085444;0.0;0.17898414599521822;0.0;0.3409683589774286;0.32011522203975584;0.19431011238846996;0.31062369616683566;0.0;0.3409683589774286;0.27624524684604895;0.0;0.2092902049195674;0.3409719822122441;0.0;0.2719081726292444;0.0;0.21039171716727098
GO:0048754;0.0;0.0;0.0;0.23913417858618763;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3101953811949484;0.0;0.38105884910845234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28685369849330994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042059;0.15148171252444567;0.22843313357386677;0.0;0.18275079177936226;0.16939873275713868;0.3299529275085938;0.0;0.21576271582380852;0.2573824775469069;0.0;1.0;0.32466323880644504;0.2780542393594383;0.3527759523452758;0.240274544770759;0.240274544770759;0.19164595114560812;0.0;0.0;0.23398194706549566;0.0;0.0;0.26346220561107314;0.48300654595449527;0.5900303833782077;0.32006915724423696;0.7565407195301503;0.0;0.2924448978843629;0.0;0.1472768364833314;0.4830100856259627;0.0;0.33071738079655283;0.2932583092395318;0.19533073563929298;0.3406593390836238;0.0;0.34068287039680656;0.2841655614552092;0.0;0.8381255209669533;0.24348061340463772;0.0;0.23349398252862028;0.0;0.3644010239269287;0.34068287039680656;0.2806749684685511;0.3299529275085938;0.0;0.3644010239269287;0.2062377006293071;0.0;0.21789053837042222;0.36440516228262854;0.0;0.20287586314368847;0.0;0.39118004305282555
GO:0042730;0.11129113837550923;0.1496721895254859;0.0;0.2611336048637551;0.12325911952872204;0.2210566906232469;0.0;0.1775682692578104;0.17884323825864903;0.0;0.32466323880644504;1.0;0.238889555084486;0.2920326580188939;0.12467617160457954;0.12467617160457954;0.13780334367693703;0.0;0.0;0.16455454200571346;0.0;0.0;0.22803846779466533;0.2333018694324067;0.2765668029029254;0.2692559032470793;0.3109490812822165;0.0;0.24060516332426535;0.0;0.17377323541210066;0.2333033439758338;0.0;0.22148527496430026;0.20009676998142512;0.14017926036802947;0.22702985003382237;0.0;0.2270429091053857;0.12178637610015847;0.0;0.3396559205960067;0.15860945753700212;0.0;0.28568055411486437;0.0;0.24005399995395912;0.2270429091053857;0.1802635658696131;0.2210566906232469;0.0;0.24005399995395912;0.147158029532599;0.0;0.1545261558717952;0.24005624399859246;0.0;0.14501552101085383;0.0;0.19402183869536443
