;GO:0060762;GO:0045727;GO:0045947;GO:0007098;GO:0051091;GO:0009615;GO:0006446;GO:0060744;GO:1902416;GO:0000122;GO:0045471;GO:0031536;GO:0045892;GO:0071277;GO:0000184;GO:1902808;GO:0047497;GO:0000060;GO:0001649;GO:0071456;GO:0016579;GO:0007062;GO:0006351;GO:0043433;GO:0000226;GO:0006414;GO:0006851;GO:0000494;GO:0001732;GO:1990258;GO:0071300;GO:0043066;GO:0006749;GO:0070374;GO:0031167;GO:0033147;GO:0070317;GO:0033600
GO:0060762;1.0;0.004324555077440436;0.003344112541432901;0.0;0.01607420616731041;0.0;0.020693002473972075;0.0;0.03582403241897385;0.0024311562656152597;0.0;0.007945854601816018;0.002824277217674385;0.0;0.006226389026249012;0.04209970401530063;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016063972835629225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04751196369443506;0.0;0.0037883119857789515;0.0;0.01906589555801229;0.04751196369443506;0.1352132107211303
GO:0045727;0.004324555077440436;1.0;0.1593627290260722;0.0;0.07245514181338727;0.0;0.20608543834148743;0.0;0.003260715601826616;0.04073246122232671;0.0;0.023097546611374684;0.04731895019545739;0.0;0.013296137186706178;0.023097546611374684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07245514181338727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.007710392655491601;0.0;0.24472037962892987;0.0;0.007710392655491601;0.007710392655491601;0.007710392655491601
GO:0045947;0.003344112541432901;0.1593627290260722;1.0;0.0;0.056028457052940614;0.0;0.16160596054821763;0.0;0.002521461686312516;0.2010517316640836;0.0;0.0059623291452822825;0.23356204343744796;0.0;0.04421449923752672;0.0059623291452822825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056028457052940614;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.017922142072549968;0.0;0.05298536493732633;0.0;0.017922142072549968;0.017922142072549968;0.017922142072549968
GO:0007098;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.042893390906138834;0.004694698871299511;0.0;0.04727372370933218;0.0;0.08933698226451502;0.03261432980414468;0.016620707704463857;0.30385941637616604;0.005791764842280598;0.0;0.30385941637616604;0.03202117654678632;0.0;0.0028117676716148273;0.17197875179536895;0.018873506336038265;0.016785930066481353;0.0;0.022861756941136565;0.0;0.004925951151177278;0.0;0.0;0.0
GO:0051091;0.01607420616731041;0.07245514181338727;0.056028457052940614;0.0;1.0;0.0;0.26931299672090747;0.0;0.024361933213906894;0.13356406145528946;0.0;0.014166927664546596;0.155161534124081;0.0;0.0191434543411591;0.028659235217474235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9184552520572759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.028659235217474235;0.0;0.01931939535712146;0.0;0.028659235217474235;0.028659235217474235;0.028659235217474235
GO:0009615;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0482889379923376;0.0;0.0;0.042893390906138834;0.0;0.0;0.0;0.0;0.0;0.03261432980414468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016785930066481353;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006446;0.020693002473972075;0.20608543834148743;0.16160596054821763;0.0;0.26931299672090747;0.0;1.0;0.0;0.015602529001770322;0.04073246122232671;0.0;0.014166927664546596;0.04731895019545739;0.0;0.0191434543411591;0.03689424031796977;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2691415438234634;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03689424031796977;0.0;0.06002342641762215;0.0;0.03399321744050389;0.03689424031796977;0.03689424031796977
GO:0060744;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04536781773718111;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1902416;0.03582403241897385;0.003260715601826616;0.002521461686312516;0.0;0.024361933213906894;0.0;0.015602529001770322;0.0;1.0;0.0018330924277329649;0.0;0.005991176342080975;0.002129505723165616;0.0;0.004694698871299511;0.03174318727748106;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.016063972835629225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.041533572581776305;0.0;0.0028563881776081583;0.0;0.01437568998325787;0.0405539897650318;0.019722309870157474
GO:0000122;0.0024311562656152597;0.04073246122232671;0.2010517316640836;0.0;0.13356406145528946;0.0;0.04073246122232671;0.0;0.0018330924277329649;1.0;0.0;0.004334589126298501;0.8608065279148356;0.0;0.032143761766550885;0.004334589126298501;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13356406145528946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013029324657314607;0.0;0.01239825791716216;0.0;0.013029324657314607;0.013029324657314607;0.013029324657314607
